1.0
 
[-9.25024039e-03 -1.99954541e+01],[ 4.57062197e-03 -1.99955045e+01],[ -0.03739407 -19.98882379]
[0.34999021 0.20803552],[0.75000484 0.23928543],[0.66402291 0.39280815]
[0.34998978 0.20710387],[0.75000505 0.23835378],[0.66402118 0.3918768 ]
[0.34998934 0.20615218],[0.75000527 0.23740209],[0.6640194  0.39092543]
[0.34998889 0.20518046],[0.75000549 0.23643037],[0.66401758 0.38995403]
[0.34998843 0.2041887 ],[0.75000572 0.23543861],[0.66401573 0.3889626 ]
[0.34998796 0.20317691],[0.75000595 0.23442681],[0.66401384 0.38795114]
[0.34998749 0.20214508],[0.75000618 0.23339498],[0.66401191 0.38691966]
[0.349987   0.20109321],[0.75000642 0.23234311],[0.66400995 0.38586814]
[0.3499865  0.20002131],[0.75000667 0.23127121],[0.66400795 0.38479659]
[0.349986   0.19892938],[0.75000692 0.23017927],[0.66400591 0.38370502]
[0.34998549 0.19781741],[0.75000717 0.2290673 ],[0.66400383 0.38259342]
[0.34998496 0.1966854 ],[0.75000743 0.22793529],[0.66400172 0.38146179]
[0.34998443 0.19553336],[0.75000769 0.22678324],[0.66399957 0.38031013]
[0.34998389 0.19436128],[0.75000796 0.22561116],[0.66399738 0.37913844]
[0.34998334 0.19316917],[0.75000823 0.22441905],[0.66399515 0.37794672]
[0.34998278 0.19195702],[0.75000851 0.2232069 ],[0.66399289 0.37673497]
[0.34998221 0.19072484],[0.75000879 0.22197471],[0.66399059 0.3755032 ]
[0.34998163 0.18947262],[0.75000908 0.22072249],[0.66398825 0.37425139]
[0.34998104 0.18820036],[0.75000937 0.21945023],[0.66398587 0.37297956]
[0.34998045 0.18690899],[0.75000966 0.21815885],[0.66398346 0.37168861]
[0.34997985 0.18561275],[0.75000996 0.21686261],[0.66398104 0.3703928 ]
[0.34997925 0.18431651],[0.75001025 0.21556636],[0.66397862 0.36909699]
[0.34997865 0.18302026],[0.75001055 0.21427012],[0.6639762  0.36780118]
[0.34997805 0.18172402],[0.75001084 0.21297387],[0.66397378 0.36650536]
[0.34997745 0.18042778],[0.75001114 0.21167763],[0.66397136 0.36520955]
[0.34997685 0.17913154],[0.75001144 0.21038138],[0.66396894 0.36391374]
[0.34997625 0.1778353 ],[0.75001173 0.20908514],[0.66396652 0.36261793]
[0.34997566 0.17653906],[0.75001203 0.20778889],[0.6639641  0.36132211]
[0.34997506 0.17524282],[0.75001232 0.20649265],[0.66396168 0.3600263 ]
[0.34997446 0.17394657],[0.75001262 0.20519641],[0.66395926 0.35873049]
[0.34997386 0.17265033],[0.75001292 0.20390016],[0.66395684 0.35743468]
[0.34997326 0.17135409],[0.75001321 0.20260392],[0.66395441 0.35613886]
[0.34997266 0.17005785],[0.75001351 0.20130767],[0.66395199 0.35484305]
[0.34997206 0.16876161],[0.7500138  0.20001143],[0.66394957 0.35354724]
[0.34997146 0.16746537],[0.7500141  0.19871518],[0.66394715 0.35225143]
[0.34997087 0.16616913],[0.7500144  0.19741894],[0.66394473 0.35095561]
[0.34997027 0.16487288],[0.75001469 0.19612269],[0.66394231 0.3496598 ]
[0.34996967 0.16357664],[0.75001499 0.19482645],[0.66393989 0.34836399]
[0.34996907 0.1622804 ],[0.75001528 0.1935302 ],[0.66393747 0.34706818]
[0.34996847 0.16098416],[0.75001558 0.19223396],[0.66393505 0.34577237]
[0.34996787 0.15968792],[0.75001587 0.19093771],[0.66393263 0.34447655]
[0.34996727 0.15839168],[0.75001617 0.18964147],[0.66393021 0.34318074]
[0.34996667 0.15709543],[0.75001647 0.18834522],[0.66392779 0.34188493]
[0.34996607 0.15579919],[0.75001676 0.18704898],[0.66392537 0.34058912]
[0.34996548 0.15450295],[0.75001706 0.18575273],[0.66392295 0.3392933 ]
[0.34996488 0.15320671],[0.75001735 0.18445649],[0.66392053 0.33799749]
[0.34996428 0.15191047],[0.75001765 0.18316024],[0.66391811 0.33670168]
[0.34996368 0.15061423],[0.75001795 0.181864  ],[0.66391568 0.33540587]
[0.34996308 0.14931799],[0.75001824 0.18056775],[0.66391326 0.33411005]
[0.34996248 0.14802174],[0.75001854 0.17927151],[0.66391084 0.33281424]
[0.34996188 0.1467255 ],[0.75001883 0.17797526],[0.66390842 0.33151843]
[0.34996128 0.14542926],[0.75001913 0.17667902],[0.663906   0.33022262]
[0.34996068 0.14413302],[0.75001942 0.17538278],[0.66390358 0.3289268 ]
[0.34996009 0.14283678],[0.75001972 0.17408653],[0.66390116 0.32763099]
[0.34995949 0.14154054],[0.75002002 0.17279029],[0.66389874 0.32633518]
[0.34995889 0.1402443 ],[0.75002031 0.17149404],[0.66389632 0.32503937]
[0.34995829 0.13894805],[0.75002061 0.1701978 ],[0.6638939  0.32374356]
[0.34995769 0.13765181],[0.7500209  0.16890155],[0.66389148 0.32244774]
[0.34995709 0.13635557],[0.7500212  0.16760531],[0.66388906 0.32115193]
[0.34995649 0.13505933],[0.7500215  0.16630906],[0.66388664 0.31985612]
[0.34995589 0.13376309],[0.75002179 0.16501282],[0.66388422 0.31856031]
[0.3499553  0.13246685],[0.75002209 0.16371657],[0.6638818  0.31726449]
[0.3499547 0.1311706],[0.75002238 0.16242033],[0.66387937 0.31596868]
[0.3499541  0.12987436],[0.75002268 0.16112408],[0.66387695 0.31467287]
[0.3499535  0.12857812],[0.75002298 0.15982784],[0.66387453 0.31337706]
[0.3499529  0.12728188],[0.75002327 0.15853159],[0.66387211 0.31208124]
[0.3499523  0.12598564],[0.75002357 0.15723535],[0.66386969 0.31078543]
[0.3499517 0.1246894],[0.75002386 0.1559391 ],[0.66386727 0.30948962]
[0.3499511  0.12339316],[0.75002416 0.15464286],[0.66386485 0.30819381]
[0.3499505  0.12209691],[0.75002445 0.15334661],[0.66386243 0.306898  ]
[0.34994991 0.12080067],[0.75002475 0.15205037],[0.66386001 0.30560218]
[0.34994931 0.11950443],[0.75002505 0.15075412],[0.66385759 0.30430637]
[0.34994871 0.11820819],[0.75002534 0.14945788],[0.66385517 0.30301056]
[0.34994811 0.11691195],[0.75002564 0.14816164],[0.66385275 0.30171475]
[0.34994751 0.11561571],[0.75002593 0.14686539],[0.66385033 0.30041893]
[0.34994691 0.11431947],[0.75002623 0.14556915],[0.66384791 0.29912312]
[0.34994631 0.11302322],[0.75002653 0.1442729 ],[0.66384549 0.29782731]
[0.34994571 0.11172698],[0.75002682 0.14297666],[0.66384307 0.2965315 ]
[0.34994511 0.11043074],[0.75002712 0.14168041],[0.66384064 0.29523568]
[0.34994452 0.1091345 ],[0.75002741 0.14038417],[0.66383822 0.29393987]
[0.34994392 0.10783826],[0.75002771 0.13908792],[0.6638358  0.29264406]
[0.34994332 0.10654202],[0.75002801 0.13779168],[0.66383338 0.29134825]
[0.34994272 0.10524577],[0.7500283  0.13649543],[0.66383096 0.29005243]
[0.34994212 0.10394953],[0.7500286  0.13519919],[0.66382854 0.28875662]
[0.34994152 0.10265329],[0.75002889 0.13390294],[0.66382612 0.28746081]
[0.34994092 0.10135705],[0.75002919 0.1326067 ],[0.6638237 0.286165 ]
[0.34994032 0.10006081],[0.75002948 0.13131045],[0.66382128 0.28486919]
[0.34993972 0.09876457],[0.75002978 0.13001421],[0.66381886 0.28357337]
[0.34993913 0.09746833],[0.75003008 0.12871796],[0.66381644 0.28227756]
[0.34993853 0.09617208],[0.75003037 0.12742172],[0.66381402 0.28098175]
[0.34993793 0.09487584],[0.75003067 0.12612547],[0.6638116  0.27968594]
[0.34993733 0.0935796 ],[0.75003096 0.12482923],[0.66380918 0.27839012]
[0.34993673 0.09228336],[0.75003126 0.12353298],[0.66380676 0.27709431]
[0.34993613 0.09098712],[0.75003156 0.12223674],[0.66380433 0.2757985 ]
[0.34993553 0.08969088],[0.75003185 0.1209405 ],[0.66380191 0.27450269]
[0.34993493 0.08839464],[0.75003215 0.11964425],[0.66379949 0.27320687]
[0.34993434 0.08709839],[0.75003244 0.11834801],[0.66379707 0.27191106]
[0.34993374 0.08580215],[0.75003274 0.11705176],[0.66379465 0.27061525]
[0.34993314 0.08450591],[0.75003304 0.11575552],[0.66379223 0.26931944]
[0.34993254 0.08320967],[0.75003333 0.11445927],[0.66378981 0.26802363]
[0.34993194 0.08191343],[0.75003363 0.11316303],[0.66378739 0.26672781]
[0.34993134 0.08061719],[0.75003392 0.11186678],[0.66378497 0.265432  ]
[0.34993074 0.07932094],[0.75003422 0.11057054],[0.66378255 0.26413619]
[0.34993014 0.0780247 ],[0.75003451 0.10927429],[0.66378013 0.26284038]
[0.34992954 0.07672846],[0.75003481 0.10797805],[0.66377771 0.26154456]
[0.34992895 0.07543222],[0.75003511 0.1066818 ],[0.66377529 0.26024875]
[0.34992835 0.07413598],[0.7500354  0.10538556],[0.66377287 0.25895294]
[0.34992775 0.07283974],[0.7500357  0.10408931],[0.66377045 0.25765713]
[0.34992715 0.0715435 ],[0.75003599 0.10279307],[0.66376803 0.25636131]
[0.34992655 0.07024725],[0.75003629 0.10149682],[0.6637656 0.2550655]
[0.34992595 0.06895101],[0.75003659 0.10020058],[0.66376318 0.25376969]
[0.34992535 0.06765477],[0.75003688 0.09890433],[0.66376076 0.25247388]
[0.34992475 0.06635853],[0.75003718 0.09760809],[0.66375834 0.25117806]
[0.34992415 0.06506229],[0.75003747 0.09631184],[0.66375592 0.24988225]
[0.34992356 0.06376605],[0.75003777 0.0950156 ],[0.6637535  0.24858644]
[0.34992296 0.0624698 ],[0.75003807 0.09371936],[0.66375108 0.24729063]
[0.34992236 0.06117356],[0.75003836 0.09242311],[0.66374866 0.24599482]
[0.34992176 0.05987732],[0.75003866 0.09112687],[0.66374624 0.244699  ]
[0.34992116 0.05858108],[0.75003895 0.08983062],[0.66374382 0.24340319]
[0.34992056 0.05728484],[0.75003925 0.08853438],[0.6637414  0.24210738]
[0.34991996 0.0559886 ],[0.75003954 0.08723813],[0.66373898 0.24081157]
[0.34991936 0.05469236],[0.75003984 0.08594189],[0.66373656 0.23951575]
[0.34991877 0.05339611],[0.75004014 0.08464564],[0.66373414 0.23821994]
[0.34991817 0.05209987],[0.75004043 0.0833494 ],[0.66373172 0.23692413]
[0.34991757 0.05080363],[0.75004073 0.08205315],[0.66372929 0.23562832]
[0.34991697 0.04950739],[0.75004102 0.08075691],[0.66372687 0.2343325 ]
[0.34991637 0.04821115],[0.75004132 0.07946066],[0.66372445 0.23303669]
[0.34991577 0.04691491],[0.75004162 0.07816442],[0.66372203 0.23174088]
[0.34991517 0.04561867],[0.75004191 0.07686817],[0.66371961 0.23044507]
[0.34991457 0.04432242],[0.75004221 0.07557193],[0.66371719 0.22914925]
[0.34991397 0.04302618],[0.7500425  0.07427568],[0.66371477 0.22785344]
[0.34991338 0.04172994],[0.7500428  0.07297944],[0.66371235 0.22655763]
[0.34991278 0.0404337 ],[0.7500431  0.07168319],[0.66370993 0.22526182]
[0.34991218 0.03913746],[0.75004339 0.07038695],[0.66370751 0.22396601]
[0.34991158 0.03784122],[0.75004369 0.0690907 ],[0.66370509 0.22267019]
[0.34991098 0.03654497],[0.75004398 0.06779446],[0.66370267 0.22137438]
[0.34991038 0.03524873],[0.75004428 0.06649821],[0.66370025 0.22007857]
[0.34990978 0.03395249],[0.75004457 0.06520197],[0.66369783 0.21878276]
[0.34990918 0.03265625],[0.75004487 0.06390573],[0.66369541 0.21748694]
[0.34990858 0.03136001],[0.75004517 0.06260948],[0.66369298 0.21619113]
[0.34990799 0.03006377],[0.75004546 0.06131324],[0.66369056 0.21489532]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66368814 0.21359951]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66368572 0.21230369]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6636833  0.21100788]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66368088 0.20971207]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66367846 0.20841626]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66367604 0.20712045]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66367362 0.20582463]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6636712  0.20452882]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66366878 0.20323301]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66366636 0.2019372 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66366394 0.20064138]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66366152 0.19934557]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6636591  0.19804976]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66365668 0.19675395]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66365425 0.19545813]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66365183 0.19416232]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66364941 0.19286651]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66364699 0.1915707 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66364457 0.19027488]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66364215 0.18897907]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66363973 0.18768326]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66363731 0.18638745]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66363489 0.18509164]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66363247 0.18379582]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66363005 0.18250001]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66362763 0.1812042 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66362521 0.17990839]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66362279 0.17861257]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66362037 0.17731676]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66361794 0.17602095]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66361552 0.17472514]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6636131  0.17342932]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66361068 0.17213351]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66360826 0.1708377 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66360584 0.16954189]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66360342 0.16824608]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.663601   0.16695026]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66359858 0.16565445]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66359616 0.16435864]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66359374 0.16306283]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66359132 0.16176701]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6635889 0.1604712]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66358648 0.15917539]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66358406 0.15787958]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66358164 0.15658376]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66357921 0.15528795]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66357679 0.15399214]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66357437 0.15269633]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66357195 0.15140051]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66356953 0.1501047 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66356711 0.14880889]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66356469 0.14751308]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66356227 0.14621727]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66355985 0.14492145]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66355743 0.14362564]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66355501 0.14232983]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66355259 0.14103402]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66355017 0.1397382 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66354775 0.13844239]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66354533 0.13714658]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6635429  0.13585077]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66354048 0.13455495]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66353806 0.13325914]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66353564 0.13196333]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66353322 0.13066752]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6635308 0.1293717]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66352838 0.12807589]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66352596 0.12678008]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66352354 0.12548427]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66352112 0.12418846]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6635187  0.12289264]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66351628 0.12159683]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66351386 0.12030102]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66351144 0.11900521]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66350902 0.11770939]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6635066  0.11641358]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66350417 0.11511777]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66350175 0.11382196]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66349933 0.11252614]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66349691 0.11123033]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66349449 0.10993452]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66349207 0.10863871]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66348965 0.1073429 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66348723 0.10604708]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66348481 0.10475127]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66348239 0.10345546]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66347997 0.10215965]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66347755 0.10086383]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66347513 0.09956802]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66347271 0.09827221]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66347029 0.0969764 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66346786 0.09568058]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66346544 0.09438477]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66346302 0.09308896]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6634606  0.09179315]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66345818 0.09049733]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66345576 0.08920152]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66345334 0.08790571]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66345092 0.0866099 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6634485  0.08531409]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66344608 0.08401827]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66344366 0.08272246]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66344124 0.08142665]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66343882 0.08013084]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.6634364  0.07883502]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66343398 0.07753921]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66343156 0.0762434 ]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342913 0.07494759]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
[0.34990763 0.0292938 ],[0.75004564 0.06054327],[0.66342777 0.07421746]
