1.0
 
[-4.47799752e-03 -1.99980935e+01],[ 2.12169872e-03 -1.99981431e+01],[-1.69245190e-02 -1.99953272e+01]
[0.34999527 0.20803272],[0.75000224 0.23928264],[0.66404462 0.39280125]
[0.34999506 0.20710095],[0.75000234 0.23835086],[0.66404383 0.39186961]
[0.34999485 0.20614913],[0.75000244 0.23739905],[0.66404303 0.39091792]
[0.34999463 0.20517728],[0.75000254 0.23642719],[0.66404221 0.38994621]
[0.34999441 0.20418539],[0.75000265 0.2354353 ],[0.66404137 0.38895446]
[0.34999418 0.20317347],[0.75000276 0.23442337],[0.66404052 0.38794267]
[0.34999395 0.2021415 ],[0.75000287 0.2333914 ],[0.66403965 0.38691085]
[0.34999372 0.2010895 ],[0.75000298 0.2323394 ],[0.66403876 0.38585899]
[0.34999348 0.20001746],[0.75000309 0.23126736],[0.66403785 0.38478709]
[0.34999323 0.19892538],[0.75000321 0.23017527],[0.66403693 0.38369516]
[0.34999298 0.19781326],[0.75000332 0.22906315],[0.66403599 0.3825832 ]
[0.34999273 0.1966811 ],[0.75000344 0.22793099],[0.66403504 0.3814512 ]
[0.34999247 0.19552891],[0.75000356 0.2267788 ],[0.66403407 0.38029917]
[0.34999221 0.19435668],[0.75000369 0.22560656],[0.66403308 0.37912709]
[0.34999195 0.19316441],[0.75000382 0.22441429],[0.66403207 0.37793499]
[0.34999168 0.1919521 ],[0.75000394 0.22320198],[0.66403105 0.37672285]
[0.3499914  0.19071975],[0.75000407 0.22196963],[0.66403001 0.37549067]
[0.34999112 0.18946737],[0.75000421 0.22071724],[0.66402895 0.37423846]
[0.34999084 0.18819494],[0.75000434 0.21944481],[0.66402788 0.37296621]
[0.34999055 0.18690342],[0.75000448 0.21815328],[0.66402679 0.37167486]
[0.34999026 0.18560706],[0.75000461 0.21685692],[0.6640257  0.37037868]
[0.34998997 0.18431069],[0.75000475 0.21556055],[0.6640246 0.3690825]
[0.34998968 0.18301433],[0.75000489 0.21426419],[0.66402351 0.36778631]
[0.34998939 0.18171797],[0.75000503 0.21296782],[0.66402242 0.36649013]
[0.3499891  0.18042161],[0.75000516 0.21167146],[0.66402132 0.36519395]
[0.34998881 0.17912525],[0.7500053  0.21037509],[0.66402023 0.36389776]
[0.34998852 0.17782889],[0.75000544 0.20907873],[0.66401913 0.36260158]
[0.34998823 0.17653252],[0.75000557 0.20778236],[0.66401804 0.3613054 ]
[0.34998794 0.17523616],[0.75000571 0.206486  ],[0.66401695 0.36000921]
[0.34998765 0.1739398 ],[0.75000585 0.20518963],[0.66401585 0.35871303]
[0.34998736 0.17264344],[0.75000599 0.20389327],[0.66401476 0.35741685]
[0.34998707 0.17134708],[0.75000612 0.2025969 ],[0.66401367 0.35612066]
[0.34998678 0.17005071],[0.75000626 0.20130054],[0.66401257 0.35482448]
[0.3499865  0.16875435],[0.7500064  0.20000417],[0.66401148 0.3535283 ]
[0.34998621 0.16745799],[0.75000653 0.19870781],[0.66401039 0.35223211]
[0.34998592 0.16616163],[0.75000667 0.19741144],[0.66400929 0.35093593]
[0.34998563 0.16486527],[0.75000681 0.19611508],[0.6640082  0.34963975]
[0.34998534 0.16356891],[0.75000695 0.19481871],[0.6640071  0.34834357]
[0.34998505 0.16227254],[0.75000708 0.19352235],[0.66400601 0.34704738]
[0.34998476 0.16097618],[0.75000722 0.19222598],[0.66400492 0.3457512 ]
[0.34998447 0.15967982],[0.75000736 0.19092962],[0.66400382 0.34445502]
[0.34998418 0.15838346],[0.75000749 0.18963325],[0.66400273 0.34315883]
[0.34998389 0.1570871 ],[0.75000763 0.18833689],[0.66400164 0.34186265]
[0.3499836  0.15579073],[0.75000777 0.18704052],[0.66400054 0.34056647]
[0.34998331 0.15449437],[0.75000791 0.18574416],[0.66399945 0.33927028]
[0.34998302 0.15319801],[0.75000804 0.18444779],[0.66399836 0.3379741 ]
[0.34998273 0.15190165],[0.75000818 0.18315143],[0.66399726 0.33667792]
[0.34998244 0.15060529],[0.75000832 0.18185506],[0.66399617 0.33538173]
[0.34998215 0.14930893],[0.75000845 0.1805587 ],[0.66399508 0.33408555]
[0.34998186 0.14801256],[0.75000859 0.17926233],[0.66399398 0.33278937]
[0.34998157 0.1467162 ],[0.75000873 0.17796597],[0.66399289 0.33149318]
[0.34998129 0.14541984],[0.75000887 0.1766696 ],[0.66399179 0.330197  ]
[0.349981   0.14412348],[0.750009   0.17537324],[0.6639907  0.32890082]
[0.34998071 0.14282712],[0.75000914 0.17407687],[0.66398961 0.32760463]
[0.34998042 0.14153075],[0.75000928 0.17278051],[0.66398851 0.32630845]
[0.34998013 0.14023439],[0.75000941 0.17148414],[0.66398742 0.32501227]
[0.34997984 0.13893803],[0.75000955 0.17018778],[0.66398633 0.32371609]
[0.34997955 0.13764167],[0.75000969 0.16889141],[0.66398523 0.3224199 ]
[0.34997926 0.13634531],[0.75000983 0.16759505],[0.66398414 0.32112372]
[0.34997897 0.13504895],[0.75000996 0.16629868],[0.66398305 0.31982754]
[0.34997868 0.13375258],[0.7500101  0.16500232],[0.66398195 0.31853135]
[0.34997839 0.13245622],[0.75001024 0.16370595],[0.66398086 0.31723517]
[0.3499781  0.13115986],[0.75001037 0.16240959],[0.66397976 0.31593899]
[0.34997781 0.1298635 ],[0.75001051 0.16111322],[0.66397867 0.3146428 ]
[0.34997752 0.12856714],[0.75001065 0.15981686],[0.66397758 0.31334662]
[0.34997723 0.12727077],[0.75001078 0.15852049],[0.66397648 0.31205044]
[0.34997694 0.12597441],[0.75001092 0.15722413],[0.66397539 0.31075425]
[0.34997665 0.12467805],[0.75001106 0.15592776],[0.6639743  0.30945807]
[0.34997636 0.12338169],[0.7500112 0.1546314],[0.6639732  0.30816189]
[0.34997607 0.12208533],[0.75001133 0.15333503],[0.66397211 0.3068657 ]
[0.34997579 0.12078897],[0.75001147 0.15203867],[0.66397102 0.30556952]
[0.3499755 0.1194926],[0.75001161 0.1507423 ],[0.66396992 0.30427334]
[0.34997521 0.11819624],[0.75001174 0.14944594],[0.66396883 0.30297716]
[0.34997492 0.11689988],[0.75001188 0.14814957],[0.66396773 0.30168097]
[0.34997463 0.11560352],[0.75001202 0.14685321],[0.66396664 0.30038479]
[0.34997434 0.11430716],[0.75001216 0.14555684],[0.66396555 0.29908861]
[0.34997405 0.11301079],[0.75001229 0.14426048],[0.66396445 0.29779242]
[0.34997376 0.11171443],[0.75001243 0.14296411],[0.66396336 0.29649624]
[0.34997347 0.11041807],[0.75001257 0.14166775],[0.66396227 0.29520006]
[0.34997318 0.10912171],[0.7500127  0.14037138],[0.66396117 0.29390387]
[0.34997289 0.10782535],[0.75001284 0.13907502],[0.66396008 0.29260769]
[0.3499726  0.10652899],[0.75001298 0.13777865],[0.66395899 0.29131151]
[0.34997231 0.10523262],[0.75001312 0.13648229],[0.66395789 0.29001532]
[0.34997202 0.10393626],[0.75001325 0.13518592],[0.6639568  0.28871914]
[0.34997173 0.1026399 ],[0.75001339 0.13388956],[0.6639557  0.28742296]
[0.34997144 0.10134354],[0.75001353 0.13259319],[0.66395461 0.28612677]
[0.34997115 0.10004718],[0.75001366 0.13129683],[0.66395352 0.28483059]
[0.34997086 0.09875081],[0.7500138  0.13000046],[0.66395242 0.28353441]
[0.34997057 0.09745445],[0.75001394 0.1287041 ],[0.66395133 0.28223822]
[0.34997029 0.09615809],[0.75001408 0.12740773],[0.66395024 0.28094204]
[0.34997    0.09486173],[0.75001421 0.12611137],[0.66394914 0.27964586]
[0.34996971 0.09356537],[0.75001435 0.124815  ],[0.66394805 0.27834968]
[0.34996942 0.09226901],[0.75001449 0.12351864],[0.66394696 0.27705349]
[0.34996913 0.09097264],[0.75001462 0.12222227],[0.66394586 0.27575731]
[0.34996884 0.08967628],[0.75001476 0.12092591],[0.66394477 0.27446113]
[0.34996855 0.08837992],[0.7500149  0.11962954],[0.66394367 0.27316494]
[0.34996826 0.08708356],[0.75001504 0.11833318],[0.66394258 0.27186876]
[0.34996797 0.0857872 ],[0.75001517 0.11703681],[0.66394149 0.27057258]
[0.34996768 0.08449083],[0.75001531 0.11574045],[0.66394039 0.26927639]
[0.34996739 0.08319447],[0.75001545 0.11444408],[0.6639393  0.26798021]
[0.3499671  0.08189811],[0.75001558 0.11314772],[0.66393821 0.26668403]
[0.34996681 0.08060175],[0.75001572 0.11185135],[0.66393711 0.26538784]
[0.34996652 0.07930539],[0.75001586 0.11055499],[0.66393602 0.26409166]
[0.34996623 0.07800903],[0.750016   0.10925862],[0.66393493 0.26279548]
[0.34996594 0.07671266],[0.75001613 0.10796226],[0.66393383 0.26149929]
[0.34996565 0.0754163 ],[0.75001627 0.10666589],[0.66393274 0.26020311]
[0.34996536 0.07411994],[0.75001641 0.10536953],[0.66393164 0.25890693]
[0.34996507 0.07282358],[0.75001654 0.10407316],[0.66393055 0.25761075]
[0.34996479 0.07152722],[0.75001668 0.1027768 ],[0.66392946 0.25631456]
[0.3499645  0.07023085],[0.75001682 0.10148043],[0.66392836 0.25501838]
[0.34996421 0.06893449],[0.75001696 0.10018407],[0.66392727 0.2537222 ]
[0.34996392 0.06763813],[0.75001709 0.0988877 ],[0.66392618 0.25242601]
[0.34996363 0.06634177],[0.75001723 0.09759134],[0.66392508 0.25112983]
[0.34996334 0.06504541],[0.75001737 0.09629497],[0.66392399 0.24983365]
[0.34996305 0.06374905],[0.7500175  0.09499861],[0.6639229  0.24853746]
[0.34996276 0.06245268],[0.75001764 0.09370224],[0.6639218  0.24724128]
[0.34996247 0.06115632],[0.75001778 0.09240588],[0.66392071 0.2459451 ]
[0.34996218 0.05985996],[0.75001792 0.09110951],[0.66391961 0.24464891]
[0.34996189 0.0585636 ],[0.75001805 0.08981315],[0.66391852 0.24335273]
[0.3499616  0.05726724],[0.75001819 0.08851678],[0.66391743 0.24205655]
[0.34996131 0.05597087],[0.75001833 0.08722042],[0.66391633 0.24076036]
[0.34996102 0.05467451],[0.75001846 0.08592405],[0.66391524 0.23946418]
[0.34996073 0.05337815],[0.7500186  0.08462769],[0.66391415 0.238168  ]
[0.34996044 0.05208179],[0.75001874 0.08333132],[0.66391305 0.23687181]
[0.34996015 0.05078543],[0.75001887 0.08203496],[0.66391196 0.23557563]
[0.34995986 0.04948907],[0.75001901 0.08073859],[0.66391087 0.23427945]
[0.34995957 0.0481927 ],[0.75001915 0.07944223],[0.66390977 0.23298327]
[0.34995929 0.04689634],[0.75001929 0.07814586],[0.66390868 0.23168708]
[0.349959   0.04559998],[0.75001942 0.0768495 ],[0.66390758 0.2303909 ]
[0.34995871 0.04430362],[0.75001956 0.07555313],[0.66390649 0.22909472]
[0.34995842 0.04300726],[0.7500197  0.07425677],[0.6639054  0.22779853]
[0.34995813 0.04171089],[0.75001983 0.0729604 ],[0.6639043  0.22650235]
[0.34995784 0.04041453],[0.75001997 0.07166404],[0.66390321 0.22520617]
[0.34995755 0.03911817],[0.75002011 0.07036767],[0.66390212 0.22390998]
[0.34995726 0.03782181],[0.75002025 0.06907131],[0.66390102 0.2226138 ]
[0.34995697 0.03652545],[0.75002038 0.06777494],[0.66389993 0.22131762]
[0.34995668 0.03522909],[0.75002052 0.06647858],[0.66389884 0.22002143]
[0.34995639 0.03393272],[0.75002066 0.06518221],[0.66389774 0.21872525]
[0.3499561  0.03263636],[0.75002079 0.06388584],[0.66389665 0.21742907]
[0.34995581 0.03134   ],[0.75002093 0.06258948],[0.66389556 0.21613288]
[0.34995552 0.03004364],[0.75002107 0.06129311],[0.66389446 0.2148367 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66389337 0.21354052]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66389227 0.21224433]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66389118 0.21094815]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66389009 0.20965197]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388899 0.20835579]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638879 0.2070596]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388681 0.20576342]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388571 0.20446724]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388462 0.20317105]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388353 0.20187487]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388243 0.20057869]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388134 0.1992825 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66388024 0.19798632]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387915 0.19669014]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387806 0.19539395]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387696 0.19409777]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387587 0.19280159]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387478 0.1915054 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387368 0.19020922]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66387259 0.18891304]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638715  0.18761686]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638704  0.18632067]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386931 0.18502449]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386821 0.18372831]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386712 0.18243212]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386603 0.18113594]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386493 0.17983976]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386384 0.17854357]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386275 0.17724739]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386165 0.17595121]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66386056 0.17465502]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385947 0.17335884]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385837 0.17206266]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385728 0.17076647]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385618 0.16947029]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385509 0.16817411]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.663854   0.16687792]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638529  0.16558174]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385181 0.16428556]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66385072 0.16298938]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384962 0.16169319]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384853 0.16039701]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384744 0.15910083]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384634 0.15780464]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384525 0.15650846]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384415 0.15521228]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384306 0.15391609]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384197 0.15261991]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66384087 0.15132373]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383978 0.15002754]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383869 0.14873136]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383759 0.14743518]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638365  0.14613899]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383541 0.14484281]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383431 0.14354663]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383322 0.14225044]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383212 0.14095426]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66383103 0.13965808]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382994 0.1383619 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382884 0.13706571]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382775 0.13576953]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382666 0.13447335]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382556 0.13317716]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382447 0.13188098]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382338 0.1305848 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382228 0.12928861]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382119 0.12799243]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66382009 0.12669625]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.663819   0.12540006]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381791 0.12410388]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381681 0.1228077 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381572 0.12151151]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381463 0.12021533]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381353 0.11891915]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381244 0.11762297]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381135 0.11632678]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66381025 0.1150306 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380916 0.11373442]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380806 0.11243823]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380697 0.11114205]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380588 0.10984587]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380478 0.10854968]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380369 0.1072535 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638026  0.10595732]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6638015  0.10466113]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66380041 0.10336495]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379932 0.10206877]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379822 0.10077258]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379713 0.0994764 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379604 0.09818022]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379494 0.09688403]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379385 0.09558785]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379275 0.09429167]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379166 0.09299549]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66379057 0.0916993 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378947 0.09040312]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378838 0.08910694]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378729 0.08781075]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378619 0.08651457]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.6637851  0.08521839]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378401 0.0839222 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378291 0.08262602]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378182 0.08132984]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66378072 0.08003365]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377963 0.07873747]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377854 0.07744129]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377744 0.0761451 ]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377635 0.07484892]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
[0.34995536 0.02929557],[0.75002115 0.06054505],[0.66377582 0.07421648]
