1.0
 
[-5.35720366e-03 -1.99976073e+01],[ 2.57272635e-03 -1.99976570e+01],[ -0.02069609 -19.994129  ]
[0.34999433 0.20803324],[0.75000272 0.23928315],[0.66404062 0.39280252]
[0.34999409 0.20710148],[0.75000284 0.2383514 ],[0.66403966 0.39187093]
[0.34999383 0.20614969],[0.75000296 0.23739961],[0.66403867 0.39091931]
[0.34999357 0.20517787],[0.75000309 0.23642778],[0.66403767 0.38994765]
[0.34999331 0.204186  ],[0.75000321 0.23543591],[0.66403665 0.38895596]
[0.34999304 0.2031741 ],[0.75000334 0.23442401],[0.6640356  0.38794423]
[0.34999276 0.20214216],[0.75000348 0.23339206],[0.66403454 0.38691247]
[0.34999248 0.20109018],[0.75000361 0.23234008],[0.66403345 0.38586067]
[0.34999219 0.20001817],[0.75000375 0.23126807],[0.66403234 0.38478884]
[0.3499919  0.19892611],[0.75000389 0.23017601],[0.66403122 0.38369698]
[0.3499916  0.19781402],[0.75000403 0.22906392],[0.66403007 0.38258508]
[0.3499913 0.1966819],[0.75000418 0.22793178],[0.6640289  0.38145315]
[0.34999099 0.19552973],[0.75000433 0.22677962],[0.66402771 0.38030118]
[0.34999068 0.19435753],[0.75000448 0.22560741],[0.6640265  0.37912918]
[0.34999036 0.19316528],[0.75000463 0.22441517],[0.66402527 0.37793715]
[0.34999004 0.19195301],[0.75000478 0.22320288],[0.66402402 0.37672508]
[0.34998971 0.19072069],[0.75000494 0.22197056],[0.66402275 0.37549298]
[0.34998937 0.18946833],[0.7500051  0.22071821],[0.66402145 0.37424084]
[0.34998903 0.18819594],[0.75000527 0.21944581],[0.66402014 0.37296867]
[0.34998869 0.18690444],[0.75000543 0.21815431],[0.66401881 0.3716774 ]
[0.34998834 0.1856081 ],[0.7500056  0.21685797],[0.66401747 0.37038128]
[0.34998799 0.18431176],[0.75000576 0.21556162],[0.66401613 0.36908517]
[0.34998765 0.18301543],[0.75000593 0.21426528],[0.66401479 0.36778905]
[0.3499873  0.18171909],[0.7500061  0.21296894],[0.66401345 0.36649294]
[0.34998695 0.18042275],[0.75000626 0.21167259],[0.66401212 0.36519682]
[0.34998661 0.17912641],[0.75000643 0.21037625],[0.66401078 0.36390071]
[0.34998626 0.17783007],[0.7500066  0.20907991],[0.66400944 0.36260459]
[0.34998592 0.17653373],[0.75000676 0.20778357],[0.6640081  0.36130848]
[0.34998557 0.17523739],[0.75000693 0.20648722],[0.66400676 0.36001236]
[0.34998522 0.17394105],[0.7500071  0.20519088],[0.66400543 0.35871625]
[0.34998488 0.17264471],[0.75000726 0.20389454],[0.66400409 0.35742013]
[0.34998453 0.17134837],[0.75000743 0.20259819],[0.66400275 0.35612402]
[0.34998418 0.17005203],[0.75000759 0.20130185],[0.66400141 0.3548279 ]
[0.34998384 0.16875569],[0.75000776 0.20000551],[0.66400007 0.35353179]
[0.34998349 0.16745935],[0.75000793 0.19870917],[0.66399874 0.35223567]
[0.34998314 0.16616301],[0.75000809 0.19741282],[0.6639974  0.35093956]
[0.3499828  0.16486667],[0.75000826 0.19611648],[0.66399606 0.34964344]
[0.34998245 0.16357033],[0.75000843 0.19482014],[0.66399472 0.34834733]
[0.3499821  0.16227399],[0.75000859 0.19352379],[0.66399338 0.34705121]
[0.34998176 0.16097765],[0.75000876 0.19222745],[0.66399204 0.3457551 ]
[0.34998141 0.15968131],[0.75000893 0.19093111],[0.66399071 0.34445898]
[0.34998106 0.15838497],[0.75000909 0.18963477],[0.66398937 0.34316287]
[0.34998072 0.15708863],[0.75000926 0.18833842],[0.66398803 0.34186675]
[0.34998037 0.15579229],[0.75000942 0.18704208],[0.66398669 0.34057064]
[0.34998003 0.15449595],[0.75000959 0.18574574],[0.66398535 0.33927452]
[0.34997968 0.15319961],[0.75000976 0.18444939],[0.66398402 0.33797841]
[0.34997933 0.15190327],[0.75000992 0.18315305],[0.66398268 0.33668229]
[0.34997899 0.15060693],[0.75001009 0.18185671],[0.66398134 0.33538618]
[0.34997864 0.14931059],[0.75001026 0.18056037],[0.66398    0.33409006]
[0.34997829 0.14801425],[0.75001042 0.17926402],[0.66397866 0.33279395]
[0.34997795 0.14671791],[0.75001059 0.17796768],[0.66397733 0.33149784]
[0.3499776  0.14542158],[0.75001076 0.17667134],[0.66397599 0.33020172]
[0.34997725 0.14412524],[0.75001092 0.17537499],[0.66397465 0.32890561]
[0.34997691 0.1428289 ],[0.75001109 0.17407865],[0.66397331 0.32760949]
[0.34997656 0.14153256],[0.75001125 0.17278231],[0.66397197 0.32631338]
[0.34997621 0.14023622],[0.75001142 0.17148597],[0.66397063 0.32501726]
[0.34997587 0.13893988],[0.75001159 0.17018962],[0.6639693  0.32372115]
[0.34997552 0.13764354],[0.75001175 0.16889328],[0.66396796 0.32242503]
[0.34997517 0.1363472 ],[0.75001192 0.16759694],[0.66396662 0.32112892]
[0.34997483 0.13505086],[0.75001209 0.16630059],[0.66396528 0.3198328 ]
[0.34997448 0.13375452],[0.75001225 0.16500425],[0.66396394 0.31853669]
[0.34997414 0.13245818],[0.75001242 0.16370791],[0.66396261 0.31724057]
[0.34997379 0.13116184],[0.75001259 0.16241157],[0.66396127 0.31594446]
[0.34997344 0.1298655 ],[0.75001275 0.16111522],[0.66395993 0.31464834]
[0.3499731  0.12856916],[0.75001292 0.15981888],[0.66395859 0.31335223]
[0.34997275 0.12727282],[0.75001308 0.15852254],[0.66395725 0.31205611]
[0.3499724  0.12597648],[0.75001325 0.15722619],[0.66395592 0.31076   ]
[0.34997206 0.12468014],[0.75001342 0.15592985],[0.66395458 0.30946388]
[0.34997171 0.1233838 ],[0.75001358 0.15463351],[0.66395324 0.30816777]
[0.34997136 0.12208746],[0.75001375 0.15333717],[0.6639519  0.30687165]
[0.34997102 0.12079112],[0.75001392 0.15204082],[0.66395056 0.30557554]
[0.34997067 0.11949478],[0.75001408 0.15074448],[0.66394922 0.30427942]
[0.34997032 0.11819844],[0.75001425 0.14944814],[0.66394789 0.30298331]
[0.34996998 0.1169021 ],[0.75001442 0.14815179],[0.66394655 0.30168719]
[0.34996963 0.11560576],[0.75001458 0.14685545],[0.66394521 0.30039108]
[0.34996929 0.11430942],[0.75001475 0.14555911],[0.66394387 0.29909496]
[0.34996894 0.11301308],[0.75001491 0.14426276],[0.66394253 0.29779885]
[0.34996859 0.11171674],[0.75001508 0.14296642],[0.6639412  0.29650273]
[0.34996825 0.1104204 ],[0.75001525 0.14167008],[0.66393986 0.29520662]
[0.3499679  0.10912406],[0.75001541 0.14037374],[0.66393852 0.2939105 ]
[0.34996755 0.10782772],[0.75001558 0.13907739],[0.66393718 0.29261439]
[0.34996721 0.10653139],[0.75001575 0.13778105],[0.66393584 0.29131828]
[0.34996686 0.10523505],[0.75001591 0.13648471],[0.66393451 0.29002216]
[0.34996651 0.10393871],[0.75001608 0.13518836],[0.66393317 0.28872605]
[0.34996617 0.10264237],[0.75001625 0.13389202],[0.66393183 0.28742993]
[0.34996582 0.10134603],[0.75001641 0.13259568],[0.66393049 0.28613382]
[0.34996547 0.10004969],[0.75001658 0.13129934],[0.66392915 0.2848377 ]
[0.34996513 0.09875335],[0.75001674 0.13000299],[0.66392781 0.28354159]
[0.34996478 0.09745701],[0.75001691 0.12870665],[0.66392648 0.28224547]
[0.34996443 0.09616067],[0.75001708 0.12741031],[0.66392514 0.28094936]
[0.34996409 0.09486433],[0.75001724 0.12611396],[0.6639238  0.27965324]
[0.34996374 0.09356799],[0.75001741 0.12481762],[0.66392246 0.27835713]
[0.3499634  0.09227165],[0.75001758 0.12352128],[0.66392112 0.27706101]
[0.34996305 0.09097531],[0.75001774 0.12222494],[0.66391979 0.2757649 ]
[0.3499627  0.08967897],[0.75001791 0.12092859],[0.66391845 0.27446878]
[0.34996236 0.08838263],[0.75001808 0.11963225],[0.66391711 0.27317267]
[0.34996201 0.08708629],[0.75001824 0.11833591],[0.66391577 0.27187655]
[0.34996166 0.08578995],[0.75001841 0.11703956],[0.66391443 0.27058044]
[0.34996132 0.08449361],[0.75001857 0.11574322],[0.6639131  0.26928432]
[0.34996097 0.08319727],[0.75001874 0.11444688],[0.66391176 0.26798821]
[0.34996062 0.08190093],[0.75001891 0.11315054],[0.66391042 0.26669209]
[0.34996028 0.08060459],[0.75001907 0.11185419],[0.66390908 0.26539598]
[0.34995993 0.07930825],[0.75001924 0.11055785],[0.66390774 0.26409986]
[0.34995958 0.07801191],[0.75001941 0.10926151],[0.6639064  0.26280375]
[0.34995924 0.07671557],[0.75001957 0.10796516],[0.66390507 0.26150763]
[0.34995889 0.07541923],[0.75001974 0.10666882],[0.66390373 0.26021152]
[0.34995854 0.07412289],[0.75001991 0.10537248],[0.66390239 0.2589154 ]
[0.3499582  0.07282655],[0.75002007 0.10407614],[0.66390105 0.25761929]
[0.34995785 0.07153021],[0.75002024 0.10277979],[0.66389971 0.25632317]
[0.34995751 0.07023387],[0.7500204  0.10148345],[0.66389838 0.25502706]
[0.34995716 0.06893754],[0.75002057 0.10018711],[0.66389704 0.25373094]
[0.34995681 0.0676412 ],[0.75002074 0.09889076],[0.6638957  0.25243483]
[0.34995647 0.06634486],[0.7500209  0.09759442],[0.66389436 0.25113872]
[0.34995612 0.06504852],[0.75002107 0.09629808],[0.66389302 0.2498426 ]
[0.34995577 0.06375218],[0.75002124 0.09500174],[0.66389169 0.24854649]
[0.34995543 0.06245584],[0.7500214  0.09370539],[0.66389035 0.24725037]
[0.34995508 0.0611595 ],[0.75002157 0.09240905],[0.66388901 0.24595426]
[0.34995473 0.05986316],[0.75002174 0.09111271],[0.66388767 0.24465814]
[0.34995439 0.05856682],[0.7500219  0.08981636],[0.66388633 0.24336203]
[0.34995404 0.05727048],[0.75002207 0.08852002],[0.66388499 0.24206591]
[0.34995369 0.05597414],[0.75002223 0.08722368],[0.66388366 0.2407698 ]
[0.34995335 0.0546778 ],[0.7500224  0.08592734],[0.66388232 0.23947368]
[0.349953   0.05338146],[0.75002257 0.08463099],[0.66388098 0.23817757]
[0.34995265 0.05208512],[0.75002273 0.08333465],[0.66387964 0.23688145]
[0.34995231 0.05078878],[0.7500229  0.08203831],[0.6638783  0.23558534]
[0.34995196 0.04949244],[0.75002307 0.08074196],[0.66387697 0.23428922]
[0.34995162 0.0481961 ],[0.75002323 0.07944562],[0.66387563 0.23299311]
[0.34995127 0.04689976],[0.7500234  0.07814928],[0.66387429 0.23169699]
[0.34995092 0.04560342],[0.75002357 0.07685294],[0.66387295 0.23040088]
[0.34995058 0.04430708],[0.75002373 0.07555659],[0.66387161 0.22910476]
[0.34995023 0.04301074],[0.7500239  0.07426025],[0.66387028 0.22780865]
[0.34994988 0.0417144 ],[0.75002406 0.07296391],[0.66386894 0.22651253]
[0.34994954 0.04041806],[0.75002423 0.07166756],[0.6638676  0.22521642]
[0.34994919 0.03912172],[0.7500244  0.07037122],[0.66386626 0.2239203 ]
[0.34994884 0.03782538],[0.75002456 0.06907488],[0.66386492 0.22262419]
[0.3499485  0.03652904],[0.75002473 0.06777853],[0.66386358 0.22132807]
[0.34994815 0.0352327 ],[0.7500249  0.06648219],[0.66386225 0.22003196]
[0.3499478  0.03393636],[0.75002506 0.06518585],[0.66386091 0.21873584]
[0.34994746 0.03264002],[0.75002523 0.06388951],[0.66385957 0.21743973]
[0.34994711 0.03134369],[0.7500254  0.06259316],[0.66385823 0.21614361]
[0.34994676 0.03004735],[0.75002556 0.06129682],[0.66385689 0.2148475 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66385556 0.21355138]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66385422 0.21225527]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66385288 0.21095916]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66385154 0.20966304]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6638502  0.20836693]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384887 0.20707081]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384753 0.2057747 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384619 0.20447858]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384485 0.20318247]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384351 0.20188635]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384217 0.20059024]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66384084 0.19929412]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6638395  0.19799801]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383816 0.19670189]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383682 0.19540578]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383548 0.19410966]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383415 0.19281355]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383281 0.19151743]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383147 0.19022132]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66383013 0.1889252 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382879 0.18762909]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382746 0.18633297]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382612 0.18503686]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382478 0.18374074]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382344 0.18244463]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6638221  0.18114851]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66382076 0.1798524 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381943 0.17855628]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381809 0.17726017]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381675 0.17596405]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381541 0.17466794]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381407 0.17337182]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381274 0.17207571]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6638114 0.1707796]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66381006 0.16948348]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380872 0.16818737]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380738 0.16689125]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380604 0.16559514]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380471 0.16429902]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380337 0.16300291]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380203 0.16170679]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66380069 0.16041068]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379935 0.15911456]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379802 0.15781845]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379668 0.15652233]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379534 0.15522622]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.663794  0.1539301]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379266 0.15263399]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66379133 0.15133787]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378999 0.15004176]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378865 0.14874564]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378731 0.14744953]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378597 0.14615341]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378463 0.1448573 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637833  0.14356118]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378196 0.14226507]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66378062 0.14096895]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377928 0.13967284]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377794 0.13837672]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377661 0.13708061]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377527 0.13578449]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377393 0.13448838]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377259 0.13319226]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66377125 0.13189615]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376992 0.13060004]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376858 0.12930392]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376724 0.12800781]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637659  0.12671169]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376456 0.12541558]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376322 0.12411946]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376189 0.12282335]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66376055 0.12152723]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375921 0.12023112]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375787 0.118935  ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375653 0.11763889]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637552  0.11634277]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375386 0.11504666]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375252 0.11375054]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66375118 0.11245443]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374984 0.11115831]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374851 0.1098622 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374717 0.10856608]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374583 0.10726997]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374449 0.10597385]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374315 0.10467774]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374181 0.10338162]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66374048 0.10208551]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373914 0.10078939]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637378  0.09949328]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373646 0.09819716]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373512 0.09690105]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373379 0.09560493]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373245 0.09430882]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66373111 0.0930127 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372977 0.09171659]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372843 0.09042048]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637271  0.08912436]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372576 0.08782825]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372442 0.08653213]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372308 0.08523602]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66372174 0.0839399 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.6637204  0.08264379]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371907 0.08134767]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371773 0.08005156]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371639 0.07875544]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371505 0.07745933]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371371 0.07616321]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371238 0.0748671 ]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
[0.34994656 0.02929574],[0.75002566 0.06054521],[0.66371171 0.07421815]
