1.0
 
[-1.96605010e-03 -1.99994828e+01],[ 8.32389001e-04 -1.99995320e+01],[-6.14627272e-03 -1.99987511e+01]
[0.34999793 0.20803125],[0.75000088 0.23928117],[0.66405604 0.39279762]
[0.34999784 0.20709941],[0.75000091 0.23834932],[0.66405576 0.39186582]
[0.34999775 0.20614753],[0.75000095 0.23739744],[0.66405547 0.39091397]
[0.34999765 0.20517561],[0.75000099 0.23642552],[0.66405517 0.38994209]
[0.34999755 0.20418365],[0.75000103 0.23543356],[0.66405487 0.38895017]
[0.34999745 0.20317166],[0.75000108 0.23442156],[0.66405456 0.38793821]
[0.34999735 0.20213962],[0.75000112 0.23338952],[0.66405425 0.38690621]
[0.34999725 0.20108754],[0.75000116 0.23233744],[0.66405393 0.38585417]
[0.34999715 0.20001543],[0.75000121 0.23126533],[0.6640536  0.38478209]
[0.34999704 0.19892327],[0.75000125 0.23017317],[0.66405327 0.38368998]
[0.34999693 0.19781108],[0.7500013  0.22906097],[0.66405293 0.38257782]
[0.34999682 0.19667884],[0.75000134 0.22792873],[0.66405258 0.38144563]
[0.34999671 0.19552657],[0.75000139 0.22677646],[0.66405223 0.38029339]
[0.34999659 0.19435426],[0.75000144 0.22560414],[0.66405187 0.37912112]
[0.34999648 0.1931619 ],[0.75000149 0.22441178],[0.66405151 0.37792881]
[0.34999636 0.19194951],[0.75000154 0.22319939],[0.66405114 0.37671646]
[0.34999624 0.19071708],[0.75000159 0.22196695],[0.66405077 0.37548408]
[0.34999612 0.18946461],[0.75000164 0.22071448],[0.66405039 0.37423165]
[0.34999599 0.18819209],[0.75000169 0.21944196],[0.66405    0.37295918]
[0.34999587 0.18690049],[0.75000175 0.21815035],[0.6640496  0.37166762]
[0.34999574 0.18560406],[0.7500018  0.21685392],[0.66404921 0.37037124]
[0.34999561 0.18430764],[0.75000186 0.21555749],[0.66404881 0.36907487]
[0.34999549 0.18301121],[0.75000191 0.21426107],[0.66404842 0.36777849]
[0.34999536 0.18171479],[0.75000196 0.21296464],[0.66404802 0.36648211]
[0.34999523 0.18041836],[0.75000202 0.21166821],[0.66404763 0.36518573]
[0.34999511 0.17912193],[0.75000207 0.21037178],[0.66404723 0.36388935]
[0.34999498 0.17782551],[0.75000212 0.20907535],[0.66404684 0.36259297]
[0.34999485 0.17652908],[0.75000218 0.20777892],[0.66404644 0.3612966 ]
[0.34999473 0.17523266],[0.75000223 0.2064825 ],[0.66404605 0.36000022]
[0.3499946  0.17393623],[0.75000228 0.20518607],[0.66404566 0.35870384]
[0.34999447 0.17263981],[0.75000234 0.20388964],[0.66404526 0.35740746]
[0.34999435 0.17134338],[0.75000239 0.20259321],[0.66404487 0.35611108]
[0.34999422 0.17004696],[0.75000244 0.20129678],[0.66404447 0.3548147 ]
[0.34999409 0.16875053],[0.7500025  0.20000036],[0.66404408 0.35351833]
[0.34999397 0.16745411],[0.75000255 0.19870393],[0.66404368 0.35222195]
[0.34999384 0.16615768],[0.7500026 0.1974075],[0.66404329 0.35092557]
[0.34999371 0.16486126],[0.75000266 0.19611107],[0.66404289 0.34962919]
[0.34999359 0.16356483],[0.75000271 0.19481464],[0.6640425  0.34833281]
[0.34999346 0.16226841],[0.75000277 0.19351821],[0.6640421  0.34703643]
[0.34999333 0.16097198],[0.75000282 0.19222179],[0.66404171 0.34574006]
[0.34999321 0.15967556],[0.75000287 0.19092536],[0.66404131 0.34444368]
[0.34999308 0.15837913],[0.75000293 0.18962893],[0.66404092 0.3431473 ]
[0.34999295 0.15708271],[0.75000298 0.1883325 ],[0.66404052 0.34185092]
[0.34999283 0.15578628],[0.75000303 0.18703607],[0.66404013 0.34055454]
[0.3499927  0.15448986],[0.75000309 0.18573964],[0.66403973 0.33925816]
[0.34999257 0.15319343],[0.75000314 0.18444322],[0.66403934 0.33796179]
[0.34999245 0.15189701],[0.75000319 0.18314679],[0.66403894 0.33666541]
[0.34999232 0.15060058],[0.75000325 0.18185036],[0.66403855 0.33536903]
[0.34999219 0.14930416],[0.7500033  0.18055393],[0.66403815 0.33407265]
[0.34999207 0.14800773],[0.75000335 0.1792575 ],[0.66403776 0.33277627]
[0.34999194 0.14671131],[0.75000341 0.17796107],[0.66403736 0.33147989]
[0.34999181 0.14541488],[0.75000346 0.17666465],[0.66403697 0.33018352]
[0.34999169 0.14411846],[0.75000352 0.17536822],[0.66403657 0.32888714]
[0.34999156 0.14282203],[0.75000357 0.17407179],[0.66403618 0.32759076]
[0.34999143 0.14152561],[0.75000362 0.17277536],[0.66403578 0.32629438]
[0.34999131 0.14022918],[0.75000368 0.17147893],[0.66403539 0.324998  ]
[0.34999118 0.13893276],[0.75000373 0.1701825 ],[0.66403499 0.32370162]
[0.34999105 0.13763633],[0.75000378 0.16888608],[0.6640346  0.32240525]
[0.34999093 0.13633991],[0.75000384 0.16758965],[0.6640342  0.32110887]
[0.3499908  0.13504348],[0.75000389 0.16629322],[0.66403381 0.31981249]
[0.34999067 0.13374706],[0.75000394 0.16499679],[0.66403341 0.31851611]
[0.34999055 0.13245063],[0.750004   0.16370036],[0.66403302 0.31721973]
[0.34999042 0.13115421],[0.75000405 0.16240393],[0.66403262 0.31592335]
[0.34999029 0.12985778],[0.7500041  0.16110751],[0.66403223 0.31462698]
[0.34999017 0.12856136],[0.75000416 0.15981108],[0.66403183 0.3133306 ]
[0.34999004 0.12726493],[0.75000421 0.15851465],[0.66403144 0.31203422]
[0.34998991 0.12596851],[0.75000426 0.15721822],[0.66403104 0.31073784]
[0.34998979 0.12467208],[0.75000432 0.15592179],[0.66403065 0.30944146]
[0.34998966 0.12337566],[0.75000437 0.15462537],[0.66403025 0.30814508]
[0.34998953 0.12207923],[0.75000443 0.15332894],[0.66402986 0.30684871]
[0.34998941 0.12078281],[0.75000448 0.15203251],[0.66402946 0.30555233]
[0.34998928 0.11948638],[0.75000453 0.15073608],[0.66402907 0.30425595]
[0.34998915 0.11818996],[0.75000459 0.14943965],[0.66402867 0.30295957]
[0.34998903 0.11689353],[0.75000464 0.14814322],[0.66402828 0.30166319]
[0.3499889  0.11559711],[0.75000469 0.1468468 ],[0.66402788 0.30036681]
[0.34998877 0.11430068],[0.75000475 0.14555037],[0.66402749 0.29907044]
[0.34998865 0.11300425],[0.7500048  0.14425394],[0.66402709 0.29777406]
[0.34998852 0.11170783],[0.75000485 0.14295751],[0.6640267  0.29647768]
[0.34998839 0.1104114 ],[0.75000491 0.14166108],[0.6640263 0.2951813]
[0.34998827 0.10911498],[0.75000496 0.14036465],[0.66402591 0.29388492]
[0.34998814 0.10781855],[0.75000501 0.13906823],[0.66402551 0.29258854]
[0.34998801 0.10652213],[0.75000507 0.1377718 ],[0.66402512 0.29129217]
[0.34998789 0.1052257 ],[0.75000512 0.13647537],[0.66402472 0.28999579]
[0.34998776 0.10392928],[0.75000517 0.13517894],[0.66402433 0.28869941]
[0.34998763 0.10263285],[0.75000523 0.13388251],[0.66402393 0.28740303]
[0.34998751 0.10133643],[0.75000528 0.13258608],[0.66402354 0.28610665]
[0.34998738 0.10004   ],[0.75000534 0.13128966],[0.66402314 0.28481027]
[0.34998725 0.09874358],[0.75000539 0.12999323],[0.66402275 0.2835139 ]
[0.34998713 0.09744715],[0.75000544 0.1286968 ],[0.66402235 0.28221752]
[0.349987   0.09615073],[0.7500055  0.12740037],[0.66402196 0.28092114]
[0.34998687 0.0948543 ],[0.75000555 0.12610394],[0.66402156 0.27962476]
[0.34998675 0.09355788],[0.7500056  0.12480751],[0.66402117 0.27832838]
[0.34998662 0.09226145],[0.75000566 0.12351109],[0.66402077 0.277032  ]
[0.34998649 0.09096503],[0.75000571 0.12221466],[0.66402038 0.27573563]
[0.34998637 0.0896686 ],[0.75000576 0.12091823],[0.66401998 0.27443925]
[0.34998624 0.08837218],[0.75000582 0.1196218 ],[0.66401959 0.27314287]
[0.34998611 0.08707575],[0.75000587 0.11832537],[0.6640192  0.27184649]
[0.34998599 0.08577933],[0.75000592 0.11702894],[0.6640188  0.27055011]
[0.34998586 0.0844829 ],[0.75000598 0.11573252],[0.66401841 0.26925373]
[0.34998573 0.08318648],[0.75000603 0.11443609],[0.66401801 0.26795736]
[0.34998561 0.08189005],[0.75000608 0.11313966],[0.66401762 0.26666098]
[0.34998548 0.08059363],[0.75000614 0.11184323],[0.66401722 0.2653646 ]
[0.34998535 0.0792972 ],[0.75000619 0.1105468 ],[0.66401683 0.26406822]
[0.34998523 0.07800078],[0.75000625 0.10925038],[0.66401643 0.26277184]
[0.3499851  0.07670435],[0.7500063  0.10795395],[0.66401604 0.26147546]
[0.34998497 0.07540793],[0.75000635 0.10665752],[0.66401564 0.26017909]
[0.34998485 0.0741115 ],[0.75000641 0.10536109],[0.66401525 0.25888271]
[0.34998472 0.07281508],[0.75000646 0.10406466],[0.66401485 0.25758633]
[0.34998459 0.07151865],[0.75000651 0.10276823],[0.66401446 0.25628995]
[0.34998447 0.07022223],[0.75000657 0.10147181],[0.66401406 0.25499357]
[0.34998434 0.0689258 ],[0.75000662 0.10017538],[0.66401367 0.25369719]
[0.34998422 0.06762938],[0.75000667 0.09887895],[0.66401327 0.25240082]
[0.34998409 0.06633295],[0.75000673 0.09758252],[0.66401288 0.25110444]
[0.34998396 0.06503653],[0.75000678 0.09628609],[0.66401248 0.24980806]
[0.34998384 0.0637401 ],[0.75000683 0.09498966],[0.66401209 0.24851168]
[0.34998371 0.06244368],[0.75000689 0.09369324],[0.66401169 0.2472153 ]
[0.34998358 0.06114725],[0.75000694 0.09239681],[0.6640113  0.24591892]
[0.34998346 0.05985083],[0.750007   0.09110038],[0.6640109  0.24462255]
[0.34998333 0.0585544 ],[0.75000705 0.08980395],[0.66401051 0.24332617]
[0.3499832  0.05725798],[0.7500071  0.08850752],[0.66401011 0.24202979]
[0.34998308 0.05596155],[0.75000716 0.08721109],[0.66400972 0.24073341]
[0.34998295 0.05466513],[0.75000721 0.08591467],[0.66400932 0.23943703]
[0.34998282 0.0533687 ],[0.75000726 0.08461824],[0.66400893 0.23814065]
[0.3499827  0.05207228],[0.75000732 0.08332181],[0.66400853 0.23684428]
[0.34998257 0.05077585],[0.75000737 0.08202538],[0.66400814 0.2355479 ]
[0.34998244 0.04947943],[0.75000742 0.08072895],[0.66400774 0.23425152]
[0.34998232 0.048183  ],[0.75000748 0.07943252],[0.66400735 0.23295514]
[0.34998219 0.04688658],[0.75000753 0.0781361 ],[0.66400695 0.23165876]
[0.34998206 0.04559015],[0.75000758 0.07683967],[0.66400656 0.23036238]
[0.34998194 0.04429372],[0.75000764 0.07554324],[0.66400616 0.22906601]
[0.34998181 0.0429973 ],[0.75000769 0.07424681],[0.66400577 0.22776963]
[0.34998168 0.04170087],[0.75000774 0.07295038],[0.66400537 0.22647325]
[0.34998156 0.04040445],[0.7500078  0.07165395],[0.66400498 0.22517687]
[0.34998143 0.03910802],[0.75000785 0.07035753],[0.66400458 0.22388049]
[0.3499813 0.0378116],[0.75000791 0.0690611 ],[0.66400419 0.22258412]
[0.34998118 0.03651517],[0.75000796 0.06776467],[0.66400379 0.22128774]
[0.34998105 0.03521875],[0.75000801 0.06646824],[0.6640034  0.21999136]
[0.34998092 0.03392232],[0.75000807 0.06517181],[0.664003   0.21869498]
[0.3499808 0.0326259],[0.75000812 0.06387538],[0.66400261 0.2173986 ]
[0.34998067 0.03132947],[0.75000817 0.06257896],[0.66400221 0.21610222]
[0.34998054 0.03003305],[0.75000823 0.06128253],[0.66400182 0.21480585]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66400142 0.21350947]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66400103 0.21221309]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66400063 0.21091671]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66400024 0.20962033]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399984 0.20832395]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399945 0.20702758]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399905 0.2057312 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399866 0.20443482]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399826 0.20313844]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399787 0.20184206]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399747 0.20054568]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399708 0.19924931]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399668 0.19795293]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399629 0.19665655]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399589 0.19536017]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639955  0.19406379]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639951  0.19276741]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399471 0.19147104]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399431 0.19017466]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399392 0.18887828]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399353 0.1875819 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399313 0.18628552]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399274 0.18498914]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399234 0.18369277]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399195 0.18239639]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399155 0.18110001]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399116 0.17980363]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399076 0.17850725]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66399037 0.17721087]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398997 0.1759145 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398958 0.17461812]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398918 0.17332174]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398879 0.17202536]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398839 0.17072898]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.663988  0.1694326]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639876  0.16813623]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398721 0.16683985]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398681 0.16554347]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398642 0.16424709]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398602 0.16295071]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398563 0.16165433]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398523 0.16035796]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398484 0.15906158]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398444 0.1577652 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398405 0.15646882]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398365 0.15517244]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398326 0.15387606]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398286 0.15257969]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398247 0.15128331]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398207 0.14998693]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398168 0.14869055]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398128 0.14739417]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398089 0.14609779]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66398049 0.14480142]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639801  0.14350504]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639797  0.14220866]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397931 0.14091228]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397891 0.1396159 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397852 0.13831952]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397812 0.13702315]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397773 0.13572677]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397733 0.13443039]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397694 0.13313401]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397654 0.13183763]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397615 0.13054125]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397575 0.12924488]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397536 0.1279485 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397496 0.12665212]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397457 0.12535574]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397417 0.12405936]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397378 0.12276298]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397338 0.12146661]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397299 0.12017023]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397259 0.11887385]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639722  0.11757747]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639718  0.11628109]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397141 0.11498471]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397101 0.11368834]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397062 0.11239196]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66397022 0.11109558]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396983 0.1097992 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396943 0.10850282]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396904 0.10720644]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396864 0.10591007]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396825 0.10461369]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396785 0.10331731]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396746 0.10202093]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396707 0.10072455]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396667 0.09942817]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396628 0.0981318 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396588 0.09683542]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396549 0.09553904]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396509 0.09424266]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639647  0.09294628]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.6639643 0.0916499]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396391 0.09035353]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396351 0.08905715]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396312 0.08776077]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396272 0.08646439]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396233 0.08516801]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396193 0.08387163]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396154 0.08257526]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396114 0.08127888]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396075 0.0799825 ]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66396035 0.07868612]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395996 0.07738974]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395956 0.07609336]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395917 0.07479699]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
[0.34998047 0.0292955 ],[0.75000826 0.06054498],[0.66395899 0.07421762]
