0.07185870504974806,1.0
 
[-1.25637521e-05 -1.99999930e+01],[ 3.76577176e-05 -2.00001009e+01],[-2.71748846e-04 -2.00001495e+01]
[0.35       0.20317099],[0.75       0.23442096],[0.6640625 0.3879366]
[0.35       0.20213893],[0.75      0.2333889],[0.6640625  0.38690454]
[0.35       0.20108683],[0.75      0.2323368],[0.6640625  0.38585244]
[0.35       0.20001468],[0.75       0.23126465],[0.6640625  0.38478029]
[0.35      0.1989225],[0.75       0.23017247],[0.6640625  0.38368811]
[0.35       0.19781028],[0.75       0.22906025],[0.6640625  0.38257589]
[0.35       0.19667801],[0.75       0.22792798],[0.6640625  0.38144362]
[0.35       0.19552571],[0.75       0.22677568],[0.6640625  0.38029132]
[0.35       0.19435337],[0.75       0.22560334],[0.6640625  0.37911898]
[0.35       0.19316098],[0.75       0.22441095],[0.6640625  0.37792659]
[0.35       0.19194856],[0.75       0.22319853],[0.6640625  0.37671417]
[0.35       0.19071609],[0.75       0.22196606],[0.6640625 0.3754817]
[0.35       0.18946359],[0.75       0.22071356],[0.6640625 0.3742292]
[0.35       0.18819105],[0.75       0.21944102],[0.6640625  0.37295666]
[0.35       0.18689941],[0.75       0.21814938],[0.6640625  0.37166502]
[0.35       0.18560296],[0.75       0.21685293],[0.6640625  0.37036857]
[0.35       0.18430651],[0.75       0.21555648],[0.6640625  0.36907212]
[0.35       0.18301006],[0.75       0.21426003],[0.6640625  0.36777567]
[0.35       0.18171361],[0.75       0.21296358],[0.6640625  0.36647922]
[0.35       0.18041717],[0.75       0.21166714],[0.6640625  0.36518278]
[0.35       0.17912072],[0.75       0.21037069],[0.6640625  0.36388633]
[0.35       0.17884308],[0.7500183  0.20886568],[0.66408078 0.36236716]
[0.35       0.17754663],[0.75010416 0.20896321],[0.66416652 0.36239826]
[0.35       0.17625018],[0.75019003 0.20906074],[0.66425227 0.36242937]
[0.35       0.17495373],[0.75027589 0.20915827],[0.66433801 0.36246047]
[0.35       0.17365728],[0.75036175 0.2092558 ],[0.66442376 0.36249158]
[0.35       0.17236084],[0.75044761 0.20935334],[0.6645095  0.36252269]
[0.35       0.17106439],[0.75053348 0.20945087],[0.66459525 0.36255379]
[0.35       0.16976794],[0.75061934 0.2095484 ],[0.66468099 0.3625849 ]
[0.35       0.16847149],[0.7507052  0.20964593],[0.66476674 0.362616  ]
[0.35       0.16717504],[0.75079106 0.20974346],[0.66485248 0.36264711]
[0.35       0.16587859],[0.75087693 0.209841  ],[0.66493823 0.36267821]
[0.35       0.16458214],[0.75096279 0.20993853],[0.66502397 0.36270932]
[0.35       0.16328569],[0.75104865 0.21003606],[0.66510972 0.36274042]
[0.35       0.16198925],[0.75113451 0.21013359],[0.66519546 0.36277153]
[0.35      0.1606928],[0.75122038 0.21023112],[0.6652812  0.36280263]
[0.35       0.15939635],[0.75130624 0.21032865],[0.66536695 0.36283374]
[0.35      0.1580999],[0.7513921  0.21042619],[0.66545269 0.36286485]
[0.35       0.15680345],[0.75147796 0.21052372],[0.66553844 0.36289595]
[0.35     0.155507],[0.75156383 0.21062125],[0.66562418 0.36292706]
[0.35       0.15421055],[0.75164969 0.21071878],[0.66570993 0.36295816]
[0.35       0.15291411],[0.75173555 0.21081631],[0.66579567 0.36298927]
[0.35       0.15161766],[0.75182141 0.21091385],[0.66588142 0.36302037]
[0.35       0.15032121],[0.75190728 0.21101138],[0.66596716 0.36305148]
[0.35       0.14902476],[0.75199314 0.21110891],[0.66605291 0.36308258]
[0.35       0.14772831],[0.752079   0.21120644],[0.66613865 0.36311369]
[0.35       0.14643186],[0.75216486 0.21130397],[0.6662244 0.3631448]
[0.35       0.14513541],[0.75225073 0.2114015 ],[0.66631014 0.3631759 ]
[0.35       0.14383896],[0.75233659 0.21149904],[0.66639589 0.36320701]
[0.35       0.14254252],[0.75242245 0.21159657],[0.66648163 0.36323811]
[0.35       0.14124607],[0.75250831 0.2116941 ],[0.66656738 0.36326922]
[0.35       0.13994962],[0.75259418 0.21179163],[0.66665312 0.36330032]
[0.35       0.13865317],[0.75268004 0.21188916],[0.66673887 0.36333143]
[0.35       0.13735672],[0.7527659 0.2119867],[0.66682461 0.36336253]
[0.35       0.13606027],[0.75285176 0.21208423],[0.66691036 0.36339364]
[0.35       0.13476382],[0.75293763 0.21218176],[0.6669961  0.36342474]
[0.35       0.13346738],[0.75302349 0.21227929],[0.66708185 0.36345585]
[0.35       0.13217093],[0.75310935 0.21237682],[0.66716759 0.36348696]
[0.35       0.13087448],[0.75319521 0.21247435],[0.66725334 0.36351806]
[0.35       0.12957803],[0.75328108 0.21257189],[0.66733908 0.36354917]
[0.35       0.12828158],[0.75336694 0.21266942],[0.66742483 0.36358027]
[0.35       0.12698513],[0.7534528  0.21276695],[0.66751057 0.36361138]
[0.35       0.12568868],[0.75353866 0.21286448],[0.66759632 0.36364248]
[0.35       0.12439223],[0.75362453 0.21296201],[0.66768206 0.36367359]
[0.35       0.12309579],[0.75371039 0.21305955],[0.66776781 0.36370469]
[0.35       0.12179934],[0.75379625 0.21315708],[0.66785355 0.3637358 ]
[0.35       0.12050289],[0.75388211 0.21325461],[0.6679393 0.3637669]
[0.35       0.11920644],[0.75396798 0.21335214],[0.66802504 0.36379801]
[0.35       0.11790999],[0.75405384 0.21344967],[0.66811079 0.36382912]
[0.35       0.11661354],[0.7541397 0.2135472],[0.66819653 0.36386022]
[0.35       0.11531709],[0.75422556 0.21364474],[0.66828227 0.36389133]
[0.35       0.11402065],[0.75431143 0.21374227],[0.66836802 0.36392243]
[0.35      0.1127242],[0.75439729 0.2138398 ],[0.66845376 0.36395354]
[0.35       0.11142775],[0.75448315 0.21393733],[0.66853951 0.36398464]
[0.35      0.1101313],[0.75456901 0.21403486],[0.66862525 0.36401575]
[0.35       0.10883485],[0.75465488 0.2141324 ],[0.668711   0.36404685]
[0.35      0.1075384],[0.75474074 0.21422993],[0.66879674 0.36407796]
[0.35       0.10624195],[0.7548266  0.21432746],[0.66888249 0.36410907]
[0.35       0.10494551],[0.75491246 0.21442499],[0.66896823 0.36414017]
[0.35       0.10364906],[0.75499833 0.21452252],[0.66905398 0.36417128]
[0.35       0.10235261],[0.75508419 0.21462005],[0.66913972 0.36420238]
[0.35       0.10105616],[0.75517005 0.21471759],[0.66922547 0.36423349]
[0.35       0.09975971],[0.75525591 0.21481512],[0.66931121 0.36426459]
[0.35       0.09846326],[0.75534178 0.21491265],[0.66939696 0.3642957 ]
[0.35       0.09716681],[0.75542764 0.21501018],[0.6694827 0.3643268]
[0.35       0.09587036],[0.7555135  0.21510771],[0.66956845 0.36435791]
[0.35       0.09457392],[0.75559936 0.21520525],[0.66965419 0.36438901]
[0.35       0.09327747],[0.75568523 0.21530278],[0.66973994 0.36442012]
[0.35       0.09198102],[0.75577109 0.21540031],[0.66982568 0.36445123]
[0.35       0.09068457],[0.75585695 0.21549784],[0.66991143 0.36448233]
[0.35       0.08938812],[0.75594281 0.21559537],[0.66999717 0.36451344]
[0.35       0.08809167],[0.75602868 0.2156929 ],[0.67008292 0.36454454]
[0.35       0.08679522],[0.75611454 0.21579044],[0.67016866 0.36457565]
[0.35       0.08549878],[0.7562004  0.21588797],[0.67025441 0.36460675]
[0.35       0.08420233],[0.75628626 0.2159855 ],[0.67034015 0.36463786]
[0.35       0.08290588],[0.75637213 0.21608303],[0.6704259  0.36466896]
[0.35       0.08160943],[0.75645799 0.21618056],[0.67051164 0.36470007]
[0.35       0.08031298],[0.75654385 0.2162781 ],[0.67059739 0.36473117]
[0.35       0.07901653],[0.75662971 0.21637563],[0.67068313 0.36476228]
[0.35       0.07772008],[0.75671558 0.21647316],[0.67076888 0.36479339]
[0.35       0.07642363],[0.75680144 0.21657069],[0.67085462 0.36482449]
[0.35       0.07512719],[0.7568873  0.21666822],[0.67094037 0.3648556 ]
[0.35       0.07383074],[0.75697316 0.21676576],[0.67102611 0.3648867 ]
[0.35       0.07253429],[0.75705902 0.21686329],[0.67111186 0.36491781]
[0.35       0.07123784],[0.75714489 0.21696082],[0.6711976  0.36494891]
[0.35       0.06994139],[0.75723075 0.21705835],[0.67128334 0.36498002]
[0.35       0.06864494],[0.75731661 0.21715588],[0.67136909 0.36501112]
[0.35       0.06734849],[0.75740247 0.21725341],[0.67145483 0.36504223]
[0.35       0.06605205],[0.75748834 0.21735095],[0.67154058 0.36507333]
[0.35      0.0647556],[0.7575742  0.21744848],[0.67162632 0.36510444]
[0.35       0.06345915],[0.75766006 0.21754601],[0.67171207 0.36513555]
[0.35      0.0621627],[0.75774592 0.21764354],[0.67179781 0.36516665]
[0.35       0.06086625],[0.75783179 0.21774107],[0.67188356 0.36519776]
[0.35      0.0595698],[0.75791765 0.21783861],[0.6719693  0.36522886]
[0.35       0.05827335],[0.75800351 0.21793614],[0.67205505 0.36525997]
[0.35      0.0569769],[0.75808937 0.21803367],[0.67214079 0.36529107]
[0.35       0.05568046],[0.75817524 0.2181312 ],[0.67222654 0.36532218]
[0.35       0.05438401],[0.7582611  0.21822873],[0.67231228 0.36535328]
[0.35       0.05308756],[0.75834696 0.21832626],[0.67239803 0.36538439]
[0.35       0.05179111],[0.75843282 0.2184238 ],[0.67248377 0.3654155 ]
[0.35       0.05049466],[0.75851869 0.21852133],[0.67256952 0.3654466 ]
[0.35       0.04919821],[0.75860455 0.21861886],[0.67265526 0.36547771]
[0.35       0.04790176],[0.75869041 0.21871639],[0.67274101 0.36550881]
[0.35       0.04660532],[0.75877627 0.21881392],[0.67282675 0.36553992]
[0.35       0.04530887],[0.75886214 0.21891146],[0.6729125  0.36557102]
[0.35       0.04401242],[0.758948   0.21900899],[0.67299824 0.36560213]
[0.35       0.04271597],[0.75903386 0.21910652],[0.67308399 0.36563323]
[0.35       0.04141952],[0.75911972 0.21920405],[0.67316973 0.36566434]
[0.35       0.04012307],[0.75920559 0.21930158],[0.67325548 0.36569544]
[0.35       0.03882662],[0.75929145 0.21939911],[0.67334122 0.36572655]
[0.35       0.03753017],[0.75937731 0.21949665],[0.67342697 0.36575766]
[0.35       0.03623373],[0.75946317 0.21959418],[0.67351271 0.36578876]
[0.35       0.03493728],[0.75954904 0.21969171],[0.67359846 0.36581987]
[0.35       0.03364083],[0.7596349  0.21978924],[0.6736842  0.36585097]
[0.35       0.03234438],[0.75972076 0.21988677],[0.67376995 0.36588208]
[0.35       0.03104793],[0.75980662 0.21998431],[0.67385569 0.36591318]
[0.35       0.02975148],[0.75989249 0.22008184],[0.67394144 0.36594429]
[0.35       0.02929465],[0.75997835 0.22017937],[0.67402718 0.36597539]
[0.35       0.02929465],[0.76006421 0.2202769 ],[0.67411293 0.3660065 ]
[0.35       0.02929465],[0.76015007 0.22037443],[0.67419867 0.3660376 ]
[0.35       0.02929465],[0.76023594 0.22047196],[0.67428441 0.36606871]
[0.35       0.02929465],[0.7603218 0.2205695],[0.67437016 0.36609982]
[0.35       0.02929465],[0.76040766 0.22066703],[0.6744559  0.36613092]
[0.35       0.02929465],[0.76049352 0.22076456],[0.67454165 0.36616203]
[0.35       0.02929465],[0.76057939 0.22086209],[0.67462739 0.36619313]
[0.35       0.02929465],[0.76066525 0.22095962],[0.67471314 0.36622424]
[0.35       0.02929465],[0.76075111 0.22105716],[0.67479888 0.36625534]
[0.35       0.02929465],[0.76083697 0.22115469],[0.67488463 0.36628645]
[0.35       0.02929465],[0.76092284 0.22125222],[0.67497037 0.36631755]
[0.35       0.02929465],[0.7610087  0.22134975],[0.67505612 0.36634866]
[0.35       0.02929465],[0.76109456 0.22144728],[0.67514186 0.36637977]
[0.35       0.02929465],[0.76118042 0.22154481],[0.67522761 0.36641087]
[0.35       0.02929465],[0.76126629 0.22164235],[0.67531335 0.36644198]
[0.35       0.02929465],[0.76135215 0.22173988],[0.6753991  0.36647308]
[0.35       0.02929465],[0.76143801 0.22183741],[0.67548484 0.36650419]
[0.35       0.02929465],[0.76152387 0.22193494],[0.67557059 0.36653529]
[0.35       0.02929465],[0.76160974 0.22203247],[0.67565633 0.3665664 ]
[0.35       0.02929465],[0.7616956  0.22213001],[0.67574208 0.3665975 ]
[0.35       0.02929465],[0.76178146 0.22222754],[0.67582782 0.36662861]
[0.35       0.02929465],[0.76186732 0.22232507],[0.67591357 0.36665971]
[0.35       0.02929465],[0.76195319 0.2224226 ],[0.67599931 0.36669082]
[0.35       0.02929465],[0.76203905 0.22252013],[0.67608506 0.36672193]
[0.35       0.02929465],[0.76212491 0.22261766],[0.6761708  0.36675303]
[0.35       0.02929465],[0.76221077 0.2227152 ],[0.67625655 0.36678414]
[0.35       0.02929465],[0.76229664 0.22281273],[0.67634229 0.36681524]
[0.35       0.02929465],[0.7623825  0.22291026],[0.67642804 0.36684635]
[0.35       0.02929465],[0.76246836 0.22300779],[0.67651378 0.36687745]
[0.35       0.02929465],[0.76255422 0.22310532],[0.67659953 0.36690856]
[0.35       0.02929465],[0.76264009 0.22320286],[0.67668527 0.36693966]
[0.35       0.02929465],[0.76272595 0.22330039],[0.67677102 0.36697077]
[0.35       0.02929465],[0.76281181 0.22339792],[0.67685676 0.36700187]
[0.35       0.02929465],[0.76289767 0.22349545],[0.67694251 0.36703298]
[0.35       0.02929465],[0.76298354 0.22359298],[0.67702825 0.36706409]
[0.35       0.02929465],[0.7630694  0.22369051],[0.677114   0.36709519]
[0.35       0.02929465],[0.76315526 0.22378805],[0.67719974 0.3671263 ]
[0.35       0.02929465],[0.76324112 0.22388558],[0.67728548 0.3671574 ]
[0.35       0.02929465],[0.76332699 0.22398311],[0.67737123 0.36718851]
[0.35       0.02929465],[0.76341285 0.22408064],[0.67745697 0.36721961]
[0.35       0.02929465],[0.76349871 0.22417817],[0.67754272 0.36725072]
[0.35       0.02929465],[0.76358457 0.22427571],[0.67762846 0.36728182]
[0.35       0.02929465],[0.76367044 0.22437324],[0.67771421 0.36731293]
[0.35       0.02929465],[0.7637563  0.22447077],[0.67779995 0.36734404]
[0.35       0.02929465],[0.76384216 0.2245683 ],[0.6778857  0.36737514]
[0.35       0.02929465],[0.76392802 0.22466583],[0.67797144 0.36740625]
[0.35       0.02929465],[0.76401389 0.22476336],[0.67805719 0.36743735]
[0.35       0.02929465],[0.76409975 0.2248609 ],[0.67814293 0.36746846]
[0.35       0.02929465],[0.76418561 0.22495843],[0.67822868 0.36749956]
[0.35       0.02929465],[0.76427147 0.22505596],[0.67831442 0.36753067]
[0.35       0.02929465],[0.76435734 0.22515349],[0.67840017 0.36756177]
[0.35       0.02929465],[0.7644432  0.22525102],[0.67848591 0.36759288]
[0.35       0.02929465],[0.76452906 0.22534856],[0.67857166 0.36762398]
[0.35       0.02929465],[0.76461492 0.22544609],[0.6786574  0.36765509]
[0.35       0.02929465],[0.76470079 0.22554362],[0.67874315 0.3676862 ]
[0.35       0.02929465],[0.76478665 0.22564115],[0.67882889 0.3677173 ]
[0.35       0.02929465],[0.76487251 0.22573868],[0.67891464 0.36774841]
[0.35       0.02929465],[0.76495837 0.22583621],[0.67900038 0.36777951]
[0.35       0.02929465],[0.76504424 0.22593375],[0.67908613 0.36781062]
[0.35       0.02929465],[0.7651301  0.22603128],[0.67917187 0.36784172]
[0.35       0.02929465],[0.76521596 0.22612881],[0.67925762 0.36787283]
[0.35       0.02929465],[0.76530182 0.22622634],[0.67934336 0.36790393]
[0.35       0.02929465],[0.76538769 0.22632387],[0.67942911 0.36793504]
[0.35       0.02929465],[0.76547355 0.22642141],[0.67951485 0.36796614]
[0.35       0.02929465],[0.76555941 0.22651894],[0.6796006  0.36799725]
[0.35       0.02929465],[0.76564527 0.22661647],[0.67968634 0.36802836]
[0.35       0.02929465],[0.76573113 0.226714  ],[0.67977209 0.36805946]
[0.35       0.02929465],[0.765817   0.22681153],[0.67985783 0.36809057]
[0.35       0.02929465],[0.76590286 0.22690906],[0.67994358 0.36812167]
[0.35       0.02929465],[0.76598872 0.2270066 ],[0.68002932 0.36815278]
[0.35       0.02929465],[0.76607458 0.22710413],[0.68011506 0.36818388]
[0.35       0.02929465],[0.76616045 0.22720166],[0.68020081 0.36821499]
[0.35       0.02929465],[0.76624631 0.22729919],[0.68028655 0.36824609]
[0.35       0.02929465],[0.76633217 0.22739672],[0.6803723 0.3682772]
[0.35       0.02929465],[0.76641803 0.22749426],[0.68045804 0.3683083 ]
[0.35       0.02929465],[0.7665039  0.22759179],[0.68054379 0.36833941]
[0.35       0.02929465],[0.76658976 0.22768932],[0.68062953 0.36837052]
[0.35       0.02929465],[0.76667562 0.22778685],[0.68071528 0.36840162]
[0.35       0.02929465],[0.76676148 0.22788438],[0.68080102 0.36843273]
[0.35       0.02929465],[0.76684735 0.22798191],[0.68088677 0.36846383]
[0.35       0.02929465],[0.76693321 0.22807945],[0.68097251 0.36849494]
[0.35       0.02929465],[0.76701907 0.22817698],[0.68105826 0.36852604]
[0.35       0.02929465],[0.76710493 0.22827451],[0.681144   0.36855715]
[0.35       0.02929465],[0.7671908  0.22837204],[0.68122975 0.36858825]
[0.35       0.02929465],[0.76727666 0.22846957],[0.68131549 0.36861936]
[0.35       0.02929465],[0.76736252 0.22856711],[0.68140124 0.36865047]
[0.35       0.02929465],[0.76744838 0.22866464],[0.68148698 0.36868157]
[0.35       0.02929465],[0.76753425 0.22876217],[0.68157273 0.36871268]
[0.35       0.02929465],[0.76762011 0.2288597 ],[0.68165847 0.36874378]
[0.35       0.02929465],[0.76770597 0.22895723],[0.68174422 0.36877489]
[0.35       0.02929465],[0.76779183 0.22905476],[0.68182996 0.36880599]
[0.35       0.02929465],[0.7678777 0.2291523],[0.68191571 0.3688371 ]
[0.35       0.02929465],[0.76796356 0.22924983],[0.68200145 0.3688682 ]
[0.35       0.02929465],[0.76804942 0.22934736],[0.6820872  0.36889931]
[0.35       0.02929465],[0.76813528 0.22944489],[0.68217294 0.36893041]
[0.35       0.02929465],[0.76822115 0.22954242],[0.68225869 0.36896152]
[0.35       0.02929465],[0.76830701 0.22963996],[0.68234443 0.36899263]
[0.35       0.02929465],[0.76839287 0.22973749],[0.68243018 0.36902373]
[0.35       0.02929465],[0.76847873 0.22983502],[0.68251592 0.36905484]
[0.35       0.02929465],[0.7685646  0.22993255],[0.68260167 0.36908594]
[0.35       0.02929465],[0.76865046 0.23003008],[0.68268741 0.36911705]
[0.35       0.02929465],[0.76873632 0.23012762],[0.68277316 0.36914815]
[0.35       0.02929465],[0.76882218 0.23022515],[0.6828589  0.36917926]
[0.35       0.02929465],[0.76890805 0.23032268],[0.68294465 0.36921036]
[0.35       0.02929465],[0.76899391 0.23042021],[0.68303039 0.36924147]
[0.35       0.02929465],[0.76907977 0.23051774],[0.68311613 0.36927257]
[0.35       0.02929465],[0.76916563 0.23061527],[0.68320188 0.36930368]
[0.35       0.02929465],[0.7692515  0.23071281],[0.68328762 0.36933479]
[0.35       0.02929465],[0.76933736 0.23081034],[0.68337337 0.36936589]
[0.35       0.02929465],[0.76942322 0.23090787],[0.68345911 0.369397  ]
[0.35       0.02929465],[0.76950908 0.2310054 ],[0.68354486 0.3694281 ]
[0.35       0.02929465],[0.76959495 0.23110293],[0.6836306  0.36945921]
[0.35       0.02929465],[0.76968081 0.23120047],[0.68371635 0.36949031]
[0.35       0.02929465],[0.76976667 0.231298  ],[0.68380209 0.36952142]
[0.35       0.02929465],[0.76985253 0.23139553],[0.68388784 0.36955252]
[0.35       0.02929465],[0.7699384  0.23149306],[0.68397358 0.36958363]
[0.35       0.02929465],[0.77002426 0.23159059],[0.68405933 0.36961474]
[0.35       0.02929465],[0.77011012 0.23168812],[0.68414507 0.36964584]
[0.35       0.02929465],[0.77019598 0.23178566],[0.68423082 0.36967695]
[0.35       0.02929465],[0.77028185 0.23188319],[0.68431656 0.36970805]
[0.35       0.02929465],[0.77036771 0.23198072],[0.68440231 0.36973916]
[0.35       0.02929465],[0.77045357 0.23207825],[0.68448805 0.36977026]
[0.35       0.02929465],[0.77053943 0.23217578],[0.6845738  0.36980137]
[0.35       0.02929465],[0.7706253  0.23227332],[0.68465954 0.36983247]
[0.35       0.02929465],[0.77071116 0.23237085],[0.68474529 0.36986358]
[0.35       0.02929465],[0.77079702 0.23246838],[0.68483103 0.36989468]
[0.35       0.02929465],[0.77088288 0.23256591],[0.68491678 0.36992579]
[0.35       0.02929465],[0.77096875 0.23266344],[0.68500252 0.3699569 ]
[0.35       0.02929465],[0.77105461 0.23276097],[0.68508827 0.369988  ]
[0.35       0.02929465],[0.77114047 0.23285851],[0.68517401 0.37001911]
[0.35       0.02929465],[0.77122633 0.23295604],[0.68525976 0.37005021]
[0.35       0.02929465],[0.7713122  0.23305357],[0.6853455  0.37008132]
[0.35       0.02929465],[0.77139806 0.2331511 ],[0.68543125 0.37011242]
[0.35       0.02929465],[0.77148392 0.23324863],[0.68551699 0.37014353]
[0.35       0.02929465],[0.77156978 0.23334617],[0.68560274 0.37017463]
[0.35       0.02929465],[0.77165565 0.2334437 ],[0.68568848 0.37020574]
[0.35       0.02929465],[0.77174151 0.23354123],[0.68577423 0.37023684]
[0.35       0.02929465],[0.77182737 0.23363876],[0.68585997 0.37026795]
[0.35       0.02929465],[0.77191323 0.23373629],[0.68594572 0.37029906]
[0.35       0.02929465],[0.7719991  0.23383382],[0.68603146 0.37033016]
[0.35       0.02929465],[0.77208496 0.23393136],[0.6861172  0.37036127]
[0.35       0.02929465],[0.77217082 0.23402889],[0.68620295 0.37039237]
[0.35       0.02929465],[0.77225668 0.23412642],[0.68628869 0.37042348]
[0.35       0.02929465],[0.77234255 0.23422395],[0.68637444 0.37045458]
[0.35       0.02929465],[0.77242841 0.23432148],[0.68646018 0.37048569]
[0.35       0.02929465],[0.77251427 0.23441902],[0.68654593 0.37051679]
[0.35       0.02929465],[0.77260013 0.23451655],[0.68663167 0.3705479 ]
[0.35       0.02929465],[0.772686   0.23461408],[0.68671742 0.37057901]
[0.35       0.02929465],[0.77277186 0.23471161],[0.68680316 0.37061011]
[0.35       0.02929465],[0.77285772 0.23480914],[0.68688891 0.37064122]
[0.35       0.02929465],[0.77294358 0.23490667],[0.68697465 0.37067232]
[0.35       0.02929465],[0.77302945 0.23500421],[0.6870604  0.37070343]
[0.35       0.02929465],[0.77311531 0.23510174],[0.68714614 0.37073453]
[0.35       0.02929465],[0.77320117 0.23519927],[0.68723189 0.37076564]
[0.35       0.02929465],[0.77328703 0.2352968 ],[0.68731763 0.37079674]
[0.35       0.02929465],[0.7733729  0.23539433],[0.68740338 0.37082785]
[0.35       0.02929465],[0.77345876 0.23549187],[0.68748912 0.37085895]
[0.35       0.02929465],[0.77354462 0.2355894 ],[0.68757487 0.37089006]
[0.35       0.02929465],[0.77363048 0.23568693],[0.68766061 0.37092117]
[0.35       0.02929465],[0.77371635 0.23578446],[0.68774636 0.37095227]
[0.35       0.02929465],[0.77380221 0.23588199],[0.6878321  0.37098338]
[0.35       0.02929465],[0.77388807 0.23597952],[0.68791785 0.37101448]
[0.35       0.02929465],[0.77397393 0.23607706],[0.68800359 0.37104559]
[0.35       0.02929465],[0.7740598  0.23617459],[0.68808934 0.37107669]
[0.35       0.02929465],[0.77414566 0.23627212],[0.68817508 0.3711078 ]
[0.35       0.02929465],[0.77423152 0.23636965],[0.68826083 0.3711389 ]
[0.35       0.02929465],[0.77431738 0.23646718],[0.68834657 0.37117001]
[0.35       0.02929465],[0.77440325 0.23656472],[0.68843232 0.37120111]
[0.35       0.02929465],[0.77448911 0.23666225],[0.68851806 0.37123222]
[0.35       0.02929465],[0.77457497 0.23675978],[0.68860381 0.37126333]
[0.35       0.02929465],[0.77466083 0.23685731],[0.68868955 0.37129443]
[0.35       0.02929465],[0.77474669 0.23695484],[0.6887753  0.37132554]
[0.35       0.02929465],[0.77483256 0.23705237],[0.68886104 0.37135664]
[0.35       0.02929465],[0.77491842 0.23714991],[0.68894679 0.37138775]
[0.35       0.02929465],[0.77500428 0.23724744],[0.68903253 0.37141885]
[0.35       0.02929465],[0.77509014 0.23734497],[0.68911827 0.37144996]
