1.0
 
[-1.28917364e-02 -1.99934400e+01],[ 6.4393442e-03 -1.9993491e+01],[ -0.0530075  -19.98386225]
[0.34998635 0.20803765],[0.75000682 0.23928757],[0.66400636 0.39281341]
[0.34998575 0.2071061 ],[0.75000712 0.23835601],[0.6640039  0.39188229]
[0.34998513 0.20615451],[0.75000743 0.23740442],[0.66400138 0.39093116]
[0.34998451 0.20518288],[0.75000774 0.23643279],[0.6639988 0.38996  ]
[0.34998387 0.20419122],[0.75000806 0.23544113],[0.66399618 0.38896882]
[0.34998322 0.20317953],[0.75000838 0.23442943],[0.6639935  0.38795761]
[0.34998255 0.20214781],[0.75000871 0.23339771],[0.66399076 0.38692638]
[0.34998187 0.20109605],[0.75000905 0.23234595],[0.66398798 0.38587512]
[0.34998118 0.20002426],[0.7500094  0.23127415],[0.66398514 0.38480384]
[0.34998048 0.19893243],[0.75000975 0.23018232],[0.66398225 0.38371254]
[0.34997976 0.19782057],[0.75001011 0.22907046],[0.6639793  0.38260121]
[0.34997904 0.19668868],[0.75001047 0.22793857],[0.6639763  0.38146986]
[0.34997829 0.19553675],[0.75001084 0.22678664],[0.66397325 0.38031849]
[0.34997754 0.19436479],[0.75001122 0.22561467],[0.66397015 0.37914709]
[0.34997677 0.1931728 ],[0.7500116  0.22442268],[0.66396699 0.37795567]
[0.34997599 0.19196077],[0.75001199 0.22321065],[0.66396378 0.37674422]
[0.3499752  0.19072871],[0.75001239 0.22197859],[0.66396052 0.37551275]
[0.34997439 0.18947662],[0.75001279 0.22072649],[0.6639572  0.37426126]
[0.34997357 0.18820449],[0.7500132  0.21945436],[0.66395383 0.37298974]
[0.34997274 0.18691324],[0.75001362 0.2181631 ],[0.66395041 0.3716991 ]
[0.3499719  0.18561709],[0.75001403 0.21686695],[0.66394698 0.37040357]
[0.34997107 0.18432094],[0.75001445 0.2155708 ],[0.66394355 0.36910804]
[0.34997023 0.18302479],[0.75001487 0.21427464],[0.66394011 0.36781251]
[0.3499694  0.18172864],[0.75001528 0.21297849],[0.66393668 0.36651699]
[0.34996856 0.18043249],[0.7500157  0.21168234],[0.66393325 0.36522146]
[0.34996773 0.17913634],[0.75001612 0.21038619],[0.66392982 0.36392593]
[0.34996689 0.17784019],[0.75001654 0.20909003],[0.66392638 0.3626304 ]
[0.34996606 0.17654404],[0.75001695 0.20779388],[0.66392295 0.36133487]
[0.34996522 0.17524789],[0.75001737 0.20649773],[0.66391952 0.36003934]
[0.34996439 0.17395174],[0.75001779 0.20520157],[0.66391608 0.35874381]
[0.34996355 0.1726556 ],[0.7500182  0.20390542],[0.66391265 0.35744828]
[0.34996272 0.17135945],[0.75001862 0.20260927],[0.66390922 0.35615275]
[0.34996188 0.1700633 ],[0.75001904 0.20131311],[0.66390579 0.35485722]
[0.34996105 0.16876715],[0.75001945 0.20001696],[0.66390235 0.35356169]
[0.34996021 0.167471  ],[0.75001987 0.19872081],[0.66389892 0.35226616]
[0.34995938 0.16617485],[0.75002029 0.19742466],[0.66389549 0.35097063]
[0.34995854 0.1648787 ],[0.75002071 0.1961285 ],[0.66389205 0.3496751 ]
[0.34995771 0.16358255],[0.75002112 0.19483235],[0.66388862 0.34837957]
[0.34995687 0.1622864 ],[0.75002154 0.1935362 ],[0.66388519 0.34708404]
[0.34995604 0.16099025],[0.75002196 0.19224004],[0.66388176 0.34578852]
[0.34995521 0.1596941 ],[0.75002237 0.19094389],[0.66387832 0.34449299]
[0.34995437 0.15839795],[0.75002279 0.18964774],[0.66387489 0.34319746]
[0.34995354 0.1571018 ],[0.75002321 0.18835159],[0.66387146 0.34190193]
[0.3499527  0.15580565],[0.75002363 0.18705543],[0.66386802 0.3406064 ]
[0.34995187 0.1545095 ],[0.75002404 0.18575928],[0.66386459 0.33931087]
[0.34995103 0.15321335],[0.75002446 0.18446313],[0.66386116 0.33801534]
[0.3499502 0.1519172],[0.75002488 0.18316697],[0.66385772 0.33671981]
[0.34994936 0.15062105],[0.75002529 0.18187082],[0.66385429 0.33542428]
[0.34994853 0.1493249 ],[0.75002571 0.18057467],[0.66385086 0.33412875]
[0.34994769 0.14802875],[0.75002613 0.17927852],[0.66384743 0.33283322]
[0.34994686 0.1467326 ],[0.75002654 0.17798236],[0.66384399 0.33153769]
[0.34994602 0.14543645],[0.75002696 0.17668621],[0.66384056 0.33024216]
[0.34994519 0.1441403 ],[0.75002738 0.17539006],[0.66383713 0.32894663]
[0.34994435 0.14284415],[0.7500278 0.1740939],[0.66383369 0.3276511 ]
[0.34994352 0.141548  ],[0.75002821 0.17279775],[0.66383026 0.32635557]
[0.34994268 0.14025185],[0.75002863 0.1715016 ],[0.66382683 0.32506005]
[0.34994185 0.1389557 ],[0.75002905 0.17020544],[0.6638234  0.32376452]
[0.34994101 0.13765956],[0.75002946 0.16890929],[0.66381996 0.32246899]
[0.34994018 0.13636341],[0.75002988 0.16761314],[0.66381653 0.32117346]
[0.34993934 0.13506726],[0.7500303  0.16631699],[0.6638131  0.31987793]
[0.34993851 0.13377111],[0.75003071 0.16502083],[0.66380966 0.3185824 ]
[0.34993767 0.13247496],[0.75003113 0.16372468],[0.66380623 0.31728687]
[0.34993684 0.13117881],[0.75003155 0.16242853],[0.6638028  0.31599134]
[0.349936   0.12988266],[0.75003197 0.16113237],[0.66379937 0.31469581]
[0.34993517 0.12858651],[0.75003238 0.15983622],[0.66379593 0.31340028]
[0.34993433 0.12729036],[0.7500328  0.15854007],[0.6637925  0.31210475]
[0.3499335  0.12599421],[0.75003322 0.15724392],[0.66378907 0.31080922]
[0.34993266 0.12469806],[0.75003363 0.15594776],[0.66378563 0.30951369]
[0.34993183 0.12340191],[0.75003405 0.15465161],[0.6637822  0.30821816]
[0.34993099 0.12210576],[0.75003447 0.15335546],[0.66377877 0.30692263]
[0.34993016 0.12080961],[0.75003489 0.1520593 ],[0.66377533 0.3056271 ]
[0.34992932 0.11951346],[0.7500353  0.15076315],[0.6637719  0.30433158]
[0.34992849 0.11821731],[0.75003572 0.149467  ],[0.66376847 0.30303605]
[0.34992765 0.11692116],[0.75003614 0.14817085],[0.66376504 0.30174052]
[0.34992682 0.11562501],[0.75003655 0.14687469],[0.6637616  0.30044499]
[0.34992598 0.11432886],[0.75003697 0.14557854],[0.66375817 0.29914946]
[0.34992515 0.11303271],[0.75003739 0.14428239],[0.66375474 0.29785393]
[0.34992431 0.11173656],[0.7500378  0.14298623],[0.6637513 0.2965584]
[0.34992348 0.11044041],[0.75003822 0.14169008],[0.66374787 0.29526287]
[0.34992264 0.10914426],[0.75003864 0.14039393],[0.66374444 0.29396734]
[0.34992181 0.10784811],[0.75003906 0.13909777],[0.66374101 0.29267181]
[0.34992097 0.10655196],[0.75003947 0.13780162],[0.66373757 0.29137628]
[0.34992014 0.10525581],[0.75003989 0.13650547],[0.66373414 0.29008075]
[0.3499193  0.10395967],[0.75004031 0.13520932],[0.66373071 0.28878522]
[0.34991847 0.10266352],[0.75004072 0.13391316],[0.66372727 0.28748969]
[0.34991763 0.10136737],[0.75004114 0.13261701],[0.66372384 0.28619416]
[0.3499168  0.10007122],[0.75004156 0.13132086],[0.66372041 0.28489864]
[0.34991596 0.09877507],[0.75004197 0.1300247 ],[0.66371698 0.28360311]
[0.34991513 0.09747892],[0.75004239 0.12872855],[0.66371354 0.28230758]
[0.34991429 0.09618277],[0.75004281 0.1274324 ],[0.66371011 0.28101205]
[0.34991346 0.09488662],[0.75004323 0.12613625],[0.66370668 0.27971652]
[0.34991262 0.09359047],[0.75004364 0.12484009],[0.66370324 0.27842099]
[0.34991179 0.09229432],[0.75004406 0.12354394],[0.66369981 0.27712546]
[0.34991095 0.09099817],[0.75004448 0.12224779],[0.66369638 0.27582993]
[0.34991012 0.08970202],[0.75004489 0.12095163],[0.66369294 0.2745344 ]
[0.34990928 0.08840587],[0.75004531 0.11965548],[0.66368951 0.27323887]
[0.34990845 0.08710972],[0.75004573 0.11835933],[0.66368608 0.27194334]
[0.34990761 0.08581357],[0.75004615 0.11706317],[0.66368265 0.27064781]
[0.34990678 0.08451742],[0.75004656 0.11576702],[0.66367921 0.26935228]
[0.34990594 0.08322127],[0.75004698 0.11447087],[0.66367578 0.26805675]
[0.34990511 0.08192512],[0.7500474  0.11317472],[0.66367235 0.26676122]
[0.34990427 0.08062897],[0.75004781 0.11187856],[0.66366891 0.26546569]
[0.34990344 0.07933282],[0.75004823 0.11058241],[0.66366548 0.26417017]
[0.3499026  0.07803667],[0.75004865 0.10928626],[0.66366205 0.26287464]
[0.34990177 0.07674052],[0.75004906 0.1079901 ],[0.66365862 0.26157911]
[0.34990093 0.07544437],[0.75004948 0.10669395],[0.66365518 0.26028358]
[0.3499001  0.07414822],[0.7500499 0.1053978],[0.66365175 0.25898805]
[0.34989926 0.07285207],[0.75005032 0.10410165],[0.66364832 0.25769252]
[0.34989843 0.07155592],[0.75005073 0.10280549],[0.66364488 0.25639699]
[0.34989759 0.07025978],[0.75005115 0.10150934],[0.66364145 0.25510146]
[0.34989676 0.06896363],[0.75005157 0.10021319],[0.66363802 0.25380593]
[0.34989592 0.06766748],[0.75005198 0.09891703],[0.66363459 0.2525104 ]
[0.34989509 0.06637133],[0.7500524  0.09762088],[0.66363115 0.25121487]
[0.34989425 0.06507518],[0.75005282 0.09632473],[0.66362772 0.24991934]
[0.34989342 0.06377903],[0.75005323 0.09502858],[0.66362429 0.24862381]
[0.34989258 0.06248288],[0.75005365 0.09373242],[0.66362085 0.24732828]
[0.34989175 0.06118673],[0.75005407 0.09243627],[0.66361742 0.24603275]
[0.34989091 0.05989058],[0.75005449 0.09114012],[0.66361399 0.24473722]
[0.34989008 0.05859443],[0.7500549  0.08984396],[0.66361055 0.2434417 ]
[0.34988924 0.05729828],[0.75005532 0.08854781],[0.66360712 0.24214617]
[0.34988841 0.05600213],[0.75005574 0.08725166],[0.66360369 0.24085064]
[0.34988757 0.05470598],[0.75005615 0.0859555 ],[0.66360026 0.23955511]
[0.34988674 0.05340983],[0.75005657 0.08465935],[0.66359682 0.23825958]
[0.3498859  0.05211368],[0.75005699 0.0833632 ],[0.66359339 0.23696405]
[0.34988507 0.05081753],[0.75005741 0.08206705],[0.66358996 0.23566852]
[0.34988424 0.04952138],[0.75005782 0.08077089],[0.66358652 0.23437299]
[0.3498834  0.04822523],[0.75005824 0.07947474],[0.66358309 0.23307746]
[0.34988257 0.04692908],[0.75005866 0.07817859],[0.66357966 0.23178193]
[0.34988173 0.04563293],[0.75005907 0.07688243],[0.66357623 0.2304864 ]
[0.3498809  0.04433678],[0.75005949 0.07558628],[0.66357279 0.22919087]
[0.34988006 0.04304063],[0.75005991 0.07429013],[0.66356936 0.22789534]
[0.34987923 0.04174448],[0.75006032 0.07299398],[0.66356593 0.22659981]
[0.34987839 0.04044833],[0.75006074 0.07169782],[0.66356249 0.22530428]
[0.34987756 0.03915218],[0.75006116 0.07040167],[0.66355906 0.22400875]
[0.34987672 0.03785603],[0.75006158 0.06910552],[0.66355563 0.22271323]
[0.34987589 0.03655988],[0.75006199 0.06780936],[0.6635522 0.2214177]
[0.34987505 0.03526374],[0.75006241 0.06651321],[0.66354876 0.22012217]
[0.34987422 0.03396759],[0.75006283 0.06521706],[0.66354533 0.21882664]
[0.34987338 0.03267144],[0.75006324 0.06392091],[0.6635419  0.21753111]
[0.34987255 0.03137529],[0.75006366 0.06262475],[0.66353846 0.21623558]
[0.34987171 0.03007914],[0.75006408 0.0613286 ],[0.66353503 0.21494005]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6635316  0.21364452]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66352816 0.21234899]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66352473 0.21105346]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6635213  0.20975793]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66351787 0.2084624 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66351443 0.20716687]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.663511   0.20587134]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66350757 0.20457581]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66350413 0.20328029]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6635007  0.20198476]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66349727 0.20068923]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66349384 0.1993937 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6634904  0.19809817]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66348697 0.19680264]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66348354 0.19550711]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6634801  0.19421158]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66347667 0.19291605]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66347324 0.19162052]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66346981 0.19032499]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66346637 0.18902946]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66346294 0.18773393]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66345951 0.1864384 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66345607 0.18514287]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66345264 0.18384734]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66344921 0.18255182]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66344577 0.18125629]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66344234 0.17996076]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66343891 0.17866523]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66343548 0.1773697 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66343204 0.17607417]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66342861 0.17477864]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66342518 0.17348311]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66342174 0.17218758]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66341831 0.17089205]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66341488 0.16959652]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66341145 0.16830099]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66340801 0.16700546]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66340458 0.16570993]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66340115 0.1644144 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66339771 0.16311887]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66339428 0.16182335]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66339085 0.16052782]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66338741 0.15923229]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66338398 0.15793676]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66338055 0.15664123]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66337712 0.1553457 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66337368 0.15405017]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66337025 0.15275464]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66336682 0.15145911]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66336338 0.15016358]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66335995 0.14886805]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66335652 0.14757252]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66335309 0.14627699]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66334965 0.14498146]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66334622 0.14368593]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66334279 0.1423904 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66333935 0.14109488]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66333592 0.13979935]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66333249 0.13850382]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66332906 0.13720829]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66332562 0.13591276]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66332219 0.13461723]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66331876 0.1333217 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66331532 0.13202617]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66331189 0.13073064]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66330846 0.12943511]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66330502 0.12813958]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66330159 0.12684405]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66329816 0.12554852]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66329473 0.12425299]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66329129 0.12295746]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66328786 0.12166194]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66328443 0.12036641]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66328099 0.11907088]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66327756 0.11777535]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66327413 0.11647982]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632707  0.11518429]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66326726 0.11388876]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66326383 0.11259323]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632604 0.1112977]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66325696 0.11000217]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66325353 0.10870664]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632501  0.10741111]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66324667 0.10611558]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66324323 0.10482005]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632398  0.10352452]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66323637 0.10222899]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66323293 0.10093347]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632295  0.09963794]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66322607 0.09834241]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66322263 0.09704688]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632192  0.09575135]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66321577 0.09445582]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66321234 0.09316029]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6632089  0.09186476]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66320547 0.09056923]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66320204 0.0892737 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.6631986  0.08797817]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66319517 0.08668264]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66319174 0.08538711]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66318831 0.08409158]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66318487 0.08279605]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66318144 0.08150052]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66317801 0.080205  ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66317457 0.07890947]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66317114 0.07761394]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316771 0.07631841]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316428 0.07502288]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
[0.34987121 0.0292959 ],[0.75006433 0.06054536],[0.66316214 0.0742172 ]
