1.0
 
[-1.08826679e-02 -1.99945512e+01],[ 5.40841496e-03 -1.99946019e+01],[ -0.04439404 -19.98659948]
[0.34998848 0.20803648],[0.75000573 0.23928639],[0.66401549 0.3928105 ]
[0.34998797 0.20710487],[0.75000598 0.23835478],[0.66401343 0.39187927]
[0.34998745 0.20615322],[0.75000624 0.23740313],[0.66401132 0.390928  ]
[0.34998692 0.20518154],[0.7500065  0.23643145],[0.66400916 0.38995671]
[0.34998639 0.20418983],[0.75000677 0.23543974],[0.66400696 0.38896539]
[0.34998584 0.20317808],[0.75000704 0.23442799],[0.66400472 0.38795404]
[0.34998527 0.2021463 ],[0.75000732 0.2333962 ],[0.66400243 0.38692267]
[0.3499847  0.20109448],[0.7500076  0.23234438],[0.6640001  0.38587127]
[0.34998412 0.20002263],[0.75000789 0.23127253],[0.66399772 0.38479984]
[0.34998353 0.19893075],[0.75000819 0.23018064],[0.6639953  0.38370839]
[0.34998292 0.19781883],[0.75000849 0.22906872],[0.66399284 0.38259691]
[0.34998231 0.19668687],[0.75000879 0.22793676],[0.66399033 0.38146541]
[0.34998168 0.19553488],[0.7500091  0.22678477],[0.66398777 0.38031387]
[0.34998104 0.19436286],[0.75000942 0.22561274],[0.66398517 0.37914232]
[0.34998039 0.1931708 ],[0.75000974 0.22442068],[0.66398253 0.37795073]
[0.34997974 0.1919587 ],[0.75001007 0.22320858],[0.66397984 0.37673912]
[0.34997907 0.19072657],[0.7500104  0.22197645],[0.66397711 0.37550748]
[0.34997839 0.18947441],[0.75001074 0.22072428],[0.66397433 0.37425581]
[0.34997769 0.18820221],[0.75001109 0.21945208],[0.66397151 0.37298412]
[0.34997699 0.1869109 ],[0.75001143 0.21816076],[0.66396865 0.37169332]
[0.34997629 0.18561469],[0.75001178 0.21686455],[0.66396577 0.37039763]
[0.34997558 0.18431849],[0.75001213 0.21556835],[0.6639629  0.36910194]
[0.34997488 0.18302229],[0.75001248 0.21427215],[0.66396002 0.36780626]
[0.34997417 0.18172609],[0.75001284 0.21297594],[0.66395715 0.36651057]
[0.34997347 0.18042989],[0.75001319 0.21167974],[0.66395427 0.36521489]
[0.34997276 0.17913369],[0.75001354 0.21038354],[0.6639514 0.3639192]
[0.34997206 0.17783749],[0.75001389 0.20908733],[0.66394852 0.36262352]
[0.34997135 0.17654129],[0.75001424 0.20779113],[0.66394565 0.36132783]
[0.34997065 0.17524509],[0.75001459 0.20649493],[0.66394278 0.36003215]
[0.34996994 0.17394889],[0.75001494 0.20519872],[0.6639399  0.35873646]
[0.34996924 0.17265269],[0.75001529 0.20390252],[0.66393703 0.35744077]
[0.34996854 0.17135649],[0.75001564 0.20260631],[0.66393415 0.35614509]
[0.34996783 0.17006029],[0.75001599 0.20131011],[0.66393128 0.3548494 ]
[0.34996713 0.16876409],[0.75001634 0.20001391],[0.6639284  0.35355372]
[0.34996642 0.16746789],[0.75001669 0.1987177 ],[0.66392553 0.35225803]
[0.34996572 0.16617169],[0.75001704 0.1974215 ],[0.66392265 0.35096235]
[0.34996501 0.16487549],[0.75001739 0.1961253 ],[0.66391978 0.34966666]
[0.34996431 0.16357929],[0.75001774 0.19482909],[0.66391691 0.34837098]
[0.3499636  0.16228309],[0.75001809 0.19353289],[0.66391403 0.34707529]
[0.3499629  0.16098689],[0.75001844 0.19223669],[0.66391116 0.34577961]
[0.34996219 0.15969069],[0.75001879 0.19094048],[0.66390828 0.34448392]
[0.34996149 0.15839449],[0.75001914 0.18964428],[0.66390541 0.34318823]
[0.34996078 0.15709829],[0.75001949 0.18834808],[0.66390253 0.34189255]
[0.34996008 0.15580209],[0.75001984 0.18705187],[0.66389966 0.34059686]
[0.34995937 0.15450589],[0.75002019 0.18575567],[0.66389678 0.33930118]
[0.34995867 0.15320969],[0.75002054 0.18445946],[0.66389391 0.33800549]
[0.34995796 0.15191349],[0.75002089 0.18316326],[0.66389104 0.33670981]
[0.34995726 0.15061729],[0.75002124 0.18186706],[0.66388816 0.33541412]
[0.34995656 0.14932109],[0.75002159 0.18057085],[0.66388529 0.33411844]
[0.34995585 0.14802489],[0.75002194 0.17927465],[0.66388241 0.33282275]
[0.34995515 0.14672869],[0.75002229 0.17797845],[0.66387954 0.33152706]
[0.34995444 0.14543248],[0.75002264 0.17668224],[0.66387666 0.33023138]
[0.34995374 0.14413628],[0.75002299 0.17538604],[0.66387379 0.32893569]
[0.34995303 0.14284008],[0.75002334 0.17408984],[0.66387091 0.32764001]
[0.34995233 0.14154388],[0.75002369 0.17279363],[0.66386804 0.32634432]
[0.34995162 0.14024768],[0.75002404 0.17149743],[0.66386516 0.32504864]
[0.34995092 0.13895148],[0.75002439 0.17020122],[0.66386229 0.32375295]
[0.34995021 0.13765528],[0.75002474 0.16890502],[0.66385942 0.32245727]
[0.34994951 0.13635908],[0.75002509 0.16760882],[0.66385654 0.32116158]
[0.3499488  0.13506288],[0.75002544 0.16631261],[0.66385367 0.3198659 ]
[0.3499481  0.13376668],[0.75002579 0.16501641],[0.66385079 0.31857021]
[0.34994739 0.13247048],[0.75002614 0.16372021],[0.66384792 0.31727452]
[0.34994669 0.13117428],[0.75002649 0.162424  ],[0.66384504 0.31597884]
[0.34994599 0.12987808],[0.75002684 0.1611278 ],[0.66384217 0.31468315]
[0.34994528 0.12858188],[0.75002719 0.1598316 ],[0.66383929 0.31338747]
[0.34994458 0.12728568],[0.75002754 0.15853539],[0.66383642 0.31209178]
[0.34994387 0.12598948],[0.75002789 0.15723919],[0.66383355 0.3107961 ]
[0.34994317 0.12469328],[0.75002824 0.15594299],[0.66383067 0.30950041]
[0.34994246 0.12339708],[0.75002859 0.15464678],[0.6638278  0.30820473]
[0.34994176 0.12210088],[0.75002894 0.15335058],[0.66382492 0.30690904]
[0.34994105 0.12080468],[0.75002929 0.15205437],[0.66382205 0.30561336]
[0.34994035 0.11950848],[0.75002964 0.15075817],[0.66381917 0.30431767]
[0.34993964 0.11821228],[0.75002999 0.14946197],[0.6638163  0.30302198]
[0.34993894 0.11691608],[0.75003034 0.14816576],[0.66381342 0.3017263 ]
[0.34993823 0.11561988],[0.7500307  0.14686956],[0.66381055 0.30043061]
[0.34993753 0.11432368],[0.75003105 0.14557336],[0.66380768 0.29913493]
[0.34993682 0.11302748],[0.7500314  0.14427715],[0.6638048  0.29783924]
[0.34993612 0.11173128],[0.75003175 0.14298095],[0.66380193 0.29654356]
[0.34993542 0.11043508],[0.7500321  0.14168475],[0.66379905 0.29524787]
[0.34993471 0.10913888],[0.75003245 0.14038854],[0.66379618 0.29395219]
[0.34993401 0.10784268],[0.7500328  0.13909234],[0.6637933 0.2926565]
[0.3499333  0.10654648],[0.75003315 0.13779613],[0.66379043 0.29136081]
[0.3499326  0.10525027],[0.7500335  0.13649993],[0.66378755 0.29006513]
[0.34993189 0.10395407],[0.75003385 0.13520373],[0.66378468 0.28876944]
[0.34993119 0.10265787],[0.7500342  0.13390752],[0.66378181 0.28747376]
[0.34993048 0.10136167],[0.75003455 0.13261132],[0.66377893 0.28617807]
[0.34992978 0.10006547],[0.7500349  0.13131512],[0.66377606 0.28488239]
[0.34992907 0.09876927],[0.75003525 0.13001891],[0.66377318 0.2835867 ]
[0.34992837 0.09747307],[0.7500356  0.12872271],[0.66377031 0.28229102]
[0.34992766 0.09617687],[0.75003595 0.12742651],[0.66376743 0.28099533]
[0.34992696 0.09488067],[0.7500363 0.1261303],[0.66376456 0.27969965]
[0.34992625 0.09358447],[0.75003665 0.1248341 ],[0.66376168 0.27840396]
[0.34992555 0.09228827],[0.750037   0.12353789],[0.66375881 0.27710827]
[0.34992484 0.09099207],[0.75003735 0.12224169],[0.66375593 0.27581259]
[0.34992414 0.08969587],[0.7500377  0.12094549],[0.66375306 0.2745169 ]
[0.34992344 0.08839967],[0.75003805 0.11964928],[0.66375019 0.27322122]
[0.34992273 0.08710347],[0.7500384  0.11835308],[0.66374731 0.27192553]
[0.34992203 0.08580727],[0.75003875 0.11705688],[0.66374444 0.27062985]
[0.34992132 0.08451107],[0.7500391  0.11576067],[0.66374156 0.26933416]
[0.34992062 0.08321487],[0.75003945 0.11446447],[0.66373869 0.26803848]
[0.34991991 0.08191867],[0.7500398  0.11316827],[0.66373581 0.26674279]
[0.34991921 0.08062247],[0.75004015 0.11187206],[0.66373294 0.26544711]
[0.3499185  0.07932627],[0.7500405  0.11057586],[0.66373006 0.26415142]
[0.3499178  0.07803007],[0.75004085 0.10927966],[0.66372719 0.26285573]
[0.34991709 0.07673387],[0.7500412  0.10798345],[0.66372432 0.26156005]
[0.34991639 0.07543767],[0.75004155 0.10668725],[0.66372144 0.26026436]
[0.34991568 0.07414147],[0.7500419  0.10539104],[0.66371857 0.25896868]
[0.34991498 0.07284527],[0.75004225 0.10409484],[0.66371569 0.25767299]
[0.34991427 0.07154907],[0.7500426  0.10279864],[0.66371282 0.25637731]
[0.34991357 0.07025287],[0.75004295 0.10150243],[0.66370994 0.25508162]
[0.34991287 0.06895667],[0.7500433  0.10020623],[0.66370707 0.25378594]
[0.34991216 0.06766047],[0.75004365 0.09891003],[0.66370419 0.25249025]
[0.34991146 0.06636427],[0.750044   0.09761382],[0.66370132 0.25119456]
[0.34991075 0.06506806],[0.75004435 0.09631762],[0.66369845 0.24989888]
[0.34991005 0.06377186],[0.7500447  0.09502142],[0.66369557 0.24860319]
[0.34990934 0.06247566],[0.75004505 0.09372521],[0.6636927  0.24730751]
[0.34990864 0.06117946],[0.7500454  0.09242901],[0.66368982 0.24601182]
[0.34990793 0.05988326],[0.75004575 0.0911328 ],[0.66368695 0.24471614]
[0.34990723 0.05858706],[0.7500461 0.0898366],[0.66368407 0.24342045]
[0.34990652 0.05729086],[0.75004645 0.0885404 ],[0.6636812  0.24212477]
[0.34990582 0.05599466],[0.7500468  0.08724419],[0.66367832 0.24082908]
[0.34990511 0.05469846],[0.75004715 0.08594799],[0.66367545 0.2395334 ]
[0.34990441 0.05340226],[0.7500475  0.08465179],[0.66367258 0.23823771]
[0.3499037  0.05210606],[0.75004785 0.08335558],[0.6636697  0.23694202]
[0.349903   0.05080986],[0.7500482  0.08205938],[0.66366683 0.23564634]
[0.34990229 0.04951366],[0.75004856 0.08076318],[0.66366395 0.23435065]
[0.34990159 0.04821746],[0.75004891 0.07946697],[0.66366108 0.23305497]
[0.34990089 0.04692126],[0.75004926 0.07817077],[0.6636582  0.23175928]
[0.34990018 0.04562506],[0.75004961 0.07687457],[0.66365533 0.2304636 ]
[0.34989948 0.04432886],[0.75004996 0.07557836],[0.66365245 0.22916791]
[0.34989877 0.04303266],[0.75005031 0.07428216],[0.66364958 0.22787223]
[0.34989807 0.04173646],[0.75005066 0.07298595],[0.6636467  0.22657654]
[0.34989736 0.04044026],[0.75005101 0.07168975],[0.66364383 0.22528086]
[0.34989666 0.03914406],[0.75005136 0.07039355],[0.66364096 0.22398517]
[0.34989595 0.03784786],[0.75005171 0.06909734],[0.66363808 0.22268948]
[0.34989525 0.03655166],[0.75005206 0.06780114],[0.66363521 0.2213938 ]
[0.34989454 0.03525546],[0.75005241 0.06650494],[0.66363233 0.22009811]
[0.34989384 0.03395926],[0.75005276 0.06520873],[0.66362946 0.21880243]
[0.34989313 0.03266306],[0.75005311 0.06391253],[0.66362658 0.21750674]
[0.34989243 0.03136686],[0.75005346 0.06261633],[0.66362371 0.21621106]
[0.34989172 0.03007066],[0.75005381 0.06132012],[0.66362083 0.21491537]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66361796 0.21361969]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66361509 0.212324  ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66361221 0.21102831]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66360934 0.20973263]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66360646 0.20843694]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66360359 0.20714126]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66360071 0.20584557]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66359784 0.20454989]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66359496 0.2032542 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66359209 0.20195852]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66358922 0.20066283]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66358634 0.19936715]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66358347 0.19807146]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66358059 0.19677577]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66357772 0.19548009]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66357484 0.1941844 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66357197 0.19288872]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66356909 0.19159303]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66356622 0.19029735]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66356335 0.18900166]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66356047 0.18770598]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6635576  0.18641029]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66355472 0.18511461]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66355185 0.18381892]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66354897 0.18252323]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6635461  0.18122755]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66354322 0.17993186]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66354035 0.17863618]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66353748 0.17734049]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6635346  0.17604481]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66353173 0.17474912]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66352885 0.17345344]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66352598 0.17215775]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6635231  0.17086206]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66352023 0.16956638]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66351735 0.16827069]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66351448 0.16697501]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6635116  0.16567932]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66350873 0.16438364]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66350586 0.16308795]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66350298 0.16179227]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66350011 0.16049658]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66349723 0.1592009 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66349436 0.15790521]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66349148 0.15660952]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66348861 0.15531384]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66348573 0.15401815]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66348286 0.15272247]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66347999 0.15142678]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66347711 0.1501311 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66347424 0.14883541]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66347136 0.14753973]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66346849 0.14624404]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66346561 0.14494835]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66346274 0.14365267]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66345986 0.14235698]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66345699 0.1410613 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66345412 0.13976561]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66345124 0.13846993]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66344837 0.13717424]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66344549 0.13587856]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66344262 0.13458287]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66343974 0.13328719]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66343687 0.1319915 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66343399 0.13069581]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66343112 0.12940013]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66342825 0.12810444]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66342537 0.12680876]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6634225  0.12551307]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66341962 0.12421739]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66341675 0.1229217 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66341387 0.12162602]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.663411   0.12033033]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66340812 0.11903465]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66340525 0.11773896]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66340237 0.11644327]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633995  0.11514759]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66339663 0.1138519 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66339375 0.11255622]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66339088 0.11126053]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.663388   0.10996485]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66338513 0.10866916]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66338225 0.10737348]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66337938 0.10607779]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633765 0.1047821]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66337363 0.10348642]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66337076 0.10219073]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66336788 0.10089505]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66336501 0.09959936]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66336213 0.09830368]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66335926 0.09700799]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66335638 0.09571231]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66335351 0.09441662]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66335063 0.09312094]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66334776 0.09182525]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66334489 0.09052956]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66334201 0.08923388]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66333914 0.08793819]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66333626 0.08664251]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66333339 0.08534682]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66333051 0.08405114]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66332764 0.08275545]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66332476 0.08145977]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66332189 0.08016408]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66331902 0.0788684 ]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66331614 0.07757271]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66331327 0.07627702]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.66331039 0.07498134]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
[0.3498913  0.02929687],[0.75005402 0.06054633],[0.6633087  0.07421734]
