0.18329179985396832,0.5719193726897578,1.0
[0.34999932 0.21238933],[0.75000021 0.24363925],[0.66406142 0.39715475]
[0.34999928 0.21155766],[0.75000022 0.24280758],[0.66406137 0.39632308]
[0.34999925 0.21070595],[0.75000023 0.24195587],[0.66406132 0.39547136]
[0.34999921 0.2098342 ],[0.75000024 0.24108412],[0.66406126 0.3945996 ]
[0.34999918 0.20894242],[0.75000025 0.24019233],[0.6640612 0.3937078]
[0.34999914 0.20803059],[0.75000026 0.2392805 ],[0.66406114 0.39279597]
[0.3499991  0.20709872],[0.75000027 0.23834863],[0.66406109 0.39186409]
[0.34999906 0.20614681],[0.75000028 0.23739672],[0.66406102 0.39091217]
[0.34999902 0.20517486],[0.7500003  0.23642477],[0.66406096 0.38994021]
[0.34999898 0.20418287],[0.75000031 0.23543278],[0.6640609  0.38894821]
[0.34999894 0.20317085],[0.75000032 0.23442075],[0.66406083 0.38793617]
[0.3499989  0.20213878],[0.75000033 0.23338868],[0.66406077 0.38690409]
[0.34999886 0.20108667],[0.75000035 0.23233656],[0.6640607  0.38585197]
[0.34999881 0.20001452],[0.75000036 0.23126441],[0.66406063 0.38477981]
[0.34999877 0.19892233],[0.75000037 0.23017222],[0.66406056 0.38368761]
[0.34999872 0.1978101 ],[0.75000039 0.22905999],[0.66406049 0.38257537]
[0.34999868 0.19667783],[0.7500004  0.22792772],[0.66406042 0.38144309]
[0.34999863 0.19552552],[0.75000041 0.2267754 ],[0.66406035 0.38029076]
[0.34999858 0.19435317],[0.75000043 0.22560305],[0.66406027 0.3791184 ]
[0.34999853 0.19316078],[0.75000044 0.22441066],[0.66406019 0.377926  ]
[0.34999848 0.19194835],[0.75000046 0.22319822],[0.66406012 0.37671355]
[0.34999843 0.19071588],[0.75000047 0.22196575],[0.66406004 0.37548107]
[0.34999838 0.18946337],[0.75000049 0.22071323],[0.66405996 0.37422855]
[0.34999833 0.18819082],[0.7500005  0.21944068],[0.66405988 0.37295598]
[0.34999828 0.18689917],[0.75000052 0.21814903],[0.66405979 0.37166432]
[0.34999823 0.18560272],[0.75000054 0.21685258],[0.66405971 0.37036785]
[0.34999817 0.18430627],[0.75000055 0.21555612],[0.66405963 0.36907139]
[0.34999812 0.18300981],[0.75000057 0.21425966],[0.66405955 0.36777492]
[0.34999807 0.18171336],[0.75000058 0.2129632 ],[0.66405946 0.36647845]
[0.34999802 0.18041691],[0.7500006  0.21166675],[0.66405938 0.36518198]
[0.34999796 0.17912045],[0.75000062 0.21037029],[0.6640593  0.36388552]
[0.34999791 0.177824  ],[0.75000063 0.20907383],[0.66405921 0.36258905]
[0.34999786 0.17652755],[0.75000065 0.20777738],[0.66405913 0.36129258]
[0.34999781 0.17523109],[0.75000066 0.20648092],[0.66405905 0.35999612]
[0.34999775 0.17393464],[0.75000068 0.20518446],[0.66405897 0.35869965]
[0.3499977  0.17263819],[0.75000069 0.20388801],[0.66405888 0.35740318]
[0.34999765 0.17134173],[0.75000071 0.20259155],[0.6640588  0.35610671]
[0.34999759 0.17004528],[0.75000073 0.20129509],[0.66405872 0.35481025]
[0.34999754 0.16874883],[0.75000074 0.19999864],[0.66405863 0.35351378]
[0.34999749 0.16745237],[0.75000076 0.19870218],[0.66405855 0.35221731]
[0.34999744 0.16615592],[0.75000077 0.19740572],[0.66405847 0.35092084]
[0.34999738 0.16485947],[0.75000079 0.19610927],[0.66405839 0.34962438]
[0.34999733 0.16356301],[0.75000081 0.19481281],[0.6640583  0.34832791]
[0.34999728 0.16226656],[0.75000082 0.19351635],[0.66405822 0.34703144]
[0.34999723 0.16097011],[0.75000084 0.1922199 ],[0.66405814 0.34573497]
[0.34999717 0.15967365],[0.75000085 0.19092344],[0.66405805 0.34443851]
[0.34999712 0.1583772 ],[0.75000087 0.18962698],[0.66405797 0.34314204]
[0.34999707 0.15708075],[0.75000089 0.18833053],[0.66405789 0.34184557]
[0.34999701 0.15578429],[0.7500009  0.18703407],[0.66405781 0.3405491 ]
[0.34999696 0.15448784],[0.75000092 0.18573761],[0.66405772 0.33925264]
[0.34999691 0.15319139],[0.75000093 0.18444116],[0.66405764 0.33795617]
[0.34999686 0.15189493],[0.75000095 0.1831447 ],[0.66405756 0.3366597 ]
[0.3499968  0.15059848],[0.75000097 0.18184824],[0.66405747 0.33536323]
[0.34999675 0.14930203],[0.75000098 0.18055179],[0.66405739 0.33406677]
[0.3499967  0.14800557],[0.750001   0.17925533],[0.66405731 0.3327703 ]
[0.34999665 0.14670912],[0.75000101 0.17795887],[0.66405723 0.33147383]
[0.34999659 0.14541267],[0.75000103 0.17666242],[0.66405714 0.33017736]
[0.34999654 0.14411621],[0.75000105 0.17536596],[0.66405706 0.3288809 ]
[0.34999649 0.14281976],[0.75000106 0.1740695 ],[0.66405698 0.32758443]
[0.34999644 0.14152331],[0.75000108 0.17277305],[0.66405689 0.32628796]
[0.34999638 0.14022685],[0.75000109 0.17147659],[0.66405681 0.3249915 ]
[0.34999633 0.1389304 ],[0.75000111 0.17018013],[0.66405673 0.32369503]
[0.34999628 0.13763395],[0.75000112 0.16888368],[0.66405665 0.32239856]
[0.34999622 0.13633749],[0.75000114 0.16758722],[0.66405656 0.32110209]
[0.34999617 0.13504104],[0.75000116 0.16629076],[0.66405648 0.31980563]
[0.34999612 0.13374459],[0.75000117 0.16499431],[0.6640564  0.31850916]
[0.34999607 0.13244813],[0.75000119 0.16369785],[0.66405631 0.31721269]
[0.34999601 0.13115168],[0.7500012  0.16240139],[0.66405623 0.31591622]
[0.34999596 0.12985523],[0.75000122 0.16110494],[0.66405615 0.31461976]
[0.34999591 0.12855877],[0.75000124 0.15980848],[0.66405607 0.31332329]
[0.34999586 0.12726232],[0.75000125 0.15851202],[0.66405598 0.31202682]
[0.3499958  0.12596587],[0.75000127 0.15721557],[0.6640559  0.31073035]
[0.34999575 0.12466941],[0.75000128 0.15591911],[0.66405582 0.30943389]
[0.3499957  0.12337296],[0.7500013  0.15462265],[0.66405573 0.30813742]
[0.34999564 0.12207651],[0.75000132 0.1533262 ],[0.66405565 0.30684095]
[0.34999559 0.12078005],[0.75000133 0.15202974],[0.66405557 0.30554448]
[0.34999554 0.1194836 ],[0.75000135 0.15073328],[0.66405549 0.30424802]
[0.34999549 0.11818715],[0.75000136 0.14943683],[0.6640554  0.30295155]
[0.34999543 0.11689069],[0.75000138 0.14814037],[0.66405532 0.30165508]
[0.34999538 0.11559424],[0.7500014  0.14684391],[0.66405524 0.30035861]
[0.34999533 0.11429779],[0.75000141 0.14554746],[0.66405515 0.29906215]
[0.34999528 0.11300133],[0.75000143 0.144251  ],[0.66405507 0.29776568]
[0.34999522 0.11170488],[0.75000144 0.14295454],[0.66405499 0.29646921]
[0.34999517 0.11040843],[0.75000146 0.14165809],[0.66405491 0.29517274]
[0.34999512 0.10911197],[0.75000147 0.14036163],[0.66405482 0.29387628]
[0.34999507 0.10781552],[0.75000149 0.13906517],[0.66405474 0.29257981]
[0.34999501 0.10651907],[0.75000151 0.13776872],[0.66405466 0.29128334]
[0.34999496 0.10522261],[0.75000152 0.13647226],[0.66405457 0.28998688]
[0.34999491 0.10392616],[0.75000154 0.1351758 ],[0.66405449 0.28869041]
[0.34999485 0.10262971],[0.75000155 0.13387935],[0.66405441 0.28739394]
[0.3499948  0.10133325],[0.75000157 0.13258289],[0.66405433 0.28609747]
[0.34999475 0.1000368 ],[0.75000159 0.13128643],[0.66405424 0.28480101]
[0.3499947  0.09874035],[0.7500016  0.12998998],[0.66405416 0.28350454]
[0.34999464 0.0974439 ],[0.75000162 0.12869352],[0.66405408 0.28220807]
[0.34999459 0.09614744],[0.75000163 0.12739706],[0.66405399 0.2809116 ]
[0.34999454 0.09485099],[0.75000165 0.12610061],[0.66405391 0.27961514]
[0.34999449 0.09355454],[0.75000167 0.12480415],[0.66405383 0.27831867]
[0.34999443 0.09225808],[0.75000168 0.12350769],[0.66405374 0.2770222 ]
[0.34999438 0.09096163],[0.7500017  0.12221124],[0.66405366 0.27572573]
[0.34999433 0.08966518],[0.75000171 0.12091478],[0.66405358 0.27442927]
[0.34999427 0.08836872],[0.75000173 0.11961832],[0.6640535 0.2731328]
[0.34999422 0.08707227],[0.75000175 0.11832187],[0.66405341 0.27183633]
[0.34999417 0.08577582],[0.75000176 0.11702541],[0.66405333 0.27053986]
[0.34999412 0.08447936],[0.75000178 0.11572895],[0.66405325 0.2692434 ]
[0.34999406 0.08318291],[0.75000179 0.1144325 ],[0.66405316 0.26794693]
[0.34999401 0.08188646],[0.75000181 0.11313604],[0.66405308 0.26665046]
[0.34999396 0.08059   ],[0.75000183 0.11183958],[0.664053   0.26535399]
[0.34999391 0.07929355],[0.75000184 0.11054313],[0.66405292 0.26405753]
[0.34999385 0.0779971 ],[0.75000186 0.10924667],[0.66405283 0.26276106]
[0.3499938  0.07670064],[0.75000187 0.10795021],[0.66405275 0.26146459]
[0.34999375 0.07540419],[0.75000189 0.10665376],[0.66405267 0.26016813]
[0.34999369 0.07410774],[0.7500019 0.1053573],[0.66405258 0.25887166]
[0.34999364 0.07281128],[0.75000192 0.10406084],[0.6640525  0.25757519]
[0.34999359 0.07151483],[0.75000194 0.10276439],[0.66405242 0.25627872]
[0.34999354 0.07021838],[0.75000195 0.10146793],[0.66405234 0.25498226]
[0.34999348 0.06892192],[0.75000197 0.10017147],[0.66405225 0.25368579]
[0.34999343 0.06762547],[0.75000198 0.09887502],[0.66405217 0.25238932]
[0.34999338 0.06632902],[0.750002   0.09757856],[0.66405209 0.25109285]
[0.34999333 0.06503256],[0.75000202 0.0962821 ],[0.664052   0.24979639]
[0.34999327 0.06373611],[0.75000203 0.09498565],[0.66405192 0.24849992]
[0.34999322 0.06243966],[0.75000205 0.09368919],[0.66405184 0.24720345]
[0.34999317 0.0611432 ],[0.75000206 0.09239273],[0.66405176 0.24590698]
[0.34999312 0.05984675],[0.75000208 0.09109628],[0.66405167 0.24461052]
[0.34999306 0.0585503 ],[0.7500021  0.08979982],[0.66405159 0.24331405]
[0.34999301 0.05725384],[0.75000211 0.08850336],[0.66405151 0.24201758]
[0.34999296 0.05595739],[0.75000213 0.08720691],[0.66405142 0.24072111]
[0.3499929  0.05466094],[0.75000214 0.08591045],[0.66405134 0.23942465]
[0.34999285 0.05336448],[0.75000216 0.08461399],[0.66405126 0.23812818]
[0.3499928  0.05206803],[0.75000218 0.08331754],[0.66405118 0.23683171]
[0.34999275 0.05077158],[0.75000219 0.08202108],[0.66405109 0.23553524]
[0.34999269 0.04947512],[0.75000221 0.08072462],[0.66405101 0.23423878]
[0.34999264 0.04817867],[0.75000222 0.07942817],[0.66405093 0.23294231]
[0.34999259 0.04688222],[0.75000224 0.07813171],[0.66405084 0.23164584]
[0.34999254 0.04558576],[0.75000225 0.07683525],[0.66405076 0.23034937]
[0.34999248 0.04428931],[0.75000227 0.0755388 ],[0.66405068 0.22905291]
[0.34999243 0.04299286],[0.75000229 0.07424234],[0.6640506  0.22775644]
[0.34999238 0.0416964 ],[0.7500023  0.07294588],[0.66405051 0.22645997]
[0.34999232 0.04039995],[0.75000232 0.07164943],[0.66405043 0.22516351]
[0.34999227 0.0391035 ],[0.75000233 0.07035297],[0.66405035 0.22386704]
[0.34999222 0.03780704],[0.75000235 0.06905651],[0.66405026 0.22257057]
[0.34999217 0.03651059],[0.75000237 0.06776006],[0.66405018 0.2212741 ]
[0.34999211 0.03521414],[0.75000238 0.0664636 ],[0.6640501  0.21997764]
[0.34999206 0.03391768],[0.7500024  0.06516714],[0.66405002 0.21868117]
[0.34999187 0.02929629],[0.75000241 0.06401007],[0.66367126 0.07790403]
[0.34999187 0.02929629],[0.75000243 0.06271361],[0.66325649 0.077762  ]
[0.34999187 0.02929629],[0.75000244 0.06141715],[0.66284171 0.07761996]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66242694 0.07747792]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66201217 0.07733588]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66159739 0.07719385]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66118262 0.07705181]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66076785 0.07690977]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.66035307 0.07676773]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.6599383 0.0766257]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65952353 0.07648366]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65910875 0.07634162]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65869398 0.07619958]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65827921 0.07605755]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65786443 0.07591551]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65744966 0.07577347]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65703489 0.07563143]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65662011 0.07548939]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65620534 0.07534736]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65579057 0.07520532]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65537579 0.07506328]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65496102 0.07492124]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65454625 0.07477921]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65413148 0.07463717]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.6537167  0.07449513]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65330193 0.07435309]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290895 0.07421852]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
[0.34999187 0.02929629],[0.75000245 0.06054556],[0.65290892 0.07421851]
