1.0
 
[-5.10600139e-03 -1.99977462e+01],[ 2.44387133e-03 -1.99977959e+01],[-1.96185489e-02 -1.99944713e+01]
[0.3499946  0.20803309],[0.75000258 0.23928301],[0.66404176 0.39280216]
[0.34999436 0.20710133],[0.7500027  0.23835125],[0.66404085 0.39187055]
[0.34999412 0.20614953],[0.75000281 0.23739945],[0.66403992 0.39091891]
[0.34999387 0.2051777 ],[0.75000293 0.23642761],[0.66403897 0.38994724]
[0.34999362 0.20418583],[0.75000305 0.23543574],[0.664038   0.38895553]
[0.34999336 0.20317392],[0.75000318 0.23442383],[0.66403701 0.38794378]
[0.3499931  0.20214197],[0.7500033  0.23339188],[0.664036   0.38691201]
[0.34999283 0.20108999],[0.75000343 0.23233989],[0.66403497 0.38586019]
[0.34999256 0.20001796],[0.75000356 0.23126786],[0.66403392 0.38478834]
[0.34999228 0.1989259 ],[0.75000369 0.2301758 ],[0.66403285 0.38369646]
[0.349992   0.19781381],[0.75000383 0.2290637 ],[0.66403176 0.38258455]
[0.34999171 0.19668167],[0.75000397 0.22793156],[0.66403065 0.38145259]
[0.34999142 0.1955295 ],[0.75000411 0.22677938],[0.66402953 0.38030061]
[0.34999112 0.19435728],[0.75000425 0.22560717],[0.66402838 0.37912859]
[0.34999081 0.19316503],[0.7500044  0.22441491],[0.66402721 0.37793653]
[0.3499905  0.19195275],[0.75000454 0.22320262],[0.66402603 0.37672444]
[0.34999019 0.19072042],[0.75000469 0.2219703 ],[0.66402482 0.37549232]
[0.34998987 0.18946806],[0.75000485 0.22071793],[0.6640236  0.37424016]
[0.34998955 0.18819566],[0.750005   0.21944553],[0.66402235 0.37296797]
[0.34998922 0.18690415],[0.75000516 0.21815402],[0.66402109 0.37167667]
[0.34998889 0.18560781],[0.75000532 0.21685767],[0.66401982 0.37038054]
[0.34998856 0.18431146],[0.75000548 0.21556132],[0.66401855 0.3690844 ]
[0.34998823 0.18301511],[0.75000563 0.21426497],[0.66401728 0.36778827]
[0.3499879  0.18171877],[0.75000579 0.21296862],[0.66401601 0.36649213]
[0.34998757 0.18042242],[0.75000595 0.21167227],[0.66401475 0.365196  ]
[0.34998724 0.17912608],[0.75000611 0.21037592],[0.66401348 0.36389987]
[0.34998691 0.17782973],[0.75000627 0.20907957],[0.66401221 0.36260373]
[0.34998658 0.17653338],[0.75000642 0.20778322],[0.66401094 0.3613076 ]
[0.34998625 0.17523704],[0.75000658 0.20648687],[0.66400967 0.36001146]
[0.34998592 0.17394069],[0.75000674 0.20519052],[0.66400841 0.35871533]
[0.34998559 0.17264435],[0.7500069  0.20389417],[0.66400714 0.35741919]
[0.34998526 0.171348  ],[0.75000706 0.20259783],[0.66400587 0.35612306]
[0.34998493 0.17005165],[0.75000721 0.20130148],[0.6640046  0.35482692]
[0.3499846  0.16875531],[0.75000737 0.20000513],[0.66400333 0.35353079]
[0.34998427 0.16745896],[0.75000753 0.19870878],[0.66400206 0.35223466]
[0.34998394 0.16616262],[0.75000769 0.19741243],[0.6640008  0.35093852]
[0.34998361 0.16486627],[0.75000785 0.19611608],[0.66399953 0.34964239]
[0.34998328 0.16356992],[0.750008   0.19481973],[0.66399826 0.34834625]
[0.34998295 0.16227358],[0.75000816 0.19352338],[0.66399699 0.34705012]
[0.34998262 0.16097723],[0.75000832 0.19222703],[0.66399572 0.34575398]
[0.34998229 0.15968089],[0.75000848 0.19093068],[0.66399445 0.34445785]
[0.34998195 0.15838454],[0.75000864 0.18963433],[0.66399319 0.34316172]
[0.34998162 0.15708819],[0.75000879 0.18833798],[0.66399192 0.34186558]
[0.34998129 0.15579185],[0.75000895 0.18704163],[0.66399065 0.34056945]
[0.34998096 0.1544955 ],[0.75000911 0.18574529],[0.66398938 0.33927331]
[0.34998063 0.15319916],[0.75000927 0.18444894],[0.66398811 0.33797718]
[0.3499803  0.15190281],[0.75000943 0.18315259],[0.66398684 0.33668104]
[0.34997997 0.15060646],[0.75000958 0.18185624],[0.66398558 0.33538491]
[0.34997964 0.14931012],[0.75000974 0.18055989],[0.66398431 0.33408878]
[0.34997931 0.14801377],[0.7500099  0.17926354],[0.66398304 0.33279264]
[0.34997898 0.14671743],[0.75001006 0.17796719],[0.66398177 0.33149651]
[0.34997865 0.14542108],[0.75001022 0.17667084],[0.6639805  0.33020037]
[0.34997832 0.14412473],[0.75001037 0.17537449],[0.66397923 0.32890424]
[0.34997799 0.14282839],[0.75001053 0.17407814],[0.66397797 0.3276081 ]
[0.34997766 0.14153204],[0.75001069 0.17278179],[0.6639767  0.32631197]
[0.34997733 0.1402357 ],[0.75001085 0.17148544],[0.66397543 0.32501583]
[0.349977   0.13893935],[0.75001101 0.1701891 ],[0.66397416 0.3237197 ]
[0.34997667 0.137643  ],[0.75001116 0.16889275],[0.66397289 0.32242357]
[0.34997634 0.13634666],[0.75001132 0.1675964 ],[0.66397163 0.32112743]
[0.34997601 0.13505031],[0.75001148 0.16630005],[0.66397036 0.3198313 ]
[0.34997568 0.13375397],[0.75001164 0.1650037 ],[0.66396909 0.31853516]
[0.34997535 0.13245762],[0.7500118  0.16370735],[0.66396782 0.31723903]
[0.34997502 0.13116127],[0.75001195 0.162411  ],[0.66396655 0.31594289]
[0.34997469 0.12986493],[0.75001211 0.16111465],[0.66396528 0.31464676]
[0.34997436 0.12856858],[0.75001227 0.1598183 ],[0.66396402 0.31335063]
[0.34997403 0.12727224],[0.75001243 0.15852195],[0.66396275 0.31205449]
[0.3499737  0.12597589],[0.75001259 0.1572256 ],[0.66396148 0.31075836]
[0.34997337 0.12467954],[0.75001274 0.15592925],[0.66396021 0.30946222]
[0.34997304 0.1233832 ],[0.7500129 0.1546329],[0.66395894 0.30816609]
[0.34997271 0.12208685],[0.75001306 0.15333656],[0.66395767 0.30686995]
[0.34997238 0.12079051],[0.75001322 0.15204021],[0.66395641 0.30557382]
[0.34997205 0.11949416],[0.75001338 0.15074386],[0.66395514 0.30427768]
[0.34997172 0.11819781],[0.75001353 0.14944751],[0.66395387 0.30298155]
[0.34997139 0.11690147],[0.75001369 0.14815116],[0.6639526  0.30168542]
[0.34997106 0.11560512],[0.75001385 0.14685481],[0.66395133 0.30038928]
[0.34997073 0.11430878],[0.75001401 0.14555846],[0.66395006 0.29909315]
[0.3499704  0.11301243],[0.75001417 0.14426211],[0.6639488  0.29779701]
[0.34997007 0.11171608],[0.75001432 0.14296576],[0.66394753 0.29650088]
[0.34996974 0.11041974],[0.75001448 0.14166941],[0.66394626 0.29520474]
[0.34996941 0.10912339],[0.75001464 0.14037306],[0.66394499 0.29390861]
[0.34996908 0.10782705],[0.7500148  0.13907671],[0.66394372 0.29261248]
[0.34996875 0.1065307 ],[0.75001496 0.13778037],[0.66394245 0.29131634]
[0.34996842 0.10523435],[0.75001511 0.13648402],[0.66394119 0.29002021]
[0.34996809 0.10393801],[0.75001527 0.13518767],[0.66393992 0.28872407]
[0.34996776 0.10264166],[0.75001543 0.13389132],[0.66393865 0.28742794]
[0.34996743 0.10134532],[0.75001559 0.13259497],[0.66393738 0.2861318 ]
[0.3499671  0.10004897],[0.75001575 0.13129862],[0.66393611 0.28483567]
[0.34996677 0.09875262],[0.7500159  0.13000227],[0.66393485 0.28353954]
[0.34996644 0.09745628],[0.75001606 0.12870592],[0.66393358 0.2822434 ]
[0.34996611 0.09615993],[0.75001622 0.12740957],[0.66393231 0.28094727]
[0.34996578 0.09486359],[0.75001638 0.12611322],[0.66393104 0.27965113]
[0.34996545 0.09356724],[0.75001654 0.12481687],[0.66392977 0.278355  ]
[0.34996512 0.09227089],[0.75001669 0.12352052],[0.6639285  0.27705886]
[0.34996479 0.09097455],[0.75001685 0.12222417],[0.66392724 0.27576273]
[0.34996446 0.0896782 ],[0.75001701 0.12092783],[0.66392597 0.27446659]
[0.34996413 0.08838186],[0.75001717 0.11963148],[0.6639247  0.27317046]
[0.34996379 0.08708551],[0.75001733 0.11833513],[0.66392343 0.27187433]
[0.34996346 0.08578916],[0.75001748 0.11703878],[0.66392216 0.27057819]
[0.34996313 0.08449282],[0.75001764 0.11574243],[0.66392089 0.26928206]
[0.3499628  0.08319647],[0.7500178  0.11444608],[0.66391963 0.26798592]
[0.34996247 0.08190013],[0.75001796 0.11314973],[0.66391836 0.26668979]
[0.34996214 0.08060378],[0.75001812 0.11185338],[0.66391709 0.26539365]
[0.34996181 0.07930743],[0.75001827 0.11055703],[0.66391582 0.26409752]
[0.34996148 0.07801109],[0.75001843 0.10926068],[0.66391455 0.26280139]
[0.34996115 0.07671474],[0.75001859 0.10796433],[0.66391328 0.26150525]
[0.34996082 0.0754184 ],[0.75001875 0.10666798],[0.66391202 0.26020912]
[0.34996049 0.07412205],[0.75001891 0.10537163],[0.66391075 0.25891298]
[0.34996016 0.0728257 ],[0.75001906 0.10407529],[0.66390948 0.25761685]
[0.34995983 0.07152936],[0.75001922 0.10277894],[0.66390821 0.25632071]
[0.3499595  0.07023301],[0.75001938 0.10148259],[0.66390694 0.25502458]
[0.34995917 0.06893667],[0.75001954 0.10018624],[0.66390568 0.25372845]
[0.34995884 0.06764032],[0.7500197  0.09888989],[0.66390441 0.25243231]
[0.34995851 0.06634397],[0.75001985 0.09759354],[0.66390314 0.25113618]
[0.34995818 0.06504763],[0.75002001 0.09629719],[0.66390187 0.24984004]
[0.34995785 0.06375128],[0.75002017 0.09500084],[0.6639006  0.24854391]
[0.34995752 0.06245494],[0.75002033 0.09370449],[0.66389933 0.24724777]
[0.34995719 0.06115859],[0.75002049 0.09240814],[0.66389807 0.24595164]
[0.34995686 0.05986224],[0.75002064 0.09111179],[0.6638968 0.2446555]
[0.34995653 0.0585659 ],[0.7500208  0.08981544],[0.66389553 0.24335937]
[0.3499562  0.05726955],[0.75002096 0.0885191 ],[0.66389426 0.24206324]
[0.34995587 0.05597321],[0.75002112 0.08722275],[0.66389299 0.2407671 ]
[0.34995554 0.05467686],[0.75002128 0.0859264 ],[0.66389172 0.23947097]
[0.34995521 0.05338051],[0.75002143 0.08463005],[0.66389046 0.23817483]
[0.34995488 0.05208417],[0.75002159 0.0833337 ],[0.66388919 0.2368787 ]
[0.34995455 0.05078782],[0.75002175 0.08203735],[0.66388792 0.23558256]
[0.34995422 0.04949148],[0.75002191 0.080741  ],[0.66388665 0.23428643]
[0.34995389 0.04819513],[0.75002207 0.07944465],[0.66388538 0.2329903 ]
[0.34995356 0.04689878],[0.75002222 0.0781483 ],[0.66388411 0.23169416]
[0.34995323 0.04560244],[0.75002238 0.07685195],[0.66388285 0.23039803]
[0.3499529  0.04430609],[0.75002254 0.0755556 ],[0.66388158 0.22910189]
[0.34995257 0.04300975],[0.7500227  0.07425925],[0.66388031 0.22780576]
[0.34995224 0.0417134 ],[0.75002286 0.0729629 ],[0.66387904 0.22650962]
[0.34995191 0.04041705],[0.75002301 0.07166656],[0.66387777 0.22521349]
[0.34995158 0.03912071],[0.75002317 0.07037021],[0.6638765  0.22391735]
[0.34995125 0.03782436],[0.75002333 0.06907386],[0.66387524 0.22262122]
[0.34995092 0.03652802],[0.75002349 0.06777751],[0.66387397 0.22132509]
[0.34995059 0.03523167],[0.75002365 0.06648116],[0.6638727  0.22002895]
[0.34995026 0.03393532],[0.7500238  0.06518481],[0.66387143 0.21873282]
[0.34994993 0.03263898],[0.75002396 0.06388846],[0.66387016 0.21743668]
[0.3499496  0.03134263],[0.75002412 0.06259211],[0.6638689  0.21614055]
[0.34994927 0.03004629],[0.75002428 0.06129576],[0.66386763 0.21484441]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386636 0.21354828]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386509 0.21225215]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386382 0.21095601]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386255 0.20965988]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386129 0.20836374]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66386002 0.20706761]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385875 0.20577147]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385748 0.20447534]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385621 0.20317921]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385494 0.20188307]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385368 0.20058694]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385241 0.1992908 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66385114 0.19799467]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384987 0.19669853]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6638486 0.1954024]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384733 0.19410626]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384607 0.19281013]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6638448 0.191514 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384353 0.19021786]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384226 0.18892173]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66384099 0.18762559]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383972 0.18632946]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383846 0.18503332]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383719 0.18373719]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383592 0.18244106]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383465 0.18114492]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383338 0.17984879]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383212 0.17855265]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66383085 0.17725652]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382958 0.17596038]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382831 0.17466425]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382704 0.17336812]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382577 0.17207198]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382451 0.17077585]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382324 0.16947971]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66382197 0.16818358]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6638207  0.16688744]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381943 0.16559131]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381816 0.16429517]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6638169  0.16299904]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381563 0.16170291]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381436 0.16040677]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381309 0.15911064]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381182 0.1578145 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66381055 0.15651837]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380929 0.15522223]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380802 0.1539261 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380675 0.15262997]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380548 0.15133383]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380421 0.1500377 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380295 0.14874156]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380168 0.14744543]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66380041 0.14614929]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379914 0.14485316]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379787 0.14355702]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637966  0.14226089]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379534 0.14096476]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379407 0.13966862]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637928  0.13837249]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379153 0.13707635]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66379026 0.13578022]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378899 0.13448408]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378773 0.13318795]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378646 0.13189182]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378519 0.13059568]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378392 0.12929955]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378265 0.12800341]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378138 0.12670728]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66378012 0.12541114]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377885 0.12411501]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377758 0.12281888]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377631 0.12152274]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377504 0.12022661]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377377 0.11893047]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377251 0.11763434]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66377124 0.1163382 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376997 0.11504207]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637687  0.11374593]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376743 0.1124498 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376617 0.11115367]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637649  0.10985753]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376363 0.1085614 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376236 0.10726526]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66376109 0.10596913]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375982 0.10467299]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375856 0.10337686]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375729 0.10208073]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375602 0.10078459]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375475 0.09948846]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375348 0.09819232]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375221 0.09689619]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66375095 0.09560005]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374968 0.09430392]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374841 0.09300779]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374714 0.09171165]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374587 0.09041552]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637446  0.08911938]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374334 0.08782325]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66374207 0.08652711]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.6637408  0.08523098]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373953 0.08393484]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373826 0.08263871]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373699 0.08134258]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373573 0.08004644]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373446 0.07875031]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373319 0.07745417]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373192 0.07615804]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373065 0.0748619 ]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
[0.34994908 0.02929569],[0.75002437 0.06054517],[0.66373002 0.07421663]
