1.0
 
[-1.84045501e-03 -1.99995523e+01],[ 7.67897723e-04 -1.99996015e+01],[-5.60727427e-03 -1.99989224e+01]
[0.34999806 0.20803117],[0.75000081 0.23928109],[0.66405661 0.39279744]
[0.34999798 0.20709933],[0.75000084 0.23834925],[0.66405635 0.39186563]
[0.34999789 0.20614745],[0.75000088 0.23739736],[0.66405609 0.39091377]
[0.3499978  0.20517553],[0.75000092 0.23642544],[0.66405582 0.38994188]
[0.34999771 0.20418357],[0.75000095 0.23543348],[0.66405554 0.38894995]
[0.34999762 0.20317157],[0.75000099 0.23442147],[0.66405526 0.38793798]
[0.34999752 0.20213953],[0.75000103 0.23338943],[0.66405498 0.38690598]
[0.34999743 0.20108745],[0.75000107 0.23233735],[0.66405468 0.38585393]
[0.34999733 0.20001533],[0.75000111 0.23126522],[0.66405439 0.38478184]
[0.34999723 0.19892317],[0.75000115 0.23017306],[0.66405408 0.38368972]
[0.34999713 0.19781097],[0.7500012  0.22906086],[0.66405377 0.38257755]
[0.34999702 0.19667873],[0.75000124 0.22792862],[0.66405346 0.38144535]
[0.34999692 0.19552645],[0.75000128 0.22677634],[0.66405314 0.38029311]
[0.34999681 0.19435413],[0.75000133 0.22560402],[0.66405281 0.37912082]
[0.3499967  0.19316178],[0.75000137 0.22441166],[0.66405248 0.3779285 ]
[0.34999659 0.19194938],[0.75000142 0.22319926],[0.66405215 0.37671615]
[0.34999648 0.19071694],[0.75000147 0.22196682],[0.66405181 0.37548375]
[0.34999637 0.18946447],[0.75000151 0.22071434],[0.66405146 0.37423131]
[0.34999625 0.18819195],[0.75000156 0.21944182],[0.6640511  0.37295883]
[0.34999613 0.18690034],[0.75000161 0.2181502 ],[0.66405075 0.37166726]
[0.34999601 0.18560391],[0.75000166 0.21685377],[0.66405039 0.37037087]
[0.34999589 0.18430748],[0.75000171 0.21555734],[0.66405003 0.36907448]
[0.34999578 0.18301105],[0.75000176 0.21426091],[0.66404967 0.3677781 ]
[0.34999566 0.18171463],[0.75000181 0.21296448],[0.66404931 0.36648171]
[0.34999554 0.1804182 ],[0.75000186 0.21166805],[0.66404895 0.36518532]
[0.34999542 0.17912177],[0.75000191 0.21037162],[0.66404859 0.36388893]
[0.3499953  0.17782534],[0.75000196 0.20907518],[0.66404823 0.36259254]
[0.34999518 0.17652891],[0.75000201 0.20777875],[0.66404787 0.36129616]
[0.34999506 0.17523248],[0.75000206 0.20648232],[0.66404751 0.35999977]
[0.34999495 0.17393606],[0.75000211 0.20518589],[0.66404715 0.35870338]
[0.34999483 0.17263963],[0.75000215 0.20388946],[0.66404679 0.35740699]
[0.34999471 0.1713432 ],[0.7500022  0.20259303],[0.66404643 0.3561106 ]
[0.34999459 0.17004677],[0.75000225 0.2012966 ],[0.66404607 0.35481422]
[0.34999447 0.16875034],[0.7500023  0.20000016],[0.66404571 0.35351783]
[0.34999435 0.16745391],[0.75000235 0.19870373],[0.66404535 0.35222144]
[0.34999424 0.16615749],[0.7500024 0.1974073],[0.66404499 0.35092505]
[0.34999412 0.16486106],[0.75000245 0.19611087],[0.66404463 0.34962866]
[0.349994   0.16356463],[0.7500025  0.19481444],[0.66404427 0.34833228]
[0.34999388 0.1622682 ],[0.75000255 0.19351801],[0.66404391 0.34703589]
[0.34999376 0.16097177],[0.7500026  0.19222158],[0.66404355 0.3457395 ]
[0.34999364 0.15967535],[0.75000265 0.19092514],[0.66404319 0.34444311]
[0.34999352 0.15837892],[0.7500027  0.18962871],[0.66404283 0.34314672]
[0.34999341 0.15708249],[0.75000275 0.18833228],[0.66404247 0.34185033]
[0.34999329 0.15578606],[0.7500028  0.18703585],[0.66404211 0.34055395]
[0.34999317 0.15448963],[0.75000285 0.18573942],[0.66404175 0.33925756]
[0.34999305 0.1531932 ],[0.7500029  0.18444299],[0.66404139 0.33796117]
[0.34999293 0.15189678],[0.75000294 0.18314656],[0.66404103 0.33666478]
[0.34999281 0.15060035],[0.75000299 0.18185012],[0.66404067 0.33536839]
[0.34999269 0.14930392],[0.75000304 0.18055369],[0.66404031 0.33407201]
[0.34999258 0.14800749],[0.75000309 0.17925726],[0.66403995 0.33277562]
[0.34999246 0.14671106],[0.75000314 0.17796083],[0.66403959 0.33147923]
[0.34999234 0.14541463],[0.75000319 0.1766644 ],[0.66403923 0.33018284]
[0.34999222 0.14411821],[0.75000324 0.17536797],[0.66403887 0.32888645]
[0.3499921  0.14282178],[0.75000329 0.17407154],[0.66403851 0.32759007]
[0.34999198 0.14152535],[0.75000334 0.1727751 ],[0.66403815 0.32629368]
[0.34999187 0.14022892],[0.75000339 0.17147867],[0.66403779 0.32499729]
[0.34999175 0.13893249],[0.75000344 0.17018224],[0.66403743 0.3237009 ]
[0.34999163 0.13763607],[0.75000349 0.16888581],[0.66403707 0.32240451]
[0.34999151 0.13633964],[0.75000354 0.16758938],[0.66403671 0.32110813]
[0.34999139 0.13504321],[0.75000359 0.16629295],[0.66403635 0.31981174]
[0.34999127 0.13374678],[0.75000364 0.16499652],[0.66403599 0.31851535]
[0.34999115 0.13245035],[0.75000368 0.16370008],[0.66403563 0.31721896]
[0.34999104 0.13115392],[0.75000373 0.16240365],[0.66403527 0.31592257]
[0.34999092 0.1298575 ],[0.75000378 0.16110722],[0.66403491 0.31462618]
[0.3499908  0.12856107],[0.75000383 0.15981079],[0.66403455 0.3133298 ]
[0.34999068 0.12726464],[0.75000388 0.15851436],[0.66403419 0.31203341]
[0.34999056 0.12596821],[0.75000393 0.15721793],[0.66403383 0.31073702]
[0.34999044 0.12467178],[0.75000398 0.1559215 ],[0.66403347 0.30944063]
[0.34999032 0.12337535],[0.75000403 0.15462506],[0.66403311 0.30814424]
[0.34999021 0.12207893],[0.75000408 0.15332863],[0.66403275 0.30684786]
[0.34999009 0.1207825 ],[0.75000413 0.1520322 ],[0.66403239 0.30555147]
[0.34998997 0.11948607],[0.75000418 0.15073577],[0.66403203 0.30425508]
[0.34998985 0.11818964],[0.75000423 0.14943934],[0.66403167 0.30295869]
[0.34998973 0.11689321],[0.75000428 0.14814291],[0.66403131 0.3016623 ]
[0.34998961 0.11559678],[0.75000433 0.14684647],[0.66403095 0.30036592]
[0.3499895  0.11430036],[0.75000438 0.14555004],[0.66403059 0.29906953]
[0.34998938 0.11300393],[0.75000443 0.14425361],[0.66403023 0.29777314]
[0.34998926 0.1117075 ],[0.75000447 0.14295718],[0.66402987 0.29647675]
[0.34998914 0.11041107],[0.75000452 0.14166075],[0.66402951 0.29518036]
[0.34998902 0.10911464],[0.75000457 0.14036432],[0.66402915 0.29388398]
[0.3499889  0.10781822],[0.75000462 0.13906789],[0.66402879 0.29258759]
[0.34998878 0.10652179],[0.75000467 0.13777145],[0.66402843 0.2912912 ]
[0.34998867 0.10522536],[0.75000472 0.13647502],[0.66402807 0.28999481]
[0.34998855 0.10392893],[0.75000477 0.13517859],[0.66402771 0.28869842]
[0.34998843 0.1026325 ],[0.75000482 0.13388216],[0.66402735 0.28740203]
[0.34998831 0.10133607],[0.75000487 0.13258573],[0.66402699 0.28610565]
[0.34998819 0.10003965],[0.75000492 0.1312893 ],[0.66402663 0.28480926]
[0.34998807 0.09874322],[0.75000497 0.12999287],[0.66402627 0.28351287]
[0.34998796 0.09744679],[0.75000502 0.12869643],[0.66402591 0.28221648]
[0.34998784 0.09615036],[0.75000507 0.1274    ],[0.66402555 0.28092009]
[0.34998772 0.09485393],[0.75000512 0.12610357],[0.66402519 0.27962371]
[0.3499876 0.0935575],[0.75000517 0.12480714],[0.66402483 0.27832732]
[0.34998748 0.09226108],[0.75000521 0.12351071],[0.66402447 0.27703093]
[0.34998736 0.09096465],[0.75000526 0.12221428],[0.66402411 0.27573454]
[0.34998724 0.08966822],[0.75000531 0.12091785],[0.66402375 0.27443815]
[0.34998713 0.08837179],[0.75000536 0.11962141],[0.66402339 0.27314177]
[0.34998701 0.08707536],[0.75000541 0.11832498],[0.66402303 0.27184538]
[0.34998689 0.08577893],[0.75000546 0.11702855],[0.66402267 0.27054899]
[0.34998677 0.08448251],[0.75000551 0.11573212],[0.66402231 0.2692526 ]
[0.34998665 0.08318608],[0.75000556 0.11443569],[0.66402195 0.26795621]
[0.34998653 0.08188965],[0.75000561 0.11313926],[0.66402159 0.26665983]
[0.34998641 0.08059322],[0.75000566 0.11184283],[0.66402123 0.26536344]
[0.3499863  0.07929679],[0.75000571 0.11054639],[0.66402087 0.26406705]
[0.34998618 0.07800037],[0.75000576 0.10924996],[0.66402051 0.26277066]
[0.34998606 0.07670394],[0.75000581 0.10795353],[0.66402015 0.26147427]
[0.34998594 0.07540751],[0.75000586 0.1066571 ],[0.66401979 0.26017789]
[0.34998582 0.07411108],[0.75000591 0.10536067],[0.66401943 0.2588815 ]
[0.3499857  0.07281465],[0.75000596 0.10406424],[0.66401907 0.25758511]
[0.34998559 0.07151822],[0.750006   0.10276781],[0.66401871 0.25628872]
[0.34998547 0.0702218 ],[0.75000605 0.10147137],[0.66401835 0.25499233]
[0.34998535 0.06892537],[0.7500061  0.10017494],[0.66401799 0.25369594]
[0.34998523 0.06762894],[0.75000615 0.09887851],[0.66401763 0.25239956]
[0.34998511 0.06633251],[0.7500062  0.09758208],[0.66401727 0.25110317]
[0.34998499 0.06503608],[0.75000625 0.09628565],[0.66401691 0.24980678]
[0.34998487 0.06373965],[0.7500063  0.09498922],[0.66401655 0.24851039]
[0.34998476 0.06244323],[0.75000635 0.09369279],[0.66401619 0.247214  ]
[0.34998464 0.0611468 ],[0.7500064  0.09239635],[0.66401583 0.24591762]
[0.34998452 0.05985037],[0.75000645 0.09109992],[0.66401547 0.24462123]
[0.3499844  0.05855394],[0.7500065  0.08980349],[0.66401511 0.24332484]
[0.34998428 0.05725751],[0.75000655 0.08850706],[0.66401475 0.24202845]
[0.34998416 0.05596108],[0.7500066  0.08721063],[0.66401439 0.24073206]
[0.34998405 0.05466466],[0.75000665 0.0859142 ],[0.66401403 0.23943568]
[0.34998393 0.05336823],[0.7500067  0.08461777],[0.66401367 0.23813929]
[0.34998381 0.0520718 ],[0.75000675 0.08332133],[0.66401331 0.2368429 ]
[0.34998369 0.05077537],[0.75000679 0.0820249 ],[0.66401295 0.23554651]
[0.34998357 0.04947894],[0.75000684 0.08072847],[0.66401259 0.23425012]
[0.34998345 0.04818252],[0.75000689 0.07943204],[0.66401223 0.23295374]
[0.34998333 0.04688609],[0.75000694 0.07813561],[0.66401187 0.23165735]
[0.34998322 0.04558966],[0.75000699 0.07683918],[0.66401151 0.23036096]
[0.3499831  0.04429323],[0.75000704 0.07554275],[0.66401115 0.22906457]
[0.34998298 0.0429968 ],[0.75000709 0.07424631],[0.66401079 0.22776818]
[0.34998286 0.04170037],[0.75000714 0.07294988],[0.66401043 0.22647179]
[0.34998274 0.04040395],[0.75000719 0.07165345],[0.66401007 0.22517541]
[0.34998262 0.03910752],[0.75000724 0.07035702],[0.66400971 0.22387902]
[0.3499825  0.03781109],[0.75000729 0.06906059],[0.66400935 0.22258263]
[0.34998239 0.03651466],[0.75000734 0.06776416],[0.66400899 0.22128624]
[0.34998227 0.03521823],[0.75000739 0.06646772],[0.66400863 0.21998985]
[0.34998215 0.0339218 ],[0.75000744 0.06517129],[0.66400827 0.21869347]
[0.34998203 0.03262538],[0.75000749 0.06387486],[0.66400791 0.21739708]
[0.34998191 0.03132895],[0.75000753 0.06257843],[0.66400755 0.21610069]
[0.34998179 0.03003252],[0.75000758 0.061282  ],[0.66400719 0.2148043 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400683 0.21350791]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400647 0.21221153]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400611 0.21091514]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400575 0.20961875]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400539 0.20832236]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400503 0.20702597]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400467 0.20572959]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400431 0.2044332 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400395 0.20313681]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400359 0.20184042]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400323 0.20054403]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400287 0.19924765]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400251 0.19795126]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400215 0.19665487]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400179 0.19535848]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400143 0.19406209]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400107 0.1927657 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400071 0.19146932]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66400035 0.19017293]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399999 0.18887654]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399963 0.18758015]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399927 0.18628376]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399891 0.18498738]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399855 0.18369099]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399819 0.1823946 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399783 0.18109821]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399747 0.17980182]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399711 0.17850544]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399675 0.17720905]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399639 0.17591266]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399603 0.17461627]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399567 0.17331988]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399531 0.1720235 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399495 0.17072711]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399459 0.16943072]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399423 0.16813433]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399387 0.16683794]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399351 0.16554155]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399315 0.16424517]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399279 0.16294878]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399243 0.16165239]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399207 0.160356  ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399171 0.15905961]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399135 0.15776323]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399099 0.15646684]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399063 0.15517045]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66399027 0.15387406]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398991 0.15257767]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398955 0.15128129]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398919 0.1499849 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398883 0.14868851]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398847 0.14739212]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398811 0.14609573]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398775 0.14479935]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398739 0.14350296]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398703 0.14220657]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398667 0.14091018]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398631 0.13961379]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398595 0.1383174 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398559 0.13702102]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398523 0.13572463]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398487 0.13442824]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398451 0.13313185]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398415 0.13183546]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398379 0.13053908]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398343 0.12924269]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398307 0.1279463 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398271 0.12664991]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398235 0.12535352]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398199 0.12405714]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398163 0.12276075]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398127 0.12146436]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398091 0.12016797]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398055 0.11887158]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66398019 0.1175752 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397983 0.11627881]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397947 0.11498242]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397911 0.11368603]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397875 0.11238964]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397839 0.11109326]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397803 0.10979687]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397767 0.10850048]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397731 0.10720409]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397695 0.1059077 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397659 0.10461131]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397623 0.10331493]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397587 0.10201854]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397551 0.10072215]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397515 0.09942576]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397479 0.09812937]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397443 0.09683299]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397407 0.0955366 ]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397371 0.09424021]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397335 0.09294382]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397299 0.09164743]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397263 0.09035105]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397227 0.08905466]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397191 0.08775827]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397155 0.08646188]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397119 0.08516549]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397083 0.08386911]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397047 0.08257272]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66397011 0.08127633]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396975 0.07997994]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396939 0.07868355]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396903 0.07738716]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396867 0.07609078]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396831 0.07479439]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
[0.34998173 0.02929597],[0.75000761 0.06054545],[0.66396815 0.07421826]
