1.0
 
[-2.97085300e-03 -1.99989271e+01],[ 1.34817368e-03 -1.99989764e+01],[-1.04579870e-02 -1.99973814e+01]
[0.34999686 0.20803184],[0.75000142 0.23928175],[0.66405147 0.39279907]
[0.34999673 0.20710002],[0.75000148 0.23834994],[0.66405099 0.39186733]
[0.34999659 0.20614817],[0.75000155 0.23739808],[0.66405049 0.39091555]
[0.34999644 0.20517628],[0.75000161 0.23642619],[0.66404998 0.38994374]
[0.34999629 0.20418435],[0.75000168 0.23543426],[0.66404947 0.38895188]
[0.34999615 0.20317238],[0.75000175 0.23442229],[0.66404894 0.38793999]
[0.34999599 0.20214037],[0.75000182 0.23339028],[0.66404841 0.38690806]
[0.34999584 0.20108833],[0.75000189 0.23233823],[0.66404786 0.3858561 ]
[0.34999568 0.20001624],[0.75000196 0.23126614],[0.6640473  0.38478409]
[0.34999552 0.19892411],[0.75000203 0.23017401],[0.66404673 0.38369205]
[0.34999535 0.19781195],[0.75000211 0.22906184],[0.66404615 0.38257997]
[0.34999518 0.19667975],[0.75000218 0.22792964],[0.66404556 0.38144786]
[0.34999501 0.19552751],[0.75000226 0.22677739],[0.66404497 0.3802957 ]
[0.34999484 0.19435522],[0.75000234 0.22560511],[0.66404436 0.37912351]
[0.34999466 0.1931629 ],[0.75000242 0.22441279],[0.66404374 0.37793128]
[0.34999449 0.19195055],[0.7500025  0.22320042],[0.6640431  0.37671902]
[0.3499943  0.19071815],[0.75000258 0.22196802],[0.66404246 0.37548671]
[0.34999412 0.18946571],[0.75000267 0.22071558],[0.66404181 0.37423437]
[0.34999393 0.18819323],[0.75000275 0.2194431 ],[0.66404115 0.372962  ]
[0.34999374 0.18690166],[0.75000284 0.21815152],[0.66404048 0.37167052]
[0.34999355 0.18560526],[0.75000293 0.21685512],[0.6640398  0.37037422]
[0.34999335 0.18430886],[0.75000301 0.21555872],[0.66403913 0.36907792]
[0.34999316 0.18301246],[0.7500031  0.21426232],[0.66403845 0.36778162]
[0.34999297 0.18171606],[0.75000319 0.21296591],[0.66403778 0.36648532]
[0.34999278 0.18041966],[0.75000327 0.21166951],[0.66403711 0.36518902]
[0.34999259 0.17912326],[0.75000336 0.21037311],[0.66403643 0.36389272]
[0.3499924  0.17782686],[0.75000345 0.2090767 ],[0.66403576 0.36259642]
[0.3499922  0.17653046],[0.75000354 0.2077803 ],[0.66403508 0.36130012]
[0.34999201 0.17523406],[0.75000362 0.2064839 ],[0.66403441 0.36000382]
[0.34999182 0.17393766],[0.75000371 0.20518749],[0.66403373 0.35870752]
[0.34999163 0.17264126],[0.7500038  0.20389109],[0.66403306 0.35741122]
[0.34999144 0.17134486],[0.75000388 0.20259469],[0.66403238 0.35611492]
[0.34999125 0.17004846],[0.75000397 0.20129829],[0.66403171 0.35481862]
[0.34999105 0.16875206],[0.75000406 0.20000188],[0.66403104 0.35352232]
[0.34999086 0.16745566],[0.75000414 0.19870548],[0.66403036 0.35222601]
[0.34999067 0.16615926],[0.75000423 0.19740908],[0.66402969 0.35092971]
[0.34999048 0.16486286],[0.75000432 0.19611267],[0.66402901 0.34963341]
[0.34999029 0.16356646],[0.75000441 0.19481627],[0.66402834 0.34833711]
[0.34999009 0.16227006],[0.75000449 0.19351987],[0.66402766 0.34704081]
[0.3499899  0.16097366],[0.75000458 0.19222346],[0.66402699 0.34574451]
[0.34998971 0.15967726],[0.75000467 0.19092706],[0.66402631 0.34444821]
[0.34998952 0.15838086],[0.75000475 0.18963066],[0.66402564 0.34315191]
[0.34998933 0.15708446],[0.75000484 0.18833426],[0.66402497 0.34185561]
[0.34998914 0.15578806],[0.75000493 0.18703785],[0.66402429 0.34055931]
[0.34998894 0.15449166],[0.75000501 0.18574145],[0.66402362 0.33926301]
[0.34998875 0.15319526],[0.7500051  0.18444505],[0.66402294 0.33796671]
[0.34998856 0.15189886],[0.75000519 0.18314864],[0.66402227 0.33667041]
[0.34998837 0.15060246],[0.75000528 0.18185224],[0.66402159 0.33537411]
[0.34998818 0.14930606],[0.75000536 0.18055584],[0.66402092 0.33407781]
[0.34998799 0.14800966],[0.75000545 0.17925943],[0.66402024 0.33278151]
[0.34998779 0.14671327],[0.75000554 0.17796303],[0.66401957 0.33148521]
[0.3499876  0.14541687],[0.75000562 0.17666663],[0.6640189  0.33018891]
[0.34998741 0.14412047],[0.75000571 0.17537023],[0.66401822 0.32889261]
[0.34998722 0.14282407],[0.7500058  0.17407382],[0.66401755 0.32759631]
[0.34998703 0.14152767],[0.75000588 0.17277742],[0.66401687 0.32630001]
[0.34998683 0.14023127],[0.75000597 0.17148102],[0.6640162  0.32500371]
[0.34998664 0.13893487],[0.75000606 0.17018461],[0.66401552 0.32370741]
[0.34998645 0.13763847],[0.75000615 0.16888821],[0.66401485 0.32241111]
[0.34998626 0.13634207],[0.75000623 0.16759181],[0.66401418 0.32111481]
[0.34998607 0.13504567],[0.75000632 0.1662954 ],[0.6640135  0.31981851]
[0.34998588 0.13374927],[0.75000641 0.164999  ],[0.66401283 0.31852221]
[0.34998568 0.13245287],[0.75000649 0.1637026 ],[0.66401215 0.31722591]
[0.34998549 0.13115647],[0.75000658 0.1624062 ],[0.66401148 0.31592961]
[0.3499853  0.12986007],[0.75000667 0.16110979],[0.6640108  0.31463331]
[0.34998511 0.12856367],[0.75000675 0.15981339],[0.66401013 0.31333701]
[0.34998492 0.12726727],[0.75000684 0.15851699],[0.66400945 0.31204071]
[0.34998473 0.12597087],[0.75000693 0.15722058],[0.66400878 0.31074441]
[0.34998453 0.12467447],[0.75000701 0.15592418],[0.66400811 0.30944811]
[0.34998434 0.12337807],[0.7500071  0.15462778],[0.66400743 0.30815181]
[0.34998415 0.12208167],[0.75000719 0.15333137],[0.66400676 0.30685551]
[0.34998396 0.12078527],[0.75000728 0.15203497],[0.66400608 0.30555921]
[0.34998377 0.11948887],[0.75000736 0.15073857],[0.66400541 0.30426291]
[0.34998357 0.11819247],[0.75000745 0.14944217],[0.66400473 0.30296661]
[0.34998338 0.11689607],[0.75000754 0.14814576],[0.66400406 0.30167031]
[0.34998319 0.11559967],[0.75000762 0.14684936],[0.66400338 0.300374  ]
[0.349983   0.11430327],[0.75000771 0.14555296],[0.66400271 0.2990777 ]
[0.34998281 0.11300687],[0.7500078  0.14425655],[0.66400204 0.2977814 ]
[0.34998262 0.11171047],[0.75000788 0.14296015],[0.66400136 0.2964851 ]
[0.34998242 0.11041407],[0.75000797 0.14166375],[0.66400069 0.2951888 ]
[0.34998223 0.10911767],[0.75000806 0.14036735],[0.66400001 0.2938925 ]
[0.34998204 0.10782127],[0.75000815 0.13907094],[0.66399934 0.2925962 ]
[0.34998185 0.10652487],[0.75000823 0.13777454],[0.66399866 0.2912999 ]
[0.34998166 0.10522847],[0.75000832 0.13647814],[0.66399799 0.2900036 ]
[0.34998147 0.10393207],[0.75000841 0.13518173],[0.66399731 0.2887073 ]
[0.34998127 0.10263567],[0.75000849 0.13388533],[0.66399664 0.287411  ]
[0.34998108 0.10133927],[0.75000858 0.13258893],[0.66399597 0.2861147 ]
[0.34998089 0.10004287],[0.75000867 0.13129252],[0.66399529 0.2848184 ]
[0.3499807  0.09874647],[0.75000875 0.12999612],[0.66399462 0.2835221 ]
[0.34998051 0.09745007],[0.75000884 0.12869972],[0.66399394 0.2822258 ]
[0.34998031 0.09615367],[0.75000893 0.12740332],[0.66399327 0.2809295 ]
[0.34998012 0.09485727],[0.75000902 0.12610691],[0.66399259 0.2796332 ]
[0.34997993 0.09356087],[0.7500091  0.12481051],[0.66399192 0.2783369 ]
[0.34997974 0.09226447],[0.75000919 0.12351411],[0.66399124 0.2770406 ]
[0.34997955 0.09096807],[0.75000928 0.1222177 ],[0.66399057 0.2757443 ]
[0.34997936 0.08967167],[0.75000936 0.1209213 ],[0.6639899 0.274448 ]
[0.34997916 0.08837527],[0.75000945 0.1196249 ],[0.66398922 0.2731517 ]
[0.34997897 0.08707887],[0.75000954 0.11832849],[0.66398855 0.2718554 ]
[0.34997878 0.08578248],[0.75000962 0.11703209],[0.66398787 0.2705591 ]
[0.34997859 0.08448608],[0.75000971 0.11573569],[0.6639872 0.2692628]
[0.3499784  0.08318968],[0.7500098  0.11443929],[0.66398652 0.2679665 ]
[0.34997821 0.08189328],[0.75000989 0.11314288],[0.66398585 0.2666702 ]
[0.34997801 0.08059688],[0.75000997 0.11184648],[0.66398517 0.2653739 ]
[0.34997782 0.07930048],[0.75001006 0.11055008],[0.6639845 0.2640776]
[0.34997763 0.07800408],[0.75001015 0.10925367],[0.66398383 0.2627813 ]
[0.34997744 0.07670768],[0.75001023 0.10795727],[0.66398315 0.261485  ]
[0.34997725 0.07541128],[0.75001032 0.10666087],[0.66398248 0.2601887 ]
[0.34997705 0.07411488],[0.75001041 0.10536446],[0.6639818 0.2588924]
[0.34997686 0.07281848],[0.75001049 0.10406806],[0.66398113 0.2575961 ]
[0.34997667 0.07152208],[0.75001058 0.10277166],[0.66398045 0.2562998 ]
[0.34997648 0.07022568],[0.75001067 0.10147526],[0.66397978 0.2550035 ]
[0.34997629 0.06892928],[0.75001075 0.10017885],[0.6639791 0.2537072]
[0.3499761  0.06763288],[0.75001084 0.09888245],[0.66397843 0.2524109 ]
[0.3499759  0.06633648],[0.75001093 0.09758605],[0.66397776 0.2511146 ]
[0.34997571 0.06504008],[0.75001102 0.09628964],[0.66397708 0.2498183 ]
[0.34997552 0.06374368],[0.7500111  0.09499324],[0.66397641 0.24852199]
[0.34997533 0.06244728],[0.75001119 0.09369684],[0.66397573 0.24722569]
[0.34997514 0.06115088],[0.75001128 0.09240043],[0.66397506 0.24592939]
[0.34997495 0.05985448],[0.75001136 0.09110403],[0.66397438 0.24463309]
[0.34997475 0.05855808],[0.75001145 0.08980763],[0.66397371 0.24333679]
[0.34997456 0.05726168],[0.75001154 0.08851123],[0.66397303 0.24204049]
[0.34997437 0.05596528],[0.75001162 0.08721482],[0.66397236 0.24074419]
[0.34997418 0.05466888],[0.75001171 0.08591842],[0.66397169 0.23944789]
[0.34997399 0.05337248],[0.7500118  0.08462202],[0.66397101 0.23815159]
[0.34997379 0.05207608],[0.75001189 0.08332561],[0.66397034 0.23685529]
[0.3499736  0.05077968],[0.75001197 0.08202921],[0.66396966 0.23555899]
[0.34997341 0.04948328],[0.75001206 0.08073281],[0.66396899 0.23426269]
[0.34997322 0.04818688],[0.75001215 0.0794364 ],[0.66396831 0.23296639]
[0.34997303 0.04689048],[0.75001223 0.07814   ],[0.66396764 0.23167009]
[0.34997284 0.04559408],[0.75001232 0.0768436 ],[0.66396697 0.23037379]
[0.34997264 0.04429768],[0.75001241 0.0755472 ],[0.66396629 0.22907749]
[0.34997245 0.04300128],[0.75001249 0.07425079],[0.66396562 0.22778119]
[0.34997226 0.04170488],[0.75001258 0.07295439],[0.66396494 0.22648489]
[0.34997207 0.04040848],[0.75001267 0.07165799],[0.66396427 0.22518859]
[0.34997188 0.03911208],[0.75001276 0.07036158],[0.66396359 0.22389229]
[0.34997169 0.03781568],[0.75001284 0.06906518],[0.66396292 0.22259599]
[0.34997149 0.03651928],[0.75001293 0.06776878],[0.66396224 0.22129969]
[0.3499713  0.03522288],[0.75001302 0.06647238],[0.66396157 0.22000339]
[0.34997111 0.03392648],[0.7500131  0.06517597],[0.6639609  0.21870709]
[0.34997092 0.03263008],[0.75001319 0.06387957],[0.66396022 0.21741079]
[0.34997073 0.03133368],[0.75001328 0.06258317],[0.66395955 0.21611449]
[0.34997053 0.03003728],[0.75001336 0.06128676],[0.66395887 0.21481819]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639582  0.21352189]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395752 0.21222559]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395685 0.21092929]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395617 0.20963299]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639555  0.20833669]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395483 0.20704039]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395415 0.20574409]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395348 0.20444779]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639528  0.20315149]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395213 0.20185519]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395145 0.20055889]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66395078 0.19926259]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639501  0.19796629]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394943 0.19666999]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394876 0.19537368]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394808 0.19407738]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394741 0.19278108]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394673 0.19148478]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394606 0.19018848]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394538 0.18889218]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394471 0.18759588]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394403 0.18629958]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394336 0.18500328]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394269 0.18370698]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394201 0.18241068]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394134 0.18111438]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66394066 0.17981808]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393999 0.17852178]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393931 0.17722548]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393864 0.17592918]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393796 0.17463288]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393729 0.17333658]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393662 0.17204028]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393594 0.17074398]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393527 0.16944768]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393459 0.16815138]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393392 0.16685508]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393324 0.16555878]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393257 0.16426248]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393189 0.16296618]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393122 0.16166988]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66393055 0.16037358]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392987 0.15907728]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639292  0.15778098]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392852 0.15648468]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392785 0.15518838]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392717 0.15389208]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639265  0.15259578]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392582 0.15129948]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392515 0.15000318]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392448 0.14870688]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639238  0.14741058]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392313 0.14611428]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392245 0.14481798]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392178 0.14352167]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639211  0.14222537]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66392043 0.14092907]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391975 0.13963277]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391908 0.13833647]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391841 0.13704017]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391773 0.13574387]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391706 0.13444757]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391638 0.13315127]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391571 0.13185497]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391503 0.13055867]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391436 0.12926237]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391369 0.12796607]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391301 0.12666977]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391234 0.12537347]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391166 0.12407717]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391099 0.12278087]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66391031 0.12148457]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390964 0.12018827]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390896 0.11889197]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390829 0.11759567]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390762 0.11629937]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390694 0.11500307]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390627 0.11370677]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390559 0.11241047]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390492 0.11111417]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390424 0.10981787]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390357 0.10852157]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390289 0.10722527]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390222 0.10592897]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390155 0.10463267]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66390087 0.10333637]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6639002  0.10204007]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389952 0.10074377]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389885 0.09944747]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389817 0.09815117]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6638975  0.09685487]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389682 0.09555857]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389615 0.09426227]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389548 0.09296597]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6638948  0.09166966]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389413 0.09037336]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389345 0.08907706]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389278 0.08778076]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.6638921  0.08648446]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389143 0.08518816]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389075 0.08389186]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66389008 0.08259556]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388941 0.08129926]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388873 0.08000296]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388806 0.07870666]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388738 0.07741036]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388671 0.07611406]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388603 0.07481776]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
[0.34997042 0.02929595],[0.75001341 0.06054543],[0.66388572 0.0742174 ]
