0.9168396591948256,0.9262301107399243,1.0
[0.34953505 0.228719  ],[0.74954035 0.25991069],[0.66354572 0.41340715]
[0.34951505 0.22869689],[0.74952058 0.25988608],[0.66352349 0.41338171]
[0.34949464 0.22867432],[0.7495004  0.25986095],[0.6635008  0.41335574]
[0.3494738  0.22865128],[0.7494798 0.2598353],[0.66347764 0.41332923]
[0.34945254 0.22862778],[0.74945879 0.25980913],[0.66345402 0.41330218]
[0.34943086 0.22860381],[0.74943736 0.25978244],[0.66342992 0.4132746 ]
[0.34940876 0.22857937],[0.74941551 0.25975524],[0.66340536 0.41324649]
[0.34938624 0.22855448],[0.74939325 0.25972752],[0.66338033 0.41321784]
[0.3493633  0.22852911],[0.74937057 0.25969928],[0.66335484 0.41318865]
[0.34933994 0.22850328],[0.74934748 0.25967052],[0.66332887 0.41315893]
[0.34931616 0.22847698],[0.74932397 0.25964124],[0.66330244 0.41312867]
[0.34929195 0.22845022],[0.74930004 0.25961145],[0.66327554 0.41309788]
[0.34926733 0.228423  ],[0.7492757  0.25958114],[0.66324817 0.41306655]
[0.34924228 0.22839531],[0.74925094 0.25955031],[0.66322034 0.41303469]
[0.34921681 0.22836715],[0.74922577 0.25951896],[0.66319203 0.41300229]
[0.34919093 0.22833853],[0.74920018 0.25948709],[0.66316326 0.41296935]
[0.34916462 0.22830944],[0.74917418 0.25945471],[0.66313403 0.41293588]
[0.34913789 0.22827989],[0.74914775 0.25942181],[0.66310432 0.41290188]
[0.34911074 0.22824987],[0.74912092 0.25938839],[0.66307415 0.41286734]
[0.34908316 0.22821939],[0.74909367 0.25935445],[0.66304351 0.41283226]
[0.34905517 0.22818844],[0.749066 0.25932 ],[0.6630124  0.41279665]
[0.34902676 0.22815703],[0.74903791 0.25928502],[0.66298082 0.41276051]
[0.34899793 0.22812515],[0.74900941 0.25924953],[0.66294878 0.41272383]
[0.34896867 0.22809281],[0.7489805  0.25921352],[0.66291627 0.41268661]
[0.34893899 0.22806   ],[0.74895117 0.259177  ],[0.66288329 0.41264886]
[0.3489089  0.22802672],[0.74892142 0.25913995],[0.66284984 0.41261057]
[0.34887838 0.22799298],[0.74889126 0.25910239],[0.66281593 0.41257175]
[0.34884744 0.22795878],[0.74886068 0.25906431],[0.66278155 0.41253239]
[0.34881608 0.22792411],[0.74882969 0.25902571],[0.6627467 0.4124925]
[0.3487843  0.22788898],[0.74879828 0.25898659],[0.66271139 0.41245207]
[0.3487521  0.22785338],[0.74876645 0.25894696],[0.6626756  0.41241111]
[0.34871948 0.22781731],[0.74873421 0.25890681],[0.66263935 0.41236961]
[0.34868644 0.22778078],[0.74870155 0.25886614],[0.66260264 0.41232758]
[0.34865297 0.22774379],[0.74866848 0.25882495],[0.66256545 0.41228501]
[0.34861909 0.22770633],[0.74863499 0.25878325],[0.6625278  0.41224191]
[0.34858478 0.2276684 ],[0.74860109 0.25874103],[0.66248968 0.41219827]
[0.34855006 0.22763001],[0.74856677 0.25869829],[0.66245109 0.4121541 ]
[0.34851491 0.22759116],[0.74853203 0.25865503],[0.66241204 0.41210939]
[0.34847934 0.22755184],[0.74849688 0.25861125],[0.66237251 0.41206414]
[0.34844336 0.22751205],[0.74846132 0.25856696],[0.66233253 0.41201836]
[0.34840695 0.2274718 ],[0.74842534 0.25852215],[0.66229207 0.41197205]
[0.34837012 0.22743108],[0.74838894 0.25847682],[0.66225115 0.4119252 ]
[0.34833287 0.2273899 ],[0.74835213 0.25843097],[0.66220975 0.41187782]
[0.34829519 0.22734826],[0.7483149  0.25838461],[0.6621679 0.4118299]
[0.3482571  0.22730615],[0.74827725 0.25833773],[0.66212557 0.41178145]
[0.34821859 0.22726357],[0.7482392  0.25829033],[0.66208278 0.41173246]
[0.34817965 0.22722053],[0.74820072 0.25824241],[0.66203952 0.41168293]
[0.3481403  0.22717703],[0.74816183 0.25819398],[0.66199579 0.41163287]
[0.34810052 0.22713306],[0.74812253 0.25814503],[0.6619516  0.41158228]
[0.34806033 0.22708862],[0.74808281 0.25809556],[0.66190694 0.41153115]
[0.34801971 0.22704372],[0.74804267 0.25804557],[0.66186181 0.41147949]
[0.34797867 0.22699836],[0.74800212 0.25799507],[0.66181621 0.41142729]
[0.34793721 0.22695253],[0.74796115 0.25794404],[0.66177015 0.41137456]
[0.34789534 0.22690623],[0.74791977 0.2578925 ],[0.66172362 0.41132129]
[0.34785303 0.22685947],[0.74787797 0.25784045],[0.66167662 0.41126749]
[0.34781031 0.22681225],[0.74783576 0.25778787],[0.66162916 0.41121315]
[0.34776717 0.22676456],[0.74779313 0.25773478],[0.66158123 0.41115827]
[0.34772361 0.22671641],[0.74775009 0.25768117],[0.66153283 0.41110287]
[0.34767963 0.22666779],[0.74770663 0.25762705],[0.66148397 0.41104693]
[0.34763522 0.2266187 ],[0.74766276 0.2575724 ],[0.66143464 0.41099045]
[0.3475904  0.22656915],[0.74761847 0.25751724],[0.66138484 0.41093344]
[0.34754515 0.22651914],[0.74757376 0.25746156],[0.66133457 0.41087589]
[0.34749949 0.22646866],[0.74752864 0.25740537],[0.66128384 0.41081781]
[0.3474534  0.22641772],[0.74748311 0.25734865],[0.66123264 0.41075919]
[0.34740689 0.22636631],[0.74743716 0.25729142],[0.66118098 0.41070004]
[0.34735996 0.22631444],[0.7473908  0.25723368],[0.66112884 0.41064036]
[0.34731262 0.2262621 ],[0.74734402 0.25717541],[0.66107624 0.41058014]
[0.34726485 0.2262093 ],[0.74729682 0.25711663],[0.66102318 0.41051938]
[0.34721666 0.22615604],[0.74724921 0.25705733],[0.66096964 0.41045809]
[0.34716804 0.2261023 ],[0.74720119 0.25699751],[0.66091564 0.41039627]
[0.34711901 0.22604811],[0.74715275 0.25693718],[0.66086118 0.41033391]
[0.34706956 0.22599345],[0.74710389 0.25687633],[0.66080624 0.41027102]
[0.34701969 0.22593832],[0.74705462 0.25681496],[0.66075084 0.41020759]
[0.34696939 0.22588273],[0.74700494 0.25675308],[0.66069498 0.41014363]
[0.34691868 0.22582668],[0.74695484 0.25669067],[0.66063864 0.41007913]
[0.34686754 0.22577016],[0.74690432 0.25662775],[0.66058184 0.4100141 ]
[0.34681599 0.22571318],[0.74685339 0.25656432],[0.66052457 0.40994853]
[0.34676401 0.22565573],[0.74680205 0.25650036],[0.66046684 0.40988243]
[0.34671162 0.22559782],[0.74675029 0.25643589],[0.66040864 0.4098158 ]
[0.3466588  0.22553944],[0.74669811 0.25637091],[0.66034997 0.40974863]
[0.34660556 0.2254806 ],[0.74664553 0.2563054 ],[0.66029084 0.40968093]
[0.3465519  0.22542129],[0.74659252 0.25623938],[0.66023124 0.40961269]
[0.34649782 0.22536152],[0.7465391  0.25617284],[0.66017118 0.40954392]
[0.34644332 0.22530129],[0.74648527 0.25610579],[0.66011064 0.40947461]
[0.3463884  0.22524059],[0.74643102 0.25603821],[0.66004964 0.40940477]
[0.34633306 0.22517942],[0.74637636 0.25597013],[0.65998818 0.4093344 ]
[0.3462773  0.22511779],[0.74632128 0.25590152],[0.65992625 0.40926349]
[0.34622112 0.2250557 ],[0.74626579 0.2558324 ],[0.65986385 0.40919204]
[0.34616451 0.22499314],[0.74620988 0.25576276],[0.65980098 0.40912007]
[0.34610749 0.22493012],[0.74615356 0.2556926 ],[0.65973765 0.40904755]
[0.34605004 0.22486664],[0.74609682 0.25562193],[0.65967386 0.40897451]
[0.34599218 0.22480269],[0.74603967 0.25555074],[0.65960959 0.40890093]
[0.34593389 0.22473827],[0.74598211 0.25547903],[0.65954486 0.40882681]
[0.34587519 0.22467339],[0.74592413 0.25540681],[0.65947967 0.40875216]
[0.34581606 0.22460805],[0.74586573 0.25533407],[0.659414   0.40867698]
[0.34575651 0.22454224],[0.74580692 0.25526081],[0.65934788 0.40860126]
[0.34569655 0.22447597],[0.7457477  0.25518703],[0.65928128 0.40852501]
[0.34563616 0.22440924],[0.74568806 0.25511274],[0.65921422 0.40844823]
[0.34557535 0.22434203],[0.74562801 0.25503794],[0.65914669 0.40837091]
[0.34551412 0.22427437],[0.74556754 0.25496261],[0.6590787  0.40829306]
[0.34545247 0.22420624],[0.74550666 0.25488677],[0.65901024 0.40821467]
[0.3453904  0.22413765],[0.74544537 0.25481042],[0.65894132 0.40813575]
[0.34532791 0.22406859],[0.74538366 0.25473354],[0.65887193 0.40805629]
[0.345265   0.22399907],[0.74532153 0.25465615],[0.65880207 0.4079763 ]
[0.34520167 0.22392909],[0.74525899 0.25457825],[0.65873175 0.40789578]
[0.34513792 0.22385864],[0.74519604 0.25449982],[0.65866096 0.40781472]
[0.34507374 0.22378772],[0.74513267 0.25442089],[0.6585897  0.40773313]
[0.34500915 0.22371635],[0.74506889 0.25434143],[0.65851798 0.40765101]
[0.34494414 0.2236445 ],[0.7450047  0.25426146],[0.65844579 0.40756835]
[0.3448787 0.2235722],[0.74494009 0.25418097],[0.65837314 0.40748516]
[0.34481285 0.22349943],[0.74487506 0.25409996],[0.65830002 0.40740143]
[0.34474657 0.2234262 ],[0.74480962 0.25401844],[0.65822644 0.40731717]
[0.34467988 0.2233525 ],[0.74474377 0.25393641],[0.65815239 0.40723238]
[0.34461276 0.22327834],[0.74467751 0.25385385],[0.65807787 0.40714705]
[0.34454522 0.22320371],[0.74461083 0.25377078],[0.65800289 0.40706119]
[0.34447727 0.22312862],[0.74454373 0.2536872 ],[0.65792745 0.4069748 ]
[0.34440889 0.22305307],[0.74447622 0.25360309],[0.65785153 0.40688787]
[0.34434009 0.22297705],[0.7444083  0.25351848],[0.65777516 0.40680041]
[0.34427088 0.22290057],[0.74433996 0.25343334],[0.65769831 0.40671242]
[0.34420124 0.22282363],[0.74427121 0.25334769],[0.657621   0.40662389]
[0.34413118 0.22274622],[0.74420205 0.25326152],[0.65754323 0.40653483]
[0.3440607  0.22266835],[0.74413247 0.25317484],[0.65746499 0.40644523]
[0.3439898  0.22259001],[0.74406248 0.25308764],[0.65738628 0.4063551 ]
[0.34391848 0.22251121],[0.74399207 0.25299993],[0.65730711 0.40626444]
[0.34384674 0.22243195],[0.74392125 0.2529117 ],[0.65722747 0.40617324]
[0.34377458 0.22235222],[0.74385002 0.25282295],[0.65714737 0.40608152]
[0.343702   0.22227203],[0.74377837 0.25273369],[0.6570668  0.40598925]
[0.343629   0.22219137],[0.74370631 0.25264391],[0.65698577 0.40589646]
[0.34355558 0.22211026],[0.74363384 0.25255361],[0.65690427 0.40580313]
[0.34348173 0.22202867],[0.74356095 0.2524628 ],[0.65682231 0.40570927]
[0.34340747 0.22194663],[0.74348765 0.25237148],[0.65673988 0.40561487]
[0.34333279 0.22186412],[0.74341393 0.25227963],[0.65665699 0.40551994]
[0.34325769 0.22178115],[0.7433398  0.25218728],[0.65657363 0.40542448]
[0.34318216 0.22169771],[0.74326526 0.2520944 ],[0.6564898  0.40532849]
[0.34310622 0.22161381],[0.74319031 0.25200101],[0.65640551 0.40523196]
[0.34302986 0.22152945],[0.74311494 0.25190711],[0.65632076 0.4051349 ]
[0.34295307 0.22144462],[0.74303915 0.25181269],[0.65623554 0.4050373 ]
[0.34287587 0.22135933],[0.74296296 0.25171775],[0.65614986 0.40493918]
[0.34279824 0.22127358],[0.74288635 0.2516223 ],[0.65606371 0.40484052]
[0.3427202  0.22118736],[0.74280932 0.25152633],[0.65597709 0.40474132]
[0.34264173 0.22110068],[0.74273189 0.25142985],[0.65589001 0.4046416 ]
[0.34256285 0.22101354],[0.74265404 0.25133285],[0.65580247 0.40454134]
[0.34248354 0.22092593],[0.74257577 0.25123533],[0.65571446 0.40444054]
[0.34240382 0.22083786],[0.7424971 0.2511373],[0.65562598 0.40433922]
[0.34232367 0.22074933],[0.74241801 0.25103876],[0.65553705 0.40423736]
[0.3422431  0.22066033],[0.7423385 0.2509397],[0.65544764 0.40413497]
[0.34216212 0.22057087],[0.74225859 0.25084012],[0.65535777 0.40403205]
[0.34208071 0.22048095],[0.74217826 0.25074003],[0.65526744 0.40392859]
[0.34199888 0.22039056],[0.74209752 0.25063942],[0.65517664 0.4038246 ]
[0.34191664 0.22029971],[0.74201636 0.2505383 ],[0.65508538 0.40372008]
[0.34183397 0.2202084 ],[0.74193479 0.25043667],[0.65499365 0.40361503]
[0.34175088 0.22011662],[0.74185281 0.25033451],[0.65490146 0.40350944]
[0.34166737 0.22002438],[0.74177042 0.25023185],[0.6548088  0.40340332]
[0.34158344 0.21993168],[0.74168761 0.25012866],[0.65471568 0.40329667]
[0.3414991  0.21983852],[0.74160439 0.25002497],[0.6546221  0.40318949]
[0.34141433 0.21974489],[0.74152076 0.24992075],[0.65452805 0.40308177]
[0.34132914 0.2196508 ],[0.74143671 0.24981602],[0.65443353 0.40297352]
[0.34124353 0.21955624],[0.74135225 0.24971078],[0.65433856 0.40286474]
[0.3411575  0.21946123],[0.74126738 0.24960502],[0.65424311 0.40275542]
[0.34107105 0.21936575],[0.7411821  0.24949875],[0.65414721 0.40264558]
[0.34098418 0.21926981],[0.7410964  0.24939196],[0.65405083 0.4025352 ]
[0.3408969 0.2191734],[0.74101029 0.24928466],[0.653954   0.40242429]
[0.34080919 0.21907653],[0.74092377 0.24917684],[0.6538567  0.40231284]
[0.34072106 0.2189792 ],[0.74083683 0.24906851],[0.65375893 0.40220087]
[0.34063251 0.21888141],[0.74074949 0.24895966],[0.6536607  0.40208836]
[0.34054354 0.21878315],[0.74066173 0.2488503 ],[0.65356201 0.40197532]
[0.34045415 0.21868443],[0.74057355 0.24874042],[0.65346286 0.40186175]
[0.34036434 0.21858525],[0.74048497 0.24863003],[0.65336323 0.40174764]
[0.34027411 0.21848561],[0.74039597 0.24851913],[0.65326315 0.40163301]
[0.34018346 0.2183855 ],[0.74030656 0.2484077 ],[0.6531626  0.40151784]
[0.34009239 0.21828493],[0.74021674 0.24829577],[0.65306159 0.40140214]
[0.3400009 0.2181839],[0.7401265  0.24818332],[0.65296011 0.40128591]
[0.33990899 0.2180824 ],[0.74003586 0.24807035],[0.65285817 0.40116914]
[0.33981666 0.21798045],[0.7399448  0.24795688],[0.65275577 0.40105184]
[0.33972391 0.21787803],[0.73985332 0.24784288],[0.6526529  0.40093402]
[0.33963074 0.21777514],[0.73976144 0.24772837],[0.65254957 0.40081566]
[0.33953715 0.2176718 ],[0.73966914 0.24761335],[0.65244577 0.40069676]
[0.33944314 0.21756799],[0.73957644 0.24749781],[0.65234151 0.40057734]
[0.33934871 0.21746372],[0.73948332 0.24738176],[0.65223679 0.40045739]
[0.33925386 0.21735899],[0.73938978 0.2472652 ],[0.6521316 0.4003369]
[0.33915859 0.2172538 ],[0.73929584 0.24714812],[0.65202595 0.40021588]
[0.3390629  0.21714814],[0.73920148 0.24703052],[0.65191984 0.40009433]
[0.33896678 0.21704202],[0.73910671 0.24691242],[0.65181326 0.39997225]
[0.33887025 0.21693544],[0.73901153 0.24679379],[0.65170622 0.39984963]
[0.3387733 0.2168284],[0.73891594 0.24667466],[0.65159872 0.39972649]
[0.33867593 0.2167209 ],[0.73881994 0.24655501],[0.65149075 0.39960281]
[0.33857814 0.21661293],[0.73872352 0.24643484],[0.65138232 0.3994786 ]
[0.33847993 0.2165045 ],[0.73862669 0.24631416],[0.65127343 0.39935387]
[0.3383813  0.21639561],[0.73852945 0.24619297],[0.65116407 0.39922859]
[0.33828225 0.21628626],[0.7384318  0.24607127],[0.65105425 0.39910279]
[0.33818278 0.21617644],[0.73833374 0.24594905],[0.65094397 0.39897646]
[0.33808289 0.21606616],[0.73823526 0.24582631],[0.65083322 0.39884959]
[0.33798258 0.21595542],[0.73813638 0.24570306],[0.65072201 0.3987222 ]
[0.33788185 0.21584422],[0.73803708 0.2455793 ],[0.65061034 0.39859427]
[0.3377807  0.21573256],[0.73793737 0.24545503],[0.6504982  0.39846581]
[0.33767913 0.21562044],[0.73783725 0.24533024],[0.6503856  0.39833682]
[0.33757714 0.21550785],[0.73773671 0.24520493],[0.65027254 0.3982073 ]
[0.33747473 0.2153948 ],[0.73763577 0.24507912],[0.65015902 0.39807725]
[0.3373719  0.21528129],[0.73753442 0.24495279],[0.65004503 0.39794667]
[0.33726865 0.21516732],[0.73743265 0.24482594],[0.64993058 0.39781556]
[0.33716498 0.21505288],[0.73733047 0.24469859],[0.64981566 0.39768391]
[0.33706089 0.21493799],[0.73722788 0.24457072],[0.64970029 0.39755174]
[0.33695638 0.21482263],[0.73712488 0.24444233],[0.64958445 0.39741903]
[0.33685145 0.21470681],[0.73702147 0.24431343],[0.64946815 0.39728579]
[0.3367461  0.21459053],[0.73691765 0.24418402],[0.64935139 0.39715203]
[0.33664033 0.21447379],[0.73681341 0.2440541 ],[0.64923416 0.39701773]
[0.33653414 0.21435659],[0.73670877 0.24392366],[0.64911647 0.3968829 ]
[0.33642753 0.21423892],[0.73660371 0.24379271],[0.64899832 0.39674754]
[0.33632051 0.2141208 ],[0.73649825 0.24366125],[0.64887971 0.39661165]
[0.33621306 0.21400221],[0.73639237 0.24352927],[0.64876063 0.39647523]
[0.33610519 0.21388316],[0.73628608 0.24339678],[0.64864109 0.39633828]
[0.3359969  0.21376365],[0.73617938 0.24326378],[0.64852109 0.39620079]
[0.33588819 0.21364368],[0.73607227 0.24313026],[0.64840063 0.39606278]
[0.33577906 0.21352325],[0.73596475 0.24299623],[0.6482797  0.39592424]
[0.33566952 0.21340235],[0.73585681 0.24286169],[0.64815831 0.39578516]
[0.33555955 0.213281  ],[0.73574847 0.24272663],[0.64803647 0.39564556]
[0.33544916 0.21315918],[0.73563972 0.24259107],[0.64791415 0.39550543]
[0.33533835 0.2130369 ],[0.73553055 0.24245498],[0.64779138 0.39536476]
[0.33522713 0.21291417],[0.73542098 0.24231839],[0.64766814 0.39522357]
[0.33511548 0.21279097],[0.73531099 0.24218128],[0.64754445 0.39508184]
[0.33500341 0.2126673 ],[0.7352006  0.24204367],[0.64742029 0.39493959]
[0.33489092 0.21254318],[0.73508979 0.24190553],[0.64729567 0.3947968 ]
[0.33477802 0.2124186 ],[0.73497858 0.24176689],[0.64717058 0.39465349]
[0.33466469 0.21229355],[0.73486695 0.24162773],[0.64704504 0.39450964]
[0.33455094 0.21216805],[0.73475491 0.24148806],[0.64691903 0.39436527]
[0.33443678 0.21204208],[0.73464247 0.24134788],[0.64679256 0.39422037]
[0.33432219 0.21191566],[0.73452961 0.24120719],[0.64666563 0.39407493]
[0.33420719 0.21178877],[0.73441634 0.24106598],[0.64653824 0.39392897]
[0.33409176 0.21166142],[0.73430266 0.24092426],[0.64641039 0.39378247]
[0.33397592 0.21153361],[0.73418857 0.24078203],[0.64628207 0.39363545]
[0.33385965 0.21140534],[0.73407408 0.24063928],[0.6461533 0.3934879]
[0.33374297 0.21127661],[0.73395917 0.24049603],[0.64602406 0.39333981]
[0.33362586 0.21114742],[0.73384385 0.24035226],[0.64589436 0.3931912 ]
[0.33350834 0.21101777],[0.73372812 0.24020798],[0.6457642  0.39304206]
[0.33339039 0.21088766],[0.73361198 0.24006319],[0.64563358 0.39289238]
[0.33327203 0.21075708],[0.73349543 0.23991788],[0.6455025  0.39274218]
[0.33315325 0.21062605],[0.73337848 0.23977206],[0.64537096 0.39259145]
[0.33303404 0.21049456],[0.73326111 0.23962573],[0.64523895 0.39244019]
[0.33291442 0.2103626 ],[0.73314333 0.23947889],[0.64510649 0.3922884 ]
[0.33279438 0.21023019],[0.73302515 0.23933154],[0.64497356 0.39213608]
[0.33267392 0.21009731],[0.73290655 0.23918368],[0.64484017 0.39198324]
[0.33255303 0.20996397],[0.73278754 0.2390353 ],[0.64470632 0.39182986]
[0.33243173 0.20983018],[0.73266813 0.23888641],[0.64457201 0.39167595]
[0.33231001 0.20969592],[0.7325483  0.23873701],[0.64443724 0.39152152]
[0.33218787 0.20956121],[0.73242807 0.2385871 ],[0.64430201 0.39136655]
[0.33206531 0.20942603],[0.73230743 0.23843668],[0.64416632 0.39121106]
[0.33194233 0.20929039],[0.73218637 0.23828574],[0.64403017 0.39105504]
[0.33181893 0.20915429],[0.73206491 0.2381343 ],[0.64389355 0.39089849]
[0.33169511 0.20901774],[0.73194304 0.23798234],[0.64375648 0.39074141]
[0.33157087 0.20888072],[0.73182076 0.23782987],[0.64361895 0.3905838 ]
[0.33144621 0.20874324],[0.73169807 0.23767689],[0.64348095 0.39042566]
[0.33132113 0.20860531],[0.73157497 0.2375234 ],[0.6433425  0.39026699]
[0.33119563 0.20846691],[0.73145146 0.2373694 ],[0.64320358 0.3901078 ]
[0.33106971 0.20832805],[0.73132754 0.23721488],[0.6430642  0.38994807]
[0.33094338 0.20818873],[0.73120322 0.23705986],[0.64292437 0.38978782]
[0.33081662 0.20804896],[0.73107848 0.23690432],[0.64278407 0.38962704]
[0.33068944 0.20790872],[0.73095334 0.23674827],[0.64264332 0.38946573]
[0.33056184 0.20776802],[0.73082779 0.23659171],[0.6425021  0.38930389]
[0.33043383 0.20762687],[0.73070183 0.23643464],[0.64236042 0.38914153]
[0.33030539 0.20748525],[0.73057546 0.23627706],[0.64221829 0.38897863]
[0.33017653 0.20734318],[0.73044868 0.23611897],[0.64207569 0.38881521]
[0.33004726 0.20720064],[0.73032149 0.23596037],[0.64193263 0.38865126]
[0.32991756 0.20705764],[0.73019389 0.23580126],[0.64178912 0.38848678]
[0.32978745 0.20691419],[0.73006589 0.23564163],[0.64164514 0.38832177]
[0.32965691 0.20677028],[0.72993748 0.2354815 ],[0.6415007  0.38815624]
[0.32952596 0.2066259 ],[0.72980865 0.23532085],[0.64135581 0.38799017]
[0.32939459 0.20648107],[0.72967943 0.2351597 ],[0.64121045 0.38782358]
[0.32926279 0.20633578],[0.72954979 0.23499803],[0.64106464 0.38765646]
[0.32913058 0.20619003],[0.72941974 0.23483585],[0.64091836 0.38748881]
[0.32899795 0.20604381],[0.72928929 0.23467316],[0.64077163 0.38732064]
[0.3288649  0.20589714],[0.72915842 0.23450997],[0.64062443 0.38715194]
[0.32873143 0.20575001],[0.72902715 0.23434626],[0.64047678 0.3869827 ]
[0.32859753 0.20560243],[0.72889547 0.23418204],[0.64032867 0.38681295]
[0.32846322 0.20545438],[0.72876339 0.23401731],[0.6401801  0.38664266]
[0.32832849 0.20530587],[0.72863089 0.23385207],[0.64003107 0.38647185]
[0.32819334 0.2051569 ],[0.72849799 0.23368632],[0.63988158 0.38630051]
[0.32805777 0.20500748],[0.72836468 0.23352006],[0.63973163 0.38612864]
[0.32792178 0.2048576 ],[0.72823096 0.23335329],[0.63958122 0.38595624]
[0.32778538 0.20470725],[0.72809683 0.23318601],[0.63943035 0.38578332]
[0.32764855 0.20455645],[0.7279623  0.23301822],[0.63927903 0.38560987]
[0.3275113  0.20440519],[0.72782736 0.23284992],[0.63912724 0.38543589]
[0.32737363 0.20425347],[0.72769201 0.23268111],[0.638975   0.38526138]
[0.32723555 0.20410129],[0.72755625 0.2325118 ],[0.63882229 0.38508635]
[0.32709704 0.20394865],[0.72742009 0.23234197],[0.63866913 0.38491079]
[0.32695811 0.20379556],[0.72728352 0.23217163],[0.63851551 0.38473471]
[0.32681877 0.203642  ],[0.72714654 0.23200078],[0.63836143 0.38455809]
[0.326679   0.20348799],[0.72700915 0.23182942],[0.63820689 0.38438095]
[0.32653882 0.20333352],[0.72687136 0.23165755],[0.6380519  0.38420329]
[0.32639822 0.20317859],[0.72673316 0.23148518],[0.63789644 0.38402509]
[0.32625719 0.2030232 ],[0.72659455 0.23131229],[0.63774053 0.38384637]
[0.32611575 0.20286735],[0.72645553 0.2311389 ],[0.63758416 0.38366713]
[0.32597389 0.20271104],[0.72631611 0.23096499],[0.63742733 0.38348735]
[0.32583161 0.20255428],[0.72617628 0.23079058],[0.63727004 0.38330705]
[0.3256889  0.20239706],[0.72603605 0.23061565],[0.63711229 0.38312622]
[0.32554578 0.20223938],[0.7258954  0.23044022],[0.63695409 0.38294487]
[0.32540224 0.20208124],[0.72575435 0.23026428],[0.63679543 0.38276299]
[0.32525828 0.20192264],[0.7256129  0.23008783],[0.63663631 0.38258059]
