0.6460996058424984,0.8388297585794189,1.0
[0.34925543 0.22859705],[0.74924069 0.25970655],[0.66326131 0.41320867]
[0.34922341 0.2285697 ],[0.74920803 0.25967316],[0.66322686 0.41317469]
[0.34919072 0.22854178],[0.74917469 0.25963907],[0.66319168 0.41314   ]
[0.34915735 0.22851328],[0.74914067 0.25960427],[0.66315578 0.4131046 ]
[0.34912331 0.2284842 ],[0.74910595 0.25956877],[0.66311915 0.41306848]
[0.34908859 0.22845455],[0.74907055 0.25953257],[0.66308179 0.41303165]
[0.3490532  0.22842433],[0.74903446 0.25949566],[0.66304371 0.4129941 ]
[0.34901713 0.22839353],[0.74899768 0.25945806],[0.66300491 0.41295584]
[0.3489804  0.22836215],[0.74896022 0.25941975],[0.66296538 0.41291686]
[0.34894298 0.2283302 ],[0.74892207 0.25938073],[0.66292512 0.41287716]
[0.3489049  0.22829767],[0.74888323 0.25934102],[0.66288414 0.41283676]
[0.34886614 0.22826457],[0.74884371 0.2593006 ],[0.66284244 0.41279563]
[0.3488267  0.22823089],[0.7488035  0.25925948],[0.66280001 0.4127538 ]
[0.34878659 0.22819664],[0.7487626  0.25921766],[0.66275685 0.41271124]
[0.34874581 0.22816181],[0.74872101 0.25917513],[0.66271297 0.41266797]
[0.34870435 0.22812641],[0.74867874 0.2591319 ],[0.66266837 0.41262399]
[0.34866222 0.22809043],[0.74863578 0.25908797],[0.66262304 0.41257929]
[0.34861942 0.22805388],[0.74859213 0.25904334],[0.66257698 0.41253388]
[0.34857594 0.22801675],[0.7485478 0.258998 ],[0.6625302  0.41248776]
[0.34853179 0.22797905],[0.74850278 0.25895196],[0.6624827  0.41244091]
[0.34848696 0.22794077],[0.74845707 0.25890522],[0.66243447 0.41239336]
[0.34844146 0.22790192],[0.74841067 0.25885778],[0.66238551 0.41234509]
[0.34839529 0.22786249],[0.74836359 0.25880963],[0.66233583 0.4122961 ]
[0.34834844 0.22782249],[0.74831582 0.25876079],[0.66228543 0.4122464 ]
[0.34830092 0.22778191],[0.74826737 0.25871123],[0.6622343  0.41219599]
[0.34825272 0.22774076],[0.74821822 0.25866098],[0.66218244 0.41214486]
[0.34820385 0.22769904],[0.74816839 0.25861003],[0.66212986 0.41209301]
[0.3481543  0.22765674],[0.74811788 0.25855837],[0.66207656 0.41204045]
[0.34810409 0.22761386],[0.74806667 0.25850601],[0.66202253 0.41198718]
[0.34805319 0.22757041],[0.74801478 0.25845295],[0.66196778 0.41193319]
[0.34800163 0.22752638],[0.74796221 0.25839919],[0.6619123  0.41187849]
[0.34794939 0.22748178],[0.74790894 0.25834472],[0.66185609 0.41182307]
[0.34789648 0.22743661],[0.74785499 0.25828955],[0.66179917 0.41176694]
[0.34784289 0.22739086],[0.74780035 0.25823368],[0.66174151 0.4117101 ]
[0.34778863 0.22734454],[0.74774503 0.25817711],[0.66168313 0.41165253]
[0.34773369 0.22729764],[0.74768902 0.25811983],[0.66162403 0.41159426]
[0.34767808 0.22725017],[0.74763232 0.25806186],[0.6615642  0.41153527]
[0.3476218  0.22720212],[0.74757494 0.25800318],[0.66150365 0.41147557]
[0.34756484 0.2271535 ],[0.74751686 0.2579438 ],[0.66144238 0.41141515]
[0.34750721 0.22710431],[0.74745811 0.25788372],[0.66138037 0.41135402]
[0.3474489  0.22705454],[0.74739866 0.25782293],[0.66131765 0.41129217]
[0.34738993 0.2270042 ],[0.74733853 0.25776145],[0.6612542  0.41122961]
[0.34733027 0.22695328],[0.74727771 0.25769926],[0.66119002 0.41116634]
[0.34726995 0.22690179],[0.74721621 0.25763637],[0.66112512 0.41110235]
[0.34720895 0.22684972],[0.74715402 0.25757278],[0.6610595  0.41103764]
[0.34714727 0.22679708],[0.74709114 0.25750848],[0.66099315 0.41097222]
[0.34708492 0.22674387],[0.74702758 0.25744349],[0.66092608 0.41090609]
[0.3470219  0.22669008],[0.74696333 0.25737779],[0.66085828 0.41083925]
[0.34695821 0.22663572],[0.74689839 0.25731139],[0.66078976 0.41077169]
[0.34689384 0.22658079],[0.74683277 0.25724429],[0.66072051 0.41070341]
[0.34682879 0.22652528],[0.74676646 0.25717649],[0.66065054 0.41063443]
[0.34676308 0.2264692 ],[0.74669946 0.25710798],[0.66057984 0.41056472]
[0.34669669 0.22641254],[0.74663178 0.25703878],[0.66050842 0.41049431]
[0.34662962 0.22635531],[0.74656341 0.25696887],[0.66043628 0.41042318]
[0.34656188 0.22629751],[0.74649436 0.25689826],[0.66036341 0.41035133]
[0.34649347 0.22623913],[0.74642462 0.25682695],[0.66028982 0.41027878]
[0.34642439 0.22618018],[0.74635419 0.25675494],[0.6602155 0.4102055]
[0.34635463 0.22612065],[0.74628308 0.25668223],[0.66014046 0.41013152]
[0.34628419 0.22606056],[0.74621128 0.25660881],[0.66006469 0.41005682]
[0.34621309 0.22599989],[0.74613879 0.25653469],[0.6599882  0.40998141]
[0.34614131 0.22593864],[0.74606562 0.25645988],[0.65991099 0.40990528]
[0.34606885 0.22587682],[0.74599176 0.25638436],[0.65983305 0.40982844]
[0.34599572 0.22581443],[0.74591722 0.25630814],[0.65975438 0.40975089]
[0.34592192 0.22575147],[0.74584199 0.25623122],[0.659675   0.40967262]
[0.34584745 0.22568793],[0.74576607 0.25615359],[0.65959489 0.40959364]
[0.3457723  0.22562382],[0.74568947 0.25607527],[0.65951405 0.40951394]
[0.34569647 0.22555914],[0.74561218 0.25599625],[0.65943249 0.40943353]
[0.34561998 0.22549388],[0.7455342  0.25591652],[0.65935021 0.40935241]
[0.34554281 0.22542805],[0.74545554 0.25583609],[0.6592672  0.40927058]
[0.34546496 0.22536165],[0.7453762  0.25575496],[0.65918347 0.40918803]
[0.34538645 0.22529468],[0.74529616 0.25567314],[0.65909901 0.40910476]
[0.34530725 0.22522713],[0.74521545 0.25559061],[0.65901383 0.40902079]
[0.34522739 0.22515901],[0.74513404 0.25550737],[0.65892793 0.4089361 ]
[0.34514685 0.22509032],[0.74505195 0.25542344],[0.6588413 0.4088507]
[0.34506564 0.22502105],[0.74496918 0.25533881],[0.65875395 0.40876458]
[0.34498375 0.22495121],[0.74488572 0.25525348],[0.65866588 0.40867775]
[0.3449012 0.2248808],[0.74480157 0.25516744],[0.65857708 0.40859021]
[0.34481796 0.22480982],[0.74471674 0.25508071],[0.65848755 0.40850195]
[0.34473406 0.22473827],[0.74463122 0.25499327],[0.65839731 0.40841299]
[0.34464948 0.22466614],[0.74454501 0.25490513],[0.65830634 0.4083233 ]
[0.34456422 0.22459344],[0.74445812 0.2548163 ],[0.65821464 0.40823291]
[0.3444783  0.22452017],[0.74437055 0.25472676],[0.65812223 0.4081418 ]
[0.3443917  0.22444632],[0.74428229 0.25463652],[0.65802909 0.40804998]
[0.34430442 0.22437191],[0.74419334 0.25454558],[0.65793522 0.40795745]
[0.34421647 0.22429692],[0.74410371 0.25445394],[0.65784063 0.4078642 ]
[0.34412785 0.22422136],[0.74401339 0.2543616 ],[0.65774532 0.40777024]
[0.34403856 0.22414523],[0.74392239 0.25426856],[0.65764928 0.40767557]
[0.34394859 0.22406852],[0.7438307  0.25417482],[0.65755252 0.40758018]
[0.34385795 0.22399125],[0.74373833 0.25408038],[0.65745504 0.40748409]
[0.34376663 0.2239134 ],[0.74364527 0.25398524],[0.65735683 0.40738728]
[0.34367464 0.22383498],[0.74355153 0.2538894 ],[0.65725791 0.40728975]
[0.34358198 0.22375599],[0.7434571  0.25379286],[0.65715825 0.40719152]
[0.34348865 0.22367643],[0.74336198 0.25369561],[0.65705788 0.40709257]
[0.34339464 0.2235963 ],[0.74326618 0.25359767],[0.65695678 0.40699291]
[0.34329996 0.22351559],[0.7431697  0.25349903],[0.65685495 0.40689253]
[0.3432046  0.22343432],[0.74307253 0.25339969],[0.65675241 0.40679145]
[0.34310857 0.22335247],[0.74297467 0.25329965],[0.65664914 0.40668965]
[0.34301187 0.22327005],[0.74287613 0.25319891],[0.65654514 0.40658714]
[0.34291449 0.22318706],[0.74277691 0.25309746],[0.65644043 0.40648391]
[0.34281644 0.2231035 ],[0.742677   0.25299532],[0.65633499 0.40637998]
[0.34271772 0.22301937],[0.7425764  0.25289248],[0.65622882 0.40627533]
[0.34261833 0.22293467],[0.74247512 0.25278894],[0.65612194 0.40616997]
[0.34251826 0.22284939],[0.74237316 0.2526847 ],[0.65601433 0.4060639 ]
[0.34241751 0.22276355],[0.74227051 0.25257976],[0.655906   0.40595711]
[0.3423161  0.22267713],[0.74216718 0.25247412],[0.65579694 0.40584962]
[0.34221401 0.22259015],[0.74206316 0.25236778],[0.65568716 0.40574141]
[0.34211125 0.22250259],[0.74195845 0.25226074],[0.65557666 0.40563249]
[0.34200781 0.22241447],[0.74185306 0.252153  ],[0.65546544 0.40552285]
[0.3419037  0.22232577],[0.74174699 0.25204457],[0.65535349 0.40541251]
[0.34179892 0.2222365 ],[0.74164023 0.25193543],[0.65524082 0.40530145]
[0.34169346 0.22214666],[0.74153279 0.25182559],[0.65512743 0.40518968]
[0.34158734 0.22205626],[0.74142466 0.25171506],[0.65501332 0.4050772 ]
[0.34148053 0.22196528],[0.74131585 0.25160382],[0.65489848 0.40496401]
[0.34137306 0.22187373],[0.74120636 0.25149189],[0.65478292 0.40485011]
[0.34126491 0.22178161],[0.74109618 0.25137926],[0.65466663 0.40473549]
[0.34115609 0.22168893],[0.74098531 0.25126592],[0.65454963 0.40462017]
[0.3410466  0.22159567],[0.74087376 0.25115189],[0.6544319  0.40450413]
[0.34093643 0.22150184],[0.74076153 0.25103716],[0.65431345 0.40438738]
[0.34082559 0.22140744],[0.74064861 0.25092173],[0.65419427 0.40426992]
[0.34071407 0.22131248],[0.74053501 0.25080561],[0.65407438 0.40415174]
[0.34060189 0.22121694],[0.74042072 0.25068878],[0.65395376 0.40403286]
[0.34048903 0.22112084],[0.74030575 0.25057126],[0.65383242 0.40391327]
[0.34037549 0.22102416],[0.7401901  0.25045303],[0.65371035 0.40379296]
[0.34026129 0.22092692],[0.74007376 0.25033411],[0.65358757 0.40367194]
[0.34014641 0.2208291 ],[0.73995674 0.25021449],[0.65346406 0.40355021]
[0.34003085 0.22073072],[0.73983903 0.25009417],[0.65333983 0.40342777]
[0.33991463 0.22063177],[0.73972064 0.24997315],[0.65321487 0.40330462]
[0.33979773 0.22053225],[0.73960156 0.24985143],[0.6530892  0.40318076]
[0.33968016 0.22043216],[0.73948181 0.24972902],[0.6529628  0.40305618]
[0.33956191 0.2203315 ],[0.73936136 0.24960591],[0.65283568 0.4029309 ]
[0.339443   0.22023028],[0.73924024 0.2494821 ],[0.65270784 0.4028049 ]
[0.33932341 0.22012848],[0.73911843 0.24935759],[0.65257928 0.4026782 ]
[0.33920314 0.22002612],[0.73899594 0.24923238],[0.65244999 0.40255078]
[0.33908221 0.21992319],[0.73887276 0.24910647],[0.65231998 0.40242265]
[0.3389606  0.21981969],[0.7387489  0.24897987],[0.65218925 0.40229382]
[0.33883832 0.21971562],[0.73862435 0.24885257],[0.6520578  0.40216427]
[0.33871536 0.21961098],[0.73849913 0.24872457],[0.65192563 0.40203401]
[0.33859173 0.21950578],[0.73837321 0.24859587],[0.65179273 0.40190304]
[0.33846743 0.2194    ],[0.73824662 0.24846648],[0.65165911 0.40177136]
[0.33834246 0.21929366],[0.73811934 0.24833639],[0.65152478 0.40163897]
[0.33821681 0.21918675],[0.73799138 0.2482056 ],[0.65138971 0.40150587]
[0.33809049 0.21907928],[0.73786274 0.24807411],[0.65125393 0.40137206]
[0.3379635  0.21897123],[0.73773341 0.24794192],[0.65111743 0.40123754]
[0.33783584 0.21886262],[0.7376034  0.24780904],[0.6509802 0.4011023]
[0.3377075  0.21875344],[0.7374727  0.24767546],[0.65084225 0.40096636]
[0.33757849 0.2186437 ],[0.73734132 0.24754118],[0.65070359 0.40082971]
[0.33744881 0.21853338],[0.73720926 0.24740621],[0.65056419 0.40069235]
[0.33731845 0.2184225 ],[0.73707652 0.24727054],[0.65042408 0.40055428]
[0.33718742 0.21831105],[0.73694309 0.24713417],[0.65028325 0.40041549]
[0.33705572 0.21819904],[0.73680898 0.2469971 ],[0.65014169 0.400276  ]
[0.33692335 0.21808646],[0.73667419 0.24685934],[0.64999942 0.4001358 ]
[0.3367903  0.21797331],[0.73653872 0.24672088],[0.64985642 0.39999489]
[0.33665658 0.21785959],[0.73640256 0.24658172],[0.6497127  0.39985327]
[0.33652219 0.21774531],[0.73626572 0.24644187],[0.64956826 0.39971094]
[0.33638713 0.21763046],[0.73612819 0.24630132],[0.6494231 0.3995679]
[0.33625139 0.21751505],[0.73598999 0.24616007],[0.64927722 0.39942415]
[0.33611498 0.21739907],[0.7358511  0.24601813],[0.64913062 0.39927969]
[0.3359779  0.21728252],[0.73571153 0.24587549],[0.64898329 0.39913452]
[0.33584014 0.21716541],[0.73557127 0.24573215],[0.64883525 0.39898865]
[0.33570172 0.21704773],[0.73543034 0.24558812],[0.64868648 0.39884206]
[0.33556262 0.21692948],[0.73528872 0.24544339],[0.64853699 0.39869476]
[0.33542285 0.21681067],[0.73514642 0.24529796],[0.64838679 0.39854676]
[0.3352824  0.21669129],[0.73500343 0.24515184],[0.64823586 0.39839805]
[0.33514128 0.21657135],[0.73485977 0.24500502],[0.64808421 0.39824862]
[0.33499949 0.21645084],[0.73471542 0.24485751],[0.64793184 0.39809849]
[0.33485703 0.21632977],[0.73457039 0.24470929],[0.64777875 0.39794765]
[0.3347139  0.21620813],[0.73442467 0.24456039],[0.64762494 0.3977961 ]
[0.33457009 0.21608592],[0.73427828 0.24441079],[0.6474704  0.39764384]
[0.33442561 0.21596315],[0.7341312  0.24426049],[0.64731515 0.39749087]
[0.33428046 0.21583982],[0.73398345 0.24410949],[0.64715918 0.3973372 ]
[0.33413464 0.21571592],[0.73383501 0.24395781],[0.64700249 0.39718281]
[0.33398814 0.21559145],[0.73368588 0.24380542],[0.64684507 0.39702772]
[0.33384098 0.21546642],[0.73353608 0.24365234],[0.64668694 0.39687192]
[0.33369313 0.21534083],[0.73338559 0.24349856],[0.64652808 0.39671541]
[0.33354462 0.21521467],[0.73323443 0.24334409],[0.64636851 0.39655819]
[0.33339544 0.21508795],[0.73308258 0.24318893],[0.64620821 0.39640027]
[0.33324558 0.21496066],[0.73293005 0.24303306],[0.6460472  0.39624163]
[0.33309505 0.21483281],[0.73277683 0.24287651],[0.64588546 0.39608229]
[0.33294385 0.2147044 ],[0.73262294 0.24271925],[0.64572301 0.39592224]
[0.33279198 0.21457542],[0.73246836 0.24256131],[0.64555983 0.39576148]
[0.33263943 0.21444587],[0.73231311 0.24240267],[0.64539594 0.39560001]
[0.33248621 0.21431577],[0.73215717 0.24224333],[0.64523132 0.39543784]
[0.33233232 0.2141851 ],[0.73200055 0.2420833 ],[0.64506599 0.39527496]
[0.33217776 0.21405386],[0.73184325 0.24192257],[0.64489993 0.39511137]
[0.33202253 0.21392207],[0.73168527 0.24176115],[0.64473316 0.39494707]
[0.33186662 0.21378971],[0.7315266  0.24159903],[0.64456566 0.39478206]
[0.33171005 0.21365678],[0.73136726 0.24143622],[0.64439745 0.39461635]
[0.3315528 0.2135233],[0.73120724 0.24127272],[0.64422852 0.39444993]
[0.33139488 0.21338925],[0.73104653 0.24110852],[0.64405886 0.3942828 ]
[0.33123628 0.21325463],[0.73088514 0.24094363],[0.64388849 0.39411497]
[0.33107702 0.21311946],[0.73072307 0.24077804],[0.6437174  0.39394643]
[0.33091708 0.21298372],[0.73056033 0.24061176],[0.64354559 0.39377718]
[0.33075647 0.21284742],[0.7303969  0.24044478],[0.64337306 0.39360722]
[0.33059519 0.21271056],[0.73023279 0.24027711],[0.64319981 0.39343656]
[0.33043324 0.21257314],[0.730068   0.24010875],[0.64302584 0.39326519]
[0.33027062 0.21243515],[0.72990252 0.23993969],[0.64285115 0.39309311]
[0.33010732 0.2122966 ],[0.72973637 0.23976994],[0.64267574 0.39292032]
[0.32994335 0.21215749],[0.72956954 0.2395995 ],[0.64249961 0.39274683]
[0.32977871 0.21201782],[0.72940203 0.23942836],[0.64232276 0.39257264]
[0.3296134  0.21187759],[0.72923383 0.23925653],[0.6421452  0.39239773]
[0.32944742 0.21173679],[0.72906496 0.239084  ],[0.64196692 0.39222212]
[0.32928077 0.21159544],[0.7288954  0.23891079],[0.64178791 0.3920458 ]
[0.32911344 0.21145352],[0.72872517 0.23873688],[0.64160819 0.39186878]
[0.32894544 0.21131104],[0.72855426 0.23856227],[0.64142775 0.39169105]
[0.32877678 0.211168  ],[0.72838266 0.23838698],[0.64124659 0.39151261]
[0.32860744 0.2110244 ],[0.72821039 0.23821099],[0.64106471 0.39133347]
[0.32843743 0.21088024],[0.72803743 0.2380343 ],[0.64088211 0.39115362]
[0.32826674 0.21073552],[0.7278638  0.23785693],[0.6406988  0.39097307]
[0.32809539 0.21059024],[0.72768948 0.23767886],[0.64051476 0.39079181]
[0.32792336 0.2104444 ],[0.72751449 0.2375001 ],[0.64033001 0.39060984]
[0.32775067 0.210298  ],[0.72733881 0.23732064],[0.64014454 0.39042717]
[0.3275773  0.21015103],[0.72716246 0.2371405 ],[0.63995835 0.39024379]
[0.32740326 0.21000351],[0.72698542 0.23695966],[0.63977144 0.39005971]
[0.32722855 0.20985543],[0.72680771 0.23677813],[0.63958381 0.38987492]
[0.32705317 0.20970679],[0.72662932 0.23659591],[0.63939547 0.38968943]
[0.32687711 0.20955759],[0.72645025 0.23641299],[0.63920641 0.38950323]
[0.32670039 0.20940783],[0.72627049 0.23622939],[0.63901663 0.38931632]
[0.32652299 0.20925751],[0.72609006 0.23604509],[0.63882613 0.38912871]
[0.32634493 0.20910663],[0.72590895 0.2358601 ],[0.63863491 0.3889404 ]
[0.32616619 0.20895519],[0.72572716 0.23567442],[0.63844298 0.38875138]
[0.32598678 0.20880319],[0.72554469 0.23548804],[0.63825032 0.38856165]
[0.3258067  0.20865064],[0.72536154 0.23530098],[0.63805695 0.38837122]
[0.32562595 0.20849753],[0.72517771 0.23511322],[0.63786286 0.38818009]
[0.32544453 0.20834385],[0.72499321 0.23492478],[0.63766806 0.38798825]
[0.32526244 0.20818962],[0.72480802 0.23473564],[0.63747253 0.3877957 ]
[0.32507967 0.20803484],[0.72462216 0.23454581],[0.63727629 0.38760245]
[0.32489624 0.20787949],[0.72443561 0.23435529],[0.63707933 0.3874085 ]
[0.32471213 0.20772358],[0.72424839 0.23416407],[0.63688165 0.38721384]
[0.32452736 0.20756712],[0.72406049 0.23397217],[0.63668326 0.38701848]
[0.32434191 0.2074101 ],[0.72387191 0.23377958],[0.63648415 0.38682241]
[0.32415579 0.20725253],[0.72368265 0.23358629],[0.63628432 0.38662564]
[0.323969   0.20709439],[0.72349271 0.23339232],[0.63608377 0.38642817]
[0.32378155 0.2069357 ],[0.7233021  0.23319765],[0.63588251 0.38622999]
[0.32359342 0.20677645],[0.7231108 0.2330023],[0.63568053 0.38603111]
[0.32340462 0.20661665],[0.72291883 0.23280625],[0.63547783 0.38583152]
[0.32321514 0.20645628],[0.72272618 0.23260952],[0.63527441 0.38563123]
[0.323025   0.20629536],[0.72253285 0.23241209],[0.63507028 0.38543024]
[0.32283419 0.20613389],[0.72233884 0.23221398],[0.63486543 0.38522854]
[0.32264271 0.20597186],[0.72214415 0.23201517],[0.63465986 0.38502614]
[0.32245055 0.20580927],[0.72194879 0.23181567],[0.63445358 0.38482303]
[0.32225773 0.20564613],[0.72175274 0.23161549],[0.63424658 0.38461922]
[0.32206424 0.20548243],[0.72155602 0.23141461],[0.63403886 0.38441471]
[0.32187007 0.20531817],[0.72135862 0.23121305],[0.63383043 0.3842095 ]
[0.32167524 0.20515336],[0.72116055 0.23101079],[0.63362128 0.38400358]
[0.32147973 0.20498799],[0.72096179 0.23080785],[0.63341141 0.38379696]
[0.32128355 0.20482207],[0.72076236 0.23060422],[0.63320083 0.38358964]
[0.32108671 0.2046556 ],[0.72056225 0.2303999 ],[0.63298953 0.38338161]
[0.32088919 0.20448856],[0.72036146 0.23019489],[0.63277752 0.38317288]
[0.320691   0.20432098],[0.72015999 0.22998919],[0.63256478 0.38296345]
[0.32049215 0.20415284],[0.71995785 0.2297828 ],[0.63235134 0.38275332]
[0.32029262 0.20398414],[0.71975503 0.22957572],[0.63213717 0.38254248]
[0.32009242 0.20381489],[0.71955153 0.22936796],[0.63192229 0.38233094]
[0.31989155 0.20364509],[0.71934736 0.2291595 ],[0.63170669 0.3821187 ]
[0.31969002 0.20347473],[0.7191425  0.22895036],[0.63149038 0.38190576]
[0.31948781 0.20330381],[0.71893697 0.22874053],[0.63127335 0.38169212]
[0.31928493 0.20313235],[0.71873076 0.22853001],[0.63105561 0.38147777]
[0.31908138 0.20296033],[0.71852388 0.2283188 ],[0.63083715 0.38126272]
[0.31887716 0.20278775],[0.71831632 0.22810691],[0.63061797 0.38104697]
[0.31867228 0.20261463],[0.71810808 0.22789432],[0.63039808 0.38083052]
[0.31846672 0.20244095],[0.71789916 0.22768105],[0.63017747 0.38061336]
[0.31826049 0.20226671],[0.71768957 0.2274671 ],[0.62995615 0.38039551]
[0.31805359 0.20209193],[0.7174793  0.22725245],[0.62973411 0.38017695]
[0.31784602 0.20191659],[0.71726835 0.22703712],[0.62951136 0.37995769]
[0.31763779 0.2017407 ],[0.71705673 0.22682109],[0.62928789 0.37973773]
[0.31742888 0.20156425],[0.71684443 0.22660439],[0.6290637  0.37951707]
[0.3172193  0.20138726],[0.71663145 0.22638699],[0.6288388  0.37929571]
[0.31700906 0.20120971],[0.7164178  0.22616891],[0.62861319 0.37907365]
[0.31679814 0.20103161],[0.71620347 0.22595014],[0.62838686 0.37885088]
[0.31658655 0.20085295],[0.71598847 0.22573068],[0.62815981 0.37862742]
[0.3163743  0.20067375],[0.71577279 0.22551054],[0.62793205 0.37840325]
[0.31616137 0.20049399],[0.71555643 0.22528971],[0.62770358 0.37817839]
[0.31594778 0.20031369],[0.71533939 0.22506819],[0.62747439 0.37795282]
[0.31573351 0.20013283],[0.71512168 0.22484599],[0.62724449 0.37772656]
[0.31551858 0.19995142],[0.7149033 0.2246231],[0.62701387 0.37749959]
[0.31530297 0.19976946],[0.71468423 0.22439953],[0.62678253 0.37727192]
[0.3150867  0.19958695],[0.71446449 0.22417527],[0.62655048 0.37704356]
[0.31486976 0.19940389],[0.71424408 0.22395032],[0.62631772 0.37681449]
[0.31465214 0.19922028],[0.71402299 0.22372469],[0.62608424 0.37658472]
[0.31443386 0.19903612],[0.71380122 0.22349837],[0.62585005 0.37635426]
[0.31421491 0.1988514 ],[0.71357878 0.22327136],[0.62561515 0.37612309]
[0.31399529 0.19866614],[0.71335566 0.22304368],[0.62537953 0.37589123]
[0.313775   0.19848033],[0.71313187 0.2228153 ],[0.62514319 0.37565866]
[0.31355404 0.19829397],[0.7129074  0.22258624],[0.62490614 0.3754254 ]
[0.31333241 0.19810706],[0.71268226 0.22235649],[0.62466838 0.37519143]
[0.31311012 0.1979196 ],[0.71245644 0.22212606],[0.62442991 0.37495677]
[0.31288715 0.19773159],[0.71222995 0.22189495],[0.62419072 0.37472141]
[0.31266352 0.19754303],[0.71200278 0.22166315],[0.62395081 0.37448535]
[0.31243921 0.19735393],[0.71177493 0.22143066],[0.62371019 0.37424859]
[0.31221424 0.19716427],[0.71154641 0.22119749],[0.62346886 0.37401113]
[0.3119886  0.19697407],[0.71131722 0.22096364],[0.62322682 0.37377298]
[0.31176228 0.19678332],[0.71108735 0.2207291 ],[0.62298406 0.37353412]
[0.3115353  0.19659202],[0.7108568  0.22049388],[0.62274059 0.37329457]
[0.31130765 0.19640017],[0.71062558 0.22025797],[0.6224964  0.37305432]
[0.31107933 0.19620777],[0.71039369 0.22002138],[0.6222515  0.37281337]
[0.31085035 0.19601483],[0.71016112 0.2197841 ],[0.62200589 0.37257172]
[0.31062069 0.19582134],[0.70992788 0.21954614],[0.62175956 0.37232937]
[0.31039037 0.1956273 ],[0.70969396 0.2193075 ],[0.62151253 0.37208633]
