0.726234793461175,0.9726159937023771,1.0
[0.34942798 0.22864715],[0.74943816 0.25980951],[0.66343684 0.41331271]
[0.34940338 0.22862195],[0.749414   0.25978055],[0.66340994 0.41328321]
[0.34937826 0.22859622],[0.74938933 0.25975098],[0.66338247 0.41325309]
[0.34935263 0.22856996],[0.74936415 0.25972079],[0.66335443 0.41322235]
[0.34932647 0.22854318],[0.74933847 0.25969   ],[0.66332582 0.41319099]
[0.3492998  0.22851586],[0.74931227 0.25965859],[0.66329665 0.413159  ]
[0.34927261 0.22848801],[0.74928557 0.25962658],[0.66326692 0.4131264 ]
[0.34924491 0.22845963],[0.74925836 0.25959396],[0.66323662 0.41309317]
[0.34921668 0.22843072],[0.74923064 0.25956073],[0.66320575 0.41305933]
[0.34918794 0.22840128],[0.74920241 0.25952689],[0.66317431 0.41302486]
[0.34915868 0.22837131],[0.74917367 0.25949244],[0.66314231 0.41298977]
[0.3491289  0.22834081],[0.74914443 0.25945738],[0.66310974 0.41295407]
[0.34909861 0.22830978],[0.74911468 0.25942171],[0.66307661 0.41291774]
[0.34906779 0.22827822],[0.74908442 0.25938543],[0.66304291 0.41288079]
[0.34903646 0.22824613],[0.74905365 0.25934854],[0.66300864 0.41284322]
[0.34900461 0.22821351],[0.74902237 0.25931104],[0.66297381 0.41280502]
[0.34897224 0.22818036],[0.74899058 0.25927293],[0.66293842 0.41276621]
[0.34893936 0.22814668],[0.74895829 0.25923421],[0.66290245 0.41272678]
[0.34890595 0.22811247],[0.74892549 0.25919489],[0.66286592 0.41268673]
[0.34887203 0.22807773],[0.74889217 0.25915495],[0.66282882 0.41264605]
[0.3488376  0.22804246],[0.74885835 0.2591144 ],[0.66279116 0.41260476]
[0.34880264 0.22800665],[0.74882403 0.25907325],[0.66275293 0.41256284]
[0.34876716 0.22797032],[0.74878919 0.25903148],[0.66271414 0.4125203 ]
[0.34873117 0.22793346],[0.74875385 0.25898911],[0.66267478 0.41247715]
[0.34869466 0.22789607],[0.748718   0.25894613],[0.66263485 0.41243337]
[0.34865763 0.22785815],[0.74868164 0.25890253],[0.66259436 0.41238897]
[0.34862009 0.2278197 ],[0.74864477 0.25885833],[0.6625533  0.41234395]
[0.34858203 0.22778072],[0.74860739 0.25881352],[0.66251168 0.41229831]
[0.34854345 0.22774121],[0.74856951 0.2587681 ],[0.66246949 0.41225205]
[0.34850435 0.22770116],[0.74853111 0.25872207],[0.66242673 0.41220517]
[0.34846473 0.22766059],[0.74849221 0.25867543],[0.66238341 0.41215767]
[0.3484246  0.22761949],[0.74845281 0.25862818],[0.66233952 0.41210955]
[0.34838394 0.22757786],[0.74841289 0.25858032],[0.66229507 0.4120608 ]
[0.34834277 0.2275357 ],[0.74837246 0.25853186],[0.66225005 0.41201144]
[0.34830109 0.22749301],[0.74833153 0.25848278],[0.66220446 0.41196146]
[0.34825888 0.22744979],[0.74829009 0.2584331 ],[0.66215831 0.41191085]
[0.34821616 0.22740604],[0.74824814 0.2583828 ],[0.6621116  0.41185963]
[0.34817292 0.22736176],[0.74820568 0.2583319 ],[0.66206431 0.41180778]
[0.34812916 0.22731695],[0.74816272 0.25828038],[0.66201646 0.41175532]
[0.34808488 0.22727161],[0.74811925 0.25822826],[0.66196805 0.41170223]
[0.34804009 0.22722574],[0.74807527 0.25817553],[0.66191907 0.41164853]
[0.34799478 0.22717934],[0.74803078 0.25812219],[0.66186952 0.4115942 ]
[0.34794895 0.22713241],[0.74798578 0.25806824],[0.66181941 0.41153925]
[0.3479026  0.22708495],[0.74794028 0.25801368],[0.66176873 0.41148369]
[0.34785573 0.22703696],[0.74789427 0.25795852],[0.66171749 0.4114275 ]
[0.34780835 0.22698844],[0.74784775 0.25790274],[0.66166568 0.41137069]
[0.34776045 0.22693939],[0.74780072 0.25784635],[0.66161331 0.41131326]
[0.34771203 0.22688981],[0.74775319 0.25778936],[0.66156037 0.41125521]
[0.3476631  0.22683971],[0.74770514 0.25773175],[0.66150686 0.41119655]
[0.34761364 0.22678907],[0.74765659 0.25767354],[0.66145279 0.41113726]
[0.34756367 0.2267379 ],[0.74760753 0.25761472],[0.66139816 0.41107735]
[0.34751318 0.22668621],[0.74755797 0.25755529],[0.66134295 0.41101682]
[0.34746217 0.22663398],[0.7475079  0.25749525],[0.66128719 0.41095567]
[0.34741065 0.22658122],[0.74745731 0.2574346 ],[0.66123085 0.4108939 ]
[0.34735861 0.22652794],[0.74740623 0.25737335],[0.66117395 0.41083151]
[0.34730605 0.22647413],[0.74735463 0.25731148],[0.66111649 0.4107685 ]
[0.34725297 0.22641978],[0.74730253 0.257249  ],[0.66105846 0.41070487]
[0.34719938 0.22636491],[0.74724991 0.25718592],[0.66099987 0.41064062]
[0.34714526 0.22630951],[0.7471968  0.25712223],[0.66094071 0.41057575]
[0.34709063 0.22625357],[0.74714317 0.25705793],[0.66088098 0.41051026]
[0.34703548 0.22619711],[0.74708904 0.25699302],[0.66082069 0.41044415]
[0.34697982 0.22614012],[0.74703439 0.2569275 ],[0.66075983 0.41037741]
[0.34692363 0.2260826 ],[0.74697925 0.25686137],[0.66069841 0.41031006]
[0.34686693 0.22602455],[0.74692359 0.25679464],[0.66063642 0.41024209]
[0.34680971 0.22596597],[0.74686743 0.25672729],[0.66057387 0.4101735 ]
[0.34675198 0.22590686],[0.74681076 0.25665934],[0.66051075 0.41010429]
[0.34669372 0.22584723],[0.74675358 0.25659078],[0.66044707 0.41003446]
[0.34663495 0.22578706],[0.74669589 0.25652161],[0.66038282 0.40996401]
[0.34657566 0.22572636],[0.7466377  0.25645183],[0.66031801 0.40989294]
[0.34651586 0.22566514],[0.746579   0.25638144],[0.66025263 0.40982125]
[0.34645553 0.22560338],[0.74651979 0.25631044],[0.66018669 0.40974894]
[0.34639469 0.2255411 ],[0.74646008 0.25623884],[0.66012018 0.40967601]
[0.34633333 0.22547829],[0.74639986 0.25616663],[0.66005311 0.40960246]
[0.34627145 0.22541495],[0.74633913 0.2560938 ],[0.65998547 0.40952829]
[0.34620906 0.22535108],[0.74627789 0.25602037],[0.65991727 0.40945351]
[0.34614615 0.22528668],[0.74621615 0.25594634],[0.6598485 0.4093781]
[0.34608272 0.22522175],[0.7461539  0.25587169],[0.65977916 0.40930207]
[0.34601877 0.22515629],[0.74609115 0.25579643],[0.65970927 0.40922542]
[0.3459543 0.2250903],[0.74602788 0.25572057],[0.6596388  0.40914815]
[0.34588932 0.22502379],[0.74596411 0.2556441 ],[0.65956777 0.40907027]
[0.34582382 0.22495674],[0.74589983 0.25556702],[0.65949618 0.40899176]
[0.3457578  0.22488917],[0.74583505 0.25548933],[0.65942402 0.40891263]
[0.34569127 0.22482107],[0.74576976 0.25541103],[0.6593513  0.40883289]
[0.34562421 0.22475244],[0.74570396 0.25533213],[0.65927801 0.40875252]
[0.34555664 0.22468328],[0.74563766 0.25525262],[0.65920416 0.40867154]
[0.34548856 0.22461359],[0.74557085 0.25517249],[0.65912974 0.40858993]
[0.34541995 0.22454337],[0.74550353 0.25509176],[0.65905476 0.40850771]
[0.34535083 0.22447263],[0.7454357  0.25501043],[0.65897922 0.40842487]
[0.34528119 0.22440135],[0.74536737 0.25492848],[0.6589031 0.4083414]
[0.34521103 0.22432955],[0.74529853 0.25484593],[0.65882643 0.40825732]
[0.34514036 0.22425722],[0.74522919 0.25476277],[0.65874919 0.40817262]
[0.34506916 0.22418436],[0.74515934 0.254679  ],[0.65867138 0.4080873 ]
[0.34499745 0.22411097],[0.74508898 0.25459462],[0.65859301 0.40800136]
[0.34492522 0.22403705],[0.74501811 0.25450963],[0.65851408 0.4079148 ]
[0.34485248 0.2239626 ],[0.74494674 0.25442404],[0.65843458 0.40782762]
[0.34477922 0.22388763],[0.74487486 0.25433784],[0.65835452 0.40773982]
[0.34470544 0.22381213],[0.74480248 0.25425103],[0.65827389 0.40765141]
[0.34463114 0.22373609],[0.74472959 0.25416361],[0.6581927  0.40756237]
[0.34455632 0.22365954],[0.74465619 0.25407559],[0.65811094 0.40747272]
[0.34448099 0.22358245],[0.74458229 0.25398696],[0.65802862 0.40738244]
[0.34440514 0.22350483],[0.74450788 0.25389772],[0.65794574 0.40729155]
[0.34432877 0.22342669],[0.74443296 0.25380787],[0.65786229 0.40720004]
[0.34425189 0.22334801],[0.74435754 0.25371741],[0.65777828 0.4071079 ]
[0.34417449 0.22326881],[0.74428161 0.25362635],[0.6576937  0.40701515]
[0.34409657 0.22318908],[0.74420518 0.25353468],[0.65760856 0.40692179]
[0.34401813 0.22310883],[0.74412824 0.2534424 ],[0.65752285 0.4068278 ]
[0.34393918 0.22302804],[0.74405079 0.25334951],[0.65743658 0.40673319]
[0.34385971 0.22294673],[0.74397284 0.25325602],[0.65734975 0.40663796]
[0.34377972 0.22286488],[0.74389438 0.25316192],[0.65726235 0.40654212]
[0.34369921 0.22278251],[0.74381542 0.25306721],[0.65717439 0.40644566]
[0.34361819 0.22269962],[0.74373595 0.25297189],[0.65708586 0.40634857]
[0.34353665 0.22261619],[0.74365597 0.25287597],[0.65699677 0.40625087]
[0.34345459 0.22253224],[0.74357549 0.25277944],[0.65690711 0.40615255]
[0.34337201 0.22244776],[0.7434945 0.2526823],[0.6568169  0.40605361]
[0.34328892 0.22236275],[0.743413   0.25258456],[0.65672611 0.40595406]
[0.34320531 0.22227721],[0.743331  0.2524862],[0.65663477 0.40585388]
[0.34312118 0.22219114],[0.7432485  0.25238724],[0.65654286 0.40575309]
[0.34303654 0.22210455],[0.74316549 0.25228768],[0.65645039 0.40565167]
[0.34295138 0.22201743],[0.74308197 0.2521875 ],[0.65635735 0.40554964]
[0.3428657  0.22192978],[0.74299794 0.25208672],[0.65626375 0.40544699]
[0.3427795  0.22184161],[0.74291342 0.25198533],[0.65616958 0.40534372]
[0.34269279 0.2217529 ],[0.74282838 0.25188334],[0.65607486 0.40523984]
[0.34260556 0.22166367],[0.74274284 0.25178073],[0.65597956 0.40513533]
[0.34251781 0.22157391],[0.7426568  0.25167752],[0.65588371 0.40503021]
[0.34242955 0.22148363],[0.74257024 0.25157371],[0.65578729 0.40492447]
[0.34234076 0.22139282],[0.74248319 0.25146928],[0.65569031 0.40481811]
[0.34225146 0.22130147],[0.74239563 0.25136425],[0.65559276 0.40471113]
[0.34216165 0.22120961],[0.74230756 0.25125861],[0.65549465 0.40460353]
[0.34207131 0.22111721],[0.74221899 0.25115237],[0.65539598 0.40449532]
[0.34198046 0.22102429],[0.74212991 0.25104552],[0.65529674 0.40438648]
[0.34188909 0.22093084],[0.74204032 0.25093806],[0.65519694 0.40427703]
[0.34179721 0.22083686],[0.74195024 0.25083   ],[0.65509658 0.40416696]
[0.34170481 0.22074236],[0.74185964 0.25072133],[0.65499566 0.40405628]
[0.34161189 0.22064732],[0.74176854 0.25061205],[0.65489417 0.40394497]
[0.34151845 0.22055177],[0.74167694 0.25050216],[0.65479211 0.40383305]
[0.34142449 0.22045568],[0.74158483 0.25039167],[0.6546895  0.40372051]
[0.34133002 0.22035907],[0.74149222 0.25028057],[0.65458632 0.40360735]
[0.34123504 0.22026193],[0.7413991  0.25016887],[0.65448258 0.40349357]
[0.34113953 0.22016426],[0.74130547 0.25005656],[0.65437827 0.40337918]
[0.34104351 0.22006607],[0.74121134 0.24994364],[0.65427341 0.40326417]
[0.34094697 0.21996735],[0.74111671 0.24983012],[0.65416798 0.40314854]
[0.34084991 0.2198681 ],[0.74102157 0.24971599],[0.65406198 0.40303229]
[0.34075234 0.21976832],[0.74092593 0.24960125],[0.65395543 0.40291542]
[0.34065425 0.21966802],[0.74082978 0.24948591],[0.65384831 0.40279794]
[0.34055564 0.21956719],[0.74073312 0.24936996],[0.65374063 0.40267984]
[0.34045652 0.21946584],[0.74063597 0.2492534 ],[0.65363238 0.40256112]
[0.34035687 0.21936396],[0.7405383  0.24913624],[0.65352357 0.40244178]
[0.34025672 0.21926155],[0.74044014 0.24901848],[0.6534142  0.40232183]
[0.34015604 0.21915862],[0.74034146 0.2489001 ],[0.65330427 0.40220126]
[0.34005485 0.21905516],[0.74024229 0.24878112],[0.65319378 0.40208007]
[0.33995314 0.21895117],[0.74014261 0.24866154],[0.65308272 0.40195826]
[0.33985091 0.21884666],[0.74004242 0.24854135],[0.6529711  0.40183584]
[0.33974817 0.21874162],[0.73994173 0.24842055],[0.65285892 0.4017128 ]
[0.33964491 0.21863605],[0.73984054 0.24829915],[0.65274617 0.40158914]
[0.33954113 0.21852996],[0.73973884 0.24817714],[0.65263286 0.40146487]
[0.33943684 0.21842334],[0.73963663 0.24805452],[0.65251899 0.40133998]
[0.33933202 0.21831619],[0.73953393 0.2479313 ],[0.65240456 0.40121447]
[0.3392267  0.21820852],[0.73943072 0.24780747],[0.65228957 0.40108834]
[0.33912085 0.21810032],[0.739327   0.24768304],[0.65217401 0.4009616 ]
[0.33901449 0.2179916 ],[0.73922278 0.247558  ],[0.65205789 0.40083424]
[0.33890761 0.21788235],[0.73911806 0.24743236],[0.65194121 0.40070626]
[0.33880022 0.21777258],[0.73901283 0.24730611],[0.65182396 0.40057767]
[0.3386923  0.21766228],[0.7389071  0.24717926],[0.65170616 0.40044846]
[0.33858387 0.21755145],[0.73880086 0.2470518 ],[0.65158779 0.40031863]
[0.33847493 0.2174401 ],[0.73869412 0.24692373],[0.65146886 0.40018818]
[0.33836546 0.21732822],[0.73858688 0.24679506],[0.65134937 0.40005712]
[0.33825549 0.21721581],[0.73847913 0.24666578],[0.65122932 0.39992544]
[0.33814499 0.21710288],[0.73837088 0.2465359 ],[0.6511087  0.39979315]
[0.33803398 0.21698943],[0.73826212 0.24640542],[0.65098753 0.39966024]
[0.33792245 0.21687544],[0.73815286 0.24627432],[0.65086579 0.39952671]
[0.3378104  0.21676094],[0.7380431  0.24614263],[0.65074349 0.39939257]
[0.33769783 0.2166459 ],[0.73793283 0.24601032],[0.65062063 0.3992578 ]
[0.33758475 0.21653035],[0.73782206 0.24587742],[0.6504972  0.39912243]
[0.33747116 0.21641426],[0.73771079 0.2457439 ],[0.65037322 0.39898643]
[0.33735704 0.21629765],[0.73759901 0.24560979],[0.65024867 0.39884982]
[0.33724241 0.21618052],[0.73748673 0.24547506],[0.65012356 0.3987126 ]
[0.33712727 0.21606286],[0.73737395 0.24533974],[0.64999789 0.39857475]
[0.3370116  0.21594467],[0.73726066 0.24520381],[0.64987166 0.39843629]
[0.33689542 0.21582597],[0.73714687 0.24506727],[0.64974487 0.39829722]
[0.33677872 0.21570673],[0.73703258 0.24493013],[0.64961751 0.39815753]
[0.33666151 0.21558697],[0.73691778 0.24479238],[0.6494896  0.39801722]
[0.33654378 0.21546668],[0.73680248 0.24465403],[0.64936112 0.3978763 ]
[0.33642553 0.21534587],[0.73668668 0.24451507],[0.64923209 0.39773476]
[0.33630677 0.21522454],[0.73657037 0.24437551],[0.64910249 0.3975926 ]
[0.33618749 0.21510268],[0.73645356 0.24423535],[0.64897233 0.39744983]
[0.33606769 0.21498029],[0.73633625 0.24409458],[0.64884161 0.39730644]
[0.33594738 0.21485738],[0.73621843 0.2439532 ],[0.64871033 0.39716244]
[0.33582655 0.21473395],[0.73610011 0.24381123],[0.64857848 0.39701782]
[0.3357052  0.21460999],[0.73598129 0.24366864],[0.64844608 0.39687259]
[0.33558334 0.21448551],[0.73586197 0.24352546],[0.64831312 0.39672674]
[0.33546096 0.2143605 ],[0.73574214 0.24338166],[0.64817959 0.39658027]
[0.33533806 0.21423497],[0.73562181 0.24323727],[0.6480455  0.39643319]
[0.33521465 0.21410891],[0.73550098 0.24309227],[0.64791086 0.39628549]
[0.33509072 0.21398233],[0.73537964 0.24294667],[0.64777565 0.39613718]
[0.33496628 0.21385522],[0.73525781 0.24280046],[0.64763988 0.39598825]
[0.33484131 0.21372759],[0.73513546 0.24265365],[0.64750355 0.39583871]
[0.33471584 0.21359944],[0.73501262 0.24250623],[0.64736667 0.39568855]
[0.33458984 0.21347076],[0.73488928 0.24235821],[0.64722922 0.39553777]
[0.33446333 0.21334155],[0.73476543 0.24220959],[0.64709121 0.39538638]
[0.3343363  0.21321183],[0.73464108 0.24206036],[0.64695264 0.39523438]
[0.33420876 0.21308157],[0.73451623 0.24191053],[0.64681351 0.39508176]
[0.3340807 0.2129508],[0.73439087 0.24176009],[0.64667382 0.39492853]
[0.33395212 0.2128195 ],[0.73426502 0.24160905],[0.64653357 0.39477468]
[0.33382303 0.21268768],[0.73413866 0.24145741],[0.64639275 0.39462021]
[0.33369342 0.21255533],[0.7340118  0.24130517],[0.64625138 0.39446513]
[0.33356329 0.21242246],[0.73388443 0.24115232],[0.64610945 0.39430944]
[0.33343265 0.21228906],[0.73375657 0.24099886],[0.64596696 0.39415313]
[0.33330149 0.21215515],[0.7336282  0.24084481],[0.64582391 0.3939962 ]
[0.33316981 0.2120207 ],[0.73349933 0.24069015],[0.6456803  0.39383867]
[0.33303762 0.21188574],[0.73336996 0.24053488],[0.64553613 0.39368051]
[0.33290492 0.21175025],[0.73324009 0.24037902],[0.6453914  0.39352174]
[0.33277169 0.21161424],[0.73310972 0.24022255],[0.64524611 0.39336236]
[0.33263795 0.2114777 ],[0.73297884 0.24006548],[0.64510026 0.39320236]
[0.33250369 0.21134064],[0.73284746 0.2399078 ],[0.64495385 0.39304175]
[0.33236892 0.21120306],[0.73271558 0.23974952],[0.64480688 0.39288053]
[0.33223363 0.21106495],[0.7325832  0.23959064],[0.64465935 0.39271869]
[0.33209783 0.21092632],[0.73245032 0.23943115],[0.64451126 0.39255623]
[0.33196151 0.21078717],[0.73231694 0.23927107],[0.64436261 0.39239316]
[0.33182467 0.2106475 ],[0.73218305 0.23911038],[0.64421341 0.39222948]
[0.33168731 0.2105073 ],[0.73204867 0.23894908],[0.64406364 0.39206518]
[0.33154944 0.21036658],[0.73191378 0.23878719],[0.64391332 0.39190027]
[0.33141106 0.21022533],[0.73177839 0.23862469],[0.64376243 0.39173474]
[0.33127216 0.21008356],[0.7316425  0.23846159],[0.64361099 0.3915686 ]
[0.33113274 0.20994127],[0.73150611 0.23829788],[0.64345898 0.39140185]
[0.3309928  0.20979846],[0.73136922 0.23813358],[0.64330642 0.39123448]
[0.33085235 0.20965513],[0.73123183 0.23796867],[0.6431533 0.3910665]
[0.33071138 0.20951127],[0.73109393 0.23780316],[0.64299962 0.39089791]
[0.3305699  0.20936689],[0.73095554 0.23763704],[0.64284538 0.3907287 ]
[0.3304279  0.20922198],[0.73081664 0.23747033],[0.64269058 0.39055888]
[0.33028539 0.20907656],[0.73067725 0.23730301],[0.64253523 0.39038844]
[0.33014235 0.20893061],[0.73053735 0.23713509],[0.64237931 0.39021739]
[0.32999881 0.20878414],[0.73039695 0.23696656],[0.64222284 0.39004573]
[0.32985474 0.20863714],[0.73025605 0.23679744],[0.6420658  0.38987345]
[0.32971016 0.20848963],[0.73011466 0.23662771],[0.64190821 0.38970056]
[0.32956507 0.20834159],[0.72997276 0.23645738],[0.64175006 0.38952706]
[0.32941945 0.20819303],[0.72983036 0.23628645],[0.64159136 0.38935294]
[0.32927333 0.20804395],[0.72968746 0.23611492],[0.64143209 0.38917821]
[0.32912668 0.20789435],[0.72954406 0.23594279],[0.64127226 0.38900287]
[0.32897952 0.20774422],[0.72940016 0.23577005],[0.64111188 0.38882692]
[0.32883185 0.20759357],[0.72925576 0.23559671],[0.64095094 0.38865035]
[0.32868365 0.2074424 ],[0.72911086 0.23542277],[0.64078944 0.38847317]
[0.32853495 0.20729071],[0.72896545 0.23524823],[0.64062738 0.38829537]
[0.32838572 0.2071385 ],[0.72881955 0.23507309],[0.64046477 0.38811696]
[0.32823598 0.20698576],[0.72867315 0.23489735],[0.64030159 0.38793794]
[0.32808573 0.20683251],[0.72852625 0.234721  ],[0.64013786 0.38775831]
[0.32793495 0.20667873],[0.72837885 0.23454406],[0.63997357 0.38757807]
[0.32778367 0.20652443],[0.72823095 0.23436651],[0.63980872 0.38739721]
[0.32763186 0.20636961],[0.72808255 0.23418836],[0.63964332 0.38721574]
[0.32747954 0.20621427],[0.72793365 0.23400961],[0.63947735 0.38703365]
[0.32732671 0.2060584 ],[0.72778425 0.23383026],[0.63931083 0.38685096]
[0.32717336 0.20590202],[0.72763435 0.23365031],[0.63914376 0.38666765]
[0.32701949 0.20574511],[0.72748395 0.23346975],[0.63897612 0.38648373]
[0.32686511 0.20558768],[0.72733306 0.2332886 ],[0.63880793 0.3862992 ]
[0.32671021 0.20542974],[0.72718166 0.23310685],[0.63863918 0.38611406]
[0.32655479 0.20527127],[0.72702976 0.23292449],[0.63846987 0.3859283 ]
[0.32639886 0.20511228],[0.72687737 0.23274153],[0.6383     0.38574193]
[0.32624241 0.20495276],[0.72672447 0.23255798],[0.63812958 0.38555495]
[0.32608545 0.20479273],[0.72657108 0.23237382],[0.6379586  0.38536736]
[0.32592797 0.20463218],[0.72641718 0.23218906],[0.63778706 0.38517915]
[0.32576998 0.20447111],[0.72626279 0.2320037 ],[0.63761497 0.38499034]
[0.32561147 0.20430951],[0.7261079  0.23181774],[0.63744232 0.38480091]
[0.32545245 0.2041474 ],[0.72595251 0.23163119],[0.63726911 0.38461087]
[0.3252929  0.20398476],[0.72579662 0.23144403],[0.63709535 0.38442022]
[0.32513285 0.20382161],[0.72564023 0.23125627],[0.63692103 0.38422896]
[0.32497227 0.20365793],[0.72548335 0.23106791],[0.63674615 0.38403708]
[0.32481119 0.20349373],[0.72532596 0.23087895],[0.63657071 0.3838446 ]
[0.32464958 0.20332902],[0.72516808 0.23068939],[0.63639472 0.3836515 ]
[0.32448746 0.20316378],[0.7250097  0.23049923],[0.63621817 0.38345779]
[0.32432483 0.20299802],[0.72485082 0.23030847],[0.63604107 0.38326348]
[0.32416168 0.20283175],[0.72469144 0.23011711],[0.63586341 0.38306855]
[0.32399801 0.20266495],[0.72453156 0.22992515],[0.63568519 0.382873  ]
[0.32383383 0.20249763],[0.72437118 0.22973259],[0.63550642 0.38267685]
[0.32366913 0.2023298 ],[0.72421031 0.22953943],[0.63532709 0.38248009]
[0.32350392 0.20216144],[0.72404894 0.22934567],[0.6351472  0.38228272]
[0.32333819 0.20199256],[0.72388707 0.22915132],[0.63496676 0.38208473]
[0.32317194 0.20182317],[0.7237247  0.22895636],[0.63478576 0.38188614]
[0.32300518 0.20165325],[0.72356183 0.2287608 ],[0.63460421 0.38168693]
[0.32283791 0.20148282],[0.72339847 0.22856465],[0.6344221  0.38148711]
[0.32267011 0.20131186],[0.72323461 0.22836789],[0.63423943 0.38128669]
[0.32250181 0.20114039],[0.72307025 0.22817054],[0.63405621 0.38108565]
[0.32233298 0.20096839],[0.72290539 0.22797259],[0.63387243 0.380884  ]
[0.32216365 0.20079588],[0.72274004 0.22777404],[0.6336881  0.38068174]
[0.32199379 0.20062285],[0.72257418 0.22757489],[0.63350321 0.38047887]
[0.32182342 0.2004493 ],[0.72240784 0.22737514],[0.63331777 0.3802754 ]
[0.32165254 0.20027523],[0.72224099 0.22717479],[0.63313177 0.38007131]
[0.32148114 0.20010064],[0.72207364 0.22697384],[0.63294521 0.37986661]
[0.32130922 0.19992553],[0.7219058  0.22677229],[0.6327581 0.3796613]
[0.32113679 0.19974991],[0.72173746 0.22657015],[0.63257044 0.37945538]
[0.32096385 0.19957376],[0.72156863 0.22636741],[0.63238221 0.37924885]
[0.32079038 0.1993971 ],[0.72139929 0.22616407],[0.63219344 0.37904171]
[0.32061641 0.19921991],[0.72122946 0.22596013],[0.63200411 0.37883397]
[0.32044191 0.19904221],[0.72105914 0.22575559],[0.63181422 0.37862561]
[0.3202669  0.19886399],[0.72088831 0.22555045],[0.63162378 0.37841664]
[0.32009138 0.19868525],[0.72071699 0.22534472],[0.63143279 0.37820707]
[0.31991534 0.198506  ],[0.72054517 0.22513839],[0.63124124 0.37799688]
[0.31973879 0.19832622],[0.72037286 0.22493145],[0.63104913 0.37778609]
[0.31956172 0.19814593],[0.72020005 0.22472393],[0.63085647 0.37757468]
