0.6011186964594977,0.8679223387727514,1.0
[0.34937359 0.22861776],[0.74938234 0.25975455],[0.6633851  0.41325657]
[0.34934666 0.2285913 ],[0.74935578 0.25972323],[0.66335597 0.41322466]
[0.34931915 0.22856428],[0.74932866 0.25969124],[0.66332623 0.41319208]
[0.34929108 0.22853671],[0.74930098 0.25965859],[0.66329588 0.41315882]
[0.34926244 0.22850858],[0.74927274 0.25962529],[0.66326491 0.41312489]
[0.34923323 0.22847989],[0.74924394 0.25959132],[0.66323332 0.41309029]
[0.34920346 0.22845065],[0.74921459 0.2595567 ],[0.66320113 0.41305502]
[0.34917312 0.22842085],[0.74918467 0.25952141],[0.66316832 0.41301907]
[0.34914221 0.22839049],[0.7491542  0.25948547],[0.6631349  0.41298246]
[0.34911073 0.22835958],[0.74912317 0.25944887],[0.66310086 0.41294517]
[0.34907869 0.22832811],[0.74909158 0.25941161],[0.66306622 0.41290721]
[0.34904608 0.22829608],[0.74905943 0.25937369],[0.66303096 0.41286858]
[0.3490129 0.2282635],[0.74902672 0.25933511],[0.66299508 0.41282928]
[0.34897916 0.22823036],[0.74899345 0.25929587],[0.6629586  0.41278931]
[0.34894485 0.22819666],[0.74895962 0.25925597],[0.6629215  0.41274866]
[0.34890997 0.2281624 ],[0.74892524 0.25921541],[0.66288378 0.41270735]
[0.34887453 0.22812759],[0.74889029 0.2591742 ],[0.66284546 0.41266536]
[0.34883852 0.22809223],[0.74885479 0.25913232],[0.66280652 0.4126227 ]
[0.34880194 0.2280563 ],[0.74881873 0.25908979],[0.66276697 0.41257937]
[0.34876479 0.22801982],[0.7487821  0.25904659],[0.66272681 0.41253537]
[0.34872708 0.22798279],[0.74874493 0.25900274],[0.66268603 0.4124907 ]
[0.3486888  0.22794519],[0.74870719 0.25895823],[0.66264464 0.41244535]
[0.34864995 0.22790704],[0.74866889 0.25891306],[0.66260264 0.41239933]
[0.34861054 0.22786834],[0.74863003 0.25886723],[0.66256002 0.41235265]
[0.34857056 0.22782908],[0.74859062 0.25882074],[0.66251679 0.41230529]
[0.34853001 0.22778926],[0.74855065 0.25877359],[0.66247295 0.41225726]
[0.3484889  0.22774888],[0.74851011 0.25872578],[0.6624285  0.41220856]
[0.34844721 0.22770795],[0.74846902 0.25867732],[0.66238343 0.41215918]
[0.34840497 0.22766646],[0.74842738 0.25862819],[0.66233775 0.41210914]
[0.34836215 0.22762442],[0.74838517 0.25857841],[0.66229146 0.41205842]
[0.34831877 0.22758182],[0.7483424  0.25852797],[0.66224455 0.41200703]
[0.34827482 0.22753866],[0.74829908 0.25847686],[0.66219704 0.41195498]
[0.3482303  0.22749495],[0.74825519 0.2584251 ],[0.66214891 0.41190225]
[0.34818522 0.22745068],[0.74821075 0.25837268],[0.66210016 0.41184885]
[0.34813957 0.22740586],[0.74816575 0.25831961],[0.66205081 0.41179477]
[0.34809335 0.22736047],[0.74812019 0.25826587],[0.66200084 0.41174003]
[0.34804656 0.22731454],[0.74807407 0.25821147],[0.66195026 0.41168462]
[0.34799921 0.22726804],[0.7480274  0.25815642],[0.66189906 0.41162853]
[0.34795129 0.22722099],[0.74798016 0.2581007 ],[0.66184726 0.41157177]
[0.34790281 0.22717339],[0.74793237 0.25804433],[0.66179484 0.41151435]
[0.34785376 0.22712523],[0.74788402 0.2579873 ],[0.66174181 0.41145625]
[0.34780414 0.22707651],[0.74783511 0.25792961],[0.66168816 0.41139748]
[0.34775395 0.22702724],[0.74778564 0.25787126],[0.66163391 0.41133804]
[0.3477032  0.22697741],[0.74773562 0.25781226],[0.66157904 0.41127792]
[0.34765188 0.22692702],[0.74768503 0.25775259],[0.66152356 0.41121714]
[0.34759999 0.22687608],[0.74763389 0.25769227],[0.66146746 0.41115569]
[0.34754754 0.22682458],[0.74758219 0.25763129],[0.66141076 0.41109356]
[0.34749452 0.22677253],[0.74752993 0.25756964],[0.66135344 0.41103076]
[0.34744093 0.22671992],[0.74747711 0.25750735],[0.66129551 0.4109673 ]
[0.34738677 0.22666675],[0.74742374 0.25744439],[0.66123697 0.41090316]
[0.34733205 0.22661303],[0.7473698  0.25738077],[0.66117781 0.41083835]
[0.34727676 0.22655876],[0.74731531 0.2573165 ],[0.66111804 0.41077287]
[0.34722091 0.22650393],[0.74726026 0.25725156],[0.66105766 0.41070672]
[0.34716449 0.22644854],[0.74720465 0.25718597],[0.66099667 0.4106399 ]
[0.3471075 0.2263926],[0.74714849 0.25711972],[0.66093506 0.41057241]
[0.34704994 0.2263361 ],[0.74709176 0.25705281],[0.66087285 0.41050424]
[0.34699182 0.22627904],[0.74703448 0.25698524],[0.66081002 0.41043541]
[0.34693313 0.22622143],[0.74697664 0.25691702],[0.66074658 0.41036591]
[0.34687387 0.22616327],[0.74691824 0.25684814],[0.66068252 0.41029573]
[0.34681405 0.22610455],[0.74685929 0.25677859],[0.66061786 0.41022489]
[0.34675366 0.22604527],[0.74679977 0.25670839],[0.66055258 0.41015337]
[0.3466927  0.22598544],[0.7467397  0.25663754],[0.66048669 0.41008118]
[0.34663118 0.22592505],[0.74667907 0.25656602],[0.66042019 0.41000833]
[0.34656909 0.22586411],[0.74661788 0.25649384],[0.66035307 0.4099348 ]
[0.34650643 0.22580261],[0.74655614 0.25642101],[0.66028534 0.4098606 ]
[0.34644321 0.22574056],[0.74649383 0.25634752],[0.66021701 0.40978573]
[0.34637942 0.22567795],[0.74643097 0.25627337],[0.66014806 0.40971019]
[0.34631506 0.22561479],[0.74636755 0.25619857],[0.66007849 0.40963398]
[0.34625013 0.22555107],[0.74630357 0.2561231 ],[0.66000832 0.4095571 ]
[0.34618464 0.2254868 ],[0.74623904 0.25604698],[0.65993753 0.40947955]
[0.34611858 0.22542197],[0.74617395 0.2559702 ],[0.65986613 0.40940133]
[0.34605196 0.22535659],[0.7461083  0.25589276],[0.65979412 0.40932243]
[0.34598477 0.22529065],[0.74604209 0.25581466],[0.6597215  0.40924287]
[0.34591701 0.22522415],[0.74597533 0.25573591],[0.65964827 0.40916264]
[0.34584868 0.2251571 ],[0.745908  0.2556565],[0.65957442 0.40908174]
[0.34577979 0.2250895 ],[0.74584012 0.25557643],[0.65949997 0.40900016]
[0.34571033 0.22502134],[0.74577168 0.2554957 ],[0.6594249  0.40891792]
[0.34564031 0.22495263],[0.74570269 0.25541431],[0.65934922 0.40883501]
[0.34556972 0.22488336],[0.74563314 0.25533227],[0.65927292 0.40875142]
[0.34549856 0.22481354],[0.74556303 0.25524957],[0.65919602 0.40866717]
[0.34542683 0.22474316],[0.74549236 0.25516621],[0.6591185  0.40858225]
[0.34535454 0.22467223],[0.74542113 0.25508219],[0.65904037 0.40849665]
[0.34528168 0.22460074],[0.74534935 0.25499752],[0.65896164 0.40841039]
[0.34520826 0.2245287 ],[0.74527701 0.25491219],[0.65888229 0.40832345]
[0.34513426 0.22445611],[0.74520412 0.2548262 ],[0.65880232 0.40823585]
[0.3450597  0.22438296],[0.74513066 0.25473955],[0.65872175 0.40814758]
[0.34498458 0.22430925],[0.74505665 0.25465225],[0.65864056 0.40805863]
[0.34490889 0.22423499],[0.74498208 0.25456429],[0.65855877 0.40796902]
[0.34483263 0.22416018],[0.74490696 0.25447567],[0.65847636 0.40787873]
[0.3447558  0.22408481],[0.74483128 0.25438639],[0.65839334 0.40778778]
[0.34467841 0.22400889],[0.74475504 0.25429646],[0.65830971 0.40769616]
[0.34460045 0.22393241],[0.74467824 0.25420587],[0.65822547 0.40760386]
[0.34452193 0.22385538],[0.74460088 0.25411462],[0.65814061 0.4075109 ]
[0.34444284 0.2237778 ],[0.74452297 0.25402272],[0.65805515 0.40741727]
[0.34436318 0.22369966],[0.74444451 0.25393015],[0.65796907 0.40732297]
[0.34428295 0.22362096],[0.74436548 0.25383694],[0.65788239 0.407228  ]
[0.34420216 0.22354172],[0.7442859  0.25374306],[0.65779509 0.40713235]
[0.3441208  0.22346191],[0.74420576 0.25364853],[0.65770718 0.40703604]
[0.34403888 0.22338156],[0.74412507 0.25355334],[0.65761866 0.40693906]
[0.34395639 0.22330065],[0.74404382 0.25345749],[0.65752953 0.40684141]
[0.34387333 0.22321919],[0.74396201 0.25336098],[0.65743978 0.40674309]
[0.3437897  0.22313717],[0.74387964 0.25326382],[0.65734943 0.4066441 ]
[0.34370551 0.2230546 ],[0.74379672 0.253166  ],[0.65725846 0.40654445]
[0.34362076 0.22297148],[0.74371324 0.25306753],[0.65716689 0.40644412]
[0.34353543 0.2228878 ],[0.7436292 0.2529684],[0.6570747  0.40634312]
[0.34344954 0.22280357],[0.74354461 0.25286861],[0.6569819  0.40624145]
[0.34336308 0.22271878],[0.74345946 0.25276816],[0.6568885  0.40613912]
[0.34327606 0.22263344],[0.74337376 0.25266706],[0.65679448 0.40603611]
[0.34318847 0.22254755],[0.7432875 0.2525653],[0.65669985 0.40593244]
[0.34310031 0.2224611 ],[0.74320068 0.25246289],[0.65660461 0.4058281 ]
[0.34301159 0.2223741 ],[0.74311331 0.25235982],[0.65650875 0.40572308]
[0.3429223  0.22228655],[0.74302537 0.25225609],[0.65641229 0.4056174 ]
[0.34283245 0.22219845],[0.74293689 0.2521517 ],[0.65631522 0.40551105]
[0.34274202 0.22210979],[0.74284784 0.25204666],[0.65621754 0.40540403]
[0.34265104 0.22202058],[0.74275824 0.25194096],[0.65611924 0.40529634]
[0.34255948 0.22193081],[0.74266809 0.25183461],[0.65602034 0.40518799]
[0.34246736 0.22184049],[0.74257738 0.2517276 ],[0.65592082 0.40507896]
[0.34237467 0.22174962],[0.74248611 0.25161993],[0.6558207  0.40496926]
[0.34228142 0.2216582 ],[0.74239428 0.25151161],[0.65571996 0.4048589 ]
[0.3421876  0.22156622],[0.7423019  0.25140263],[0.65561861 0.40474787]
[0.34209321 0.22147369],[0.74220897 0.25129299],[0.65551666 0.40463617]
[0.34199826 0.22138061],[0.74211548 0.2511827 ],[0.65541409 0.40452379]
[0.34190274 0.22128697],[0.74202143 0.25107176],[0.65531091 0.40441076]
[0.34180665 0.22119278],[0.74192682 0.25096015],[0.65520712 0.40429705]
[0.34171    0.22109804],[0.74183166 0.25084789],[0.65510273 0.40418267]
[0.34161278 0.22100275],[0.74173595 0.25073498],[0.65499772 0.40406763]
[0.341515  0.2209069],[0.74163967 0.25062141],[0.6548921  0.40395191]
[0.34141664 0.2208105 ],[0.74154285 0.25050718],[0.65478587 0.40383553]
[0.34131773 0.22071355],[0.74144546 0.2503923 ],[0.65467903 0.40371848]
[0.34121824 0.22061605],[0.74134752 0.25027676],[0.65457158 0.40360076]
[0.34111819 0.22051799],[0.74124903 0.25016056],[0.65446352 0.40348238]
[0.34101758 0.22041938],[0.74114998 0.25004371],[0.65435486 0.40336332]
[0.34091639 0.22032022],[0.74105037 0.24992621],[0.65424558 0.4032436 ]
[0.34081465 0.22022051],[0.74095021 0.24980805],[0.65413569 0.40312321]
[0.34071233 0.22012025],[0.74084949 0.24968923],[0.65402519 0.40300215]
[0.34060945 0.22001943],[0.74074822 0.24956976],[0.65391408 0.40288042]
[0.340506   0.21991806],[0.74064639 0.24944963],[0.65380236 0.40275802]
[0.34040199 0.21981614],[0.74054401 0.24932885],[0.65369004 0.40263496]
[0.34029741 0.21971367],[0.74044107 0.24920741],[0.6535771  0.40251123]
[0.34019226 0.21961065],[0.74033758 0.24908531],[0.65346355 0.40238683]
[0.34008655 0.21950707],[0.74023353 0.24896256],[0.65334939 0.40226176]
[0.33998027 0.21940294],[0.74012892 0.24883916],[0.65323463 0.40213602]
[0.33987343 0.21929827],[0.74002376 0.2487151 ],[0.65311925 0.40200962]
[0.33976602 0.21919304],[0.73991805 0.24859039],[0.65300327 0.40188255]
[0.33965804 0.21908725],[0.73981178 0.24846502],[0.65288667 0.40175481]
[0.3395495  0.21898092],[0.73970495 0.24833899],[0.65276947 0.4016264 ]
[0.33944039 0.21887404],[0.73959757 0.24821231],[0.65265165 0.40149733]
[0.33933071 0.2187666 ],[0.73948964 0.24808498],[0.65253323 0.40136759]
[0.33922047 0.21865861],[0.73938115 0.24795699],[0.6524142  0.40123718]
[0.33910966 0.21855008],[0.7392721  0.24782834],[0.65229455 0.4011061 ]
[0.33899829 0.21844099],[0.73916251 0.24769905],[0.6521743  0.40097436]
[0.33888635 0.21833135],[0.73905235 0.24756909],[0.65205344 0.40084194]
[0.33877385 0.21822116],[0.73894164 0.24743848],[0.65193197 0.40070887]
[0.33866077 0.21811041],[0.73883038 0.24730722],[0.6518099  0.40057512]
[0.33854714 0.21799912],[0.73871856 0.2471753 ],[0.65168721 0.40044071]
[0.33843293 0.21788728],[0.73860619 0.24704273],[0.65156391 0.40030562]
[0.33831816 0.21777488],[0.73849326 0.2469095 ],[0.65144001 0.40016988]
[0.33820283 0.21766194],[0.73837978 0.24677562],[0.65131549 0.40003346]
[0.33808693 0.21754844],[0.73826574 0.24664109],[0.65119037 0.39989638]
[0.33797046 0.2174344 ],[0.73815115 0.2465059 ],[0.65106463 0.39975863]
[0.33785343 0.2173198 ],[0.738036   0.24637006],[0.65093829 0.39962021]
[0.33773583 0.21720466],[0.7379203  0.24623356],[0.65081134 0.39948113]
[0.33761766 0.21708896],[0.73780405 0.24609641],[0.65068379 0.39934138]
[0.33749893 0.21697271],[0.73768724 0.2459586 ],[0.65055562 0.39920096]
[0.33737963 0.21685592],[0.73756988 0.24582014],[0.65042684 0.39905988]
[0.33725977 0.21673857],[0.73745196 0.24568103],[0.65029746 0.39891813]
[0.33713934 0.21662067],[0.73733349 0.24554126],[0.65016746 0.39877571]
[0.33701835 0.21650222],[0.73721447 0.24540084],[0.65003686 0.39863263]
[0.33689679 0.21638323],[0.73709489 0.24525976],[0.64990565 0.39848888]
[0.33677466 0.21626368],[0.73697475 0.24511803],[0.64977383 0.39834446]
[0.33665197 0.21614359],[0.73685407 0.24497565],[0.64964141 0.39819938]
[0.33652871 0.21602294],[0.73673283 0.24483261],[0.64950837 0.39805363]
[0.33640489 0.21590174],[0.73661103 0.24468892],[0.64937473 0.39790722]
[0.3362805 0.21578  ],[0.73648868 0.24454458],[0.64924048 0.39776013]
[0.33615554 0.21565771],[0.73636578 0.24439958],[0.64910562 0.39761239]
[0.33603002 0.21553486],[0.73624232 0.24425393],[0.64897015 0.39746397]
[0.33590393 0.21541147],[0.73611831 0.24410763],[0.64883407 0.39731489]
[0.33577728 0.21528753],[0.73599375 0.24396067],[0.64869739 0.39716515]
[0.33565006 0.21516304],[0.73586864 0.24381306],[0.6485601  0.39701473]
[0.33552228 0.215038  ],[0.73574296 0.2436648 ],[0.64842219 0.39686365]
[0.33539393 0.21491241],[0.73561674 0.24351588],[0.64828369 0.39671191]
[0.33526501 0.21478627],[0.73548996 0.24336631],[0.64814457 0.3965595 ]
[0.33513553 0.21465959],[0.73536263 0.24321609],[0.64800485 0.39640642]
[0.33500548 0.21453235],[0.73523475 0.24306521],[0.64786451 0.39625268]
[0.33487487 0.21440457],[0.73510631 0.24291368],[0.64772358 0.39609828]
[0.33474369 0.21427624],[0.73497732 0.2427615 ],[0.64758203 0.3959432 ]
[0.33461195 0.21414735],[0.73484778 0.24260867],[0.64743987 0.39578746]
[0.33447964 0.21401793],[0.73471768 0.24245518],[0.64729711 0.39563106]
[0.33434676 0.21388795],[0.73458703 0.24230104],[0.64715374 0.39547399]
[0.33421332 0.21375742],[0.73445583 0.24214625],[0.64700976 0.39531626]
[0.33407931 0.21362635],[0.73432407 0.24199081],[0.64686518 0.39515786]
[0.33394474 0.21349473],[0.73419176 0.24183471],[0.64671999 0.39499879]
[0.3338096  0.21336256],[0.7340589  0.24167796],[0.64657419 0.39483906]
[0.3336739  0.21322984],[0.73392549 0.24152056],[0.64642778 0.39467866]
[0.33353763 0.21309658],[0.73379152 0.24136251],[0.64628076 0.3945176 ]
[0.3334008  0.21296276],[0.733657  0.2412038],[0.64613314 0.39435588]
[0.3332634 0.2128284],[0.73352193 0.24104444],[0.64598491 0.39419349]
[0.33312543 0.2126935 ],[0.7333863  0.24088443],[0.64583608 0.39403043]
[0.3329869  0.21255804],[0.73325012 0.24072377],[0.64568663 0.39386671]
[0.33284781 0.21242204],[0.73311339 0.24056246],[0.64553658 0.39370233]
[0.33270814 0.21228549],[0.73297611 0.24040049],[0.64538593 0.39353728]
[0.33256792 0.21214839],[0.73283828 0.24023787],[0.64523466 0.39337156]
[0.33242712 0.21201075],[0.73269989 0.2400746 ],[0.64508279 0.39320518]
[0.33228577 0.21187256],[0.73256095 0.23991068],[0.64493032 0.39303814]
[0.33214384 0.21173382],[0.73242146 0.23974611],[0.64477723 0.39287043]
[0.33200135 0.21159453],[0.73228141 0.23958089],[0.64462354 0.39270206]
[0.3318583 0.2114547],[0.73214081 0.23941501],[0.64446924 0.39253302]
[0.33171468 0.21131432],[0.73199967 0.23924848],[0.64431434 0.39236332]
[0.33157049 0.2111734 ],[0.73185796 0.2390813 ],[0.64415883 0.39219295]
[0.33142574 0.21103193],[0.73171571 0.23891347],[0.64400271 0.39202193]
[0.33128043 0.21088991],[0.73157291 0.23874499],[0.64384599 0.39185023]
[0.33113455 0.21074734],[0.73142955 0.23857586],[0.64368866 0.39167787]
[0.3309881  0.21060423],[0.73128564 0.23840608],[0.64353072 0.39150485]
[0.33084109 0.21046058],[0.73114118 0.23823564],[0.64337218 0.39133117]
[0.33069351 0.21031637],[0.73099617 0.23806455],[0.64321303 0.39115682]
[0.33054537 0.21017162],[0.7308506  0.23789282],[0.64305327 0.3909818 ]
[0.33039666 0.21002633],[0.73070449 0.23772043],[0.64289291 0.39080613]
[0.33024739 0.20988049],[0.73055782 0.23754739],[0.64273194 0.39062979]
[0.33009755 0.2097341 ],[0.7304106 0.2373737],[0.64257037 0.39045278]
[0.32994715 0.20958717],[0.73026283 0.23719936],[0.64240819 0.39027512]
[0.32979618 0.20943969],[0.73011451 0.23702437],[0.6422454  0.39009678]
[0.32964464 0.20929167],[0.72996564 0.23684873],[0.64208201 0.38991779]
[0.32949254 0.2091431 ],[0.72981622 0.23667244],[0.64191802 0.38973813]
[0.32933988 0.20899399],[0.72966624 0.2364955 ],[0.64175341 0.38955781]
[0.32918665 0.20884433],[0.72951571 0.2363179 ],[0.6415882  0.38937683]
[0.32903286 0.20869413],[0.72936464 0.23613966],[0.64142239 0.38919518]
[0.3288785  0.20854338],[0.72921301 0.23596077],[0.64125597 0.38901287]
[0.32872357 0.20839208],[0.72906083 0.23578122],[0.64108894 0.3888299 ]
[0.32856808 0.20824024],[0.7289081  0.23560103],[0.64092131 0.38864626]
[0.32841203 0.20808786],[0.72875482 0.23542019],[0.64075308 0.38846196]
[0.32825541 0.20793493],[0.72860098 0.23523869],[0.64058424 0.388277  ]
[0.32809822 0.20778146],[0.7284466  0.23505655],[0.64041479 0.38809138]
[0.32794047 0.20762744],[0.72829167 0.23487376],[0.64024474 0.38790509]
[0.32778216 0.20747288],[0.72813618 0.23469032],[0.64007408 0.38771814]
[0.32762327 0.20731778],[0.72798015 0.23450622],[0.63990282 0.38753053]
[0.32746383 0.20716213],[0.72782356 0.23432148],[0.63973095 0.38734225]
[0.32730382 0.20700593],[0.72766643 0.23413609],[0.63955848 0.38715332]
[0.32714324 0.2068492 ],[0.72750874 0.23395005],[0.6393854  0.38696372]
[0.3269821  0.20669192],[0.7273505  0.23376336],[0.63921172 0.38677346]
[0.3268204  0.20653409],[0.72719171 0.23357602],[0.63903743 0.38658253]
[0.32665813 0.20637572],[0.72703238 0.23338803],[0.63886254 0.38639095]
[0.32649529 0.20621681],[0.72687249 0.23319939],[0.63868704 0.3861987 ]
[0.32633189 0.20605735],[0.72671205 0.23301011],[0.63851094 0.38600579]
[0.32616792 0.20589735],[0.72655106 0.23282017],[0.63833424 0.38581222]
[0.32600339 0.20573681],[0.72638953 0.23262959],[0.63815693 0.38561799]
[0.3258383  0.20557572],[0.72622744 0.23243835],[0.63797901 0.3854231 ]
[0.32567264 0.2054141 ],[0.7260648  0.23224647],[0.63780049 0.38522754]
[0.32550641 0.20525192],[0.72590161 0.23205394],[0.63762137 0.38503132]
[0.32533962 0.20508921],[0.72573787 0.23186076],[0.63744164 0.38483444]
[0.32517227 0.20492595],[0.72557359 0.23166693],[0.63726131 0.3846369 ]
[0.32500435 0.20476215],[0.72540875 0.23147245],[0.63708037 0.3844387 ]
[0.32483586 0.20459781],[0.72524336 0.23127733],[0.63689883 0.38423984]
[0.32466681 0.20443292],[0.72507743 0.23108155],[0.63671669 0.38404031]
[0.3244972  0.20426749],[0.72491094 0.23088513],[0.63653394 0.38384013]
[0.32432702 0.20410152],[0.72474391 0.23068806],[0.63635058 0.38363928]
[0.32415627 0.20393501],[0.72457632 0.23049034],[0.63616663 0.38343778]
[0.32398497 0.20376796],[0.72440819 0.23029198],[0.63598207 0.38323561]
[0.32381309 0.20360036],[0.72423951 0.23009296],[0.6357969  0.38303278]
[0.32364065 0.20343222],[0.72407028 0.2298933 ],[0.63561114 0.38282929]
[0.32346765 0.20326354],[0.7239005  0.22969299],[0.63542477 0.38262514]
[0.32329408 0.20309432],[0.72373017 0.22949203],[0.63523779 0.38242033]
[0.32311995 0.20292455],[0.72355929 0.22929043],[0.63505021 0.38221486]
[0.32294525 0.20275425],[0.72338786 0.22908818],[0.63486203 0.38200873]
[0.32276999 0.2025834 ],[0.72321588 0.22888528],[0.63467325 0.38180193]
[0.32259416 0.20241201],[0.72304336 0.22868173],[0.63448386 0.38159448]
[0.32241777 0.20224008],[0.72287028 0.22847753],[0.63429387 0.38138637]
[0.32224081 0.20206761],[0.72269666 0.22827269],[0.63410327 0.3811776 ]
[0.32206329 0.2018946 ],[0.72252249 0.2280672 ],[0.63391208 0.38096817]
[0.32188521 0.20172105],[0.72234777 0.22786107],[0.63372027 0.38075807]
[0.32170656 0.20154696],[0.7221725  0.22765428],[0.63352787 0.38054732]
[0.32152734 0.20137232],[0.72199668 0.22744685],[0.63333486 0.38033591]
[0.32134756 0.20119715],[0.72182032 0.22723878],[0.63314125 0.38012384]
[0.32116722 0.20102144],[0.7216434  0.22703005],[0.63294704 0.37991111]
[0.32098631 0.20084518],[0.72146594 0.22682068],[0.63275223 0.37969772]
[0.32080484 0.20066839],[0.72128793 0.22661067],[0.63255681 0.37948367]
[0.3206228  0.20049105],[0.72110937 0.2264    ],[0.63236079 0.37926896]
[0.3204402  0.20031318],[0.72093027 0.22618869],[0.63216417 0.37905359]
[0.32025703 0.20013476],[0.72075061 0.22597674],[0.63196694 0.37883756]
[0.3200733 0.1999558],[0.72057041 0.22576413],[0.63176912 0.37862088]
[0.319889   0.19977631],[0.72038966 0.22555089],[0.63157069 0.37840353]
[0.31970414 0.19959627],[0.72020837 0.22533699],[0.63137165 0.37818553]
[0.31951871 0.1994157 ],[0.72002652 0.22512245],[0.63117202 0.37796686]
[0.31933272 0.19923459],[0.71984413 0.22490726],[0.63097178 0.37774754]
[0.31914617 0.19905293],[0.71966119 0.22469143],[0.63077095 0.37752756]
[0.31895905 0.19887074],[0.7194777  0.22447495],[0.6305695  0.37730692]
[0.31877137 0.19868801],[0.71929367 0.22425783],[0.63036746 0.37708562]
[0.31858312 0.19850474],[0.71910908 0.22404006],[0.63016482 0.37686366]
[0.31839431 0.19832093],[0.71892395 0.22382165],[0.62996157 0.37664105]
[0.31820493 0.19813658],[0.71873828 0.22360259],[0.62975773 0.37641778]
[0.31801499 0.1979517 ],[0.71855205 0.22338288],[0.62955328 0.37619384]
[0.31782449 0.19776627],[0.71836528 0.22316253],[0.62934823 0.37596926]
[0.31763342 0.19758031],[0.71817796 0.22294154],[0.62914257 0.37574401]
[0.31744178 0.19739381],[0.7179901 0.2227199],[0.62893632 0.3755181 ]
[0.31724958 0.19720677],[0.71780168 0.22249761],[0.62872947 0.37529154]
[0.31705682 0.19701919],[0.71761272 0.22227468],[0.62852201 0.37506432]
[0.31686349 0.19683107],[0.71742322 0.22205111],[0.62831395 0.37483644]
[0.3166696  0.19664242],[0.71723316 0.22182689],[0.6281053 0.3746079]
