0.4896950230183843,0.9750592216136782,1.0
[0.34925056 0.228571  ],[0.74923166 0.25967155],[0.66325415 0.41317516]
[0.34921833 0.22854253],[0.74919862 0.25963665],[0.66321938 0.41313974]
[0.34918542 0.22851346],[0.74916488 0.25960102],[0.66318389 0.41310358]
[0.34915184 0.22848379],[0.74913045 0.25956466],[0.66314766 0.41306668]
[0.34911757 0.22845353],[0.74909533 0.25952756],[0.66311071 0.41302903]
[0.34908263 0.22842266],[0.7490595  0.25948972],[0.66307302 0.41299063]
[0.34904701 0.2283912 ],[0.74902299 0.25945115],[0.6630346  0.41295149]
[0.34901071 0.22835914],[0.74898577 0.25941185],[0.66299545 0.4129116 ]
[0.34897373 0.22832647],[0.74894786 0.25937181],[0.66295556 0.41287097]
[0.34893607 0.22829321],[0.74890926 0.25933104],[0.66291495 0.41282959]
[0.34889774 0.22825936],[0.74886996 0.25928953],[0.6628736  0.41278747]
[0.34885872 0.2282249 ],[0.74882997 0.25924729],[0.66283152 0.4127446 ]
[0.34881903 0.22818984],[0.74878928 0.25920432],[0.66278871 0.41270099]
[0.34877866 0.22815419],[0.74874789 0.25916061],[0.66274517 0.41265663]
[0.34873761 0.22811793],[0.74870581 0.25911617],[0.6627009  0.41261153]
[0.34869588 0.22808108],[0.74866304 0.25907099],[0.6626559  0.41256568]
[0.34865348 0.22804363],[0.74861957 0.25902508],[0.66261016 0.41251909]
[0.34861039 0.22800558],[0.7485754  0.25897843],[0.66256369 0.41247175]
[0.34856663 0.22796694],[0.74853054 0.25893105],[0.6625165  0.41242367]
[0.34852219 0.22792769],[0.74848499 0.25888294],[0.66246857 0.41237484]
[0.34847707 0.22788784],[0.74843874 0.25883409],[0.66241991 0.41232527]
[0.34843128 0.2278474 ],[0.74839179 0.25878451],[0.66237051 0.41227495]
[0.3483848  0.22780636],[0.74834415 0.25873419],[0.66232039 0.41222388]
[0.34833765 0.22776472],[0.74829581 0.25868314],[0.66226953 0.41217207]
[0.34828981 0.22772248],[0.74824678 0.25863136],[0.66221795 0.41211952]
[0.3482413  0.22767965],[0.74819705 0.25857884],[0.66216563 0.41206622]
[0.34819211 0.22763621],[0.74814663 0.25852559],[0.66211258 0.41201218]
[0.34814225 0.22759218],[0.74809552 0.2584716 ],[0.6620588  0.41195739]
[0.3480917  0.22754755],[0.74804371 0.25841688],[0.66200429 0.41190186]
[0.34804048 0.22750232],[0.7479912  0.25836142],[0.66194904 0.41184558]
[0.34798858 0.2274565 ],[0.747938   0.25830524],[0.66189307 0.41178856]
[0.347936   0.22741007],[0.7478841  0.25824831],[0.66183636 0.41173079]
[0.34788274 0.22736305],[0.74782951 0.25819066],[0.66177892 0.41167227]
[0.3478288  0.22731543],[0.74777422 0.25813227],[0.66172076 0.41161302]
[0.34777419 0.22726721],[0.74771824 0.25807314],[0.66166186 0.41155301]
[0.34771889 0.2272184 ],[0.74766157 0.25801329],[0.66160223 0.41149227]
[0.34766292 0.22716898],[0.7476042 0.2579527],[0.66154186 0.41143078]
[0.34760627 0.22711897],[0.74754613 0.25789137],[0.66148077 0.41136854]
[0.34754895 0.22706836],[0.74748737 0.25782931],[0.66141895 0.41130556]
[0.34749094 0.22701716],[0.74742791 0.25776652],[0.66135639 0.41124183]
[0.34743226 0.22696535],[0.74736776 0.257703  ],[0.6612931  0.41117736]
[0.34737289 0.22691295],[0.74730692 0.25763874],[0.66122909 0.41111215]
[0.34731285 0.22685995],[0.74724538 0.25757374],[0.66116434 0.41104619]
[0.34725214 0.22680635],[0.74718315 0.25750802],[0.66109886 0.41097948]
[0.34719074 0.22675216],[0.74712022 0.25744156],[0.66103265 0.41091204]
[0.34712866 0.22669737],[0.74705659 0.25737436],[0.66096571 0.41084384]
[0.34706591 0.22664198],[0.74699228 0.25730644],[0.66089803 0.41077491]
[0.34700248 0.22658599],[0.74692726 0.25723778],[0.66082963 0.41070522]
[0.34693837 0.22652941],[0.74686156 0.25716838],[0.6607605 0.4106348]
[0.34687358 0.22647223],[0.74679515 0.25709826],[0.66069063 0.41056363]
[0.34680812 0.22641445],[0.74672806 0.2570274 ],[0.66062004 0.41049171]
[0.34674198 0.22635607],[0.74666027 0.2569558 ],[0.66054871 0.41041905]
[0.34667515 0.2262971 ],[0.74659178 0.25688348],[0.66047665 0.41034565]
[0.34660766 0.22623753],[0.7465226  0.25681042],[0.66040386 0.4102715 ]
[0.34653948 0.22617737],[0.74645273 0.25673662],[0.66033034 0.41019661]
[0.34647062 0.2261166 ],[0.74638216 0.2566621 ],[0.66025609 0.41012097]
[0.34640109 0.22605524],[0.7463109  0.25658684],[0.66018111 0.41004459]
[0.34633088 0.22599329],[0.74623894 0.25651084],[0.6601054  0.40996747]
[0.34625999 0.22593073],[0.74616629 0.25643412],[0.66002896 0.4098896 ]
[0.34618842 0.22586758],[0.74609294 0.25635666],[0.65995178 0.40981099]
[0.34611618 0.22580384],[0.7460189  0.25627847],[0.65987388 0.40973163]
[0.34604325 0.22573949],[0.74594417 0.25619954],[0.65979525 0.40965153]
[0.34596965 0.22567456],[0.74586874 0.25611988],[0.65971588 0.40957068]
[0.34589537 0.22560902],[0.74579262 0.25603949],[0.65963579 0.40948909]
[0.34582041 0.22554289],[0.7457158  0.25595837],[0.65955496 0.40940676]
[0.34574478 0.22547616],[0.74563829 0.25587651],[0.6594734  0.40932368]
[0.34566847 0.22540883],[0.74556008 0.25579392],[0.65939112 0.40923986]
[0.34559148 0.22534091],[0.74548118 0.2557106 ],[0.6593081 0.4091553]
[0.34551381 0.2252724 ],[0.74540159 0.25562654],[0.65922435 0.40906999]
[0.34543546 0.22520328],[0.7453213  0.25554176],[0.65913987 0.40898394]
[0.34535644 0.22513357],[0.74524032 0.25545624],[0.65905466 0.40889714]
[0.34527673 0.22506327],[0.74515865 0.25536998],[0.65896872 0.4088096 ]
[0.34519635 0.22499237],[0.74507628 0.255283  ],[0.65888205 0.40872132]
[0.3451153  0.22492087],[0.74499321 0.25519528],[0.65879466 0.40863229]
[0.34503356 0.22484878],[0.74490946 0.25510683],[0.65870652 0.40854252]
[0.34495115 0.22477609],[0.744825   0.25501765],[0.65861766 0.40845201]
[0.34486805 0.2247028 ],[0.74473986 0.25492773],[0.65852807 0.40836075]
[0.34478429 0.22462892],[0.74465402 0.25483708],[0.65843775 0.40826875]
[0.34469984 0.22455445],[0.74456749 0.2547457 ],[0.6583467  0.40817601]
[0.34461471 0.22447938],[0.74448026 0.25465359],[0.65825492 0.40808252]
[0.34452891 0.22440371],[0.74439234 0.25456075],[0.65816241 0.40798829]
[0.34444243 0.22432745],[0.74430373 0.25446717],[0.65806917 0.40789331]
[0.34435527 0.2242506 ],[0.74421442 0.25437286],[0.6579752 0.4077976]
[0.34426744 0.22417314],[0.74412442 0.25427782],[0.65788049 0.40770114]
[0.34417892 0.2240951 ],[0.74403373 0.25418204],[0.65778506 0.40760393]
[0.34408973 0.22401646],[0.74394234 0.25408554],[0.6576889  0.40750598]
[0.34399987 0.22393722],[0.74385026 0.2539883 ],[0.65759201 0.40740729]
[0.34390932 0.22385739],[0.74375748 0.25389033],[0.65749439 0.40730786]
[0.3438181  0.22377696],[0.74366402 0.25379163],[0.65739604 0.40720768]
[0.34372619 0.22369594],[0.74356985 0.2536922 ],[0.65729695 0.40710676]
[0.34363362 0.22361432],[0.743475   0.25359203],[0.65719714 0.4070051 ]
[0.34354036 0.22353211],[0.74337945 0.25349113],[0.6570966 0.4069027]
[0.34344643 0.22344931],[0.74328321 0.25338951],[0.65699533 0.40679955]
[0.34335181 0.22336591],[0.74318627 0.25328714],[0.65689333 0.40669566]
[0.34325653 0.22328192],[0.74308865 0.25318405],[0.6567906  0.40659102]
[0.34316056 0.22319733],[0.74299033 0.25308023],[0.65668714 0.40648565]
[0.34306392 0.22311214],[0.74289131 0.25297567],[0.65658295 0.40637953]
[0.34296659 0.22302637],[0.7427916  0.25287039],[0.65647803 0.40627266]
[0.3428686 0.22294  ],[0.7426912  0.25276437],[0.65637238 0.40616506]
[0.34276992 0.22285303],[0.74259011 0.25265762],[0.656266   0.40605671]
[0.34267057 0.22276548],[0.74248832 0.25255014],[0.6561589  0.40594762]
[0.34257053 0.22267732],[0.74238584 0.25244192],[0.65605106 0.40583779]
[0.34246983 0.22258858],[0.74228267 0.25233298],[0.65594249 0.40572721]
[0.34236844 0.22249924],[0.7421788 0.2522233],[0.6558332 0.4056159]
[0.34226638 0.2224093 ],[0.74207425 0.2521129 ],[0.65572317 0.40550384]
[0.34216364 0.22231878],[0.741969   0.25200176],[0.65561241 0.40539103]
[0.34206022 0.22222766],[0.74186305 0.25188989],[0.65550093 0.40527749]
[0.34195613 0.22213594],[0.74175641 0.25177729],[0.65538872 0.4051632 ]
[0.34185135 0.22204364],[0.74164909 0.25166396],[0.65527577 0.40504817]
[0.3417459  0.22195074],[0.74154106 0.2515499 ],[0.6551621 0.4049324]
[0.34163978 0.22185725],[0.74143235 0.2514351 ],[0.6550477  0.40481589]
[0.34153297 0.22176316],[0.74132294 0.25131958],[0.65493257 0.40469863]
[0.34142549 0.22166848],[0.74121284 0.25120333],[0.65481671 0.40458064]
[0.34131733 0.22157321],[0.74110205 0.25108634],[0.65470012 0.4044619 ]
[0.3412085  0.22147734],[0.74099056 0.25096863],[0.6545828  0.40434242]
[0.34109899 0.22138089],[0.74087839 0.25085018],[0.65446476 0.40422219]
[0.3409888  0.22128384],[0.74076552 0.250731  ],[0.65434598 0.40410123]
[0.34087793 0.2211862 ],[0.74065196 0.25061109],[0.65422648 0.40397952]
[0.34076639 0.22108796],[0.7405377  0.25049046],[0.65410624 0.40385707]
[0.34065417 0.22098913],[0.74042275 0.25036909],[0.65398528 0.40373388]
[0.34054127 0.22088972],[0.74030712 0.25024699],[0.65386359 0.40360995]
[0.34042769 0.2207897 ],[0.74019079 0.25012416],[0.65374117 0.40348528]
[0.34031344 0.2206891 ],[0.74007376 0.2500006 ],[0.65361802 0.40335986]
[0.34019851 0.22058791],[0.73995605 0.24987631],[0.65349414 0.40323371]
[0.34008291 0.22048612],[0.73983764 0.24975129],[0.65336953 0.40310681]
[0.33996663 0.22038374],[0.73971854 0.24962554],[0.6532442  0.40297917]
[0.33984967 0.22028077],[0.73959875 0.24949906],[0.65311813 0.40285079]
[0.33973203 0.22017721],[0.73947827 0.24937185],[0.65299134 0.40272167]
[0.33961372 0.22007306],[0.73935709 0.24924391],[0.65286382 0.4025918 ]
[0.33949473 0.21996831],[0.73923522 0.24911524],[0.65273557 0.4024612 ]
[0.33937506 0.21986298],[0.73911267 0.24898584],[0.65260659 0.40232986]
[0.33925472 0.21975705],[0.73898941 0.24885571],[0.65247689 0.40219777]
[0.33913369 0.21965053],[0.73886547 0.24872485],[0.65234645 0.40206494]
[0.339012   0.21954342],[0.73874084 0.24859326],[0.65221529 0.40193137]
[0.33888962 0.21943572],[0.73861551 0.24846094],[0.6520834  0.40179706]
[0.33876657 0.21932743],[0.7384895 0.2483279],[0.65195078 0.40166202]
[0.33864285 0.21921855],[0.73836279 0.24819412],[0.65181743 0.40152622]
[0.33851844 0.21910908],[0.73823539 0.24805961],[0.65168336 0.40138969]
[0.33839336 0.21899901],[0.7381073  0.24792438],[0.65154855 0.40125242]
[0.3382676  0.21888836],[0.73797851 0.24778841],[0.65141302 0.40111441]
[0.33814117 0.21877712],[0.73784904 0.24765172],[0.65127676 0.40097565]
[0.33801406 0.21866528],[0.73771887 0.24751429],[0.65113977 0.40083616]
[0.33788627 0.21855286],[0.73758802 0.24737614],[0.65100205 0.40069593]
[0.33775781 0.21843985],[0.73745647 0.24723726],[0.65086361 0.40055495]
[0.33762867 0.21832624],[0.73732423 0.24709765],[0.65072444 0.40041324]
[0.33749885 0.21821205],[0.7371913  0.24695731],[0.65058454 0.40027078]
[0.33736836 0.21809727],[0.73705768 0.24681624],[0.65044391 0.40012759]
[0.33723719 0.21798189],[0.73692336 0.24667444],[0.65030256 0.39998365]
[0.33710534 0.21786593],[0.73678836 0.24653192],[0.65016047 0.39983897]
[0.33697282 0.21774938],[0.73665267 0.24638866],[0.65001766 0.39969356]
[0.33683962 0.21763224],[0.73651628 0.24624468],[0.64987412 0.3995474 ]
[0.33670575 0.21751451],[0.73637921 0.24609997],[0.64972986 0.39940051]
[0.33657119 0.21739619],[0.73624144 0.24595453],[0.64958486 0.39925287]
[0.33643597 0.21727728],[0.73610298 0.24580836],[0.64943914 0.3991045 ]
[0.33630006 0.21715779],[0.73596383 0.24566146],[0.64929269 0.39895538]
[0.33616348 0.2170377 ],[0.73582399 0.24551384],[0.64914552 0.39880552]
[0.33602623 0.21691703],[0.73568346 0.24536548],[0.64899761 0.39865493]
[0.33588829 0.21679577],[0.73554224 0.2452164 ],[0.64884898 0.3985036 ]
[0.33574968 0.21667392],[0.73540033 0.24506659],[0.64869963 0.39835152]
[0.3356104  0.21655148],[0.73525773 0.24491605],[0.64854954 0.39819871]
[0.33547044 0.21642845],[0.73511444 0.24476479],[0.64839873 0.39804516]
[0.3353298  0.21630483],[0.73497046 0.2446128 ],[0.64824719 0.39789086]
[0.33518849 0.21618063],[0.73482579 0.24446008],[0.64809492 0.39773583]
[0.3350465  0.21605584],[0.73468043 0.24430663],[0.64794193 0.39758006]
[0.33490383 0.21593046],[0.73453437 0.24415245],[0.64778821 0.39742355]
[0.33476049 0.2158045 ],[0.73438763 0.24399755],[0.64763376 0.3972663 ]
[0.33461647 0.21567794],[0.7342402  0.24384192],[0.64747859 0.39710832]
[0.33447178 0.2155508 ],[0.73409208 0.24368556],[0.64732268 0.39694959]
[0.33432641 0.21542307],[0.73394327 0.24352847],[0.64716606 0.39679013]
[0.33418036 0.21529476],[0.73379376 0.24337066],[0.6470087  0.39662992]
[0.33403364 0.21516586],[0.73364357 0.24321212],[0.64685062 0.39646898]
[0.33388624 0.21503637],[0.73349269 0.24305285],[0.64669181 0.3963073 ]
[0.33373817 0.21490629],[0.73334112 0.24289285],[0.64653228 0.39614488]
[0.33358942 0.21477563],[0.73318886 0.24273213],[0.64637201 0.39598172]
[0.33344    0.21464438],[0.7330359  0.24257068],[0.64621103 0.39581782]
[0.3332899  0.21451254],[0.73288226 0.24240851],[0.64604931 0.39565318]
[0.33313912 0.21438012],[0.73272793 0.24224561],[0.64588687 0.39548781]
[0.33298767 0.21424711],[0.73257291 0.24208198],[0.6457237 0.3953217]
[0.33283554 0.21411352],[0.73241721 0.24191762],[0.64555981 0.39515485]
[0.33268274 0.21397934],[0.73226081 0.24175254],[0.64539519 0.39498726]
[0.33252926 0.21384457],[0.73210372 0.24158673],[0.64522984 0.39481893]
[0.33237511 0.21370922],[0.73194594 0.2414202 ],[0.64506377 0.39464987]
[0.33222028 0.21357329],[0.73178748 0.24125294],[0.64489697 0.39448006]
[0.33206477 0.21343676],[0.73162832 0.24108495],[0.64472945 0.39430952]
[0.33190859 0.21329966],[0.73146848 0.24091624],[0.6445612  0.39413824]
[0.33175173 0.21316196],[0.73130794 0.2407468 ],[0.64439222 0.39396623]
[0.3315942  0.21302369],[0.73114672 0.24057663],[0.64422252 0.39379347]
[0.331436   0.21288482],[0.73098481 0.24040574],[0.64405209 0.39361998]
[0.33127711 0.21274538],[0.73082221 0.24023412],[0.64388094 0.39344575]
[0.33111756 0.21260534],[0.73065892 0.24006178],[0.64370906 0.39327079]
[0.33095732 0.21246473],[0.73049494 0.23988871],[0.64353645 0.39309508]
[0.33079641 0.21232353],[0.73033028 0.23971492],[0.64336312 0.39291864]
[0.33063483 0.21218174],[0.73016492 0.2395404 ],[0.64318907 0.39274146]
[0.33047257 0.21203937],[0.72999888 0.23936515],[0.64301428 0.39256355]
[0.33030964 0.21189642],[0.72983215 0.23918918],[0.64283878 0.39238489]
[0.33014603 0.21175288],[0.72966473 0.23901249],[0.64266254 0.3922055 ]
[0.32998174 0.21160876],[0.72949662 0.23883507],[0.64248558 0.39202538]
[0.32981678 0.21146405],[0.72932782 0.23865692],[0.6423079  0.39184451]
[0.32965115 0.21131877],[0.72915833 0.23847805],[0.64212949 0.39166291]
[0.32948484 0.21117289],[0.72898816 0.23829845],[0.64195036 0.39148057]
[0.32931785 0.21102644],[0.7288173  0.23811813],[0.6417705 0.3912975]
[0.32915019 0.2108794 ],[0.72864575 0.23793709],[0.64158991 0.39111369]
[0.32898185 0.21073178],[0.72847351 0.23775532],[0.6414086  0.39092914]
[0.32881284 0.21058358],[0.72830058 0.23757283],[0.64122657 0.39074386]
[0.32864316 0.21043479],[0.72812697 0.23738961],[0.64104381 0.39055784]
[0.3284728  0.21028542],[0.72795266 0.23720566],[0.64086032 0.39037108]
[0.32830176 0.21013547],[0.72777767 0.237021  ],[0.64067611 0.39018359]
[0.32813005 0.20998494],[0.727602  0.2368356],[0.64049118 0.38999536]
[0.32795767 0.20983382],[0.72742563 0.23664949],[0.64030552 0.3898064 ]
[0.32778461 0.20968213],[0.72724858 0.23646265],[0.64011913 0.3896167 ]
[0.32761088 0.20952985],[0.72707084 0.23627509],[0.63993203 0.38942626]
[0.32743647 0.20937699],[0.72689241 0.2360868 ],[0.63974419 0.38923509]
[0.32726138 0.20922354],[0.72671329 0.23589779],[0.63955564 0.38904318]
[0.32708562 0.20906952],[0.72653349 0.23570805],[0.63936635 0.38885054]
[0.32690919 0.20891491],[0.726353   0.23551759],[0.63917635 0.38865716]
[0.32673208 0.20875973],[0.72617182 0.23532641],[0.63898562 0.38846304]
[0.3265543  0.20860396],[0.72598995 0.23513451],[0.63879416 0.38826819]
[0.32637585 0.20844761],[0.7258074  0.23494188],[0.63860198 0.38807261]
[0.32619671 0.20829068],[0.72562416 0.23474853],[0.63840908 0.38787629]
[0.32601691 0.20813317],[0.72544023 0.23455445],[0.63821545 0.38767923]
[0.32583643 0.20797509],[0.72525562 0.23435966],[0.6380211  0.38748144]
[0.32565527 0.20781642],[0.72507031 0.23416414],[0.63782602 0.38728291]
[0.32547344 0.20765717],[0.72488433 0.23396789],[0.63763022 0.38708365]
[0.32529094 0.20749734],[0.72469765 0.23377093],[0.6374337  0.38688366]
[0.32510776 0.20733693],[0.72451029 0.23357324],[0.63723645 0.38668293]
[0.32492391 0.20717594],[0.72432224 0.23337483],[0.63703848 0.38648146]
[0.32473939 0.20701437],[0.7241335 0.2331757],[0.63683978 0.38627926]
[0.32455419 0.20685222],[0.72394408 0.23297584],[0.63664036 0.38607633]
[0.32436831 0.20668949],[0.72375397 0.23277526],[0.63644022 0.38587266]
[0.32418176 0.20652619],[0.72356318 0.23257396],[0.63623936 0.38566826]
[0.32399454 0.2063623 ],[0.72337169 0.23237194],[0.63603777 0.38546312]
[0.32380664 0.20619784],[0.72317953 0.2321692 ],[0.63583545 0.38525725]
[0.32361807 0.2060328 ],[0.72298667 0.23196573],[0.63563242 0.38505064]
[0.32342883 0.20586718],[0.72279313 0.23176154],[0.63542866 0.3848433 ]
[0.32323891 0.20570098],[0.7225989  0.23155664],[0.63522417 0.38463523]
[0.32304832 0.2055342 ],[0.72240399 0.23135101],[0.63501897 0.38442642]
[0.32285705 0.20536685],[0.72220839 0.23114465],[0.63481304 0.38421688]
[0.32266511 0.20519891],[0.72201211 0.23093758],[0.63460639 0.38400661]
[0.3224725 0.2050304],[0.72181513 0.23072979],[0.63439901 0.3837956 ]
[0.32227921 0.20486132],[0.72161748 0.23052127],[0.63419091 0.38358386]
[0.32208525 0.20469165],[0.72141913 0.23031204],[0.63398209 0.38337138]
[0.32189061 0.20452141],[0.7212201  0.23010208],[0.63377255 0.38315817]
[0.3216953  0.20435059],[0.72102039 0.2298914 ],[0.63356228 0.38294423]
[0.32149932 0.20417919],[0.72081999 0.22968   ],[0.63335129 0.38272956]
[0.32130266 0.20400722],[0.7206189  0.22946788],[0.63313958 0.38251415]
[0.32110534 0.20383467],[0.72041713 0.22925504],[0.63292714 0.38229801]
[0.32090733 0.20366155],[0.72021467 0.22904148],[0.63271399 0.38208114]
[0.32070866 0.20348784],[0.72001153 0.2288272 ],[0.63250011 0.38186353]
[0.3205093  0.20331357],[0.7198077 0.2286122],[0.6322855  0.38164519]
[0.32030928 0.20313871],[0.71960319 0.22839648],[0.63207018 0.38142612]
[0.32010858 0.20296328],[0.71939799 0.22818004],[0.63185413 0.38120632]
[0.31990721 0.20278728],[0.71919211 0.22796288],[0.63163736 0.38098578]
[0.31970517 0.2026107 ],[0.71898554 0.227745  ],[0.63141987 0.38076452]
[0.31950245 0.20243354],[0.71877828 0.2275264 ],[0.63120166 0.38054252]
[0.31929906 0.20225581],[0.71857035 0.22730708],[0.63098273 0.38031978]
[0.319095   0.20207751],[0.71836172 0.22708705],[0.63076307 0.38009632]
[0.31889026 0.20189863],[0.71815241 0.22686629],[0.63054269 0.37987212]
[0.31868485 0.20171917],[0.71794242 0.22664481],[0.63032159 0.37964719]
[0.31847877 0.20153914],[0.71773174 0.22642262],[0.63009977 0.37942154]
[0.31827201 0.20135854],[0.71752038 0.2261997 ],[0.62987722 0.37919514]
[0.31806458 0.20117736],[0.71730833 0.22597607],[0.62965396 0.37896802]
[0.31785648 0.20099561],[0.7170956  0.22575171],[0.62942997 0.37874017]
[0.31764771 0.20081329],[0.71688218 0.22552664],[0.62920526 0.37851158]
[0.31743826 0.20063039],[0.71666808 0.22530085],[0.62897983 0.37828227]
[0.31722814 0.20044692],[0.7164533  0.22507434],[0.62875368 0.37805222]
[0.31701735 0.20026287],[0.71623783 0.22484712],[0.6285268  0.37782144]
[0.31680588 0.20007826],[0.71602168 0.22461917],[0.62829921 0.37758993]
[0.31659374 0.19989307],[0.71580484 0.22439051],[0.62807089 0.37735769]
[0.31638093 0.1997073 ],[0.71558732 0.22416113],[0.62784186 0.37712472]
[0.31616745 0.19952097],[0.71536911 0.22393103],[0.6276121  0.37689102]
[0.31595329 0.19933406],[0.71515022 0.22370021],[0.62738162 0.37665659]
[0.31573846 0.19914658],[0.71493065 0.22346868],[0.62715042 0.37642142]
[0.31552296 0.19895853],[0.71471039 0.22323643],[0.6269185  0.37618553]
[0.31530678 0.1987699 ],[0.71448945 0.22300346],[0.62668586 0.37594891]
[0.31508993 0.19858071],[0.71426783 0.22276977],[0.6264525  0.37571156]
[0.31487241 0.19839094],[0.71404552 0.22253537],[0.62621842 0.37547347]
[0.31465422 0.1982006 ],[0.71382253 0.22230025],[0.62598362 0.37523466]
[0.31443536 0.19800969],[0.71359886 0.22206441],[0.62574809 0.37499512]
[0.31421582 0.19781821],[0.7133745  0.22182786],[0.62551185 0.37475485]
[0.31399561 0.19762616],[0.71314946 0.22159059],[0.62527489 0.37451384]
[0.31377473 0.19743354],[0.71292373 0.2213526 ],[0.6250372  0.37427211]
[0.31355318 0.19724035],[0.71269732 0.22111389],[0.6247988  0.37402965]
[0.31333095 0.19704659],[0.71247023 0.22087447],[0.62455967 0.37378646]
[0.31310805 0.19685226],[0.71224246 0.22063434],[0.62431983 0.37354255]
[0.31288448 0.19665735],[0.712014   0.22039348],[0.62407927 0.3732979 ]
[0.31266024 0.19646188],[0.71178486 0.22015191],[0.62383798 0.37305252]
[0.31243533 0.19626584],[0.71155504 0.21990963],[0.62359598 0.37280642]
[0.31220974 0.19606923],[0.71132454 0.21966663],[0.62335325 0.37255958]
[0.31198348 0.19587205],[0.71109335 0.21942291],[0.62310981 0.37231202]
[0.31175655 0.1956743 ],[0.71086148 0.21917848],[0.62286565 0.37206373]
[0.31152895 0.19547599],[0.71062893 0.21893333],[0.62262077 0.37181471]
[0.31130068 0.1952771 ],[0.71039569 0.21868747],[0.62237516 0.37156496]
[0.31107173 0.19507765],[0.71016177 0.21844089],[0.62212884 0.37131448]
[0.31084212 0.19487762],[0.70992717 0.2181936 ],[0.6218818  0.37106328]
[0.31061183 0.19467703],[0.70969189 0.21794559],[0.62163404 0.37081135]
[0.31038087 0.19447588],[0.70945593 0.21769686],[0.62138556 0.37055869]
[0.31014924 0.19427415],[0.70921928 0.21744743],[0.62113637 0.3703053 ]
