1.0
 
[-3.34765710e-03 -1.99987187e+01],[ 1.54153837e-03 -1.99987680e+01],[-1.20747235e-02 -1.99968678e+01]
[0.34999646 0.20803206],[0.75000163 0.23928198],[0.66404976 0.39279962]
[0.34999631 0.20710025],[0.7500017  0.23835017],[0.6640492 0.3918679]
[0.34999615 0.20614841],[0.75000177 0.23739832],[0.66404862 0.39091615]
[0.34999599 0.20517653],[0.75000185 0.23642644],[0.66404804 0.38994436]
[0.34999582 0.20418461],[0.75000192 0.23543452],[0.66404744 0.38895253]
[0.34999565 0.20317265],[0.750002   0.23442256],[0.66404684 0.38794066]
[0.34999548 0.20214066],[0.75000208 0.23339056],[0.66404622 0.38690876]
[0.34999531 0.20108862],[0.75000216 0.23233852],[0.66404558 0.38585682]
[0.34999513 0.20001654],[0.75000224 0.23126644],[0.66404494 0.38478484]
[0.34999495 0.19892443],[0.75000233 0.23017433],[0.66404428 0.38369283]
[0.34999476 0.19781228],[0.75000241 0.22906217],[0.66404361 0.38258078]
[0.34999457 0.19668009],[0.7500025  0.22792998],[0.66404293 0.38144869]
[0.34999438 0.19552786],[0.75000259 0.22677774],[0.66404224 0.38029657]
[0.34999418 0.19435559],[0.75000268 0.22560547],[0.66404154 0.37912441]
[0.34999398 0.19316328],[0.75000277 0.22441316],[0.66404082 0.37793221]
[0.34999378 0.19195093],[0.75000286 0.22320081],[0.66404009 0.37671998]
[0.34999358 0.19071855],[0.75000296 0.22196842],[0.66403935 0.3754877 ]
[0.34999337 0.18946612],[0.75000305 0.220716  ],[0.6640386 0.3742354]
[0.34999316 0.18819366],[0.75000315 0.21944353],[0.66403783 0.37296305]
[0.34999294 0.1869021 ],[0.75000325 0.21815196],[0.66403706 0.3716716 ]
[0.34999272 0.18560571],[0.75000335 0.21685557],[0.66403628 0.37037533]
[0.34999251 0.18430932],[0.75000345 0.21555918],[0.6640355  0.36907906]
[0.34999229 0.18301293],[0.75000355 0.21426278],[0.66403472 0.36778279]
[0.34999208 0.18171654],[0.75000365 0.21296639],[0.66403394 0.36648652]
[0.34999186 0.18042015],[0.75000375 0.21167   ],[0.66403316 0.36519025]
[0.34999164 0.17912376],[0.75000385 0.2103736 ],[0.66403238 0.36389398]
[0.34999143 0.17782737],[0.75000395 0.20907721],[0.6640316  0.36259771]
[0.34999121 0.17653098],[0.75000405 0.20778082],[0.66403082 0.36130144]
[0.34999099 0.17523459],[0.75000414 0.20648442],[0.66403004 0.36000517]
[0.34999078 0.1739382 ],[0.75000424 0.20518803],[0.66402926 0.35870889]
[0.34999056 0.17264181],[0.75000434 0.20389164],[0.66402848 0.35741262]
[0.34999035 0.17134541],[0.75000444 0.20259524],[0.6640277  0.35611635]
[0.34999013 0.17004902],[0.75000454 0.20129885],[0.66402693 0.35482008]
[0.34998991 0.16875263],[0.75000464 0.20000245],[0.66402615 0.35352381]
[0.3499897  0.16745624],[0.75000474 0.19870606],[0.66402537 0.35222754]
[0.34998948 0.16615985],[0.75000484 0.19740967],[0.66402459 0.35093127]
[0.34998927 0.16486346],[0.75000494 0.19611327],[0.66402381 0.349635  ]
[0.34998905 0.16356707],[0.75000504 0.19481688],[0.66402303 0.34833873]
[0.34998883 0.16227068],[0.75000514 0.19352049],[0.66402225 0.34704246]
[0.34998862 0.16097429],[0.75000524 0.19222409],[0.66402147 0.34574619]
[0.3499884 0.1596779],[0.75000534 0.1909277 ],[0.66402069 0.34444991]
[0.34998818 0.15838151],[0.75000544 0.18963131],[0.66401991 0.34315364]
[0.34998797 0.15708512],[0.75000554 0.18833491],[0.66401913 0.34185737]
[0.34998775 0.15578873],[0.75000564 0.18703852],[0.66401835 0.3405611 ]
[0.34998754 0.15449234],[0.75000574 0.18574213],[0.66401757 0.33926483]
[0.34998732 0.15319595],[0.75000584 0.18444573],[0.6640168  0.33796856]
[0.3499871  0.15189956],[0.75000594 0.18314934],[0.66401602 0.33667229]
[0.34998689 0.15060317],[0.75000604 0.18185295],[0.66401524 0.33537602]
[0.34998667 0.14930678],[0.75000614 0.18055655],[0.66401446 0.33407975]
[0.34998645 0.14801039],[0.75000623 0.17926016],[0.66401368 0.33278348]
[0.34998624 0.146714  ],[0.75000633 0.17796377],[0.6640129 0.3314872]
[0.34998602 0.14541761],[0.75000643 0.17666737],[0.66401212 0.33019093]
[0.34998581 0.14412122],[0.75000653 0.17537098],[0.66401134 0.32889466]
[0.34998559 0.14282483],[0.75000663 0.17407459],[0.66401056 0.32759839]
[0.34998537 0.14152844],[0.75000673 0.17277819],[0.66400978 0.32630212]
[0.34998516 0.14023205],[0.75000683 0.1714818 ],[0.664009   0.32500585]
[0.34998494 0.13893566],[0.75000693 0.1701854 ],[0.66400822 0.32370958]
[0.34998473 0.13763927],[0.75000703 0.16888901],[0.66400744 0.32241331]
[0.34998451 0.13634288],[0.75000713 0.16759262],[0.66400667 0.32111704]
[0.34998429 0.13504649],[0.75000723 0.16629622],[0.66400589 0.31982077]
[0.34998408 0.1337501 ],[0.75000733 0.16499983],[0.66400511 0.31852449]
[0.34998386 0.13245371],[0.75000743 0.16370344],[0.66400433 0.31722822]
[0.34998364 0.13115732],[0.75000753 0.16240704],[0.66400355 0.31593195]
[0.34998343 0.12986093],[0.75000763 0.16111065],[0.66400277 0.31463568]
[0.34998321 0.12856454],[0.75000773 0.15981426],[0.66400199 0.31333941]
[0.349983   0.12726814],[0.75000783 0.15851786],[0.66400121 0.31204314]
[0.34998278 0.12597175],[0.75000793 0.15722147],[0.66400043 0.31074687]
[0.34998256 0.12467536],[0.75000803 0.15592508],[0.66399965 0.3094506 ]
[0.34998235 0.12337897],[0.75000813 0.15462868],[0.66399887 0.30815433]
[0.34998213 0.12208258],[0.75000822 0.15333229],[0.66399809 0.30685806]
[0.34998191 0.12078619],[0.75000832 0.1520359 ],[0.66399731 0.30556178]
[0.3499817 0.1194898],[0.75000842 0.1507395 ],[0.66399654 0.30426551]
[0.34998148 0.11819341],[0.75000852 0.14944311],[0.66399576 0.30296924]
[0.34998127 0.11689702],[0.75000862 0.14814672],[0.66399498 0.30167297]
[0.34998105 0.11560063],[0.75000872 0.14685032],[0.6639942 0.3003767]
[0.34998083 0.11430424],[0.75000882 0.14555393],[0.66399342 0.29908043]
[0.34998062 0.11300785],[0.75000892 0.14425753],[0.66399264 0.29778416]
[0.3499804  0.11171146],[0.75000902 0.14296114],[0.66399186 0.29648789]
[0.34998019 0.11041507],[0.75000912 0.14166475],[0.66399108 0.29519162]
[0.34997997 0.10911868],[0.75000922 0.14036835],[0.6639903  0.29389535]
[0.34997975 0.10782229],[0.75000932 0.13907196],[0.66398952 0.29259908]
[0.34997954 0.1065259 ],[0.75000942 0.13777557],[0.66398874 0.2913028 ]
[0.34997932 0.10522951],[0.75000952 0.13647917],[0.66398796 0.29000653]
[0.3499791  0.10393312],[0.75000962 0.13518278],[0.66398718 0.28871026]
[0.34997889 0.10263673],[0.75000972 0.13388639],[0.66398641 0.28741399]
[0.34997867 0.10134034],[0.75000982 0.13258999],[0.66398563 0.28611772]
[0.34997846 0.10004395],[0.75000992 0.1312936 ],[0.66398485 0.28482145]
[0.34997824 0.09874756],[0.75001002 0.12999721],[0.66398407 0.28352518]
[0.34997802 0.09745117],[0.75001012 0.12870081],[0.66398329 0.28222891]
[0.34997781 0.09615478],[0.75001022 0.12740442],[0.66398251 0.28093264]
[0.34997759 0.09485839],[0.75001031 0.12610803],[0.66398173 0.27963637]
[0.34997737 0.093562  ],[0.75001041 0.12481163],[0.66398095 0.27834009]
[0.34997716 0.09226561],[0.75001051 0.12351524],[0.66398017 0.27704382]
[0.34997694 0.09096922],[0.75001061 0.12221885],[0.66397939 0.27574755]
[0.34997673 0.08967283],[0.75001071 0.12092245],[0.66397861 0.27445128]
[0.34997651 0.08837644],[0.75001081 0.11962606],[0.66397783 0.27315501]
[0.34997629 0.08708005],[0.75001091 0.11832966],[0.66397705 0.27185874]
[0.34997608 0.08578366],[0.75001101 0.11703327],[0.66397628 0.27056247]
[0.34997586 0.08448726],[0.75001111 0.11573688],[0.6639755 0.2692662]
[0.34997565 0.08319087],[0.75001121 0.11444048],[0.66397472 0.26796993]
[0.34997543 0.08189448],[0.75001131 0.11314409],[0.66397394 0.26667366]
[0.34997521 0.08059809],[0.75001141 0.1118477 ],[0.66397316 0.26537738]
[0.349975  0.0793017],[0.75001151 0.1105513 ],[0.66397238 0.26408111]
[0.34997478 0.07800531],[0.75001161 0.10925491],[0.6639716  0.26278484]
[0.34997456 0.07670892],[0.75001171 0.10795852],[0.66397082 0.26148857]
[0.34997435 0.07541253],[0.75001181 0.10666212],[0.66397004 0.2601923 ]
[0.34997413 0.07411614],[0.75001191 0.10536573],[0.66396926 0.25889603]
[0.34997392 0.07281975],[0.75001201 0.10406934],[0.66396848 0.25759976]
[0.3499737  0.07152336],[0.75001211 0.10277294],[0.6639677  0.25630349]
[0.34997348 0.07022697],[0.75001221 0.10147655],[0.66396692 0.25500722]
[0.34997327 0.06893058],[0.7500123  0.10018016],[0.66396615 0.25371095]
[0.34997305 0.06763419],[0.7500124  0.09888376],[0.66396537 0.25241468]
[0.34997283 0.0663378 ],[0.7500125  0.09758737],[0.66396459 0.2511184 ]
[0.34997262 0.06504141],[0.7500126  0.09629098],[0.66396381 0.24982213]
[0.3499724  0.06374502],[0.7500127  0.09499458],[0.66396303 0.24852586]
[0.34997219 0.06244863],[0.7500128  0.09369819],[0.66396225 0.24722959]
[0.34997197 0.06115224],[0.7500129  0.09240179],[0.66396147 0.24593332]
[0.34997175 0.05985585],[0.750013  0.0911054],[0.66396069 0.24463705]
[0.34997154 0.05855946],[0.7500131  0.08980901],[0.66395991 0.24334078]
[0.34997132 0.05726307],[0.7500132  0.08851261],[0.66395913 0.24204451]
[0.34997111 0.05596668],[0.7500133  0.08721622],[0.66395835 0.24074824]
[0.34997089 0.05467029],[0.7500134  0.08591983],[0.66395757 0.23945197]
[0.34997067 0.0533739 ],[0.7500135  0.08462343],[0.66395679 0.23815569]
[0.34997046 0.05207751],[0.7500136  0.08332704],[0.66395602 0.23685942]
[0.34997024 0.05078112],[0.7500137  0.08203065],[0.66395524 0.23556315]
[0.34997002 0.04948473],[0.7500138  0.08073425],[0.66395446 0.23426688]
[0.34996981 0.04818834],[0.7500139  0.07943786],[0.66395368 0.23297061]
[0.34996959 0.04689195],[0.750014   0.07814147],[0.6639529  0.23167434]
[0.34996938 0.04559556],[0.7500141  0.07684507],[0.66395212 0.23037807]
[0.34996916 0.04429917],[0.7500142  0.07554868],[0.66395134 0.2290818 ]
[0.34996894 0.04300278],[0.75001429 0.07425229],[0.66395056 0.22778553]
[0.34996873 0.04170639],[0.75001439 0.07295589],[0.66394978 0.22648926]
[0.34996851 0.04040999],[0.75001449 0.0716595 ],[0.663949   0.22519298]
[0.34996829 0.0391136 ],[0.75001459 0.07036311],[0.66394822 0.22389671]
[0.34996808 0.03781721],[0.75001469 0.06906671],[0.66394744 0.22260044]
[0.34996786 0.03652082],[0.75001479 0.06777032],[0.66394666 0.22130417]
[0.34996765 0.03522443],[0.75001489 0.06647393],[0.66394589 0.2200079 ]
[0.34996743 0.03392804],[0.75001499 0.06517753],[0.66394511 0.21871163]
[0.34996721 0.03263165],[0.75001509 0.06388114],[0.66394433 0.21741536]
[0.349967   0.03133526],[0.75001519 0.06258474],[0.66394355 0.21611909]
[0.34996678 0.03003887],[0.75001529 0.06128835],[0.66394277 0.21482282]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66394199 0.21352655]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66394121 0.21223027]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66394043 0.210934  ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393965 0.20963773]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393887 0.20834146]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393809 0.20704519]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393731 0.20574892]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393653 0.20445265]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393576 0.20315638]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393498 0.20186011]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639342  0.20056384]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393342 0.19926757]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393264 0.19797129]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393186 0.19667502]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66393108 0.19537875]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639303  0.19408248]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392952 0.19278621]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392874 0.19148994]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392796 0.19019367]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392718 0.1888974 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639264  0.18760113]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392563 0.18630486]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392485 0.18500858]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392407 0.18371231]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392329 0.18241604]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392251 0.18111977]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392173 0.1798235 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392095 0.17852723]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66392017 0.17723096]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391939 0.17593469]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391861 0.17463842]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391783 0.17334215]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391705 0.17204587]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391627 0.1707496 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639155  0.16945333]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391472 0.16815706]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391394 0.16686079]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391316 0.16556452]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391238 0.16426825]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639116  0.16297198]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391082 0.16167571]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66391004 0.16037944]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390926 0.15908317]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390848 0.15778689]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6639077  0.15649062]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390692 0.15519435]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390614 0.15389808]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390537 0.15260181]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390459 0.15130554]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390381 0.15000927]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390303 0.148713  ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390225 0.14741673]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390147 0.14612046]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66390069 0.14482418]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389991 0.14352791]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389913 0.14223164]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389835 0.14093537]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389757 0.1396391 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389679 0.13834283]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389601 0.13704656]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389524 0.13575029]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389446 0.13445402]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389368 0.13315775]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6638929  0.13186147]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389212 0.1305652 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389134 0.12926893]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66389056 0.12797266]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388978 0.12667639]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.663889   0.12538012]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388822 0.12408385]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388744 0.12278758]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388666 0.12149131]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388588 0.12019504]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388511 0.11889876]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388433 0.11760249]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388355 0.11630622]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388277 0.11500995]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388199 0.11371368]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388121 0.11241741]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66388043 0.11112114]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387965 0.10982487]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387887 0.1085286 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387809 0.10723233]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387731 0.10593606]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387653 0.10463978]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387575 0.10334351]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387497 0.10204724]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6638742  0.10075097]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387342 0.0994547 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387264 0.09815843]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387186 0.09686216]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66387108 0.09556589]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6638703  0.09426962]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386952 0.09297335]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386874 0.09167707]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386796 0.0903808 ]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386718 0.08908453]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.6638664  0.08778826]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386562 0.08649199]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386484 0.08519572]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386407 0.08389945]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386329 0.08260318]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386251 0.08130691]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386173 0.08001064]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386095 0.07871436]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66386017 0.07741809]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385939 0.07612182]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385861 0.07482555]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
[0.34996666 0.02929602],[0.75001535 0.06054549],[0.66385825 0.07421669]
