1.0
 
[-4.72920026e-03 -1.99979546e+01],[ 2.25056819e-03 -1.99980042e+01],[-1.80021549e-02 -1.99949848e+01]
[0.349995   0.20803287],[0.75000238 0.23928278],[0.66404347 0.39280161]
[0.34999478 0.2071011 ],[0.75000248 0.23835101],[0.66404264 0.39186999]
[0.34999456 0.20614929],[0.75000259 0.23739921],[0.66404178 0.39091832]
[0.34999433 0.20517745],[0.7500027  0.23642736],[0.66404091 0.38994662]
[0.34999409 0.20418557],[0.75000281 0.23543548],[0.66404002 0.38895488]
[0.34999385 0.20317365],[0.75000292 0.23442355],[0.66403911 0.38794311]
[0.34999361 0.20214169],[0.75000304 0.23339159],[0.66403819 0.38691131]
[0.34999336 0.20108969],[0.75000316 0.23233959],[0.66403724 0.38585947]
[0.34999311 0.20001766],[0.75000328 0.23126756],[0.66403628 0.38478759]
[0.34999285 0.19892559],[0.7500034  0.23017548],[0.6640353  0.38369568]
[0.34999259 0.19781348],[0.75000353 0.22906337],[0.6640343  0.38258374]
[0.34999232 0.19668133],[0.75000365 0.22793122],[0.66403328 0.38145176]
[0.34999205 0.19552914],[0.75000378 0.22677903],[0.66403225 0.38029974]
[0.34999177 0.19435692],[0.75000391 0.2256068 ],[0.6640312  0.37912769]
[0.34999149 0.19316466],[0.75000405 0.22441454],[0.66403013 0.37793561]
[0.34999121 0.19195236],[0.75000418 0.22320224],[0.66402904 0.37672349]
[0.34999092 0.19072002],[0.75000432 0.22196989],[0.66402793 0.37549133]
[0.34999062 0.18946764],[0.75000446 0.22071752],[0.66402681 0.37423914]
[0.34999032 0.18819523],[0.75000461 0.2194451 ],[0.66402567 0.37296691]
[0.34999002 0.18690371],[0.75000475 0.21815358],[0.66402451 0.37167559]
[0.34998971 0.18560736],[0.7500049  0.21685722],[0.66402335 0.37037942]
[0.3499894 0.184311 ],[0.75000504 0.21556086],[0.66402218 0.36908326]
[0.3499891  0.18301464],[0.75000519 0.2142645 ],[0.66402102 0.36778709]
[0.34998879 0.18171829],[0.75000533 0.21296814],[0.66401986 0.36649093]
[0.34998849 0.18042193],[0.75000548 0.21167178],[0.66401869 0.36519477]
[0.34998818 0.17912558],[0.75000562 0.21037542],[0.66401753 0.3638986 ]
[0.34998788 0.17782922],[0.75000577 0.20907907],[0.66401636 0.36260244]
[0.34998757 0.17653287],[0.75000591 0.20778271],[0.6640152  0.36130628]
[0.34998726 0.17523651],[0.75000606 0.20648635],[0.66401404 0.36001011]
[0.34998696 0.17394016],[0.7500062  0.20518999],[0.66401287 0.35871395]
[0.34998665 0.1726438 ],[0.75000635 0.20389363],[0.66401171 0.35741779]
[0.34998635 0.17134745],[0.7500065  0.20259727],[0.66401055 0.35612162]
[0.34998604 0.17005109],[0.75000664 0.20130091],[0.66400938 0.35482546]
[0.34998574 0.16875473],[0.75000679 0.20000455],[0.66400822 0.35352929]
[0.34998543 0.16745838],[0.75000693 0.1987082 ],[0.66400706 0.35223313]
[0.34998512 0.16616202],[0.75000708 0.19741184],[0.66400589 0.35093697]
[0.34998482 0.16486567],[0.75000722 0.19611548],[0.66400473 0.3496408 ]
[0.34998451 0.16356931],[0.75000737 0.19481912],[0.66400357 0.34834464]
[0.34998421 0.16227296],[0.75000751 0.19352276],[0.6640024  0.34704848]
[0.3499839 0.1609766],[0.75000766 0.1922264 ],[0.66400124 0.34575231]
[0.3499836  0.15968025],[0.75000781 0.19093004],[0.66400008 0.34445615]
[0.34998329 0.15838389],[0.75000795 0.18963368],[0.66399891 0.34315999]
[0.34998298 0.15708753],[0.7500081  0.18833733],[0.66399775 0.34186382]
[0.34998268 0.15579118],[0.75000824 0.18704097],[0.66399659 0.34056766]
[0.34998237 0.15449482],[0.75000839 0.18574461],[0.66399542 0.33927149]
[0.34998207 0.15319847],[0.75000853 0.18444825],[0.66399426 0.33797533]
[0.34998176 0.15190211],[0.75000868 0.18315189],[0.6639931  0.33667917]
[0.34998146 0.15060576],[0.75000882 0.18185553],[0.66399193 0.335383  ]
[0.34998115 0.1493094 ],[0.75000897 0.18055917],[0.66399077 0.33408684]
[0.34998084 0.14801305],[0.75000911 0.17926282],[0.6639896  0.33279068]
[0.34998054 0.14671669],[0.75000926 0.17796646],[0.66398844 0.33149451]
[0.34998023 0.14542034],[0.75000941 0.1766701 ],[0.66398728 0.33019835]
[0.34997993 0.14412398],[0.75000955 0.17537374],[0.66398611 0.32890219]
[0.34997962 0.14282762],[0.7500097  0.17407738],[0.66398495 0.32760602]
[0.34997931 0.14153127],[0.75000984 0.17278102],[0.66398379 0.32630986]
[0.34997901 0.14023491],[0.75000999 0.17148466],[0.66398262 0.3250137 ]
[0.3499787  0.13893856],[0.75001013 0.1701883 ],[0.66398146 0.32371753]
[0.3499784 0.1376422],[0.75001028 0.16889195],[0.6639803  0.32242137]
[0.34997809 0.13634585],[0.75001042 0.16759559],[0.66397913 0.3211252 ]
[0.34997779 0.13504949],[0.75001057 0.16629923],[0.66397797 0.31982904]
[0.34997748 0.13375314],[0.75001071 0.16500287],[0.66397681 0.31853288]
[0.34997717 0.13245678],[0.75001086 0.16370651],[0.66397564 0.31723671]
[0.34997687 0.13116043],[0.75001101 0.16241015],[0.66397448 0.31594055]
[0.34997656 0.12986407],[0.75001115 0.16111379],[0.66397332 0.31464439]
[0.34997626 0.12856771],[0.7500113  0.15981743],[0.66397215 0.31334822]
[0.34997595 0.12727136],[0.75001144 0.15852108],[0.66397099 0.31205206]
[0.34997565 0.125975  ],[0.75001159 0.15722472],[0.66396983 0.3107559 ]
[0.34997534 0.12467865],[0.75001173 0.15592836],[0.66396866 0.30945973]
[0.34997503 0.12338229],[0.75001188 0.154632  ],[0.6639675  0.30816357]
[0.34997473 0.12208594],[0.75001202 0.15333564],[0.66396633 0.3068674 ]
[0.34997442 0.12078958],[0.75001217 0.15203928],[0.66396517 0.30557124]
[0.34997412 0.11949323],[0.75001231 0.15074292],[0.66396401 0.30427508]
[0.34997381 0.11819687],[0.75001246 0.14944657],[0.66396284 0.30297891]
[0.34997351 0.11690051],[0.75001261 0.14815021],[0.66396168 0.30168275]
[0.3499732  0.11560416],[0.75001275 0.14685385],[0.66396052 0.30038659]
[0.34997289 0.1143078 ],[0.7500129  0.14555749],[0.66395935 0.29909042]
[0.34997259 0.11301145],[0.75001304 0.14426113],[0.66395819 0.29779426]
[0.34997228 0.11171509],[0.75001319 0.14296477],[0.66395703 0.2964981 ]
[0.34997198 0.11041874],[0.75001333 0.14166841],[0.66395586 0.29520193]
[0.34997167 0.10912238],[0.75001348 0.14037205],[0.6639547  0.29390577]
[0.34997137 0.10782603],[0.75001362 0.1390757 ],[0.66395354 0.2926096 ]
[0.34997106 0.10652967],[0.75001377 0.13777934],[0.66395237 0.29131344]
[0.34997075 0.10523332],[0.75001391 0.13648298],[0.66395121 0.29001728]
[0.34997045 0.10393696],[0.75001406 0.13518662],[0.66395005 0.28872111]
[0.34997014 0.1026406 ],[0.75001421 0.13389026],[0.66394888 0.28742495]
[0.34996984 0.10134425],[0.75001435 0.1325939 ],[0.66394772 0.28612879]
[0.34996953 0.10004789],[0.7500145  0.13129754],[0.66394656 0.28483262]
[0.34996923 0.09875154],[0.75001464 0.13000118],[0.66394539 0.28353646]
[0.34996892 0.09745518],[0.75001479 0.12870483],[0.66394423 0.2822403 ]
[0.34996861 0.09615883],[0.75001493 0.12740847],[0.66394307 0.28094413]
[0.34996831 0.09486247],[0.75001508 0.12611211],[0.6639419  0.27964797]
[0.349968   0.09356612],[0.75001522 0.12481575],[0.66394074 0.2783518 ]
[0.3499677  0.09226976],[0.75001537 0.12351939],[0.66393957 0.27705564]
[0.34996739 0.09097341],[0.75001552 0.12222303],[0.66393841 0.27575948]
[0.34996708 0.08967705],[0.75001566 0.12092667],[0.66393725 0.27446331]
[0.34996678 0.08838069],[0.75001581 0.11963032],[0.66393608 0.27316715]
[0.34996647 0.08708434],[0.75001595 0.11833396],[0.66393492 0.27187099]
[0.34996617 0.08578798],[0.7500161 0.1170376],[0.66393376 0.27057482]
[0.34996586 0.08449163],[0.75001624 0.11574124],[0.66393259 0.26927866]
[0.34996556 0.08319527],[0.75001639 0.11444488],[0.66393143 0.2679825 ]
[0.34996525 0.08189892],[0.75001653 0.11314852],[0.66393027 0.26668633]
[0.34996494 0.08060256],[0.75001668 0.11185216],[0.6639291  0.26539017]
[0.34996464 0.07930621],[0.75001682 0.1105558 ],[0.66392794 0.264094  ]
[0.34996433 0.07800985],[0.75001697 0.10925945],[0.66392678 0.26279784]
[0.34996403 0.07671349],[0.75001712 0.10796309],[0.66392561 0.26150168]
[0.34996372 0.07541714],[0.75001726 0.10666673],[0.66392445 0.26020551]
[0.34996342 0.07412078],[0.75001741 0.10537037],[0.66392329 0.25890935]
[0.34996311 0.07282443],[0.75001755 0.10407401],[0.66392212 0.25761319]
[0.3499628  0.07152807],[0.7500177  0.10277765],[0.66392096 0.25631702]
[0.3499625  0.07023172],[0.75001784 0.10148129],[0.6639198  0.25502086]
[0.34996219 0.06893536],[0.75001799 0.10018493],[0.66391863 0.2537247 ]
[0.34996189 0.06763901],[0.75001813 0.09888858],[0.66391747 0.25242853]
[0.34996158 0.06634265],[0.75001828 0.09759222],[0.66391631 0.25113237]
[0.34996128 0.0650463 ],[0.75001842 0.09629586],[0.66391514 0.2498362 ]
[0.34996097 0.06374994],[0.75001857 0.0949995 ],[0.66391398 0.24854004]
[0.34996066 0.06245358],[0.75001872 0.09370314],[0.66391281 0.24724388]
[0.34996036 0.06115723],[0.75001886 0.09240678],[0.66391165 0.24594771]
[0.34996005 0.05986087],[0.75001901 0.09111042],[0.66391049 0.24465155]
[0.34995975 0.05856452],[0.75001915 0.08981407],[0.66390932 0.24335539]
[0.34995944 0.05726816],[0.7500193  0.08851771],[0.66390816 0.24205922]
[0.34995914 0.05597181],[0.75001944 0.08722135],[0.663907   0.24076306]
[0.34995883 0.05467545],[0.75001959 0.08592499],[0.66390583 0.2394669 ]
[0.34995852 0.0533791 ],[0.75001973 0.08462863],[0.66390467 0.23817073]
[0.34995822 0.05208274],[0.75001988 0.08333227],[0.66390351 0.23687457]
[0.34995791 0.05078639],[0.75002002 0.08203591],[0.66390234 0.2355784 ]
[0.34995761 0.04949003],[0.75002017 0.08073955],[0.66390118 0.23428224]
[0.3499573  0.04819367],[0.75002032 0.0794432 ],[0.66390002 0.23298608]
[0.34995699 0.04689732],[0.75002046 0.07814684],[0.66389885 0.23168991]
[0.34995669 0.04560096],[0.75002061 0.07685048],[0.66389769 0.23039375]
[0.34995638 0.04430461],[0.75002075 0.07555412],[0.66389653 0.22909759]
[0.34995608 0.04300825],[0.7500209  0.07425776],[0.66389536 0.22780142]
[0.34995577 0.0417119 ],[0.75002104 0.0729614 ],[0.6638942  0.22650526]
[0.34995547 0.04041554],[0.75002119 0.07166504],[0.66389304 0.2252091 ]
[0.34995516 0.03911919],[0.75002133 0.07036868],[0.66389187 0.22391293]
[0.34995485 0.03782283],[0.75002148 0.06907233],[0.66389071 0.22261677]
[0.34995455 0.03652647],[0.75002163 0.06777597],[0.66388954 0.2213206 ]
[0.34995424 0.03523012],[0.75002177 0.06647961],[0.66388838 0.22002444]
[0.34995394 0.03393376],[0.75002192 0.06518325],[0.66388722 0.21872828]
[0.34995363 0.03263741],[0.75002206 0.06388689],[0.66388605 0.21743211]
[0.34995333 0.03134105],[0.75002221 0.06259053],[0.66388489 0.21613595]
[0.34995302 0.0300447 ],[0.75002235 0.06129417],[0.66388373 0.21483979]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66388256 0.21354362]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638814  0.21224746]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66388024 0.2109513 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387907 0.20965513]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387791 0.20835897]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387675 0.2070628 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387558 0.20576664]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387442 0.20447048]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387326 0.20317431]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387209 0.20187815]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66387093 0.20058199]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386977 0.19928582]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638686  0.19798966]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386744 0.1966935 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386628 0.19539733]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386511 0.19410117]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386395 0.192805  ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386278 0.19150884]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386162 0.19021268]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66386046 0.18891651]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385929 0.18762035]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385813 0.18632419]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385697 0.18502802]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638558  0.18373186]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385464 0.1824357 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385348 0.18113953]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385231 0.17984337]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66385115 0.1785472 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384999 0.17725104]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384882 0.17595488]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384766 0.17465871]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638465  0.17336255]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384533 0.17206639]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384417 0.17077022]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384301 0.16947406]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384184 0.1681779 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66384068 0.16688173]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383951 0.16558557]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383835 0.1642894 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383719 0.16299324]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383602 0.16169708]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383486 0.16040091]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638337  0.15910475]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383253 0.15780859]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383137 0.15651242]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66383021 0.15521626]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382904 0.1539201 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382788 0.15262393]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382672 0.15132777]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382555 0.15003161]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382439 0.14873544]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382323 0.14743928]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66382206 0.14614311]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638209  0.14484695]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381974 0.14355079]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381857 0.14225462]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381741 0.14095846]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381625 0.1396623 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381508 0.13836613]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381392 0.13706997]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381275 0.13577381]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381159 0.13447764]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66381043 0.13318148]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380926 0.13188531]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6638081  0.13058915]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380694 0.12929299]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380577 0.12799682]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380461 0.12670066]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380345 0.1254045 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380228 0.12410833]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66380112 0.12281217]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379996 0.12151601]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379879 0.12021984]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379763 0.11892368]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379647 0.11762751]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637953  0.11633135]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379414 0.11503519]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379298 0.11373902]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379181 0.11244286]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66379065 0.1111467 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378949 0.10985053]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378832 0.10855437]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378716 0.10725821]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378599 0.10596204]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378483 0.10466588]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378367 0.10336971]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637825  0.10207355]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378134 0.10077739]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66378018 0.09948122]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377901 0.09818506]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377785 0.0968889 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377669 0.09559273]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377552 0.09429657]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377436 0.09300041]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637732  0.09170424]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377203 0.09040808]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66377087 0.08911191]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376971 0.08781575]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376854 0.08651959]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376738 0.08522342]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376622 0.08392726]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376505 0.0826311 ]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376389 0.08133493]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376272 0.08003877]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66376156 0.07874261]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637604  0.07744644]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66375923 0.07615028]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.66375807 0.07485411]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
[0.34995284 0.02929562],[0.75002244 0.06054509],[0.6637575  0.07421744]
