1.0
 
[-3.22204685e-03 -1.99987882e+01],[ 1.47710353e-03 -1.99988375e+01],[-1.15358163e-02 -1.99970390e+01]
[0.3499966  0.20803198],[0.75000156 0.2392819 ],[0.66405033 0.39279944]
[0.34999645 0.20710018],[0.75000163 0.23835009],[0.66404979 0.39186771]
[0.3499963  0.20614833],[0.7500017  0.23739824],[0.66404925 0.39091595]
[0.34999614 0.20517645],[0.75000177 0.23642636],[0.66404869 0.38994415]
[0.34999598 0.20418452],[0.75000184 0.23543443],[0.66404812 0.38895231]
[0.34999582 0.20317256],[0.75000192 0.23442247],[0.66404754 0.38794044]
[0.34999565 0.20214056],[0.75000199 0.23339046],[0.66404695 0.38690853]
[0.34999548 0.20108852],[0.75000207 0.23233842],[0.66404634 0.38585658]
[0.34999531 0.20001644],[0.75000215 0.23126634],[0.66404573 0.38478459]
[0.34999514 0.19892433],[0.75000223 0.23017422],[0.6640451  0.38369257]
[0.34999496 0.19781217],[0.75000231 0.22906206],[0.66404446 0.38258051]
[0.34999478 0.19667997],[0.75000239 0.22792986],[0.66404381 0.38144841]
[0.34999459 0.19552774],[0.75000248 0.22677763],[0.66404315 0.38029628]
[0.3499944  0.19435547],[0.75000256 0.22560535],[0.66404248 0.37912411]
[0.34999421 0.19316316],[0.75000265 0.22441304],[0.66404179 0.3779319 ]
[0.34999402 0.1919508 ],[0.75000274 0.22320068],[0.6640411  0.37671966]
[0.34999382 0.19071841],[0.75000283 0.22196829],[0.66404039 0.37548737]
[0.34999362 0.18946599],[0.75000292 0.22071586],[0.66403967 0.37423505]
[0.34999341 0.18819352],[0.75000302 0.21944339],[0.66403894 0.3729627 ]
[0.34999321 0.18690195],[0.75000311 0.21815182],[0.6640382  0.37167124]
[0.349993   0.18560556],[0.75000321 0.21685542],[0.66403745 0.37037496]
[0.34999279 0.18430916],[0.7500033  0.21555902],[0.66403671 0.36907868]
[0.34999258 0.18301277],[0.7500034  0.21426263],[0.66403596 0.3677824 ]
[0.34999237 0.18171638],[0.75000349 0.21296623],[0.66403522 0.36648612]
[0.34999217 0.18041998],[0.75000359 0.21166983],[0.66403447 0.36518984]
[0.34999196 0.17912359],[0.75000368 0.21037344],[0.66403373 0.36389356]
[0.34999175 0.1778272 ],[0.75000378 0.20907704],[0.66403299 0.36259728]
[0.34999154 0.1765308 ],[0.75000388 0.20778064],[0.66403224 0.361301  ]
[0.34999133 0.17523441],[0.75000397 0.20648425],[0.6640315  0.36000472]
[0.34999113 0.17393802],[0.75000407 0.20518785],[0.66403075 0.35870844]
[0.34999092 0.17264162],[0.75000416 0.20389145],[0.66403001 0.35741215]
[0.34999071 0.17134523],[0.75000426 0.20259506],[0.66402926 0.35611587]
[0.3499905  0.17004884],[0.75000435 0.20129866],[0.66402852 0.35481959]
[0.34999029 0.16875244],[0.75000445 0.20000226],[0.66402778 0.35352331]
[0.34999009 0.16745605],[0.75000454 0.19870587],[0.66402703 0.35222703]
[0.34998988 0.16615966],[0.75000464 0.19740947],[0.66402629 0.35093075]
[0.34998967 0.16486326],[0.75000473 0.19611307],[0.66402554 0.34963447]
[0.34998946 0.16356687],[0.75000483 0.19481668],[0.6640248  0.34833819]
[0.34998925 0.16227048],[0.75000492 0.19352028],[0.66402405 0.34704191]
[0.34998905 0.16097408],[0.75000502 0.19222388],[0.66402331 0.34574563]
[0.34998884 0.15967769],[0.75000511 0.19092749],[0.66402257 0.34444935]
[0.34998863 0.1583813 ],[0.75000521 0.18963109],[0.66402182 0.34315307]
[0.34998842 0.1570849 ],[0.75000531 0.18833469],[0.66402108 0.34185679]
[0.34998821 0.15578851],[0.7500054 0.1870383],[0.66402033 0.34056051]
[0.34998801 0.15449212],[0.7500055 0.1857419],[0.66401959 0.33926422]
[0.3499878  0.15319572],[0.75000559 0.1844455 ],[0.66401884 0.33796794]
[0.34998759 0.15189933],[0.75000569 0.18314911],[0.6640181  0.33667166]
[0.34998738 0.15060293],[0.75000578 0.18185271],[0.66401736 0.33537538]
[0.34998717 0.14930654],[0.75000588 0.18055631],[0.66401661 0.3340791 ]
[0.34998697 0.14801015],[0.75000597 0.17925992],[0.66401587 0.33278282]
[0.34998676 0.14671375],[0.75000607 0.17796352],[0.66401512 0.33148654]
[0.34998655 0.14541736],[0.75000616 0.17666712],[0.66401438 0.33019026]
[0.34998634 0.14412097],[0.75000626 0.17537073],[0.66401363 0.32889398]
[0.34998613 0.14282457],[0.75000635 0.17407433],[0.66401289 0.3275977 ]
[0.34998592 0.14152818],[0.75000645 0.17277793],[0.66401215 0.32630142]
[0.34998572 0.14023179],[0.75000654 0.17148154],[0.6640114  0.32500514]
[0.34998551 0.13893539],[0.75000664 0.17018514],[0.66401066 0.32370886]
[0.3499853 0.137639 ],[0.75000674 0.16888874],[0.66400991 0.32241257]
[0.34998509 0.13634261],[0.75000683 0.16759235],[0.66400917 0.32111629]
[0.34998488 0.13504621],[0.75000693 0.16629595],[0.66400842 0.31982001]
[0.34998468 0.13374982],[0.75000702 0.16499955],[0.66400768 0.31852373]
[0.34998447 0.13245343],[0.75000712 0.16370316],[0.66400694 0.31722745]
[0.34998426 0.13115703],[0.75000721 0.16240676],[0.66400619 0.31593117]
[0.34998405 0.12986064],[0.75000731 0.16111036],[0.66400545 0.31463489]
[0.34998384 0.12856425],[0.7500074  0.15981397],[0.6640047  0.31333861]
[0.34998364 0.12726785],[0.7500075  0.15851757],[0.66400396 0.31204233]
[0.34998343 0.12597146],[0.75000759 0.15722117],[0.66400321 0.31074605]
[0.34998322 0.12467507],[0.75000769 0.15592478],[0.66400247 0.30944977]
[0.34998301 0.12337867],[0.75000778 0.15462838],[0.66400173 0.30815349]
[0.3499828  0.12208228],[0.75000788 0.15333198],[0.66400098 0.30685721]
[0.3499826  0.12078589],[0.75000797 0.15203559],[0.66400024 0.30556093]
[0.34998239 0.11948949],[0.75000807 0.15073919],[0.66399949 0.30426464]
[0.34998218 0.1181931 ],[0.75000817 0.14944279],[0.66399875 0.30296836]
[0.34998197 0.1168967 ],[0.75000826 0.1481464 ],[0.663998   0.30167208]
[0.34998176 0.11560031],[0.75000836 0.14685   ],[0.66399726 0.3003758 ]
[0.34998156 0.11430392],[0.75000845 0.1455536 ],[0.66399652 0.29907952]
[0.34998135 0.11300752],[0.75000855 0.14425721],[0.66399577 0.29778324]
[0.34998114 0.11171113],[0.75000864 0.14296081],[0.66399503 0.29648696]
[0.34998093 0.11041474],[0.75000874 0.14166441],[0.66399428 0.29519068]
[0.34998072 0.10911834],[0.75000883 0.14036802],[0.66399354 0.2938944 ]
[0.34998052 0.10782195],[0.75000893 0.13907162],[0.66399279 0.29259812]
[0.34998031 0.10652556],[0.75000902 0.13777522],[0.66399205 0.29130184]
[0.3499801  0.10522916],[0.75000912 0.13647883],[0.66399131 0.29000556]
[0.34997989 0.10393277],[0.75000921 0.13518243],[0.66399056 0.28870928]
[0.34997968 0.10263638],[0.75000931 0.13388603],[0.66398982 0.287413  ]
[0.34997948 0.10133998],[0.7500094  0.13258964],[0.66398907 0.28611671]
[0.34997927 0.10004359],[0.7500095  0.13129324],[0.66398833 0.28482043]
[0.34997906 0.0987472 ],[0.7500096  0.12999684],[0.66398758 0.28352415]
[0.34997885 0.0974508 ],[0.75000969 0.12870045],[0.66398684 0.28222787]
[0.34997864 0.09615441],[0.75000979 0.12740405],[0.6639861  0.28093159]
[0.34997843 0.09485802],[0.75000988 0.12610765],[0.66398535 0.27963531]
[0.34997823 0.09356162],[0.75000998 0.12481126],[0.66398461 0.27833903]
[0.34997802 0.09226523],[0.75001007 0.12351486],[0.66398386 0.27704275]
[0.34997781 0.09096884],[0.75001017 0.12221846],[0.66398312 0.27574647]
[0.3499776  0.08967244],[0.75001026 0.12092207],[0.66398237 0.27445019]
[0.34997739 0.08837605],[0.75001036 0.11962567],[0.66398163 0.27315391]
[0.34997719 0.08707966],[0.75001045 0.11832927],[0.66398089 0.27185763]
[0.34997698 0.08578326],[0.75001055 0.11703288],[0.66398014 0.27056135]
[0.34997677 0.08448687],[0.75001064 0.11573648],[0.6639794  0.26926506]
[0.34997656 0.08319047],[0.75001074 0.11444008],[0.66397865 0.26796878]
[0.34997635 0.08189408],[0.75001083 0.11314369],[0.66397791 0.2666725 ]
[0.34997615 0.08059769],[0.75001093 0.11184729],[0.66397716 0.26537622]
[0.34997594 0.07930129],[0.75001103 0.11055089],[0.66397642 0.26407994]
[0.34997573 0.0780049 ],[0.75001112 0.1092545 ],[0.66397568 0.26278366]
[0.34997552 0.07670851],[0.75001122 0.1079581 ],[0.66397493 0.26148738]
[0.34997531 0.07541211],[0.75001131 0.1066617 ],[0.66397419 0.2601911 ]
[0.34997511 0.07411572],[0.75001141 0.10536531],[0.66397344 0.25889482]
[0.3499749  0.07281933],[0.7500115  0.10406891],[0.6639727  0.25759854]
[0.34997469 0.07152293],[0.7500116  0.10277251],[0.66397195 0.25630226]
[0.34997448 0.07022654],[0.75001169 0.10147612],[0.66397121 0.25500598]
[0.34997427 0.06893015],[0.75001179 0.10017972],[0.66397047 0.2537097 ]
[0.34997407 0.06763375],[0.75001188 0.09888332],[0.66396972 0.25241342]
[0.34997386 0.06633736],[0.75001198 0.09758693],[0.66396898 0.25111713]
[0.34997365 0.06504097],[0.75001207 0.09629053],[0.66396823 0.24982085]
[0.34997344 0.06374457],[0.75001217 0.09499413],[0.66396749 0.24852457]
[0.34997323 0.06244818],[0.75001226 0.09369774],[0.66396674 0.24722829]
[0.34997303 0.06115179],[0.75001236 0.09240134],[0.663966   0.24593201]
[0.34997282 0.05985539],[0.75001246 0.09110494],[0.66396526 0.24463573]
[0.34997261 0.058559  ],[0.75001255 0.08980855],[0.66396451 0.24333945]
[0.3499724  0.05726261],[0.75001265 0.08851215],[0.66396377 0.24204317]
[0.34997219 0.05596621],[0.75001274 0.08721575],[0.66396302 0.24074689]
[0.34997199 0.05466982],[0.75001284 0.08591936],[0.66396228 0.23945061]
[0.34997178 0.05337343],[0.75001293 0.08462296],[0.66396153 0.23815433]
[0.34997157 0.05207703],[0.75001303 0.08332656],[0.66396079 0.23685805]
[0.34997136 0.05078064],[0.75001312 0.08203017],[0.66396004 0.23556177]
[0.34997115 0.04948424],[0.75001322 0.08073377],[0.6639593  0.23426549]
[0.34997095 0.04818785],[0.75001331 0.07943737],[0.66395856 0.2329692 ]
[0.34997074 0.04689146],[0.75001341 0.07814098],[0.66395781 0.23167292]
[0.34997053 0.04559506],[0.7500135  0.07684458],[0.66395707 0.23037664]
[0.34997032 0.04429867],[0.7500136  0.07554818],[0.66395632 0.22908036]
[0.34997011 0.04300228],[0.75001369 0.07425179],[0.66395558 0.22778408]
[0.3499699  0.04170588],[0.75001379 0.07295539],[0.66395483 0.2264878 ]
[0.3499697  0.04040949],[0.75001389 0.071659  ],[0.66395409 0.22519152]
[0.34996949 0.0391131 ],[0.75001398 0.0703626 ],[0.66395335 0.22389524]
[0.34996928 0.0378167 ],[0.75001408 0.0690662 ],[0.6639526  0.22259896]
[0.34996907 0.03652031],[0.75001417 0.06776981],[0.66395186 0.22130268]
[0.34996886 0.03522392],[0.75001427 0.06647341],[0.66395111 0.2200064 ]
[0.34996866 0.03392752],[0.75001436 0.06517701],[0.66395037 0.21871012]
[0.34996845 0.03263113],[0.75001446 0.06388062],[0.66394962 0.21741384]
[0.34996824 0.03133474],[0.75001455 0.06258422],[0.66394888 0.21611755]
[0.34996803 0.03003834],[0.75001465 0.06128782],[0.66394814 0.21482127]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394739 0.21352499]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394665 0.21222871]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639459  0.21093243]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394516 0.20963615]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394441 0.20833987]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394367 0.20704359]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394293 0.20574731]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394218 0.20445103]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394144 0.20315475]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66394069 0.20185847]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393995 0.20056219]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639392  0.19926591]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393846 0.19796962]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393772 0.19667334]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393697 0.19537706]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393623 0.19408078]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393548 0.1927845 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393474 0.19148822]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393399 0.19019194]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393325 0.18889566]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393251 0.18759938]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393176 0.1863031 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393102 0.18500682]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66393027 0.18371054]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392953 0.18241426]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392878 0.18111798]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392804 0.17982169]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639273  0.17852541]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392655 0.17722913]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392581 0.17593285]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392506 0.17463657]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392432 0.17334029]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392357 0.17204401]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392283 0.17074773]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392209 0.16945145]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66392134 0.16815517]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639206  0.16685889]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391985 0.16556261]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391911 0.16426633]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391836 0.16297004]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391762 0.16167376]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391688 0.16037748]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391613 0.1590812 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391539 0.15778492]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391464 0.15648864]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639139  0.15519236]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391315 0.15389608]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391241 0.1525998 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391167 0.15130352]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391092 0.15000724]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66391018 0.14871096]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390943 0.14741468]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390869 0.1461184 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390794 0.14482211]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639072  0.14352583]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390646 0.14222955]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390571 0.14093327]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390497 0.13963699]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390422 0.13834071]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390348 0.13704443]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390273 0.13574815]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390199 0.13445187]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66390125 0.13315559]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6639005  0.13185931]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389976 0.13056303]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389901 0.12926675]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389827 0.12797047]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389752 0.12667418]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389678 0.1253779 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389604 0.12408162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389529 0.12278534]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389455 0.12148906]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638938  0.12019278]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389306 0.1188965 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389231 0.11760022]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389157 0.11630394]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389083 0.11500766]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66389008 0.11371138]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388934 0.1124151 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388859 0.11111882]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388785 0.10982253]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638871  0.10852625]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388636 0.10722997]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388561 0.10593369]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388487 0.10463741]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388413 0.10334113]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388338 0.10204485]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388264 0.10074857]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388189 0.09945229]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66388115 0.09815601]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638804  0.09685973]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387966 0.09556345]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387892 0.09426717]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387817 0.09297089]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387743 0.0916746 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387668 0.09037832]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387594 0.08908204]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387519 0.08778576]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387445 0.08648948]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387371 0.0851932 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387296 0.08389692]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387222 0.08260064]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387147 0.08130436]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66387073 0.08000808]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66386998 0.0787118 ]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66386924 0.07741552]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638685  0.07611924]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.66386775 0.07482296]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
[0.34996791 0.029296  ],[0.7500147  0.06054547],[0.6638674 0.0742162]
