1.0
 
[-5.48278864e-03 -1.99975379e+01],[ 2.63719435e-03 -1.99975876e+01],[ -0.02123488 -19.99395784]
[0.3499942  0.20803331],[0.75000279 0.23928323],[0.66404005 0.3928027 ]
[0.34999395 0.20710156],[0.75000291 0.23835148],[0.66403906 0.39187112]
[0.34999369 0.20614977],[0.75000304 0.23739969],[0.66403805 0.39091951]
[0.34999342 0.20517795],[0.75000316 0.23642786],[0.66403702 0.38994786]
[0.34999315 0.20418609],[0.7500033 0.235436 ],[0.66403597 0.38895617]
[0.34999287 0.20317419],[0.75000343 0.2344241 ],[0.6640349  0.38794445]
[0.34999259 0.20214225],[0.75000356 0.23339216],[0.66403381 0.3869127 ]
[0.3499923  0.20109028],[0.7500037  0.23234018],[0.66403269 0.38586091]
[0.34999201 0.20001827],[0.75000384 0.23126817],[0.66403156 0.38478909]
[0.34999171 0.19892622],[0.75000399 0.23017611],[0.6640304  0.38369724]
[0.34999141 0.19781413],[0.75000413 0.22906403],[0.66402922 0.38258535]
[0.3499911  0.19668201],[0.75000428 0.2279319 ],[0.66402802 0.38145343]
[0.34999078 0.19552985],[0.75000443 0.22677973],[0.6640268  0.38030147]
[0.34999046 0.19435765],[0.75000459 0.22560753],[0.66402556 0.37912948]
[0.34999013 0.19316541],[0.75000474 0.22441529],[0.6640243  0.37793746]
[0.3499898  0.19195314],[0.7500049  0.22320301],[0.66402301 0.3767254 ]
[0.34998947 0.19072082],[0.75000507 0.2219707 ],[0.66402171 0.37549331]
[0.34998912 0.18946847],[0.75000523 0.22071834],[0.66402038 0.37424118]
[0.34998877 0.18819609],[0.7500054  0.21944595],[0.66401903 0.37296902]
[0.34998842 0.18690459],[0.75000557 0.21815446],[0.66401767 0.37167776]
[0.34998807 0.18560825],[0.75000574 0.21685812],[0.66401629 0.37038165]
[0.34998771 0.18431192],[0.75000591 0.21556178],[0.66401492 0.36908555]
[0.34998736 0.18301558],[0.75000608 0.21426544],[0.66401355 0.36778944]
[0.349987   0.18171924],[0.75000625 0.2129691 ],[0.66401217 0.36649334]
[0.34998665 0.18042291],[0.75000642 0.21167276],[0.6640108  0.36519723]
[0.34998629 0.17912657],[0.75000659 0.21037642],[0.66400943 0.36390113]
[0.34998594 0.17783024],[0.75000676 0.20908008],[0.66400806 0.36260502]
[0.34998558 0.1765339 ],[0.75000693 0.20778374],[0.66400668 0.36130892]
[0.34998523 0.17523756],[0.7500071 0.2064874],[0.66400531 0.36001281]
[0.34998488 0.17394123],[0.75000727 0.20519106],[0.66400394 0.35871671]
[0.34998452 0.17264489],[0.75000744 0.20389472],[0.66400256 0.3574206 ]
[0.34998417 0.17134855],[0.75000761 0.20259838],[0.66400119 0.3561245 ]
[0.34998381 0.17005222],[0.75000779 0.20130204],[0.66399982 0.35482839]
[0.34998346 0.16875588],[0.75000796 0.2000057 ],[0.66399844 0.35353229]
[0.3499831  0.16745954],[0.75000813 0.19870936],[0.66399707 0.35223618]
[0.34998275 0.16616321],[0.7500083  0.19741302],[0.6639957  0.35094008]
[0.34998239 0.16486687],[0.75000847 0.19611668],[0.66399432 0.34964397]
[0.34998204 0.16357053],[0.75000864 0.19482034],[0.66399295 0.34834787]
[0.34998168 0.1622742 ],[0.75000881 0.193524  ],[0.66399158 0.34705176]
[0.34998133 0.16097786],[0.75000898 0.19222766],[0.66399021 0.34575566]
[0.34998097 0.15968152],[0.75000915 0.19093132],[0.66398883 0.34445955]
[0.34998062 0.15838519],[0.75000932 0.18963498],[0.66398746 0.34316345]
[0.34998027 0.15708885],[0.75000949 0.18833864],[0.66398609 0.34186734]
[0.34997991 0.15579251],[0.75000966 0.1870423 ],[0.66398471 0.34057124]
[0.34997956 0.15449618],[0.75000983 0.18574596],[0.66398334 0.33927513]
[0.3499792  0.15319984],[0.75001    0.18444962],[0.66398197 0.33797903]
[0.34997885 0.15190351],[0.75001017 0.18315328],[0.66398059 0.33668292]
[0.34997849 0.15060717],[0.75001034 0.18185694],[0.66397922 0.33538681]
[0.34997814 0.14931083],[0.75001051 0.1805606 ],[0.66397785 0.33409071]
[0.34997778 0.1480145 ],[0.75001068 0.17926426],[0.66397647 0.3327946 ]
[0.34997743 0.14671816],[0.75001086 0.17796792],[0.6639751 0.3314985]
[0.34997707 0.14542182],[0.75001103 0.17667158],[0.66397373 0.33020239]
[0.34997672 0.14412549],[0.7500112  0.17537525],[0.66397236 0.32890629]
[0.34997636 0.14282915],[0.75001137 0.17407891],[0.66397098 0.32761018]
[0.34997601 0.14153281],[0.75001154 0.17278257],[0.66396961 0.32631408]
[0.34997566 0.14023648],[0.75001171 0.17148623],[0.66396824 0.32501797]
[0.3499753  0.13894014],[0.75001188 0.17018989],[0.66396686 0.32372187]
[0.34997495 0.1376438 ],[0.75001205 0.16889355],[0.66396549 0.32242576]
[0.34997459 0.13634747],[0.75001222 0.16759721],[0.66396412 0.32112966]
[0.34997424 0.13505113],[0.75001239 0.16630087],[0.66396274 0.31983355]
[0.34997388 0.13375479],[0.75001256 0.16500453],[0.66396137 0.31853745]
[0.34997353 0.13245846],[0.75001273 0.16370819],[0.66396    0.31724134]
[0.34997317 0.13116212],[0.7500129  0.16241185],[0.66395863 0.31594524]
[0.34997282 0.12986579],[0.75001307 0.16111551],[0.66395725 0.31464913]
[0.34997246 0.12856945],[0.75001324 0.15981917],[0.66395588 0.31335303]
[0.34997211 0.12727311],[0.75001341 0.15852283],[0.66395451 0.31205692]
[0.34997175 0.12597678],[0.75001358 0.15722649],[0.66395313 0.31076082]
[0.3499714  0.12468044],[0.75001375 0.15593015],[0.66395176 0.30946471]
[0.34997105 0.1233841 ],[0.75001392 0.15463381],[0.66395039 0.30816861]
[0.34997069 0.12208777],[0.7500141  0.15333747],[0.66394901 0.3068725 ]
[0.34997034 0.12079143],[0.75001427 0.15204113],[0.66394764 0.3055764 ]
[0.34996998 0.11949509],[0.75001444 0.15074479],[0.66394627 0.30428029]
[0.34996963 0.11819876],[0.75001461 0.14944845],[0.66394489 0.30298419]
[0.34996927 0.11690242],[0.75001478 0.14815211],[0.66394352 0.30168808]
[0.34996892 0.11560608],[0.75001495 0.14685577],[0.66394215 0.30039198]
[0.34996856 0.11430975],[0.75001512 0.14555943],[0.66394078 0.29909587]
[0.34996821 0.11301341],[0.75001529 0.14426309],[0.6639394  0.29779977]
[0.34996785 0.11171707],[0.75001546 0.14296675],[0.66393803 0.29650366]
[0.3499675  0.11042074],[0.75001563 0.14167041],[0.66393666 0.29520756]
[0.34996714 0.1091244 ],[0.7500158  0.14037407],[0.66393528 0.29391145]
[0.34996679 0.10782806],[0.75001597 0.13907773],[0.66393391 0.29261535]
[0.34996644 0.10653173],[0.75001614 0.13778139],[0.66393254 0.29131924]
[0.34996608 0.10523539],[0.75001631 0.13648505],[0.66393116 0.29002314]
[0.34996573 0.10393906],[0.75001648 0.13518871],[0.66392979 0.28872703]
[0.34996537 0.10264272],[0.75001665 0.13389237],[0.66392842 0.28743093]
[0.34996502 0.10134638],[0.75001682 0.13259603],[0.66392704 0.28613482]
[0.34996466 0.10005005],[0.75001699 0.13129969],[0.66392567 0.28483872]
[0.34996431 0.09875371],[0.75001717 0.13000335],[0.6639243  0.28354261]
[0.34996395 0.09745737],[0.75001734 0.12870702],[0.66392293 0.28224651]
[0.3499636  0.09616104],[0.75001751 0.12741068],[0.66392155 0.2809504 ]
[0.34996324 0.0948647 ],[0.75001768 0.12611434],[0.66392018 0.2796543 ]
[0.34996289 0.09356836],[0.75001785 0.124818  ],[0.66391881 0.27835819]
[0.34996253 0.09227203],[0.75001802 0.12352166],[0.66391743 0.27706209]
[0.34996218 0.09097569],[0.75001819 0.12222532],[0.66391606 0.27576598]
[0.34996183 0.08967935],[0.75001836 0.12092898],[0.66391469 0.27446988]
[0.34996147 0.08838302],[0.75001853 0.11963264],[0.66391331 0.27317377]
[0.34996112 0.08708668],[0.7500187 0.1183363],[0.66391194 0.27187767]
[0.34996076 0.08579034],[0.75001887 0.11703996],[0.66391057 0.27058156]
[0.34996041 0.08449401],[0.75001904 0.11574362],[0.6639092  0.26928546]
[0.34996005 0.08319767],[0.75001921 0.11444728],[0.66390782 0.26798935]
[0.3499597  0.08190133],[0.75001938 0.11315094],[0.66390645 0.26669325]
[0.34995934 0.080605  ],[0.75001955 0.1118546 ],[0.66390508 0.26539714]
[0.34995899 0.07930866],[0.75001972 0.11055826],[0.6639037  0.26410104]
[0.34995863 0.07801233],[0.75001989 0.10926192],[0.66390233 0.26280493]
[0.34995828 0.07671599],[0.75002006 0.10796558],[0.66390096 0.26150883]
[0.34995793 0.07541965],[0.75002023 0.10666924],[0.66389958 0.26021272]
[0.34995757 0.07412332],[0.75002041 0.1053729 ],[0.66389821 0.25891662]
[0.34995722 0.07282698],[0.75002058 0.10407656],[0.66389684 0.25762051]
[0.34995686 0.07153064],[0.75002075 0.10278022],[0.66389546 0.2563244 ]
[0.34995651 0.07023431],[0.75002092 0.10148388],[0.66389409 0.2550283 ]
[0.34995615 0.06893797],[0.75002109 0.10018754],[0.66389272 0.25373219]
[0.3499558  0.06764163],[0.75002126 0.0988912 ],[0.66389135 0.25243609]
[0.34995544 0.0663453 ],[0.75002143 0.09759486],[0.66388997 0.25113998]
[0.34995509 0.06504896],[0.7500216  0.09629852],[0.6638886  0.24984388]
[0.34995473 0.06375262],[0.75002177 0.09500218],[0.66388723 0.24854777]
[0.34995438 0.06245629],[0.75002194 0.09370584],[0.66388585 0.24725167]
[0.34995402 0.06115995],[0.75002211 0.0924095 ],[0.66388448 0.24595556]
[0.34995367 0.05986361],[0.75002228 0.09111316],[0.66388311 0.24465946]
[0.34995332 0.05856728],[0.75002245 0.08981682],[0.66388173 0.24336335]
[0.34995296 0.05727094],[0.75002262 0.08852048],[0.66388036 0.24206725]
[0.34995261 0.0559746 ],[0.75002279 0.08722414],[0.66387899 0.24077114]
[0.34995225 0.05467827],[0.75002296 0.0859278 ],[0.66387762 0.23947504]
[0.3499519  0.05338193],[0.75002313 0.08463146],[0.66387624 0.23817893]
[0.34995154 0.0520856 ],[0.7500233  0.08333513],[0.66387487 0.23688283]
[0.34995119 0.05078926],[0.75002347 0.08203879],[0.6638735  0.23558672]
[0.34995083 0.04949292],[0.75002365 0.08074245],[0.66387212 0.23429062]
[0.34995048 0.04819659],[0.75002382 0.07944611],[0.66387075 0.23299451]
[0.34995012 0.04690025],[0.75002399 0.07814977],[0.66386938 0.23169841]
[0.34994977 0.04560391],[0.75002416 0.07685343],[0.663868  0.2304023]
[0.34994941 0.04430758],[0.75002433 0.07555709],[0.66386663 0.2291062 ]
[0.34994906 0.04301124],[0.7500245  0.07426075],[0.66386526 0.22781009]
[0.34994871 0.0417149 ],[0.75002467 0.07296441],[0.66386388 0.22651399]
[0.34994835 0.04041857],[0.75002484 0.07166807],[0.66386251 0.22521788]
[0.349948   0.03912223],[0.75002501 0.07037173],[0.66386114 0.22392178]
[0.34994764 0.03782589],[0.75002518 0.06907539],[0.66385977 0.22262567]
[0.34994729 0.03652956],[0.75002535 0.06777905],[0.66385839 0.22132957]
[0.34994693 0.03523322],[0.75002552 0.06648271],[0.66385702 0.22003346]
[0.34994658 0.03393688],[0.75002569 0.06518637],[0.66385565 0.21873736]
[0.34994622 0.03264055],[0.75002586 0.06389003],[0.66385427 0.21744125]
[0.34994587 0.03134421],[0.75002603 0.06259369],[0.6638529  0.21614515]
[0.34994551 0.03004788],[0.7500262  0.06129735],[0.66385153 0.21484904]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66385015 0.21355294]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384878 0.21225683]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384741 0.21096073]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384603 0.20966462]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384466 0.20836852]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384329 0.20707241]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384192 0.20577631]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66384054 0.2044802 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66383917 0.2031841 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6638378  0.20188799]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66383642 0.20059189]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66383505 0.19929578]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66383368 0.19799968]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6638323  0.19670357]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66383093 0.19540747]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382956 0.19411136]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382819 0.19281526]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382681 0.19151915]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382544 0.19022305]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382407 0.18892694]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382269 0.18763084]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66382132 0.18633473]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381995 0.18503863]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381857 0.18374252]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6638172  0.18244642]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381583 0.18115031]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381445 0.17985421]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381308 0.1785581 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381171 0.177262  ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66381034 0.17596589]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380896 0.17466978]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380759 0.17337368]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380622 0.17207757]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380484 0.17078147]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380347 0.16948536]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6638021  0.16818926]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66380072 0.16689315]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379935 0.16559705]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379798 0.16430094]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637966  0.16300484]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379523 0.16170873]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379386 0.16041263]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379249 0.15911652]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66379111 0.15782042]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378974 0.15652431]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378837 0.15522821]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378699 0.1539321 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378562 0.152636  ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378425 0.15133989]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378287 0.15004379]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637815  0.14874768]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66378013 0.14745158]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377876 0.14615547]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377738 0.14485937]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377601 0.14356326]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377464 0.14226716]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377326 0.14097105]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377189 0.13967495]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66377052 0.13837884]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376914 0.13708274]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376777 0.13578663]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637664  0.13449053]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376502 0.13319442]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376365 0.13189832]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376228 0.13060221]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66376091 0.12930611]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375953 0.12801   ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375816 0.1267139 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375679 0.12541779]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375541 0.12412169]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375404 0.12282558]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375267 0.12152948]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66375129 0.12023337]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374992 0.11893727]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374855 0.11764116]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374717 0.11634506]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637458  0.11504895]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374443 0.11375285]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374306 0.11245674]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374168 0.11116064]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66374031 0.10986453]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373894 0.10856843]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373756 0.10727232]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373619 0.10597622]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373482 0.10468011]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373344 0.10338401]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66373207 0.1020879 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637307 0.1007918]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372933 0.09949569]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372795 0.09819959]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372658 0.09690348]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372521 0.09560738]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372383 0.09431127]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372246 0.09301516]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66372109 0.09171906]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371971 0.09042295]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371834 0.08912685]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371697 0.08783074]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371559 0.08653464]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371422 0.08523853]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371285 0.08394243]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66371148 0.08264632]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.6637101  0.08135022]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370873 0.08005411]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370736 0.07875801]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370598 0.0774619 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370461 0.0761658 ]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370324 0.07486969]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
[0.34994531 0.02929577],[0.7500263  0.06054524],[0.66370255 0.07421785]
