1.0
 
[-6.23628679e-03 -1.99971211e+01],[ 3.02395808e-03 -1.99971709e+01],[ -0.02446732 -19.99293092]
[0.3499934  0.20803375],[0.7500032  0.23928367],[0.66403662 0.39280379]
[0.34999311 0.20710202],[0.75000334 0.23835194],[0.66403548 0.39187226]
[0.34999282 0.20615026],[0.75000348 0.23740017],[0.66403432 0.39092069]
[0.34999251 0.20517845],[0.75000363 0.23642836],[0.66403313 0.38994909]
[0.3499922  0.20418661],[0.75000378 0.23543652],[0.66403192 0.38895746]
[0.34999189 0.20317473],[0.75000393 0.23442464],[0.66403069 0.38794579]
[0.34999157 0.20214282],[0.75000409 0.23339272],[0.66402943 0.38691409]
[0.34999124 0.20109087],[0.75000425 0.23234077],[0.66402814 0.38586236]
[0.34999091 0.20001888],[0.75000441 0.23126878],[0.66402683 0.38479059]
[0.34999057 0.19892685],[0.75000457 0.23017675],[0.6640255 0.3836988]
[0.34999022 0.19781479],[0.75000474 0.22906468],[0.66402414 0.38258697]
[0.34998987 0.19668269],[0.75000491 0.22793258],[0.66402276 0.3814551 ]
[0.34998951 0.19553055],[0.75000509 0.22678044],[0.66402135 0.3803032 ]
[0.34998915 0.19435837],[0.75000526 0.22560826],[0.66401992 0.37913127]
[0.34998877 0.19316616],[0.75000544 0.22441604],[0.66401847 0.37793931]
[0.3499884  0.19195391],[0.75000563 0.22320379],[0.66401699 0.37672731]
[0.34998801 0.19072163],[0.75000581 0.2219715 ],[0.66401548 0.37549529]
[0.34998762 0.1894693 ],[0.750006   0.22071917],[0.66401395 0.37424322]
[0.34998723 0.18819694],[0.75000619 0.21944681],[0.6640124  0.37297113]
[0.34998683 0.18690547],[0.75000639 0.21815534],[0.66401082 0.37167993]
[0.34998642 0.18560915],[0.75000658 0.21685901],[0.66400924 0.37038388]
[0.34998602 0.18431284],[0.75000678 0.21556269],[0.66400766 0.36908784]
[0.34998562 0.18301652],[0.75000697 0.21426637],[0.66400608 0.36779179]
[0.34998521 0.1817202 ],[0.75000717 0.21297005],[0.66400449 0.36649574]
[0.34998481 0.18042388],[0.75000737 0.21167373],[0.66400291 0.3651997 ]
[0.34998441 0.17912757],[0.75000756 0.21037741],[0.66400133 0.36390365]
[0.349984   0.17783125],[0.75000776 0.20908109],[0.66399975 0.3626076 ]
[0.3499836  0.17653493],[0.75000795 0.20778477],[0.66399816 0.36131156]
[0.3499832  0.17523861],[0.75000815 0.20648845],[0.66399658 0.36001551]
[0.34998279 0.1739423 ],[0.75000834 0.20519213],[0.663995   0.35871946]
[0.34998239 0.17264598],[0.75000854 0.20389581],[0.66399342 0.35742342]
[0.34998198 0.17134966],[0.75000873 0.20259949],[0.66399183 0.35612737]
[0.34998158 0.17005334],[0.75000893 0.20130317],[0.66399025 0.35483132]
[0.34998118 0.16875703],[0.75000913 0.20000684],[0.66398867 0.35353528]
[0.34998077 0.16746071],[0.75000932 0.19871052],[0.66398709 0.35223923]
[0.34998037 0.16616439],[0.75000952 0.1974142 ],[0.6639855  0.35094318]
[0.34997997 0.16486807],[0.75000971 0.19611788],[0.66398392 0.34964714]
[0.34997956 0.16357176],[0.75000991 0.19482156],[0.66398234 0.34835109]
[0.34997916 0.16227544],[0.7500101  0.19352524],[0.66398075 0.34705504]
[0.34997876 0.16097912],[0.7500103  0.19222892],[0.66397917 0.345759  ]
[0.34997835 0.1596828 ],[0.75001049 0.1909326 ],[0.66397759 0.34446295]
[0.34997795 0.15838649],[0.75001069 0.18963628],[0.66397601 0.3431669 ]
[0.34997755 0.15709017],[0.75001089 0.18833996],[0.66397442 0.34187086]
[0.34997714 0.15579385],[0.75001108 0.18704364],[0.66397284 0.34057481]
[0.34997674 0.15449753],[0.75001128 0.18574732],[0.66397126 0.33927877]
[0.34997634 0.15320122],[0.75001147 0.184451  ],[0.66396968 0.33798272]
[0.34997593 0.1519049 ],[0.75001167 0.18315468],[0.66396809 0.33668667]
[0.34997553 0.15060858],[0.75001186 0.18185835],[0.66396651 0.33539063]
[0.34997513 0.14931226],[0.75001206 0.18056203],[0.66396493 0.33409458]
[0.34997472 0.14801595],[0.75001226 0.17926571],[0.66396335 0.33279853]
[0.34997432 0.14671963],[0.75001245 0.17796939],[0.66396176 0.33150249]
[0.34997392 0.14542331],[0.75001265 0.17667307],[0.66396018 0.33020644]
[0.34997351 0.14412699],[0.75001284 0.17537675],[0.6639586  0.32891039]
[0.34997311 0.14283068],[0.75001304 0.17408043],[0.66395702 0.32761435]
[0.34997271 0.14153436],[0.75001323 0.17278411],[0.66395543 0.3263183 ]
[0.3499723  0.14023804],[0.75001343 0.17148779],[0.66395385 0.32502225]
[0.3499719  0.13894172],[0.75001362 0.17019147],[0.66395227 0.32372621]
[0.3499715  0.13764541],[0.75001382 0.16889515],[0.66395069 0.32243016]
[0.34997109 0.13634909],[0.75001402 0.16759883],[0.6639491  0.32113411]
[0.34997069 0.13505277],[0.75001421 0.16630251],[0.66394752 0.31983807]
[0.34997028 0.13375645],[0.75001441 0.16500619],[0.66394594 0.31854202]
[0.34996988 0.13246014],[0.7500146  0.16370986],[0.66394435 0.31724597]
[0.34996948 0.13116382],[0.7500148  0.16241354],[0.66394277 0.31594993]
[0.34996907 0.1298675 ],[0.75001499 0.16111722],[0.66394119 0.31465388]
[0.34996867 0.12857118],[0.75001519 0.1598209 ],[0.66393961 0.31335783]
[0.34996827 0.12727487],[0.75001539 0.15852458],[0.66393802 0.31206179]
[0.34996786 0.12597855],[0.75001558 0.15722826],[0.66393644 0.31076574]
[0.34996746 0.12468223],[0.75001578 0.15593194],[0.66393486 0.30946969]
[0.34996706 0.12338591],[0.75001597 0.15463562],[0.66393328 0.30817365]
[0.34996665 0.1220896 ],[0.75001617 0.1533393 ],[0.66393169 0.3068776 ]
[0.34996625 0.12079328],[0.75001636 0.15204298],[0.66393011 0.30558156]
[0.34996585 0.11949696],[0.75001656 0.15074666],[0.66392853 0.30428551]
[0.34996544 0.11820064],[0.75001675 0.14945034],[0.66392695 0.30298946]
[0.34996504 0.11690433],[0.75001695 0.14815402],[0.66392536 0.30169342]
[0.34996464 0.11560801],[0.75001715 0.14685769],[0.66392378 0.30039737]
[0.34996423 0.11431169],[0.75001734 0.14556137],[0.6639222  0.29910132]
[0.34996383 0.11301537],[0.75001754 0.14426505],[0.66392062 0.29780528]
[0.34996343 0.11171906],[0.75001773 0.14296873],[0.66391903 0.29650923]
[0.34996302 0.11042274],[0.75001793 0.14167241],[0.66391745 0.29521318]
[0.34996262 0.10912642],[0.75001812 0.14037609],[0.66391587 0.29391714]
[0.34996222 0.1078301 ],[0.75001832 0.13907977],[0.66391429 0.29262109]
[0.34996181 0.10653379],[0.75001851 0.13778345],[0.6639127  0.29132504]
[0.34996141 0.10523747],[0.75001871 0.13648713],[0.66391112 0.290029  ]
[0.34996101 0.10394115],[0.75001891 0.13519081],[0.66390954 0.28873295]
[0.3499606  0.10264483],[0.7500191  0.13389449],[0.66390796 0.2874369 ]
[0.3499602  0.10134852],[0.7500193  0.13259817],[0.66390637 0.28614086]
[0.34995979 0.1000522 ],[0.75001949 0.13130185],[0.66390479 0.28484481]
[0.34995939 0.09875588],[0.75001969 0.13000553],[0.66390321 0.28354876]
[0.34995899 0.09745956],[0.75001988 0.1287092 ],[0.66390162 0.28225272]
[0.34995858 0.09616325],[0.75002008 0.12741288],[0.66390004 0.28095667]
[0.34995818 0.09486693],[0.75002028 0.12611656],[0.66389846 0.27966062]
[0.34995778 0.09357061],[0.75002047 0.12482024],[0.66389688 0.27836458]
[0.34995737 0.09227429],[0.75002067 0.12352392],[0.66389529 0.27706853]
[0.34995697 0.09097798],[0.75002086 0.1222276 ],[0.66389371 0.27577249]
[0.34995657 0.08968166],[0.75002106 0.12093128],[0.66389213 0.27447644]
[0.34995616 0.08838534],[0.75002125 0.11963496],[0.66389055 0.27318039]
[0.34995576 0.08708902],[0.75002145 0.11833864],[0.66388896 0.27188435]
[0.34995536 0.08579271],[0.75002164 0.11704232],[0.66388738 0.2705883 ]
[0.34995495 0.08449639],[0.75002184 0.115746  ],[0.6638858  0.26929225]
[0.34995455 0.08320007],[0.75002204 0.11444968],[0.66388422 0.26799621]
[0.34995415 0.08190375],[0.75002223 0.11315336],[0.66388263 0.26670016]
[0.34995374 0.08060744],[0.75002243 0.11185704],[0.66388105 0.26540411]
[0.34995334 0.07931112],[0.75002262 0.11056071],[0.66387947 0.26410807]
[0.34995294 0.0780148 ],[0.75002282 0.10926439],[0.66387789 0.26281202]
[0.34995253 0.07671848],[0.75002301 0.10796807],[0.6638763  0.26151597]
[0.34995213 0.07542217],[0.75002321 0.10667175],[0.66387472 0.26021993]
[0.34995173 0.07412585],[0.75002341 0.10537543],[0.66387314 0.25892388]
[0.34995132 0.07282953],[0.7500236  0.10407911],[0.66387156 0.25762783]
[0.34995092 0.07153321],[0.7500238  0.10278279],[0.66386997 0.25633179]
[0.34995052 0.0702369 ],[0.75002399 0.10148647],[0.66386839 0.25503574]
[0.34995011 0.06894058],[0.75002419 0.10019015],[0.66386681 0.25373969]
[0.34994971 0.06764426],[0.75002438 0.09889383],[0.66386522 0.25244365]
[0.34994931 0.06634794],[0.75002458 0.09759751],[0.66386364 0.2511476 ]
[0.3499489  0.06505163],[0.75002477 0.09630119],[0.66386206 0.24985155]
[0.3499485  0.06375531],[0.75002497 0.09500487],[0.66386048 0.24855551]
[0.34994809 0.06245899],[0.75002517 0.09370854],[0.66385889 0.24725946]
[0.34994769 0.06116267],[0.75002536 0.09241222],[0.66385731 0.24596341]
[0.34994729 0.05986636],[0.75002556 0.0911159 ],[0.66385573 0.24466737]
[0.34994688 0.05857004],[0.75002575 0.08981958],[0.66385415 0.24337132]
[0.34994648 0.05727372],[0.75002595 0.08852326],[0.66385256 0.24207528]
[0.34994608 0.0559774 ],[0.75002614 0.08722694],[0.66385098 0.24077923]
[0.34994567 0.05468109],[0.75002634 0.08593062],[0.6638494  0.23948318]
[0.34994527 0.05338477],[0.75002654 0.0846343 ],[0.66384782 0.23818714]
[0.34994487 0.05208845],[0.75002673 0.08333798],[0.66384623 0.23689109]
[0.34994446 0.05079213],[0.75002693 0.08204166],[0.66384465 0.23559504]
[0.34994406 0.04949582],[0.75002712 0.08074534],[0.66384307 0.234299  ]
[0.34994366 0.0481995 ],[0.75002732 0.07944902],[0.66384149 0.23300295]
[0.34994325 0.04690318],[0.75002751 0.0781527 ],[0.6638399 0.2317069]
[0.34994285 0.04560686],[0.75002771 0.07685638],[0.66383832 0.23041086]
[0.34994245 0.04431055],[0.7500279  0.07556005],[0.66383674 0.22911481]
[0.34994204 0.04301423],[0.7500281  0.07426373],[0.66383516 0.22781876]
[0.34994164 0.04171791],[0.7500283  0.07296741],[0.66383357 0.22652272]
[0.34994124 0.04042159],[0.75002849 0.07167109],[0.66383199 0.22522667]
[0.34994083 0.03912528],[0.75002869 0.07037477],[0.66383041 0.22393062]
[0.34994043 0.03782896],[0.75002888 0.06907845],[0.66382882 0.22263458]
[0.34994003 0.03653264],[0.75002908 0.06778213],[0.66382724 0.22133853]
[0.34993962 0.03523632],[0.75002927 0.06648581],[0.66382566 0.22004248]
[0.34993922 0.03394001],[0.75002947 0.06518949],[0.66382408 0.21874644]
[0.34993882 0.03264369],[0.75002966 0.06389317],[0.66382249 0.21745039]
[0.34993841 0.03134737],[0.75002986 0.06259685],[0.66382091 0.21615434]
[0.34993801 0.03005105],[0.75003006 0.06130053],[0.66381933 0.2148583 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66381775 0.21356225]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66381616 0.21226621]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66381458 0.21097016]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.663813   0.20967411]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66381142 0.20837807]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380983 0.20708202]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380825 0.20578597]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380667 0.20448993]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380509 0.20319388]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6638035  0.20189783]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380192 0.20060179]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66380034 0.19930574]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379876 0.19800969]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379717 0.19671365]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379559 0.1954176 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379401 0.19412155]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379242 0.19282551]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66379084 0.19152946]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378926 0.19023341]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378768 0.18893737]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378609 0.18764132]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378451 0.18634527]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378293 0.18504923]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66378135 0.18375318]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377976 0.18245713]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377818 0.18116109]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6637766  0.17986504]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377502 0.178569  ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377343 0.17727295]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377185 0.1759769 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66377027 0.17468086]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66376869 0.17338481]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6637671  0.17208876]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66376552 0.17079272]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66376394 0.16949667]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66376236 0.16820062]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66376077 0.16690458]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375919 0.16560853]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375761 0.16431248]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375602 0.16301644]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375444 0.16172039]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375286 0.16042434]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66375128 0.1591283 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374969 0.15783225]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374811 0.1565362 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374653 0.15524016]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374495 0.15394411]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374336 0.15264806]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66374178 0.15135202]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6637402  0.15005597]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66373862 0.14875993]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66373703 0.14746388]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66373545 0.14616783]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66373387 0.14487179]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66373229 0.14357574]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6637307  0.14227969]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372912 0.14098365]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372754 0.1396876 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372596 0.13839155]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372437 0.13709551]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372279 0.13579946]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66372121 0.13450341]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371962 0.13320737]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371804 0.13191132]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371646 0.13061527]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371488 0.12931923]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371329 0.12802318]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371171 0.12672713]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66371013 0.12543109]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66370855 0.12413504]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66370696 0.12283899]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66370538 0.12154295]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6637038 0.1202469]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66370222 0.11895085]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66370063 0.11765481]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66369905 0.11635876]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66369747 0.11506272]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66369589 0.11376667]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6636943  0.11247062]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66369272 0.11117458]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66369114 0.10987853]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368956 0.10858248]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368797 0.10728644]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368639 0.10599039]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368481 0.10469434]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368322 0.1033983 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368164 0.10210225]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66368006 0.1008062 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367848 0.09951016]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367689 0.09821411]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367531 0.09691806]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367373 0.09562202]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367215 0.09432597]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66367056 0.09302992]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66366898 0.09173388]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6636674  0.09043783]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66366582 0.08914178]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66366423 0.08784574]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66366265 0.08654969]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66366107 0.08525365]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66365949 0.0839576 ]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.6636579  0.08266155]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66365632 0.08136551]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66365474 0.08006946]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66365316 0.07877341]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66365157 0.07747737]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364999 0.07618132]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364841 0.07488527]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
[0.34993777 0.02929592],[0.75003017 0.06054539],[0.66364759 0.07421743]
