1.0
 
[-3.85004811e-03 -1.99984409e+01],[ 1.79937483e-03 -1.99984903e+01],[-1.42302761e-02 -1.99961831e+01]
[0.34999593 0.20803235],[0.7500019  0.23928227],[0.66404747 0.39280034]
[0.34999575 0.20710056],[0.75000198 0.23835048],[0.66404681 0.39186866]
[0.34999557 0.20614873],[0.75000207 0.23739865],[0.66404614 0.39091694]
[0.34999538 0.20517687],[0.75000216 0.23642678],[0.66404545 0.38994518]
[0.34999519 0.20418496],[0.75000225 0.23543487],[0.66404474 0.38895338]
[0.349995   0.20317301],[0.75000234 0.23442292],[0.66404403 0.38794155]
[0.3499948  0.20214103],[0.75000243 0.23339093],[0.6640433  0.38690969]
[0.3499946  0.20108901],[0.75000252 0.23233891],[0.66404255 0.38585778]
[0.34999439 0.20001695],[0.75000262 0.23126685],[0.66404179 0.38478584]
[0.34999418 0.19892485],[0.75000272 0.23017475],[0.66404102 0.38369387]
[0.34999397 0.19781271],[0.75000282 0.22906261],[0.66404023 0.38258186]
[0.34999375 0.19668054],[0.75000292 0.22793043],[0.66403942 0.38144981]
[0.34999353 0.19552832],[0.75000302 0.22677821],[0.66403861 0.38029772]
[0.34999331 0.19435607],[0.75000313 0.22560596],[0.66403778 0.3791256 ]
[0.34999308 0.19316378],[0.75000323 0.22441366],[0.66403693 0.37793345]
[0.34999285 0.19195145],[0.75000334 0.22320133],[0.66403607 0.37672125]
[0.34999261 0.19071908],[0.75000345 0.22196896],[0.6640352  0.37548902]
[0.34999237 0.18946668],[0.75000357 0.22071655],[0.66403431 0.37423676]
[0.34999213 0.18819423],[0.75000368 0.2194441 ],[0.66403341 0.37296445]
[0.34999188 0.18690268],[0.7500038  0.21815255],[0.66403249 0.37167305]
[0.34999163 0.18560631],[0.75000391 0.21685617],[0.66403157 0.37037682]
[0.34999138 0.18430993],[0.75000403 0.21555979],[0.66403066 0.36908059]
[0.34999113 0.18301355],[0.75000414 0.21426341],[0.66402974 0.36778436]
[0.34999088 0.18171717],[0.75000426 0.21296703],[0.66402882 0.36648812]
[0.34999063 0.1804208 ],[0.75000438 0.21167065],[0.6640279  0.36519189]
[0.34999038 0.17912442],[0.75000449 0.21037427],[0.66402698 0.36389566]
[0.34999014 0.17782804],[0.75000461 0.20907788],[0.66402606 0.36259943]
[0.34998989 0.17653166],[0.75000472 0.2077815 ],[0.66402514 0.3613032 ]
[0.34998964 0.17523529],[0.75000484 0.20648512],[0.66402422 0.36000696]
[0.34998939 0.17393891],[0.75000496 0.20518874],[0.6640233  0.35871073]
[0.34998914 0.17264253],[0.75000507 0.20389236],[0.66402238 0.3574145 ]
[0.34998889 0.17134615],[0.75000519 0.20259598],[0.66402147 0.35611827]
[0.34998864 0.17004978],[0.75000531 0.2012996 ],[0.66402055 0.35482204]
[0.34998839 0.1687534 ],[0.75000542 0.20000322],[0.66401963 0.35352581]
[0.34998815 0.16745702],[0.75000554 0.19870684],[0.66401871 0.35222957]
[0.3499879  0.16616064],[0.75000565 0.19741046],[0.66401779 0.35093334]
[0.34998765 0.16486426],[0.75000577 0.19611408],[0.66401687 0.34963711]
[0.3499874  0.16356789],[0.75000589 0.1948177 ],[0.66401595 0.34834088]
[0.34998715 0.16227151],[0.750006   0.19352131],[0.66401503 0.34704465]
[0.3499869  0.16097513],[0.75000612 0.19222493],[0.66401411 0.34574841]
[0.34998665 0.15967875],[0.75000624 0.19092855],[0.66401319 0.34445218]
[0.3499864  0.15838238],[0.75000635 0.18963217],[0.66401228 0.34315595]
[0.34998616 0.157086  ],[0.75000647 0.18833579],[0.66401136 0.34185972]
[0.34998591 0.15578962],[0.75000658 0.18703941],[0.66401044 0.34056349]
[0.34998566 0.15449324],[0.7500067  0.18574303],[0.66400952 0.33926725]
[0.34998541 0.15319687],[0.75000682 0.18444665],[0.6640086  0.33797102]
[0.34998516 0.15190049],[0.75000693 0.18315027],[0.66400768 0.33667479]
[0.34998491 0.15060411],[0.75000705 0.18185389],[0.66400676 0.33537856]
[0.34998466 0.14930773],[0.75000717 0.18055751],[0.66400584 0.33408233]
[0.34998441 0.14801136],[0.75000728 0.17926112],[0.66400492 0.33278609]
[0.34998417 0.14671498],[0.7500074  0.17796474],[0.66400401 0.33148986]
[0.34998392 0.1454186 ],[0.75000751 0.17666836],[0.66400309 0.33019363]
[0.34998367 0.14412222],[0.75000763 0.17537198],[0.66400217 0.3288974 ]
[0.34998342 0.14282585],[0.75000775 0.1740756 ],[0.66400125 0.32760117]
[0.34998317 0.14152947],[0.75000786 0.17277922],[0.66400033 0.32630493]
[0.34998292 0.14023309],[0.75000798 0.17148284],[0.66399941 0.3250087 ]
[0.34998267 0.13893671],[0.7500081  0.17018646],[0.66399849 0.32371247]
[0.34998242 0.13764033],[0.75000821 0.16889008],[0.66399757 0.32241624]
[0.34998218 0.13634396],[0.75000833 0.1675937 ],[0.66399665 0.32112001]
[0.34998193 0.13504758],[0.75000844 0.16629732],[0.66399573 0.31982377]
[0.34998168 0.1337512 ],[0.75000856 0.16500094],[0.66399482 0.31852754]
[0.34998143 0.13245482],[0.75000868 0.16370455],[0.6639939  0.31723131]
[0.34998118 0.13115845],[0.75000879 0.16240817],[0.66399298 0.31593508]
[0.34998093 0.12986207],[0.75000891 0.16111179],[0.66399206 0.31463885]
[0.34998068 0.12856569],[0.75000903 0.15981541],[0.66399114 0.31334262]
[0.34998043 0.12726931],[0.75000914 0.15851903],[0.66399022 0.31204638]
[0.34998019 0.12597294],[0.75000926 0.15722265],[0.6639893  0.31075015]
[0.34997994 0.12467656],[0.75000937 0.15592627],[0.66398838 0.30945392]
[0.34997969 0.12338018],[0.75000949 0.15462989],[0.66398746 0.30815769]
[0.34997944 0.1220838 ],[0.75000961 0.15333351],[0.66398654 0.30686146]
[0.34997919 0.12078743],[0.75000972 0.15203713],[0.66398563 0.30556522]
[0.34997894 0.11949105],[0.75000984 0.15074075],[0.66398471 0.30426899]
[0.34997869 0.11819467],[0.75000995 0.14944437],[0.66398379 0.30297276]
[0.34997844 0.11689829],[0.75001007 0.14814798],[0.66398287 0.30167653]
[0.3499782  0.11560191],[0.75001019 0.1468516 ],[0.66398195 0.3003803 ]
[0.34997795 0.11430554],[0.7500103  0.14555522],[0.66398103 0.29908406]
[0.3499777  0.11300916],[0.75001042 0.14425884],[0.66398011 0.29778783]
[0.34997745 0.11171278],[0.75001054 0.14296246],[0.66397919 0.2964916 ]
[0.3499772 0.1104164],[0.75001065 0.14166608],[0.66397827 0.29519537]
[0.34997695 0.10912003],[0.75001077 0.1403697 ],[0.66397735 0.29389914]
[0.3499767  0.10782365],[0.75001088 0.13907332],[0.66397644 0.2926029 ]
[0.34997645 0.10652727],[0.750011   0.13777694],[0.66397552 0.29130667]
[0.34997621 0.10523089],[0.75001112 0.13648056],[0.6639746  0.29001044]
[0.34997596 0.10393452],[0.75001123 0.13518418],[0.66397368 0.28871421]
[0.34997571 0.10263814],[0.75001135 0.1338878 ],[0.66397276 0.28741798]
[0.34997546 0.10134176],[0.75001147 0.13259141],[0.66397184 0.28612174]
[0.34997521 0.10004538],[0.75001158 0.13129503],[0.66397092 0.28482551]
[0.34997496 0.09874901],[0.7500117  0.12999865],[0.66397    0.28352928]
[0.34997471 0.09745263],[0.75001181 0.12870227],[0.66396908 0.28223305]
[0.34997446 0.09615625],[0.75001193 0.12740589],[0.66396817 0.28093682]
[0.34997422 0.09485987],[0.75001205 0.12610951],[0.66396725 0.27964058]
[0.34997397 0.09356349],[0.75001216 0.12481313],[0.66396633 0.27834435]
[0.34997372 0.09226712],[0.75001228 0.12351675],[0.66396541 0.27704812]
[0.34997347 0.09097074],[0.7500124  0.12222037],[0.66396449 0.27575189]
[0.34997322 0.08967436],[0.75001251 0.12092399],[0.66396357 0.27445566]
[0.34997297 0.08837798],[0.75001263 0.11962761],[0.66396265 0.27315942]
[0.34997272 0.08708161],[0.75001274 0.11833123],[0.66396173 0.27186319]
[0.34997247 0.08578523],[0.75001286 0.11703484],[0.66396081 0.27056696]
[0.34997223 0.08448885],[0.75001298 0.11573846],[0.66395989 0.26927073]
[0.34997198 0.08319247],[0.75001309 0.11444208],[0.66395898 0.2679745 ]
[0.34997173 0.0818961 ],[0.75001321 0.1131457 ],[0.66395806 0.26667827]
[0.34997148 0.08059972],[0.75001333 0.11184932],[0.66395714 0.26538203]
[0.34997123 0.07930334],[0.75001344 0.11055294],[0.66395622 0.2640858 ]
[0.34997098 0.07800696],[0.75001356 0.10925656],[0.6639553  0.26278957]
[0.34997073 0.07671059],[0.75001367 0.10796018],[0.66395438 0.26149334]
[0.34997048 0.07541421],[0.75001379 0.1066638 ],[0.66395346 0.26019711]
[0.34997024 0.07411783],[0.75001391 0.10536742],[0.66395254 0.25890087]
[0.34996999 0.07282145],[0.75001402 0.10407104],[0.66395162 0.25760464]
[0.34996974 0.07152507],[0.75001414 0.10277466],[0.6639507  0.25630841]
[0.34996949 0.0702287 ],[0.75001426 0.10147827],[0.66394979 0.25501218]
[0.34996924 0.06893232],[0.75001437 0.10018189],[0.66394887 0.25371595]
[0.34996899 0.06763594],[0.75001449 0.09888551],[0.66394795 0.25241971]
[0.34996874 0.06633956],[0.7500146  0.09758913],[0.66394703 0.25112348]
[0.34996849 0.06504319],[0.75001472 0.09629275],[0.66394611 0.24982725]
[0.34996824 0.06374681],[0.75001484 0.09499637],[0.66394519 0.24853102]
[0.349968   0.06245043],[0.75001495 0.09369999],[0.66394427 0.24723479]
[0.34996775 0.06115405],[0.75001507 0.09240361],[0.66394335 0.24593855]
[0.3499675  0.05985768],[0.75001519 0.09110723],[0.66394243 0.24464232]
[0.34996725 0.0585613 ],[0.7500153  0.08981085],[0.66394152 0.24334609]
[0.349967   0.05726492],[0.75001542 0.08851447],[0.6639406  0.24204986]
[0.34996675 0.05596854],[0.75001553 0.08721809],[0.66393968 0.24075363]
[0.3499665  0.05467217],[0.75001565 0.0859217 ],[0.66393876 0.23945739]
[0.34996625 0.05337579],[0.75001577 0.08462532],[0.66393784 0.23816116]
[0.34996601 0.05207941],[0.75001588 0.08332894],[0.66393692 0.23686493]
[0.34996576 0.05078303],[0.750016   0.08203256],[0.663936  0.2355687]
[0.34996551 0.04948666],[0.75001611 0.08073618],[0.66393508 0.23427247]
[0.34996526 0.04819028],[0.75001623 0.0794398 ],[0.66393416 0.23297623]
[0.34996501 0.0468939 ],[0.75001635 0.07814342],[0.66393324 0.23168   ]
[0.34996476 0.04559752],[0.75001646 0.07684704],[0.66393233 0.23038377]
[0.34996451 0.04430114],[0.75001658 0.07555066],[0.66393141 0.22908754]
[0.34996426 0.04300477],[0.7500167  0.07425428],[0.66393049 0.22779131]
[0.34996402 0.04170839],[0.75001681 0.0729579 ],[0.66392957 0.22649508]
[0.34996377 0.04041201],[0.75001693 0.07166152],[0.66392865 0.22519884]
[0.34996352 0.03911563],[0.75001704 0.07036513],[0.66392773 0.22390261]
[0.34996327 0.03781926],[0.75001716 0.06906875],[0.66392681 0.22260638]
[0.34996302 0.03652288],[0.75001728 0.06777237],[0.66392589 0.22131015]
[0.34996277 0.0352265 ],[0.75001739 0.06647599],[0.66392497 0.22001392]
[0.34996252 0.03393012],[0.75001751 0.06517961],[0.66392405 0.21871768]
[0.34996227 0.03263375],[0.75001763 0.06388323],[0.66392314 0.21742145]
[0.34996203 0.03133737],[0.75001774 0.06258685],[0.66392222 0.21612522]
[0.34996178 0.03004099],[0.75001786 0.06129047],[0.6639213  0.21482899]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66392038 0.21353276]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391946 0.21223652]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391854 0.21094029]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391762 0.20964406]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6639167  0.20834783]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391578 0.2070516 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391487 0.20575536]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391395 0.20445913]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391303 0.2031629 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391211 0.20186667]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391119 0.20057044]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66391027 0.1992742 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390935 0.19797797]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390843 0.19668174]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390751 0.19538551]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390659 0.19408928]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390568 0.19279304]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390476 0.19149681]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390384 0.19020058]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390292 0.18890435]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.663902   0.18760812]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390108 0.18631189]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66390016 0.18501565]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389924 0.18371942]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389832 0.18242319]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638974  0.18112696]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389649 0.17983073]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389557 0.17853449]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389465 0.17723826]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389373 0.17594203]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389281 0.1746458 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389189 0.17334957]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389097 0.17205333]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66389005 0.1707571 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388913 0.16946087]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388821 0.16816464]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638873  0.16686841]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388638 0.16557217]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388546 0.16427594]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388454 0.16297971]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388362 0.16168348]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638827  0.16038725]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388178 0.15909101]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66388086 0.15779478]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387994 0.15649855]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387903 0.15520232]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387811 0.15390609]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387719 0.15260985]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387627 0.15131362]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387535 0.15001739]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387443 0.14872116]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387351 0.14742493]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387259 0.1461287 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387167 0.14483246]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66387075 0.14353623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386984 0.14224   ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386892 0.14094377]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.663868   0.13964754]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386708 0.1383513 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386616 0.13705507]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386524 0.13575884]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386432 0.13446261]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638634  0.13316638]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386248 0.13187014]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386156 0.13057391]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66386065 0.12927768]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385973 0.12798145]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385881 0.12668522]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385789 0.12538898]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385697 0.12409275]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385605 0.12279652]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385513 0.12150029]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385421 0.12020406]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385329 0.11890782]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385238 0.11761159]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385146 0.11631536]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66385054 0.11501913]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384962 0.1137229 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638487  0.11242666]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384778 0.11113043]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384686 0.1098342 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384594 0.10853797]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384502 0.10724174]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638441 0.1059455]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384319 0.10464927]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384227 0.10335304]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384135 0.10205681]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66384043 0.10076058]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383951 0.09946435]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383859 0.09816811]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383767 0.09687188]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383675 0.09557565]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383583 0.09427942]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383491 0.09298319]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.663834   0.09168695]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383308 0.09039072]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383216 0.08909449]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383124 0.08779826]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66383032 0.08650203]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.6638294  0.08520579]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382848 0.08390956]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382756 0.08261333]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382664 0.0813171 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382573 0.08002087]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382481 0.07872463]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382389 0.0774284 ]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382297 0.07613217]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382205 0.07483594]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
[0.34996163 0.02929558],[0.75001793 0.06054505],[0.66382161 0.07421623]
