1.0
 
[-1.10082409e-02 -1.99944818e+01],[ 5.47284108e-03 -1.99945324e+01],[ -0.04493244 -19.98642839]
[0.34998834 0.20803655],[0.7500058  0.23928647],[0.66401492 0.39281069]
[0.34998783 0.20710494],[0.75000605 0.23835486],[0.66401283 0.39187945]
[0.34998731 0.2061533 ],[0.75000631 0.23740321],[0.6640107 0.3909282]
[0.34998677 0.20518163],[0.75000658 0.23643154],[0.66400852 0.38995691]
[0.34998623 0.20418992],[0.75000685 0.23543982],[0.66400629 0.3889656 ]
[0.34998567 0.20317817],[0.75000712 0.23442808],[0.66400402 0.38795426]
[0.3499851  0.20214639],[0.75000741 0.2333963 ],[0.6640017 0.3869229]
[0.34998453 0.20109458],[0.75000769 0.23234448],[0.66399934 0.38587151]
[0.34998394 0.20002273],[0.75000799 0.23127263],[0.66399694 0.38480009]
[0.34998334 0.19893085],[0.75000828 0.23018074],[0.66399449 0.38370865]
[0.34998272 0.19781893],[0.75000859 0.22906883],[0.66399199 0.38259718]
[0.3499821  0.19668698],[0.7500089  0.22793687],[0.66398945 0.38146569]
[0.34998147 0.195535  ],[0.75000921 0.22678488],[0.66398686 0.38031416]
[0.34998082 0.19436298],[0.75000953 0.22561286],[0.66398423 0.37914261]
[0.34998017 0.19317092],[0.75000986 0.2244208 ],[0.66398156 0.37795104]
[0.3499795  0.19195883],[0.75001019 0.22320871],[0.66397884 0.37673944]
[0.34997882 0.19072671],[0.75001053 0.22197658],[0.66397607 0.37550781]
[0.34997814 0.18947455],[0.75001087 0.22072442],[0.66397326 0.37425615]
[0.34997744 0.18820236],[0.75001122 0.21945222],[0.6639704  0.37298447]
[0.34997673 0.18691104],[0.75001157 0.2181609 ],[0.66396751 0.37169368]
[0.34997601 0.18561484],[0.75001193 0.2168647 ],[0.6639646 0.370398 ]
[0.3499753  0.18431865],[0.75001228 0.2155685 ],[0.66396169 0.36910233]
[0.34997459 0.18302245],[0.75001263 0.2142723 ],[0.66395878 0.36780665]
[0.34997387 0.18172625],[0.75001299 0.2129761 ],[0.66395587 0.36651097]
[0.34997316 0.18043006],[0.75001334 0.2116799 ],[0.66395296 0.3652153 ]
[0.34997245 0.17913386],[0.7500137 0.2103837],[0.66395005 0.36391962]
[0.34997174 0.17783766],[0.75001405 0.2090875 ],[0.66394714 0.36262395]
[0.34997102 0.17654146],[0.75001441 0.2077913 ],[0.66394423 0.36132827]
[0.34997031 0.17524527],[0.75001476 0.2064951 ],[0.66394132 0.3600326 ]
[0.3499696  0.17394907],[0.75001511 0.2051989 ],[0.66393841 0.35873692]
[0.34996888 0.17265287],[0.75001547 0.2039027 ],[0.6639355  0.35744124]
[0.34996817 0.17135668],[0.75001582 0.2026065 ],[0.66393259 0.35614557]
[0.34996746 0.17006048],[0.75001618 0.2013103 ],[0.66392968 0.35484989]
[0.34996675 0.16876428],[0.75001653 0.2000141 ],[0.66392677 0.35355422]
[0.34996603 0.16746808],[0.75001689 0.1987179 ],[0.66392387 0.35225854]
[0.34996532 0.16617189],[0.75001724 0.1974217 ],[0.66392096 0.35096287]
[0.34996461 0.16487569],[0.75001759 0.1961255 ],[0.66391805 0.34966719]
[0.34996389 0.16357949],[0.75001795 0.1948293 ],[0.66391514 0.34837151]
[0.34996318 0.1622833 ],[0.7500183 0.1935331],[0.66391223 0.34707584]
[0.34996247 0.1609871 ],[0.75001866 0.1922369 ],[0.66390932 0.34578016]
[0.34996176 0.1596909 ],[0.75001901 0.1909407 ],[0.66390641 0.34448449]
[0.34996104 0.1583947 ],[0.75001937 0.18964449],[0.6639035  0.34318881]
[0.34996033 0.15709851],[0.75001972 0.18834829],[0.66390059 0.34189314]
[0.34995962 0.15580231],[0.75002008 0.18705209],[0.66389768 0.34059746]
[0.3499589  0.15450611],[0.75002043 0.18575589],[0.66389477 0.33930178]
[0.34995819 0.15320992],[0.75002078 0.18445969],[0.66389186 0.33800611]
[0.34995748 0.15191372],[0.75002114 0.18316349],[0.66388895 0.33671043]
[0.34995677 0.15061752],[0.75002149 0.18186729],[0.66388604 0.33541476]
[0.34995605 0.14932132],[0.75002185 0.18057109],[0.66388313 0.33411908]
[0.34995534 0.14802513],[0.7500222  0.17927489],[0.66388022 0.3328234 ]
[0.34995463 0.14672893],[0.75002256 0.17797869],[0.66387732 0.33152773]
[0.34995392 0.14543273],[0.75002291 0.17668249],[0.66387441 0.33023205]
[0.3499532  0.14413654],[0.75002326 0.17538629],[0.6638715  0.32893638]
[0.34995249 0.14284034],[0.75002362 0.17409009],[0.66386859 0.3276407 ]
[0.34995178 0.14154414],[0.75002397 0.17279389],[0.66386568 0.32634503]
[0.34995106 0.14024794],[0.75002433 0.17149769],[0.66386277 0.32504935]
[0.34995035 0.13895175],[0.75002468 0.17020149],[0.66385986 0.32375367]
[0.34994964 0.13765555],[0.75002504 0.16890529],[0.66385695 0.322458  ]
[0.34994893 0.13635935],[0.75002539 0.16760909],[0.66385404 0.32116232]
[0.34994821 0.13506316],[0.75002575 0.16631289],[0.66385113 0.31986665]
[0.3499475  0.13376696],[0.7500261  0.16501669],[0.66384822 0.31857097]
[0.34994679 0.13247076],[0.75002645 0.16372049],[0.66384531 0.3172753 ]
[0.34994607 0.13117456],[0.75002681 0.16242429],[0.6638424  0.31597962]
[0.34994536 0.12987837],[0.75002716 0.16112809],[0.66383949 0.31468394]
[0.34994465 0.12858217],[0.75002752 0.15983188],[0.66383658 0.31338827]
[0.34994394 0.12728597],[0.75002787 0.15853568],[0.66383367 0.31209259]
[0.34994322 0.12598978],[0.75002823 0.15723948],[0.66383077 0.31079692]
[0.34994251 0.12469358],[0.75002858 0.15594328],[0.66382786 0.30950124]
[0.3499418  0.12339738],[0.75002893 0.15464708],[0.66382495 0.30820557]
[0.34994108 0.12210118],[0.75002929 0.15335088],[0.66382204 0.30690989]
[0.34994037 0.12080499],[0.75002964 0.15205468],[0.66381913 0.30561421]
[0.34993966 0.11950879],[0.75003    0.15075848],[0.66381622 0.30431854]
[0.34993895 0.11821259],[0.75003035 0.14946228],[0.66381331 0.30302286]
[0.34993823 0.1169164 ],[0.75003071 0.14816608],[0.6638104  0.30172719]
[0.34993752 0.1156202 ],[0.75003106 0.14686988],[0.66380749 0.30043151]
[0.34993681 0.114324  ],[0.75003142 0.14557368],[0.66380458 0.29913584]
[0.34993609 0.1130278 ],[0.75003177 0.14427748],[0.66380167 0.29784016]
[0.34993538 0.11173161],[0.75003212 0.14298128],[0.66379876 0.29654448]
[0.34993467 0.11043541],[0.75003248 0.14168508],[0.66379585 0.29524881]
[0.34993396 0.10913921],[0.75003283 0.14038888],[0.66379294 0.29395313]
[0.34993324 0.10784302],[0.75003319 0.13909268],[0.66379003 0.29265746]
[0.34993253 0.10654682],[0.75003354 0.13779648],[0.66378712 0.29136178]
[0.34993182 0.10525062],[0.7500339  0.13650028],[0.66378422 0.29006611]
[0.3499311  0.10395442],[0.75003425 0.13520408],[0.66378131 0.28877043]
[0.34993039 0.10265823],[0.7500346  0.13390788],[0.6637784  0.28747475]
[0.34992968 0.10136203],[0.75003496 0.13261168],[0.66377549 0.28617908]
[0.34992897 0.10006583],[0.75003531 0.13131548],[0.66377258 0.2848834 ]
[0.34992825 0.09876964],[0.75003567 0.13001927],[0.66376967 0.28358773]
[0.34992754 0.09747344],[0.75003602 0.12872307],[0.66376676 0.28229205]
[0.34992683 0.09617724],[0.75003638 0.12742687],[0.66376385 0.28099638]
[0.34992612 0.09488104],[0.75003673 0.12613067],[0.66376094 0.2797007 ]
[0.3499254  0.09358485],[0.75003709 0.12483447],[0.66375803 0.27840502]
[0.34992469 0.09228865],[0.75003744 0.12353827],[0.66375512 0.27710935]
[0.34992398 0.09099245],[0.75003779 0.12224207],[0.66375221 0.27581367]
[0.34992326 0.08969626],[0.75003815 0.12094587],[0.6637493 0.274518 ]
[0.34992255 0.08840006],[0.7500385  0.11964967],[0.66374639 0.27322232]
[0.34992184 0.08710386],[0.75003886 0.11835347],[0.66374348 0.27192665]
[0.34992113 0.08580766],[0.75003921 0.11705727],[0.66374057 0.27063097]
[0.34992041 0.08451147],[0.75003957 0.11576107],[0.66373767 0.26933529]
[0.3499197  0.08321527],[0.75003992 0.11446487],[0.66373476 0.26803962]
[0.34991899 0.08191907],[0.75004027 0.11316867],[0.66373185 0.26674394]
[0.34991827 0.08062288],[0.75004063 0.11187247],[0.66372894 0.26544827]
[0.34991756 0.07932668],[0.75004098 0.11057627],[0.66372603 0.26415259]
[0.34991685 0.07803048],[0.75004134 0.10928007],[0.66372312 0.26285692]
[0.34991614 0.07673428],[0.75004169 0.10798387],[0.66372021 0.26156124]
[0.34991542 0.07543809],[0.75004205 0.10668767],[0.6637173  0.26026556]
[0.34991471 0.07414189],[0.7500424  0.10539147],[0.66371439 0.25896989]
[0.349914   0.07284569],[0.75004276 0.10409527],[0.66371148 0.25767421]
[0.34991328 0.0715495 ],[0.75004311 0.10279907],[0.66370857 0.25637854]
[0.34991257 0.0702533 ],[0.75004346 0.10150287],[0.66370566 0.25508286]
[0.34991186 0.0689571 ],[0.75004382 0.10020666],[0.66370275 0.25378719]
[0.34991115 0.0676609 ],[0.75004417 0.09891046],[0.66369984 0.25249151]
[0.34991043 0.06636471],[0.75004453 0.09761426],[0.66369693 0.25119583]
[0.34990972 0.06506851],[0.75004488 0.09631806],[0.66369402 0.24990016]
[0.34990901 0.06377231],[0.75004524 0.09502186],[0.66369112 0.24860448]
[0.34990829 0.06247612],[0.75004559 0.09372566],[0.66368821 0.24730881]
[0.34990758 0.06117992],[0.75004594 0.09242946],[0.6636853  0.24601313]
[0.34990687 0.05988372],[0.7500463  0.09113326],[0.66368239 0.24471746]
[0.34990616 0.05858752],[0.75004665 0.08983706],[0.66367948 0.24342178]
[0.34990544 0.05729133],[0.75004701 0.08854086],[0.66367657 0.2421261 ]
[0.34990473 0.05599513],[0.75004736 0.08724466],[0.66367366 0.24083043]
[0.34990402 0.05469893],[0.75004772 0.08594846],[0.66367075 0.23953475]
[0.3499033  0.05340274],[0.75004807 0.08465226],[0.66366784 0.23823908]
[0.34990259 0.05210654],[0.75004843 0.08335606],[0.66366493 0.2369434 ]
[0.34990188 0.05081034],[0.75004878 0.08205986],[0.66366202 0.23564773]
[0.34990117 0.04951414],[0.75004913 0.08076366],[0.66365911 0.23435205]
[0.34990045 0.04821795],[0.75004949 0.07946746],[0.6636562  0.23305637]
[0.34989974 0.04692175],[0.75004984 0.07817126],[0.66365329 0.2317607 ]
[0.34989903 0.04562555],[0.7500502  0.07687506],[0.66365038 0.23046502]
[0.34989831 0.04432935],[0.75005055 0.07557886],[0.66364747 0.22916935]
[0.3498976  0.04303316],[0.75005091 0.07428266],[0.66364457 0.22787367]
[0.34989689 0.04173696],[0.75005126 0.07298646],[0.66364166 0.226578  ]
[0.34989618 0.04044076],[0.75005161 0.07169026],[0.66363875 0.22528232]
[0.34989546 0.03914457],[0.75005197 0.07039405],[0.66363584 0.22398664]
[0.34989475 0.03784837],[0.75005232 0.06909785],[0.66363293 0.22269097]
[0.34989404 0.03655217],[0.75005268 0.06780165],[0.66363002 0.22139529]
[0.34989333 0.03525597],[0.75005303 0.06650545],[0.66362711 0.22009962]
[0.34989261 0.03395978],[0.75005339 0.06520925],[0.6636242  0.21880394]
[0.3498919  0.03266358],[0.75005374 0.06391305],[0.66362129 0.21750827]
[0.34989119 0.03136738],[0.7500541  0.06261685],[0.66361838 0.21621259]
[0.34989047 0.03007119],[0.75005445 0.06132065],[0.66361547 0.21491691]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66361256 0.21362124]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66360965 0.21232556]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66360674 0.21102989]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66360383 0.20973421]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66360092 0.20843853]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66359802 0.20714286]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66359511 0.20584718]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6635922  0.20455151]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66358929 0.20325583]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66358638 0.20196016]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66358347 0.20066448]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66358056 0.1993688 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66357765 0.19807313]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66357474 0.19677745]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66357183 0.19548178]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66356892 0.1941861 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66356601 0.19289043]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6635631  0.19159475]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66356019 0.19029907]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66355728 0.1890034 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66355437 0.18770772]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66355147 0.18641205]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66354856 0.18511637]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66354565 0.1838207 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66354274 0.18252502]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66353983 0.18122934]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66353692 0.17993367]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66353401 0.17863799]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6635311  0.17734232]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66352819 0.17604664]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66352528 0.17475097]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66352237 0.17345529]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66351946 0.17215961]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66351655 0.17086394]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66351364 0.16956826]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66351073 0.16827259]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66350782 0.16697691]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66350492 0.16568124]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66350201 0.16438556]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6634991  0.16308988]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66349619 0.16179421]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66349328 0.16049853]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66349037 0.15920286]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66348746 0.15790718]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66348455 0.15661151]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66348164 0.15531583]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66347873 0.15402015]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66347582 0.15272448]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66347291 0.1514288 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66347    0.15013313]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66346709 0.14883745]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66346418 0.14754178]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66346127 0.1462461 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66345837 0.14495042]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66345546 0.14365475]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66345255 0.14235907]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66344964 0.1410634 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66344673 0.13976772]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66344382 0.13847205]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66344091 0.13717637]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.663438   0.13588069]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66343509 0.13458502]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66343218 0.13328934]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66342927 0.13199367]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66342636 0.13069799]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66342345 0.12940232]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66342054 0.12810664]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66341763 0.12681096]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66341472 0.12551529]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66341182 0.12421961]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66340891 0.12292394]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.663406   0.12162826]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66340309 0.12033259]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66340018 0.11903691]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66339727 0.11774123]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66339436 0.11644556]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66339145 0.11514988]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66338854 0.11385421]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66338563 0.11255853]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66338272 0.11126286]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66337981 0.10996718]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6633769 0.1086715]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66337399 0.10737583]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66337108 0.10608015]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66336817 0.10478448]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66336526 0.1034888 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66336236 0.10219313]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66335945 0.10089745]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66335654 0.09960177]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66335363 0.0983061 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66335072 0.09701042]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66334781 0.09571475]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6633449  0.09441907]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66334199 0.0931234 ]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66333908 0.09182772]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66333617 0.09053204]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66333326 0.08923637]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66333035 0.08794069]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66332744 0.08664502]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66332453 0.08534934]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66332162 0.08405367]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66331871 0.08275799]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66331581 0.08146231]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.6633129  0.08016664]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66330999 0.07887096]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66330708 0.07757529]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66330417 0.07627961]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66330126 0.07498393]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
[0.34989005 0.02929641],[0.75005466 0.06054588],[0.66329954 0.07421769]
