1.0
 
[-8.24563114e-03 -1.99960098e+01],[ 4.05502747e-03 -1.99960600e+01],[ -0.03308563 -19.99019273]
[0.34999127 0.20803493],[0.75000429 0.23928485],[0.66402748 0.3928067 ]
[0.34999089 0.20710325],[0.75000448 0.23835317],[0.66402594 0.39187529]
[0.3499905  0.20615154],[0.75000467 0.23740145],[0.66402437 0.39092385]
[0.3499901  0.20517979],[0.75000487 0.2364297 ],[0.66402277 0.38995238]
[0.34998969 0.204188  ],[0.75000507 0.23543791],[0.66402113 0.38896089]
[0.34998927 0.20317618],[0.75000528 0.23442609],[0.66401946 0.38794936]
[0.34998885 0.20214432],[0.75000548 0.23339423],[0.66401775 0.3869178 ]
[0.34998841 0.20109243],[0.7500057  0.23234233],[0.66401601 0.38586621]
[0.34998797 0.2000205 ],[0.75000591 0.2312704 ],[0.66401424 0.3847946 ]
[0.34998752 0.19892854],[0.75000614 0.23017843],[0.66401244 0.38370295]
[0.34998706 0.19781653],[0.75000636 0.22906643],[0.6640106  0.38259127]
[0.3499866 0.1966845],[0.75000659 0.22793438],[0.66400873 0.38145956]
[0.34998612 0.19553242],[0.75000682 0.22678231],[0.66400683 0.38030782]
[0.34998564 0.19436031],[0.75000706 0.22561019],[0.66400489 0.37913605]
[0.34998515 0.19316817],[0.7500073  0.22441805],[0.66400292 0.37794425]
[0.34998465 0.19195598],[0.75000755 0.22320586],[0.66400092 0.37673242]
[0.34998414 0.19072377],[0.7500078  0.22197364],[0.66399889 0.37550056]
[0.34998363 0.18947151],[0.75000805 0.22072138],[0.66399682 0.37424867]
[0.3499831  0.18819922],[0.75000831 0.21944909],[0.66399472 0.37297675]
[0.34998257 0.18690782],[0.75000857 0.21815768],[0.66399258 0.37168572]
[0.34998204 0.18561155],[0.75000883 0.21686141],[0.66399044 0.37038983]
[0.34998151 0.18431528],[0.75000909 0.21556514],[0.6639883  0.36909394]
[0.34998097 0.18301902],[0.75000936 0.21426887],[0.66398616 0.36779805]
[0.34998044 0.18172275],[0.75000962 0.2129726 ],[0.66398402 0.36650216]
[0.3499799  0.18042648],[0.75000988 0.21167633],[0.66398188 0.36520627]
[0.34997937 0.17913022],[0.75001014 0.21038006],[0.66397973 0.36391038]
[0.34997884 0.17783395],[0.75001041 0.20908379],[0.66397759 0.36261448]
[0.3499783  0.17653768],[0.75001067 0.20778752],[0.66397545 0.36131859]
[0.34997777 0.17524141],[0.75001093 0.20649125],[0.66397331 0.3600227 ]
[0.34997724 0.17394515],[0.75001119 0.20519498],[0.66397117 0.35872681]
[0.3499767  0.17264888],[0.75001146 0.20389871],[0.66396903 0.35743092]
[0.34997617 0.17135261],[0.75001172 0.20260244],[0.66396689 0.35613503]
[0.34997563 0.17005635],[0.75001198 0.20130617],[0.66396474 0.35483914]
[0.3499751  0.16876008],[0.75001224 0.2000099 ],[0.6639626  0.35354325]
[0.34997457 0.16746381],[0.75001251 0.19871363],[0.66396046 0.35224736]
[0.34997403 0.16616755],[0.75001277 0.19741736],[0.66395832 0.35095147]
[0.3499735  0.16487128],[0.75001303 0.19612109],[0.66395618 0.34965558]
[0.34997297 0.16357501],[0.75001329 0.19482482],[0.66395404 0.34835969]
[0.34997243 0.16227875],[0.75001356 0.19352855],[0.6639519 0.3470638]
[0.3499719  0.16098248],[0.75001382 0.19223228],[0.66394976 0.34576791]
[0.34997137 0.15968621],[0.75001408 0.19093601],[0.66394761 0.34447202]
[0.34997083 0.15838995],[0.75001434 0.18963974],[0.66394547 0.34317613]
[0.3499703  0.15709368],[0.75001461 0.18834347],[0.66394333 0.34188024]
[0.34996976 0.15579741],[0.75001487 0.1870472 ],[0.66394119 0.34058435]
[0.34996923 0.15450115],[0.75001513 0.18575093],[0.66393905 0.33928846]
[0.3499687  0.15320488],[0.75001539 0.18445466],[0.66393691 0.33799257]
[0.34996816 0.15190861],[0.75001566 0.18315839],[0.66393477 0.33669668]
[0.34996763 0.15061234],[0.75001592 0.18186212],[0.66393263 0.33540079]
[0.3499671  0.14931608],[0.75001618 0.18056585],[0.66393048 0.3341049 ]
[0.34996656 0.14801981],[0.75001644 0.17926958],[0.66392834 0.33280901]
[0.34996603 0.14672354],[0.75001671 0.17797331],[0.6639262  0.33151312]
[0.34996549 0.14542728],[0.75001697 0.17667704],[0.66392406 0.33021722]
[0.34996496 0.14413101],[0.75001723 0.17538077],[0.66392192 0.32892133]
[0.34996443 0.14283474],[0.75001749 0.1740845 ],[0.66391978 0.32762544]
[0.34996389 0.14153848],[0.75001776 0.17278823],[0.66391764 0.32632955]
[0.34996336 0.14024221],[0.75001802 0.17149196],[0.66391549 0.32503366]
[0.34996283 0.13894594],[0.75001828 0.17019569],[0.66391335 0.32373777]
[0.34996229 0.13764968],[0.75001854 0.16889942],[0.66391121 0.32244188]
[0.34996176 0.13635341],[0.75001881 0.16760315],[0.66390907 0.32114599]
[0.34996122 0.13505714],[0.75001907 0.16630688],[0.66390693 0.3198501 ]
[0.34996069 0.13376088],[0.75001933 0.16501061],[0.66390479 0.31855421]
[0.34996016 0.13246461],[0.75001959 0.16371434],[0.66390265 0.31725832]
[0.34995962 0.13116834],[0.75001986 0.16241807],[0.66390051 0.31596243]
[0.34995909 0.12987208],[0.75002012 0.1611218 ],[0.66389836 0.31466654]
[0.34995856 0.12857581],[0.75002038 0.15982553],[0.66389622 0.31337065]
[0.34995802 0.12727954],[0.75002064 0.15852926],[0.66389408 0.31207476]
[0.34995749 0.12598327],[0.7500209  0.15723299],[0.66389194 0.31077887]
[0.34995695 0.12468701],[0.75002117 0.15593672],[0.6638898  0.30948298]
[0.34995642 0.12339074],[0.75002143 0.15464045],[0.66388766 0.30818709]
[0.34995589 0.12209447],[0.75002169 0.15334418],[0.66388552 0.3068912 ]
[0.34995535 0.12079821],[0.75002195 0.15204791],[0.66388337 0.30559531]
[0.34995482 0.11950194],[0.75002222 0.15075164],[0.66388123 0.30429942]
[0.34995429 0.11820567],[0.75002248 0.14945537],[0.66387909 0.30300353]
[0.34995375 0.11690941],[0.75002274 0.1481591 ],[0.66387695 0.30170764]
[0.34995322 0.11561314],[0.750023   0.14686283],[0.66387481 0.30041175]
[0.34995268 0.11431687],[0.75002327 0.14556655],[0.66387267 0.29911586]
[0.34995215 0.11302061],[0.75002353 0.14427028],[0.66387053 0.29781996]
[0.34995162 0.11172434],[0.75002379 0.14297401],[0.66386839 0.29652407]
[0.34995108 0.11042807],[0.75002405 0.14167774],[0.66386624 0.29522818]
[0.34995055 0.10913181],[0.75002432 0.14038147],[0.6638641  0.29393229]
[0.34995002 0.10783554],[0.75002458 0.1390852 ],[0.66386196 0.2926364 ]
[0.34994948 0.10653927],[0.75002484 0.13778893],[0.66385982 0.29134051]
[0.34994895 0.10524301],[0.7500251  0.13649266],[0.66385768 0.29004462]
[0.34994842 0.10394674],[0.75002537 0.13519639],[0.66385554 0.28874873]
[0.34994788 0.10265047],[0.75002563 0.13390012],[0.6638534  0.28745284]
[0.34994735 0.1013542 ],[0.75002589 0.13260385],[0.66385125 0.28615695]
[0.34994681 0.10005794],[0.75002615 0.13130758],[0.66384911 0.28486106]
[0.34994628 0.09876167],[0.75002642 0.13001131],[0.66384697 0.28356517]
[0.34994575 0.0974654 ],[0.75002668 0.12871504],[0.66384483 0.28226928]
[0.34994521 0.09616914],[0.75002694 0.12741877],[0.66384269 0.28097339]
[0.34994468 0.09487287],[0.7500272 0.1261225],[0.66384055 0.2796775 ]
[0.34994415 0.0935766 ],[0.75002747 0.12482623],[0.66383841 0.27838161]
[0.34994361 0.09228034],[0.75002773 0.12352996],[0.66383627 0.27708572]
[0.34994308 0.09098407],[0.75002799 0.12223369],[0.66383412 0.27578983]
[0.34994254 0.0896878 ],[0.75002825 0.12093742],[0.66383198 0.27449394]
[0.34994201 0.08839154],[0.75002852 0.11964115],[0.66382984 0.27319805]
[0.34994148 0.08709527],[0.75002878 0.11834488],[0.6638277  0.27190216]
[0.34994094 0.085799  ],[0.75002904 0.11704861],[0.66382556 0.27060627]
[0.34994041 0.08450274],[0.7500293  0.11575234],[0.66382342 0.26931038]
[0.34993988 0.08320647],[0.75002957 0.11445607],[0.66382128 0.26801449]
[0.34993934 0.0819102 ],[0.75002983 0.1131598 ],[0.66381913 0.2667186 ]
[0.34993881 0.08061394],[0.75003009 0.11186353],[0.66381699 0.2654227 ]
[0.34993827 0.07931767],[0.75003035 0.11056726],[0.66381485 0.26412681]
[0.34993774 0.0780214 ],[0.75003062 0.10927099],[0.66381271 0.26283092]
[0.34993721 0.07672513],[0.75003088 0.10797472],[0.66381057 0.26153503]
[0.34993667 0.07542887],[0.75003114 0.10667845],[0.66380843 0.26023914]
[0.34993614 0.0741326 ],[0.7500314  0.10538218],[0.66380629 0.25894325]
[0.34993561 0.07283633],[0.75003167 0.10408591],[0.66380415 0.25764736]
[0.34993507 0.07154007],[0.75003193 0.10278964],[0.663802   0.25635147]
[0.34993454 0.0702438 ],[0.75003219 0.10149337],[0.66379986 0.25505558]
[0.349934   0.06894753],[0.75003245 0.1001971 ],[0.66379772 0.25375969]
[0.34993347 0.06765127],[0.75003272 0.09890083],[0.66379558 0.2524638 ]
[0.34993294 0.066355  ],[0.75003298 0.09760456],[0.66379344 0.25116791]
[0.3499324  0.06505873],[0.75003324 0.09630829],[0.6637913  0.24987202]
[0.34993187 0.06376247],[0.7500335  0.09501202],[0.66378916 0.24857613]
[0.34993134 0.0624662 ],[0.75003377 0.09371575],[0.66378701 0.24728024]
[0.3499308  0.06116993],[0.75003403 0.09241948],[0.66378487 0.24598435]
[0.34993027 0.05987367],[0.75003429 0.09112321],[0.66378273 0.24468846]
[0.34992973 0.0585774 ],[0.75003455 0.08982694],[0.66378059 0.24339257]
[0.3499292  0.05728113],[0.75003482 0.08853067],[0.66377845 0.24209668]
[0.34992867 0.05598487],[0.75003508 0.0872344 ],[0.66377631 0.24080079]
[0.34992813 0.0546886 ],[0.75003534 0.08593813],[0.66377417 0.2395049 ]
[0.3499276  0.05339233],[0.7500356  0.08464186],[0.66377203 0.23820901]
[0.34992707 0.05209606],[0.75003586 0.08334559],[0.66376988 0.23691312]
[0.34992653 0.0507998 ],[0.75003613 0.08204932],[0.66376774 0.23561723]
[0.349926   0.04950353],[0.75003639 0.08075305],[0.6637656  0.23432134]
[0.34992547 0.04820726],[0.75003665 0.07945678],[0.66376346 0.23302544]
[0.34992493 0.046911  ],[0.75003691 0.07816051],[0.66376132 0.23172955]
[0.3499244  0.04561473],[0.75003718 0.07686424],[0.66375918 0.23043366]
[0.34992386 0.04431846],[0.75003744 0.07556797],[0.66375704 0.22913777]
[0.34992333 0.0430222 ],[0.7500377 0.0742717],[0.66375489 0.22784188]
[0.3499228  0.04172593],[0.75003796 0.07297543],[0.66375275 0.22654599]
[0.34992226 0.04042966],[0.75003823 0.07167916],[0.66375061 0.2252501 ]
[0.34992173 0.0391334 ],[0.75003849 0.07038289],[0.66374847 0.22395421]
[0.3499212  0.03783713],[0.75003875 0.06908662],[0.66374633 0.22265832]
[0.34992066 0.03654086],[0.75003901 0.06779035],[0.66374419 0.22136243]
[0.34992013 0.0352446 ],[0.75003928 0.06649408],[0.66374205 0.22006654]
[0.34991959 0.03394833],[0.75003954 0.06519781],[0.66373991 0.21877065]
[0.34991906 0.03265206],[0.7500398  0.06390154],[0.66373776 0.21747476]
[0.34991853 0.0313558 ],[0.75004006 0.06260527],[0.66373562 0.21617887]
[0.34991799 0.03005953],[0.75004033 0.061309  ],[0.66373348 0.21488298]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66373134 0.21358709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6637292 0.2122912]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66372706 0.21099531]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66372492 0.20969942]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66372278 0.20840353]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66372063 0.20710764]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66371849 0.20581175]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66371635 0.20451586]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66371421 0.20321997]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66371207 0.20192408]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66370993 0.20062818]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66370779 0.19933229]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66370564 0.1980364 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6637035  0.19674051]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66370136 0.19544462]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66369922 0.19414873]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66369708 0.19285284]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66369494 0.19155695]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6636928  0.19026106]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66369066 0.18896517]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66368851 0.18766928]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66368637 0.18637339]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66368423 0.1850775 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66368209 0.18378161]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66367995 0.18248572]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66367781 0.18118983]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66367567 0.17989394]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66367352 0.17859805]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66367138 0.17730216]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66366924 0.17600627]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6636671  0.17471038]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66366496 0.17341449]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66366282 0.1721186 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66366068 0.17082271]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66365854 0.16952682]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66365639 0.16823092]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66365425 0.16693503]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66365211 0.16563914]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66364997 0.16434325]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66364783 0.16304736]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66364569 0.16175147]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66364355 0.16045558]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6636414  0.15915969]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66363926 0.1578638 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66363712 0.15656791]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66363498 0.15527202]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66363284 0.15397613]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6636307  0.15268024]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66362856 0.15138435]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66362642 0.15008846]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66362427 0.14879257]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66362213 0.14749668]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66361999 0.14620079]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66361785 0.1449049 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66361571 0.14360901]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66361357 0.14231312]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66361143 0.14101723]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66360928 0.13972134]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66360714 0.13842545]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.663605   0.13712956]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66360286 0.13583366]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66360072 0.13453777]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66359858 0.13324188]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66359644 0.13194599]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6635943 0.1306501]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66359215 0.12935421]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66359001 0.12805832]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66358787 0.12676243]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66358573 0.12546654]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66358359 0.12417065]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66358145 0.12287476]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66357931 0.12157887]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66357716 0.12028298]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66357502 0.11898709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66357288 0.1176912 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66357074 0.11639531]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6635686  0.11509942]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66356646 0.11380353]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66356432 0.11250764]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66356218 0.11121175]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66356003 0.10991586]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66355789 0.10861997]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66355575 0.10732408]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66355361 0.10602819]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66355147 0.1047323 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66354933 0.1034364 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66354719 0.10214051]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66354505 0.10084462]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6635429  0.09954873]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66354076 0.09825284]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66353862 0.09695695]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66353648 0.09566106]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66353434 0.09436517]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6635322  0.09306928]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66353006 0.09177339]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66352791 0.0904775 ]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66352577 0.08918161]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66352363 0.08788572]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66352149 0.08658983]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66351935 0.08529394]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66351721 0.08399805]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66351507 0.08270216]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66351293 0.08140627]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66351078 0.08011038]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350864 0.07881449]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.6635065 0.0775186]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350436 0.07622271]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350222 0.07492682]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
[0.34991768 0.02929636],[0.75004048 0.06054583],[0.66350105 0.07421709]
